,IMPORTER.TIN,IMPORTER.TIN_act
2502,IMPO19670,2
2503,IMPO13678,2
2504,IMPO17030,2
2505,IMPO16094,2
2506,IMPO10658,2
2507,IMPO13108,2
2508,IMPO11080,2
2509,IMPO14475,2
2510,IMP782193,2
2511,IMP389123,2
2512,IMP300975,2
2513,IMPO18474,2
2514,IMPO13284,2
2515,IMP222906,2
2516,IMPO19405,2
2517,IMPO15614,2
2518,IMPO17888,2
2519,IMPO13570,2
2520,IMPO14221,2
2521,IMPO10467,2
2522,IMPO14649,2
2523,IMP755382,2
2524,IMPO16258,2
2525,IMP729712,2
2526,IMPO15965,2
2527,IMP918660,2
2528,IMP513550,2
2529,IMPO17966,2
2530,IMP746002,2
2531,IMPO14457,2
2532,IMP682447,2
2533,IMP177945,2
2534,IMP643863,2
2535,IMP553793,2
2536,IMP681369,2
2537,IMPO15178,2
2538,IMP293862,2
2539,IMP753146,2
2540,IMPO13382,2
2541,IMP355619,2
2542,IMP339738,2
2543,IMP479462,2
2544,IMP108660,2
2545,IMP978769,2
2546,IMPO12322,2
2547,IMP409600,2
2548,IMPO10808,2
2549,IMPO17971,2
2550,IMP392821,2
2551,IMPO12086,2
2552,IMPO17396,2
2553,IMP943998,2
2554,IMPO12982,2
2555,IMP236350,2
2556,IMPO15529,2
2557,IMPO19484,2
2558,IMPO13343,2
2559,IMPO11602,2
2560,IMPO13336,2
2561,IMP548476,2
2562,IMPO11246,2
2563,IMP689869,2
2564,IMPO17092,2
2565,IMPO19222,2
2566,IMPO14028,2
2567,IMPO17752,2
2568,IMPO13018,2
2569,IMP355928,2
2570,IMP123568,2
2571,IMP780850,2
2572,IMPO18390,2
2573,IMPO13226,2
2574,IMPO10663,2
2575,IMPO11997,2
2576,IMPO15394,2
2577,IMPO15997,2
2578,IMPO15778,2
2579,IMPO15543,2
2580,IMPO14694,2
2581,IMPO15618,2
2582,IMPO13803,2
2583,IMPO18205,2
2584,IMPO13375,2
2585,IMPO13177,2
2586,IMPO17119,2
2587,IMPO11680,2
2588,IMP837249,2
2589,IMPO19569,2
2590,IMP233693,2
2591,IMP658407,2
2592,IMPO12241,2
2593,IMPO18592,2
2594,IMPO17940,2
2595,IMPO18468,2
2596,IMP829293,2
2597,IMP153226,2
2598,IMP204710,2
2599,IMPO14480,2
2600,IMPO13740,2
2601,IMP301583,2
2602,IMPO18872,2
2603,IMP261478,2
2604,IMPO15369,2
2605,IMP212189,2
2606,IMP838011,2
2607,IMPO17383,2
2608,IMPO18191,2
2609,IMPO13928,2
2610,IMP223553,2
2611,IMP448116,2
2612,IMP264314,2
2613,IMP266921,2
2614,IMP681931,2
2615,IMP241238,2
2616,IMP442804,2
2617,IMPO16464,2
2618,IMPO10881,2
2619,IMPO17073,2
2620,IMPO14869,2
2621,IMPO12072,2
2622,IMPO13480,2
2623,IMP263065,2
2624,IMPO14546,2
2625,IMP764747,2
2626,IMPO15249,2
2627,IMPO16472,2
2628,IMPO12584,2
2629,IMPO14049,2
2630,IMP852060,2
2631,IMPO10274,2
2632,IMPO16666,2
2633,IMPO12008,2
2634,IMPO19314,2
2635,IMP424152,2
2636,IMPO12585,2
2637,IMP891083,2
2638,IMPO17388,2
2639,IMPO11062,2
2640,IMPO16817,2
2641,IMPO13099,2
2642,IMPO15881,2
2643,IMPO13690,2
2644,IMPO19416,2
2645,IMPO17186,2
2646,IMPO10768,2
2647,IMPO19938,2
2648,IMPO18692,2
2649,IMP514440,2
2650,IMPO14695,2
2651,IMPO11624,2
2652,IMP709641,2
2653,IMP436344,2
2654,IMPO16449,2
2655,IMP660456,2
2656,IMPO12937,2
2657,IMPO12748,2
2658,IMP237425,2
2659,IMPO19547,2
2660,IMPO18394,2
2661,IMPO12428,2
2662,IMP527840,2
2663,IMP647174,2
2664,IMP109040,2
2665,IMP331372,2
2666,IMP472168,2
2667,IMPO14738,2
2668,IMP663885,2
2669,IMP347217,2
2670,IMP781167,2
2671,IMP886261,2
2672,IMP258785,2
2673,IMP851840,2
2674,IMP455140,2
2675,IMP961316,2
2676,IMPO19093,2
2677,IMP249324,2
2678,IMP108528,2
2679,IMP597055,2
2680,IMPO15459,2
2681,IMP999915,2
2682,IMPO14699,2
2683,IMP976521,2
2684,IMPO19336,2
2685,IMP833143,2
2686,IMPO12014,2
2687,IMP166686,2
2688,IMP759667,2
2689,IMP964998,2
2690,IMPO16803,2
2691,IMP594047,2
2692,IMP585415,2
2693,IMP726338,2
2694,IMPO12856,2
2695,IMP438483,2
2696,IMP419989,2
2697,IMP500690,2
2698,IMP922583,2
2699,IMP236983,2
2700,IMP178369,2
2701,IMPO13948,2
2702,IMP756108,2
2703,IMP280752,2
2704,IMP322921,2
2705,IMPO13997,2
2706,IMPO13021,2
2707,IMP469170,2
2708,IMPO15806,2
2709,IMP826887,2
2710,IMPO16509,2
2711,IMP911548,2
2712,IMPO10350,2
2713,IMP963208,2
2714,IMP747431,2
2715,IMP653589,2
2716,IMPO12655,2
2717,IMP811650,2
2718,IMPO18842,2
2719,IMP288765,2
2720,IMPO19377,2
2721,IMPO17176,2
2722,IMPO13411,2
2723,IMPO18030,2
2724,IMP555034,2
2725,IMPO16367,2
2726,IMPO10019,2
2727,IMPO16377,2
2728,IMP784649,2
2729,IMP254390,2
2730,IMP762355,2
2731,IMP156263,2
2732,IMPO15747,2
2733,IMPO19396,2
2734,IMP851453,2
2735,IMPO11613,2
2736,IMPO18065,2
2737,IMPO17813,2
2738,IMP721843,2
2739,IMPO12296,2
2740,IMPO19354,2
2741,IMP943231,2
2742,IMPO19111,2
2743,IMP105011,2
2744,IMP519145,2
2745,IMPO10245,2
2746,IMP404275,2
2747,IMPO16953,2
2748,IMPO13402,2
2749,IMPO16433,2
2750,IMP219402,2
2751,IMP776699,2
2752,IMPO13642,2
2753,IMPO16891,2
2754,IMP426415,2
2755,IMPO18733,2
2756,IMP697854,2
2757,IMP120456,2
2758,IMP653276,2
2759,IMP473346,2
2760,IMPO14438,2
2761,IMPO11953,2
2762,IMP644245,2
2763,IMPO16102,2
2764,IMPO14433,2
2765,IMPO18222,2
2766,IMPO19098,2
2767,IMPO10652,2
2768,IMP918763,2
2769,IMPO19038,2
2770,IMPO12119,2
2771,IMPO18348,2
2772,IMPO16450,2
2773,IMPO14128,2
2774,IMPO10962,2
2775,IMPO14962,2
2776,IMPO15467,2
2777,IMPO18013,2
2778,IMPO11374,2
2779,IMPO11818,2
2780,IMPO10863,2
2781,IMP496114,2
2782,IMP143570,2
2783,IMPO14360,2
2784,IMP527298,2
2785,IMPO19193,2
2786,IMPO11116,2
2787,IMP769315,2
2788,IMPO14898,2
2789,IMPO19117,2
2790,IMP843190,2
2791,IMPO18356,2
2792,IMPO12400,2
2793,IMP815645,2
2794,IMP208983,2
2795,IMPO12506,2
2796,IMPO19909,2
2797,IMPO12707,2
2798,IMP706247,2
2799,IMP187133,2
2800,IMPO11835,2
2801,IMPO16537,2
2802,IMPO14544,2
2803,IMP769030,2
2804,IMP800530,2
2805,IMP209769,2
2806,IMPO16935,2
2807,IMPO16028,2
2808,IMP287468,2
2809,IMP916442,2
2810,IMP559098,2
2811,IMPO13627,2
2812,IMP274831,2
2813,IMP708776,2
2814,IMPO11168,2
2815,IMP224083,2
2816,IMP775048,2
2817,IMPO14900,2
2818,IMP443476,2
2819,IMP716258,2
2820,IMP585736,2
2821,IMP753299,2
2822,IMP452686,2
2823,IMP925853,2
2824,IMP588660,2
2825,IMP701732,2
2826,IMP392621,2
2827,IMP818447,2
2828,IMPO15447,2
2829,IMP591515,2
2830,IMP342262,2
2831,IMP988441,2
2832,IMP365475,2
2833,IMP567295,2
2834,IMPO11833,2
2835,IMPO19630,2
2836,IMPO19255,2
2837,IMPO17175,2
2838,IMPO19710,2
2839,IMPO17843,2
2840,IMPO12057,2
2841,IMPO18146,2
2842,IMPO16438,2
2843,IMPO10569,2
2844,IMPO17492,2
2845,IMPO15513,2
2846,IMP518421,2
2847,IMP273227,2
2848,IMPO13172,2
2849,IMPO16049,2
2850,IMP799935,2
2851,IMP272516,2
2852,IMP489006,2
2853,IMP491024,2
2854,IMP162979,2
2855,IMPO10179,2
2856,IMPO18533,2
2857,IMPO17160,2
2858,IMPO11286,2
2859,IMP912967,2
2860,IMPO11805,2
2861,IMPO16137,2
2862,IMPO14180,2
2863,IMP576125,2
2864,IMPO16492,2
2865,IMPO19892,2
2866,IMP361125,2
2867,IMP911197,2
2868,IMPO16136,2
2869,IMPO18382,2
2870,IMP605180,2
2871,IMPO10637,2
2872,IMPO13015,2
2873,IMPO15552,2
2874,IMP656803,2
2875,IMP131908,2
2876,IMP944921,2
2877,IMP522223,2
2878,IMP403795,2
2879,IMPO11767,2
2880,IMP706874,2
2881,IMP839926,2
2882,IMP408473,2
2883,IMP679178,2
2884,IMP541832,2
2885,IMP250435,2
2886,IMP632026,2
2887,IMP629453,2
2888,IMPO17466,2
2889,IMPO18170,2
2890,IMP135798,2
2891,IMP664026,2
2892,IMPO13141,2
2893,IMP382598,2
2894,IMP511342,2
2895,IMPO17787,2
2896,IMPO12399,2
2897,IMPO19734,2
2898,IMPO16592,2
2899,IMP845646,2
2900,IMPO19527,2
2901,IMP539652,2
2902,IMPO16662,2
2903,IMPO15492,2
2904,IMPO17017,2
2905,IMP751687,2
2906,IMP153858,2
2907,IMPO10590,2
2908,IMPO16801,2
2909,IMPO18957,2
2910,IMP623786,2
2911,IMP622213,2
2912,IMP317287,2
2913,IMPO12049,2
2914,IMP294023,2
2915,IMP104513,2
2916,IMP569362,2
2917,IMPO19097,2
2918,IMPO19658,2
2919,IMPO19896,2
2920,IMPO14022,2
2921,IMPO15749,2
2922,IMPO19677,2
2923,IMPO16090,2
2924,IMP697942,2
2925,IMP466340,2
2926,IMPO10544,2
2927,IMPO14494,2
2928,IMPO17348,2
2929,IMPO18253,2
2930,IMP119886,2
2931,IMP245886,2
2932,IMPO18857,2
2933,IMPO10113,2
2934,IMP256392,2
2935,IMP407540,2
2936,IMP984335,2
2937,IMPO17310,2
2938,IMP489071,2
2939,IMP116600,2
2940,IMP591837,2
2941,IMP550641,2
2942,IMPO19562,2
2943,IMP394396,2
2944,IMPO18463,2
2945,IMP160003,2
2946,IMPO17646,2
2947,IMP312731,2
2948,IMP251140,2
2949,IMP517241,2
2950,IMPO14532,2
2951,IMPO14291,2
2952,IMP942956,2
2953,IMPO18538,2
2954,IMPO18051,2
2955,IMPO15610,2
2956,IMP652838,2
2957,IMPO10053,2
2958,IMP850849,2
2959,IMPO15540,2
2960,IMPO10704,2
2961,IMP387122,2
2962,IMP209056,2
2963,IMP110518,2
2964,IMP837607,2
2965,IMP828211,2
2966,IMP812769,2
2967,IMP888679,2
2968,IMP563432,2
2969,IMP161936,2
2970,IMP324989,2
2971,IMP445610,2
2972,IMP566537,2
2973,IMP889294,2
2974,IMP238371,2
2975,IMP109555,2
2976,IMPO16811,2
2977,IMP530185,2
2978,IMPO14764,2
2979,IMPO11365,2
2980,IMPO19210,2
2981,IMPO11215,2
2982,IMPO10614,2
2983,IMPO18782,2
2984,IMPO12217,2
2985,IMPO17178,2
2986,IMP112131,2
2987,IMPO11028,2
2988,IMPO11071,2
2989,IMP907256,2
2990,IMPO10714,2
2991,IMPO18892,2
2992,IMPO17603,2
2993,IMP786121,2
2994,IMP799266,2
2995,IMPO12101,2
2996,IMP844147,2
2997,IMPO15939,2
2998,IMP524729,2
2999,IMP123397,2
3000,IMP278921,2
3001,IMP502214,2
3002,IMPO11317,2
3003,IMPO11092,2
3004,IMPO17266,2
3005,IMP791348,2
3006,IMP722732,2
3007,IMPO17916,2
3008,IMP475511,2
3009,IMP465936,2
3010,IMPO12206,2
3011,IMP704927,2
3012,IMP955530,2
3013,IMPO19235,2
3014,IMP929811,2
3015,IMPO15216,2
3016,IMP624238,2
3017,IMP390231,2
3018,IMP563766,2
3019,IMP389499,2
3020,IMPO15657,2
3021,IMPO10475,2
3022,IMPO11851,2
3023,IMPO13534,2
3024,IMPO17259,2
3025,IMPO18508,2
3026,IMPO14989,2
3027,IMPO16701,2
3028,IMP546692,2
3029,IMPO15814,2
3030,IMPO15830,2
3031,IMPO12521,2
3032,IMPO16902,2
3033,IMPO14073,2
3034,IMPO18976,2
3035,IMPO13476,2
3036,IMPO17166,2
3037,IMPO10148,2
3038,IMPO17398,2
3039,IMPO19664,2
3040,IMP150390,2
3041,IMPO17796,2
3042,IMP360533,2
3043,IMPO14422,2
3044,IMPO12493,2
3045,IMP759194,2
3046,IMP317800,2
3047,IMP364095,2
3048,IMPO10318,2
3049,IMP891508,2
3050,IMP793286,2
3051,IMPO19971,2
3052,IMPO13880,2
3053,IMP988810,2
3054,IMPO18877,2
3055,IMPO17880,2
3056,IMPO15857,2
3057,IMPO13630,2
3058,IMP114305,2
3059,IMPO17913,2
3060,IMPO12504,2
3061,IMPO14772,2
3062,IMPO18130,2
3063,IMPO18324,2
3064,IMPO16697,2
3065,IMPO12383,2
3066,IMPO19304,2
3067,IMPO13022,2
3068,IMPO12083,2
3069,IMPO11166,2
3070,IMPO18059,2
3071,IMP952045,2
3072,IMPO12175,2
3073,IMPO14966,2
3074,IMPO14218,2
3075,IMPO12213,2
3076,IMP905412,2
3077,IMP479951,2
3078,IMP181489,2
3079,IMPO19322,2
3080,IMP402666,2
3081,IMP352870,2
3082,IMP927231,2
3083,IMPO18096,2
3084,IMP218057,2
3085,IMP542309,2
3086,IMP412489,2
3087,IMP719893,2
3088,IMPO13872,2
3089,IMPO15771,2
3090,IMP825428,2
3091,IMPO16271,2
3092,IMPO16420,2
3093,IMPO12817,2
3094,IMPO18663,2
3095,IMP332456,2
3096,IMP727256,2
3097,IMP768147,2
3098,IMP917839,2
3099,IMPO15611,2
3100,IMPO12958,2
3101,IMP157957,2
3102,IMPO17606,2
3103,IMP222150,2
3104,IMP375660,2
3105,IMP635053,2
3106,IMP976551,2
3107,IMP227394,2
3108,IMP441326,2
3109,IMPO14979,2
3110,IMPO15420,2
3111,IMPO17954,2
3112,IMPO13112,2
3113,IMPO15861,2
3114,IMPO18481,2
3115,IMPO10647,2
3116,IMPO16835,2
3117,IMP165318,2
3118,IMP237162,2
3119,IMP383530,2
3120,IMP428055,2
3121,IMP941202,2
3122,IMP657398,2
3123,IMPO13317,2
3124,IMP753459,2
3125,IMPO10972,2
3126,IMPO13793,2
3127,IMPO14573,2
3128,IMP950466,2
3129,IMP465391,2
3130,IMP830768,2
3131,IMP334722,2
3132,IMP197918,2
3133,IMP344465,2
3134,IMP771272,2
3135,IMP344560,2
3136,IMP207026,2
3137,IMP915122,2
3138,IMP310660,2
3139,IMP873503,2
3140,IMP799903,2
3141,IMP459598,2
3142,IMPO17726,2
3143,IMP324400,2
3144,IMP668904,2
3145,IMP883312,2
3146,IMPO16455,2
3147,IMP597456,2
3148,IMP342929,2
3149,IMPO11320,2
3150,IMPO14302,2
3151,IMP647985,2
3152,IMPO18817,2
3153,IMP843467,2
3154,IMP373673,2
3155,IMPO11744,2
3156,IMP608874,2
3157,IMP688289,2
3158,IMPO10226,2
3159,IMPO12712,2
3160,IMPO19719,2
3161,IMP114639,2
3162,IMP372043,2
3163,IMP704210,2
3164,IMPO18979,2
3165,IMPO15017,2
3166,IMPO19328,2
3167,IMP812435,2
3168,IMPO18777,2
3169,IMPO11814,2
3170,IMP457033,2
3171,IMP856852,2
3172,IMP569443,2
3173,IMP730513,2
3174,IMPO18571,2
3175,IMPO18403,2
3176,IMP545166,2
3177,IMP794364,2
3178,IMP709389,2
3179,IMP527182,2
3180,IMP618656,2
3181,IMP226461,2
3182,IMP144148,2
3183,IMP791968,2
3184,IMP518750,2
3185,IMP128795,2
3186,IMPO14608,2
3187,IMPO10736,2
3188,IMP331251,2
3189,IMP632069,2
3190,IMPO16795,2
3191,IMP447554,2
3192,IMP425964,2
3193,IMP194094,2
3194,IMP750979,2
3195,IMPO19963,2
3196,IMPO10650,2
3197,IMPO18128,2
3198,IMPO15816,2
3199,IMPO14034,2
3200,IMP497143,2
3201,IMPO16493,2
3202,IMPO18099,2
3203,IMP415501,2
3204,IMP192525,2
3205,IMPO14977,2
3206,IMPO19226,2
3207,IMP212428,2
3208,IMP907456,2
3209,IMPO11827,2
3210,IMP929376,2
3211,IMPO15887,2
3212,IMPO16663,2
3213,IMP434494,2
3214,IMPO12380,2
3215,IMP468458,2
3216,IMP303791,2
3217,IMPO10237,2
3218,IMP612779,2
3219,IMPO13923,2
3220,IMPO10832,2
3221,IMPO15674,2
3222,IMP148774,2
3223,IMPO14483,2
3224,IMP508426,2
3225,IMP694428,2
3226,IMP565158,2
3227,IMP464584,2
3228,IMP583040,2
3229,IMP268981,2
3230,IMP580509,2
3231,IMP471741,2
3232,IMP447730,2
3233,IMPO18667,2
3234,IMPO13176,2
3235,IMPO14866,2
3236,IMPO14343,2
3237,IMPO19585,2
3238,IMPO19856,2
3239,IMPO12401,2
3240,IMP247492,2
3241,IMP651692,2
3242,IMP945929,2
3243,IMP921566,2
3244,IMP981530,2
3245,IMP669243,2
3246,IMP935939,2
3247,IMP756514,2
3248,IMP543994,2
3249,IMP984112,2
3250,IMP775799,2
3251,IMPO16100,2
3252,IMP236670,2
3253,IMP945264,2
3254,IMP118216,2
3255,IMPO18385,2
3256,IMP131252,2
3257,IMP142077,2
3258,IMP976046,2
3259,IMPO16538,2
3260,IMP186280,2
3261,IMPO13365,2
3262,IMPO16224,2
3263,IMPO13831,2
3264,IMPO13643,2
3265,IMP777773,2
3266,IMPO11556,2
3267,IMPO13753,2
3268,IMPO16933,2
3269,IMPO15154,2
3270,IMPO10603,2
3271,IMPO14005,2
3272,IMPO15654,2
3273,IMPO19421,2
3274,IMPO19726,2
3275,IMPO14908,2
3276,IMP524296,2
3277,IMPO18109,2
3278,IMPO12335,2
3279,IMP909549,2
3280,IMPO10612,2
3281,IMPO15725,2
3282,IMPO10368,2
3283,IMPO11925,2
3284,IMPO15188,2
3285,IMPO19862,2
3286,IMPO10498,2
3287,IMPO14186,2
3288,IMPO14208,2
3289,IMP441077,2
3290,IMPO13162,2
3291,IMPO17393,2
3292,IMPO11659,2
3293,IMPO19039,2
3294,IMP291746,2
3295,IMP489004,2
3296,IMP367537,2
3297,IMPO13489,2
3298,IMP954020,2
3299,IMPO10858,2
3300,IMP716596,2
3301,IMPO14382,2
3302,IMPO12254,2
3303,IMP741821,2
3304,IMP514923,2
3305,IMPO13841,2
3306,IMP528282,2
3307,IMPO16416,2
3308,IMPO17000,2
3309,IMP463195,2
3310,IMPO17038,2
3311,IMP506767,2
3312,IMPO14075,2
3313,IMPO14220,2
3314,IMPO12907,2
3315,IMP849369,2
3316,IMPO12776,2
3317,IMPO13637,2
3318,IMPO19942,2
3319,IMPO10125,2
3320,IMPO19724,2
3321,IMP681407,2
3322,IMP332718,2
3323,IMP910986,2
3324,IMPO15602,2
3325,IMPO19838,2
3326,IMP829136,2
3327,IMP839456,2
3328,IMPO17406,2
3329,IMPO17413,2
3330,IMP604647,2
3331,IMP946034,2
3332,IMPO11774,2
3333,IMPO16231,2
3334,IMPO14030,2
3335,IMP829545,2
3336,IMPO10411,2
3337,IMPO14174,2
3338,IMPO14012,2
3339,IMPO14935,2
3340,IMPO17347,2
3341,IMPO10922,2
3342,IMPO13590,2
3343,IMPO16570,2
3344,IMPO15476,2
3345,IMPO16602,2
3346,IMP409815,2
3347,IMPO18968,2
3348,IMP475170,2
3349,IMPO16550,2
3350,IMPO14144,2
3351,IMPO12973,2
3352,IMP801041,2
3353,IMP812345,2
3354,IMPO15868,2
3355,IMP735769,2
3356,IMP608562,2
3357,IMP240443,2
3358,IMPO15801,2
3359,IMP154376,2
3360,IMP484557,2
3361,IMP624799,2
3362,IMP792021,2
3363,IMPO14002,2
3364,IMP110695,2
3365,IMPO15409,2
3366,IMP193323,2
3367,IMPO12649,2
3368,IMPO17226,2
3369,IMP208323,2
3370,IMP199492,2
3371,IMP402491,2
3372,IMPO15671,2
3373,IMP304688,2
3374,IMP752912,2
3375,IMPO11750,2
3376,IMPO11404,2
3377,IMPO18174,2
3378,IMPO11876,2
3379,IMP193431,2
3380,IMP367638,2
3381,IMP787636,2
3382,IMPO16067,2
3383,IMPO17901,2
3384,IMPO17014,2
3385,IMPO12009,2
3386,IMP412716,2
3387,IMP930066,2
3388,IMP814007,2
3389,IMPO11345,2
3390,IMP851943,2
3391,IMPO11536,2
3392,IMPO14323,2
3393,IMP177855,2
3394,IMPO19944,2
3395,IMPO12836,2
3396,IMP428239,2
3397,IMPO16429,2
3398,IMPO19522,2
3399,IMP384409,2
3400,IMP930462,2
3401,IMP917117,2
3402,IMP864646,2
3403,IMP887406,2
3404,IMP463128,2
3405,IMP404197,2
3406,IMPO13100,2
3407,IMPO15329,2
3408,IMP683023,2
3409,IMP917522,2
3410,IMPO17118,2
3411,IMPO17657,2
3412,IMPO14609,2
3413,IMPO13936,2
3414,IMPO14172,2
3415,IMPO17988,2
3416,IMP407620,2
3417,IMP898242,2
3418,IMPO12445,2
3419,IMPO17559,2
3420,IMP229791,2
3421,IMP461288,2
3422,IMP917491,2
3423,IMPO11171,2
3424,IMP453318,2
3425,IMPO11308,2
3426,IMP157985,2
3427,IMP574767,2
3428,IMPO16330,2
3429,IMPO18987,2
3430,IMP436127,2
3431,IMP292475,2
3432,IMPO19081,2
3433,IMPO13822,2
3434,IMP588165,2
3435,IMP542590,2
3436,IMPO17667,2
3437,IMP781182,2
3438,IMPO12429,2
3439,IMP906340,2
3440,IMP608526,2
3441,IMPO16518,2
3442,IMPO16105,2
3443,IMP890493,2
3444,IMPO15444,2
3445,IMPO14575,2
3446,IMPO16227,2
3447,IMP236197,2
3448,IMPO11356,2
3449,IMP423913,2
3450,IMP423881,2
3451,IMPO13989,2
3452,IMPO16098,2
3453,IMPO13762,2
3454,IMPO16880,2
3455,IMPO13540,2
3456,IMPO14252,2
3457,IMPO13956,2
3458,IMP286065,2
3459,IMPO14922,2
3460,IMPO13246,2
3461,IMP879730,2
3462,IMP333978,2
3463,IMPO15530,2
3464,IMP159606,2
3465,IMP209877,2
3466,IMP366793,2
3467,IMP153496,2
3468,IMP188305,2
3469,IMP438896,2
3470,IMP420449,2
3471,IMPO11771,2
3472,IMP881541,2
3473,IMPO15358,2
3474,IMP422527,2
3475,IMP939773,2
3476,IMP183712,2
3477,IMP248453,2
3478,IMP580384,2
3479,IMP153462,2
3480,IMP570892,2
3481,IMP111712,2
3482,IMP261022,2
3483,IMP107182,2
3484,IMPO14443,2
3485,IMPO14719,2
3486,IMP294531,2
3487,IMP667257,2
3488,IMP712227,2
3489,IMP668804,2
3490,IMP259576,2
3491,IMP860426,2
3492,IMPO17487,2
3493,IMP849441,2
3494,IMPO10188,2
3495,IMP308912,2
3496,IMPO11547,2
3497,IMPO16718,2
3498,IMP324025,2
3499,IMPO19008,2
3500,IMPO10151,2
3501,IMPO18523,2
3502,IMP126434,2
3503,IMPO15456,2
3504,IMP373504,2
3505,IMP964158,2
3506,IMP776979,2
3507,IMP841979,2
3508,IMPO15698,2
3509,IMP605920,2
3510,IMP222851,2
3511,IMP685448,2
3512,IMPO10072,2
3513,IMP723934,2
3514,IMPO11125,2
3515,IMPO17549,2
3516,IMPO18291,2
3517,IMP770617,2
3518,IMPO19928,2
3519,IMP582604,2
3520,IMPO17679,2
3521,IMP456428,2
3522,IMP274979,2
3523,IMP741202,2
3524,IMPO18214,2
3525,IMP649898,2
3526,IMPO19748,2
3527,IMPO11742,2
3528,IMP901468,2
3529,IMP239160,2
3530,IMP296694,2
3531,IMP502514,2
3532,IMP693169,2
3533,IMPO14077,2
3534,IMP722151,2
3535,IMPO10610,2
3536,IMP954197,2
3537,IMPO19940,2
3538,IMPO17378,2
3539,IMPO17707,2
3540,IMP340317,2
3541,IMPO17645,2
3542,IMPO18994,2
3543,IMP734786,2
3544,IMP867617,2
3545,IMP274603,2
3546,IMP314162,2
3547,IMPO10273,2
3548,IMP832050,2
3549,IMP819031,2
3550,IMP834460,2
3551,IMPO19295,2
3552,IMPO14630,2
3553,IMP910745,2
3554,IMP341863,2
3555,IMP616856,2
3556,IMP799062,2
3557,IMP584912,2
3558,IMP882527,2
3559,IMP130430,2
3560,IMP654683,2
3561,IMP281326,2
3562,IMP480429,2
3563,IMP280897,2
3564,IMP543089,2
3565,IMP240313,2
3566,IMP530144,2
3567,IMP984843,2
3568,IMP109772,2
3569,IMPO11583,2
3570,IMPO15078,2
3571,IMPO12582,2
3572,IMPO17028,2
3573,IMP627548,2
3574,IMPO18906,2
3575,IMP142727,2
3576,IMP552497,2
3577,IMP154974,2
3578,IMP210913,2
3579,IMP532316,2
3580,IMPO15244,2
3581,IMPO10365,2
3582,IMPO10786,2
3583,IMPO16296,2
3584,IMPO13947,2
3585,IMPO16378,2
3586,IMPO12542,2
3587,IMPO15412,2
3588,IMPO16338,2
3589,IMPO17036,2
3590,IMPO15635,2
3591,IMPO11976,2
3592,IMPO18739,2
3593,IMPO18636,2
3594,IMPO10190,2
3595,IMP609909,2
3596,IMP976565,2
3597,IMP719474,2
3598,IMPO14621,2
3599,IMPO16145,2
3600,IMPO19122,2
3601,IMPO13116,2
3602,IMPO17560,2
3603,IMP203997,2
3604,IMPO14942,2
3605,IMP452599,2
3606,IMPO10176,2
3607,IMPO17138,2
3608,IMPO16182,2
3609,IMPO19139,2
3610,IMPO14945,2
3611,IMPO19287,2
3612,IMPO18605,2
3613,IMPO12472,2
3614,IMPO16015,2
3615,IMPO15917,2
3616,IMP254900,2
3617,IMPO14407,2
3618,IMPO11291,2
3619,IMPO11905,2
3620,IMPO12243,2
3621,IMPO14644,2
3622,IMP623535,2
3623,IMP843112,2
3624,IMPO13136,2
3625,IMP119457,2
3626,IMPO10548,2
3627,IMP377536,2
3628,IMPO13203,2
3629,IMP566617,2
3630,IMPO12000,2
3631,IMPO11034,2
3632,IMPO14045,2
3633,IMPO19498,2
3634,IMP845852,2
3635,IMPO19730,2
3636,IMP393851,2
3637,IMP107927,2
3638,IMPO12862,2
3639,IMP320301,2
3640,IMPO11652,2
3641,IMPO13969,2
3642,IMPO14146,2
3643,IMPO11421,2
3644,IMPO10882,2
3645,IMPO18669,2
3646,IMP481736,2
3647,IMPO19353,2
3648,IMP202906,2
3649,IMPO11498,2
3650,IMPO16256,2
3651,IMPO14251,2
3652,IMP547817,2
3653,IMPO13193,2
3654,IMPO12660,2
3655,IMP755913,2
3656,IMP434805,2
3657,IMPO14931,2
3658,IMPO13547,2
3659,IMP343742,2
3660,IMP162465,2
3661,IMPO10589,2
3662,IMP576506,2
3663,IMPO16871,2
3664,IMPO12784,2
3665,IMPO15388,2
3666,IMPO12422,2
3667,IMP624912,2
3668,IMP896694,2
3669,IMP604895,2
3670,IMPO17721,2
3671,IMPO12318,2
3672,IMPO10595,2
3673,IMP919050,2
3674,IMP818696,2
3675,IMPO17715,2
3676,IMP650987,2
3677,IMP840480,2
3678,IMPO19275,2
3679,IMPO10248,2
3680,IMPO15967,2
3681,IMP585640,2
3682,IMP611644,2
3683,IMP665282,2
3684,IMP232793,2
3685,IMP283504,2
3686,IMP676797,2
3687,IMP563416,2
3688,IMPO17197,2
3689,IMPO10141,2
3690,IMP446810,2
3691,IMP447237,1
3692,IMPO17987,1
3693,IMPO12153,1
3694,IMPO16221,1
3695,IMPO14629,1
3696,IMPO17426,1
3697,IMPO13311,1
3698,IMP760056,1
3699,IMP937865,1
3700,IMPO13730,1
3701,IMP751272,1
3702,IMP612717,1
3703,IMP277312,1
3704,IMPO17490,1
3705,IMP878687,1
3706,IMPO12917,1
3707,IMPO19338,1
3708,IMPO17304,1
3709,IMPO15587,1
3710,IMPO14026,1
3711,IMPO12639,1
3712,IMP975502,1
3713,IMP991927,1
3714,IMP306228,1
