,TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_Qsum,TARIFF.CODE&&ORIGIN.CODE_illicit_Qrate
19019,3004500000&&CNTRY859,0,0
19020,3209102000&&CNTRY351,0,0
19021,5402550000&&CNTRY680,0,0
19022,8515190000&&CNTRY168,0,2
19023,808100000&&CNTRY284,0,0
19024,4011500000&&CNTRY680,0,0
19025,4011200029&&CNTRY770,0,0
19026,2202100000&&CNTRY759,0,2
19027,8443310000&&CNTRY825,0,2
19028,2520100000&&CNTRY171,0,2
19029,3004500000&&CNTRY747,0,2
19030,7307210000&&CNTRY376,0,0
19031,7208270000&&CNTRY311,0,2
19032,9603210000&&CNTRY454,0,0
19033,4009310000&&CNTRY277,0,0
19034,8423810000&&CNTRY409,0,0
19035,3926100000&&CNTRY311,0,0
19036,8542319030&&CNTRY390,0,0
19037,7318155990&&CNTRY846,0,0
19038,7419999099&&CNTRY171,0,0
19039,5807101090&&CNTRY994,0,0
19040,5402330000&&CNTRY653,0,0
19041,8213000001&&CNTRY994,0,0
19042,8704219941&&CNTRY995,0,0
19043,8544300090&&CNTRY881,0,0
19044,3920108908&&CNTRY846,0,0
19045,8536901099&&CNTRY866,0,0
19046,2106909898&&CNTRY976,0,0
19047,2710199928&&CNTRY652,0,0
19048,6117801099&&CNTRY759,0,0
19049,2801200000&&CNTRY975,0,2
19050,3919101900&&CNTRY409,0,2
19051,8505200090&&CNTRY376,0,0
19052,5208520000&&CNTRY316,0,0
19053,5408100000&&CNTRY215,0,0
19054,4819300000&&CNTRY576,0,2
19055,7318290009&&CNTRY139,0,0
19056,8701100000&&CNTRY364,0,2
19057,8213000001&&CNTRY680,0,2
19058,9405409999&&CNTRY825,0,0
19059,6211390099&&CNTRY825,0,0
19060,4823908591&&CNTRY171,0,0
19061,4801000001&&CNTRY123,0,0
19062,6908909999&&CNTRY252,0,0
19063,8413810090&&CNTRY846,0,2
19064,2710194890&&CNTRY846,0,0
19065,8504340000&&CNTRY994,0,0
19066,3402209002&&CNTRY123,0,0
19067,4415202001&&CNTRY113,0,0
19068,8544499990&&CNTRY555,0,0
19069,6108190091&&CNTRY454,0,0
19070,1005900000&&CNTRY618,0,0
19071,8479899799&&CNTRY976,0,0
19072,307495900&&CNTRY680,0,0
19073,7318240000&&CNTRY322,0,2
19074,3814009001&&CNTRY376,0,0
19075,8703319090&&CNTRY264,0,0
19076,3208909919&&CNTRY962,0,2
19077,8708109000&&CNTRY485,0,0
19078,8706001300&&CNTRY555,0,0
19079,402101000&&CNTRY480,0,0
19080,2710191900&&CNTRY454,0,0
19081,8415900099&&CNTRY184,0,0
19082,3301299000&&CNTRY184,0,0
19083,2804610000&&CNTRY984,0,0
19084,9018500000&&CNTRY747,0,2
19085,2835390000&&CNTRY637,0,0
19086,6802930000&&CNTRY652,0,0
19087,7606929099&&CNTRY759,0,0
19088,2516120000&&CNTRY656,0,0
19089,8421390000&&CNTRY133,0,2
19090,9030310000&&CNTRY351,0,0
19091,5901900000&&CNTRY264,0,2
19092,1302190000&&CNTRY277,0,0
19093,8443390000&&CNTRY819,0,2
19094,3307410000&&CNTRY322,0,0
19095,6704190000&&CNTRY659,0,2
19096,3207100000&&CNTRY554,0,0
19097,8420910000&&CNTRY920,0,0
19098,4802580000&&CNTRY113,0,2
19099,3204170000&&CNTRY321,0,0
19100,8703222900&&CNTRY252,0,0
19101,8513900000&&CNTRY859,0,2
19102,4009120000&&CNTRY415,0,0
19103,7210610000&&CNTRY930,0,0
19104,5204200000&&CNTRY576,0,0
19105,5911400000&&CNTRY884,0,0
19106,3917299000&&CNTRY364,0,0
19107,8429590000&&CNTRY680,0,0
19108,8418500059&&CNTRY139,0,0
19109,6802230000&&CNTRY328,0,0
19110,5501300000&&CNTRY770,0,0
19111,8714102000&&CNTRY674,0,2
19112,2710197190&&CNTRY975,0,0
19113,3926909229&&CNTRY859,0,0
19114,5204110009&&CNTRY975,0,0
19115,8472300010&&CNTRY379,0,2
19116,8703229050&&CNTRY276,0,0
19117,8536419000&&CNTRY322,0,0
19118,8479400000&&CNTRY994,0,0
19119,4407999800&&CNTRY334,0,0
19120,6406209000&&CNTRY123,0,0
19121,8501523010&&CNTRY562,0,0
19122,3208209090&&CNTRY123,0,2
19123,6110309903&&CNTRY843,0,0
19124,9005900030&&CNTRY680,0,2
19125,3402209009&&CNTRY323,0,2
19126,8511400009&&CNTRY975,0,0
19127,2918130000&&CNTRY976,0,0
19128,8302100002&&CNTRY917,0,0
19129,5806200000&&CNTRY689,0,0
19130,2835250001&&CNTRY863,0,0
19131,8714109009&&CNTRY825,0,0
19132,5901100000&&CNTRY123,0,2
19133,8443318009&&CNTRY976,0,0
19134,4805910099&&CNTRY680,0,0
19135,3824906500&&CNTRY994,0,0
19136,405101100&&CNTRY689,0,0
19137,8412310000&&CNTRY390,0,2
19138,3001209000&&CNTRY317,0,2
19139,9004901011&&CNTRY716,0,2
19140,8511800009&&CNTRY680,0,0
19141,5801100019&&CNTRY680,0,0
19142,9403109300&&CNTRY317,0,0
19143,8423300000&&CNTRY759,0,0
19144,8207907800&&CNTRY713,0,0
19145,8409990002&&CNTRY701,0,2
19146,2009120000&&CNTRY881,0,2
19147,9004901039&&CNTRY884,0,0
19148,8418290009&&CNTRY975,0,0
19149,2811220000&&CNTRY123,0,0
19150,9017300002&&CNTRY785,0,2
19151,8518400000&&CNTRY656,0,0
19152,8703232926&&CNTRY917,0,0
19153,8703332900&&CNTRY830,0,0
19154,8413300000&&CNTRY680,0,0
19155,2915290000&&CNTRY351,0,0
19156,2710191900&&CNTRY785,0,0
19157,8708400000&&CNTRY891,0,0
19158,8452290000&&CNTRY351,0,0
19159,8501400000&&CNTRY558,0,0
19160,9018390000&&CNTRY311,0,0
19161,8703242200&&CNTRY407,0,0
19162,6802230000&&CNTRY713,0,2
19163,2210000000&&CNTRY680,0,0
19164,3105200000&&CNTRY321,0,0
19165,7318150000&&CNTRY328,0,0
19166,8702102029&&CNTRY262,0,0
19167,808100000&&CNTRY830,0,0
19168,3808920000&&CNTRY917,0,0
19169,6403590055&&CNTRY920,0,2
19170,7323930000&&CNTRY759,0,0
19171,6103290000&&CNTRY139,0,0
19172,8704221928&&CNTRY819,0,2
19173,3307900000&&CNTRY654,0,0
19174,2902900000&&CNTRY409,0,2
19175,8527130000&&CNTRY316,0,2
19176,8421390000&&CNTRY554,0,0
19177,3912390000&&CNTRY284,0,2
19178,2916310000&&CNTRY351,0,2
19179,8414900000&&CNTRY939,0,0
19180,4202210023&&CNTRY748,0,0
19181,8418400041&&CNTRY407,0,0
19182,9406000019&&CNTRY376,0,0
19183,4016990000&&CNTRY995,0,0
19184,3816000000&&CNTRY123,0,0
19185,8481805900&&CNTRY652,0,0
19186,6111209000&&CNTRY819,0,0
19187,3305900092&&CNTRY454,0,2
19188,6804221210&&CNTRY429,0,2
19189,6211421009&&CNTRY627,0,2
19190,7212200010&&CNTRY825,0,0
19191,5603119010&&CNTRY980,0,2
19192,8412904000&&CNTRY976,0,0
19193,7326909499&&CNTRY138,0,2
19194,3907202000&&CNTRY881,0,0
19195,7408191000&&CNTRY825,0,0
19196,9026202009&&CNTRY680,0,0
19197,9017300002&&CNTRY980,0,0
19198,8471800000&&CNTRY881,0,2
19199,808309000&&CNTRY652,0,0
19200,4009220010&&CNTRY627,0,0
19201,6402991000&&CNTRY846,0,0
19202,4010320009&&CNTRY976,0,0
19203,7307910000&&CNTRY859,0,0
19204,8413910009&&CNTRY454,0,2
19205,5903909900&&CNTRY680,0,2
19206,6211110029&&CNTRY415,0,0
19207,9027109000&&CNTRY994,0,0
19208,8203200004&&CNTRY770,0,0
19209,8517620022&&CNTRY994,0,0
19210,3926909229&&CNTRY407,0,0
19211,8531209500&&CNTRY680,0,0
19212,8516299900&&CNTRY389,0,2
19213,8504405500&&CNTRY456,0,0
19214,8501538100&&CNTRY689,0,0
19215,8716310000&&CNTRY759,1,2
19216,3212100000&&CNTRY759,0,2
19217,2915700000&&CNTRY376,0,2
19218,3208100000&&CNTRY884,0,2
19219,9620000000&&CNTRY140,0,2
19220,8414800089&&CNTRY113,0,0
19221,4011990000&&CNTRY554,0,0
19222,7323100000&&CNTRY284,0,0
19223,8474800000&&CNTRY234,0,0
19224,3824400000&&CNTRY448,0,0
19225,8448490000&&CNTRY785,0,0
19226,2208700000&&CNTRY153,0,0
19227,7323999000&&CNTRY654,0,0
19228,8705900000&&CNTRY376,0,0
19229,8703221215&&CNTRY562,0,0
19230,8703232124&&CNTRY378,0,0
19231,8702101319&&CNTRY785,0,0
19232,8546900000&&CNTRY884,0,0
19233,7603200000&&CNTRY759,0,0
19234,2005800000&&CNTRY473,0,0
19235,4810130019&&CNTRY558,0,2
19236,8431200000&&CNTRY113,0,0
19237,8703222900&&CNTRY389,0,0
19238,4418900000&&CNTRY759,0,0
19239,4202910093&&CNTRY215,0,2
19240,8516600069&&CNTRY277,0,0
19241,6804210000&&CNTRY277,0,2
19242,8703331226&&CNTRY830,0,0
19243,8443310000&&CNTRY398,0,0
19244,4810920092&&CNTRY429,0,0
19245,8703242200&&CNTRY756,0,0
19246,4805240000&&CNTRY438,0,2
19247,2710129099&&CNTRY139,0,0
19248,8214200000&&CNTRY527,0,0
19249,8418991003&&CNTRY713,0,0
19250,5513290000&&CNTRY976,0,0
19251,8413308091&&CNTRY819,0,0
19252,8609009090&&CNTRY216,0,0
19253,8471490000&&CNTRY748,0,0
19254,5811000030&&CNTRY881,0,0
19255,8703249090&&CNTRY376,0,0
19256,7306900000&&CNTRY652,0,2
19257,5602109000&&CNTRY171,0,0
19258,9025112001&&CNTRY709,0,2
19259,8425420011&&CNTRY652,0,2
19260,8703319090&&CNTRY393,0,0
19261,9606100010&&CNTRY859,0,2
19262,4407999100&&CNTRY920,0,0
19263,2905490009&&CNTRY317,0,0
19264,8531809509&&CNTRY322,0,0
19265,3921190000&&CNTRY393,0,0
19266,6301201000&&CNTRY863,0,2
19267,9027905009&&CNTRY920,0,0
19268,8304000000&&CNTRY881,0,0
19269,6006210000&&CNTRY846,0,0
19270,7318240000&&CNTRY615,0,0
19271,9025192010&&CNTRY555,0,0
19272,8525801990&&CNTRY994,0,2
19273,4421909798&&CNTRY376,0,2
19274,8414302000&&CNTRY680,0,0
19275,8466103100&&CNTRY123,0,0
19276,7320909000&&CNTRY113,0,0
19277,8703239095&&CNTRY874,0,0
19278,9105210000&&CNTRY138,0,0
19279,8711901000&&CNTRY759,0,2
19280,5506200000&&CNTRY316,0,0
19281,1905310000&&CNTRY747,0,0
19282,3404200000&&CNTRY409,0,0
19283,2002902000&&CNTRY881,0,0
19284,3808920000&&CNTRY747,0,2
19285,2918140000&&CNTRY680,0,0
19286,4813900000&&CNTRY881,0,0
19287,8701200000&&CNTRY747,0,0
19288,4814900000&&CNTRY322,0,2
19289,2833190000&&CNTRY846,0,2
19290,7308901000&&CNTRY562,0,0
19291,8464900000&&CNTRY328,0,0
19292,8704212025&&CNTRY322,0,0
19293,8711409000&&CNTRY637,0,0
19294,8703332900&&CNTRY378,0,2
19295,8504100000&&CNTRY480,0,0
19296,3904100000&&CNTRY576,0,2
19297,8709190000&&CNTRY709,0,2
19298,6211200000&&CNTRY277,0,0
19299,5510900000&&CNTRY576,0,0
19300,4805250000&&CNTRY988,0,0
19301,8418100019&&CNTRY376,1,2
19302,9506910000&&CNTRY125,0,2
19303,7016900000&&CNTRY171,0,0
19304,7208210000&&CNTRY321,0,2
19305,3402900000&&CNTRY262,0,0
19306,8516100000&&CNTRY919,0,0
19307,9207100000&&CNTRY349,0,2
19308,8704900099&&CNTRY756,0,0
19309,8516600069&&CNTRY473,0,0
19310,8428390000&&CNTRY555,1,2
19311,303510000&&CNTRY554,0,0
19312,4809901000&&CNTRY994,0,0
19313,8535900093&&CNTRY555,0,0
19314,8703321965&&CNTRY701,0,0
19315,5505109000&&CNTRY166,0,0
19316,5402340000&&CNTRY994,0,2
19317,9026202009&&CNTRY123,0,0
19318,1509109021&&CNTRY236,0,0
19319,4801000001&&CNTRY976,0,0
19320,8414302000&&CNTRY652,0,0
19321,7406200001&&CNTRY709,0,0
19322,6204631801&&CNTRY994,0,2
19323,1905904592&&CNTRY376,0,2
19324,8904001000&&CNTRY843,0,2
19325,5211420000&&CNTRY994,0,0
19326,8452900009&&CNTRY323,0,0
19327,4009110090&&CNTRY445,0,0
19328,5608193000&&CNTRY713,0,0
19329,8482990002&&CNTRY846,0,0
19330,2710199990&&CNTRY764,0,0
19331,6203423509&&CNTRY615,0,0
19332,5505200000&&CNTRY881,0,2
19333,8544499530&&CNTRY994,0,0
19334,6202131008&&CNTRY994,0,0
19335,2841610000&&CNTRY846,0,0
19336,8423819009&&CNTRY485,0,2
19337,8429590000&&CNTRY625,0,0
19338,8423815009&&CNTRY252,0,0
19339,8424300800&&CNTRY771,0,0
19340,8418509000&&CNTRY825,0,0
19341,7322900000&&CNTRY846,0,0
19342,8538909909&&CNTRY562,0,0
19343,8413700000&&CNTRY701,0,0
19344,8703210011&&CNTRY317,0,2
19345,8419310000&&CNTRY713,0,0
19346,5402480000&&CNTRY316,0,2
19347,3602009000&&CNTRY113,0,0
19348,808100000&&CNTRY962,0,0
19349,8443910000&&CNTRY351,0,2
19350,5503110000&&CNTRY311,0,0
19351,5508500000&&CNTRY713,0,2
19352,8504340039&&CNTRY454,0,0
19353,8704321118&&CNTRY562,0,2
19354,4821100000&&CNTRY994,0,0
19355,9018110000&&CNTRY884,0,2
19356,6802230000&&CNTRY701,0,2
19357,2836200000&&CNTRY759,0,0
19358,6204620000&&CNTRY701,0,0
19359,7208270000&&CNTRY976,0,0
19360,8536100000&&CNTRY311,0,2
19361,3506100000&&CNTRY747,0,2
19362,2101110012&&CNTRY709,0,0
19363,3923210000&&CNTRY920,0,2
19364,2002902000&&CNTRY759,0,0
19365,6805200000&&CNTRY429,0,2
19366,5308901000&&CNTRY884,0,0
19367,8702902099&&CNTRY139,0,2
19368,7225990000&&CNTRY364,0,0
19369,8704232000&&CNTRY150,0,0
19370,8441100000&&CNTRY764,0,0
19371,8703231221&&CNTRY653,0,0
19372,3824400000&&CNTRY215,0,0
19373,4805930000&&CNTRY785,0,2
19374,5204200000&&CNTRY884,0,0
19375,7606919093&&CNTRY393,0,0
19376,8703242900&&CNTRY747,0,0
19377,2933299000&&CNTRY415,0,2
19378,4202929190&&CNTRY756,0,0
19379,3923299080&&CNTRY528,0,0
19380,8443999010&&CNTRY558,0,0
19381,8708309909&&CNTRY123,0,2
19382,2208304101&&CNTRY680,0,0
19383,8479908000&&CNTRY615,0,0
19384,4811590070&&CNTRY554,0,2
19385,8414808030&&CNTRY485,0,2
19386,5903909900&&CNTRY654,0,0
19387,2208304101&&CNTRY654,0,2
19388,8523519300&&CNTRY825,0,0
19389,3006500000&&CNTRY528,0,0
19390,302899009&&CNTRY615,0,0
19391,8203100000&&CNTRY277,0,2
19392,8471500001&&CNTRY994,0,0
19393,6203331009&&CNTRY917,0,2
19394,3907100000&&CNTRY825,0,0
19395,8477809300&&CNTRY975,0,0
19396,8461501900&&CNTRY994,0,0
19397,3006300000&&CNTRY785,0,2
19398,8545901000&&CNTRY866,0,0
19399,6106100009&&CNTRY323,0,2
19400,9014100000&&CNTRY846,0,0
19401,4821109000&&CNTRY995,0,0
19402,8481401000&&CNTRY825,0,0
19403,9018901000&&CNTRY994,0,0
19404,8703319090&&CNTRY236,0,0
19405,8523519900&&CNTRY277,0,2
19406,8708999796&&CNTRY276,0,0
19407,8301200000&&CNTRY216,0,0
19408,9405409599&&CNTRY994,0,0
19409,3304200000&&CNTRY376,0,0
19410,7216210090&&CNTRY277,0,2
19411,6004100000&&CNTRY920,0,0
19412,8486300000&&CNTRY234,0,0
19413,8484200000&&CNTRY656,0,0
19414,8703222900&&CNTRY618,0,0
19415,8415830000&&CNTRY562,0,0
19416,4911999099&&CNTRY656,0,0
19417,2516110000&&CNTRY454,0,0
19418,8703331226&&CNTRY284,0,0
19419,3920490044&&CNTRY454,0,0
19420,8432210000&&CNTRY576,0,0
19421,9015900000&&CNTRY576,0,0
19422,6802930000&&CNTRY321,0,2
19423,6802910000&&CNTRY873,0,2
19424,4810920092&&CNTRY113,0,0
19425,9026900000&&CNTRY138,0,0
19426,2523210000&&CNTRY759,0,2
19427,6811820000&&CNTRY713,0,2
19428,3403990000&&CNTRY409,0,0
19429,7323100000&&CNTRY438,0,0
19430,7315190011&&CNTRY962,0,2
19431,1302320000&&CNTRY680,0,0
19432,9405400000&&CNTRY615,0,0
19433,7901200000&&CNTRY321,0,2
19434,8506101100&&CNTRY866,0,0
19435,8467990000&&CNTRY216,0,0
19436,9405920000&&CNTRY846,0,0
19437,7325991000&&CNTRY881,0,0
19438,6211390000&&CNTRY438,0,0
19439,6302100000&&CNTRY277,0,0
19440,8421290000&&CNTRY276,0,0
19441,9019200000&&CNTRY491,0,0
19442,8545200000&&CNTRY713,0,0
19443,6206400008&&CNTRY825,0,0
19444,3907500090&&CNTRY859,0,2
19445,9403309109&&CNTRY429,0,2
19446,6802210002&&CNTRY389,0,0
19447,6212109097&&CNTRY846,0,0
19448,9018902000&&CNTRY284,0,2
19449,5807101010&&CNTRY576,0,0
19450,8215999009&&CNTRY756,0,0
19451,3003900019&&CNTRY485,0,0
19452,2710199921&&CNTRY825,0,0
19453,8431390009&&CNTRY825,0,0
19454,3204170000&&CNTRY716,0,0
19455,3920300000&&CNTRY976,0,2
19456,2523290000&&CNTRY576,0,2
19457,8433400009&&CNTRY652,0,0
19458,8708999799&&CNTRY674,0,0
19459,8003000010&&CNTRY846,0,0
19460,7407290009&&CNTRY376,0,0
19461,6103390099&&CNTRY976,0,0
19462,4805910099&&CNTRY376,0,0
19463,3926909780&&CNTRY351,0,0
19464,8529106909&&CNTRY456,0,0
19465,5510110000&&CNTRY680,0,0
19466,808108009&&CNTRY881,0,0
19467,8504901801&&CNTRY615,0,0
19468,8409990009&&CNTRY863,0,0
19469,8525809990&&CNTRY321,0,0
19470,6205200009&&CNTRY277,0,0
19471,8207507000&&CNTRY962,0,2
19472,8516802000&&CNTRY123,0,2
19473,8413910009&&CNTRY680,0,0
19474,4202329001&&CNTRY881,0,2
19475,6211321009&&CNTRY652,0,0
19476,4417000093&&CNTRY277,0,0
19477,2710199921&&CNTRY846,0,0
19478,7015900091&&CNTRY825,0,0
19479,8716400009&&CNTRY389,0,0
19480,6908909199&&CNTRY994,0,0
19481,7502100000&&CNTRY216,0,0
19482,6404191099&&CNTRY485,0,2
19483,6217100003&&CNTRY615,0,2
19484,5408310001&&CNTRY215,0,0
19485,8708999799&&CNTRY653,0,0
19486,2102300000&&CNTRY846,0,2
19487,8509800000&&CNTRY680,0,0
19488,8301600000&&CNTRY680,0,0
19489,8703241128&&CNTRY448,0,0
19490,8414900000&&CNTRY284,0,2
19491,8504400000&&CNTRY343,0,0
19492,8703321922&&CNTRY919,0,0
19493,8483200000&&CNTRY376,0,2
19494,3909500000&&CNTRY277,0,0
19495,7603200000&&CNTRY215,0,0
19496,8502110012&&CNTRY150,0,0
19497,2903110000&&CNTRY618,0,2
19498,8704311114&&CNTRY756,0,0
19499,8513100000&&CNTRY988,0,2
19500,6217100000&&CNTRY994,0,2
19501,3602009000&&CNTRY713,0,0
19502,8703331928&&CNTRY316,0,0
19503,3907200000&&CNTRY317,0,0
19504,2009809087&&CNTRY393,0,0
19505,2922410000&&CNTRY438,0,2
19506,3921120000&&CNTRY138,0,0
19507,3006100000&&CNTRY415,0,0
19508,8703321922&&CNTRY709,0,0
19509,8460290000&&CNTRY759,0,0
19510,8302100000&&CNTRY701,0,0
19511,7606129000&&CNTRY884,0,0
19512,8704321118&&CNTRY846,0,2
19513,6804210000&&CNTRY846,0,2
19514,8447900000&&CNTRY168,0,0
19515,1806901000&&CNTRY322,0,0
19516,7210700071&&CNTRY376,0,0
19517,8506800000&&CNTRY448,0,2
19518,7323999000&&CNTRY438,0,0
19519,7612900091&&CNTRY389,0,0
19520,3907600069&&CNTRY376,0,2
19521,2836990000&&CNTRY866,0,0
19522,2914130000&&CNTRY546,0,0
19523,3904220000&&CNTRY615,0,0
19524,7307290021&&CNTRY759,0,0
19525,3925908000&&CNTRY994,0,0
19526,5608193000&&CNTRY825,0,0
19527,5807101010&&CNTRY284,0,0
19528,9031902000&&CNTRY825,0,2
19529,8536419000&&CNTRY264,0,0
19530,3926909791&&CNTRY123,0,0
19531,8467298509&&CNTRY881,0,2
19532,8708805501&&CNTRY680,0,2
19533,2811220000&&CNTRY322,0,0
19534,8205400000&&CNTRY576,0,2
19535,5903109000&&CNTRY376,0,0
19536,8482990009&&CNTRY454,0,0
19537,8708299009&&CNTRY846,0,0
19538,8545190009&&CNTRY264,0,0
19539,5603921000&&CNTRY881,0,0
19540,2208701003&&CNTRY652,0,2
19541,1206009900&&CNTRY994,0,2
19542,5505105000&&CNTRY959,0,0
19543,8483602009&&CNTRY376,0,0
19544,8536419000&&CNTRY976,0,0
19545,6104430009&&CNTRY123,0,0
19546,702000000&&CNTRY140,0,0
19547,4013900004&&CNTRY454,0,0
19548,3919108000&&CNTRY379,0,0
19549,8543900009&&CNTRY656,0,0
19550,8534009000&&CNTRY687,0,2
19551,3707902009&&CNTRY994,0,0
19552,5204110001&&CNTRY756,0,0
19553,6907908091&&CNTRY576,0,0
19554,8207709000&&CNTRY975,0,0
19555,5807109010&&CNTRY407,0,0
19556,9002200000&&CNTRY976,0,0
19557,4802562000&&CNTRY652,0,0
19558,8538100000&&CNTRY680,0,0
19559,4901999000&&CNTRY884,0,0
19560,3402110012&&CNTRY113,0,0
19561,8707901311&&CNTRY188,0,0
19562,7307210000&&CNTRY317,0,0
19563,3901100000&&CNTRY825,0,0
19564,4802570000&&CNTRY264,0,0
19565,8413810000&&CNTRY884,0,2
19566,2009900091&&CNTRY277,0,0
19567,8803300000&&CNTRY454,1,2
19568,8407340000&&CNTRY745,0,0
19569,2824100000&&CNTRY825,0,0
19570,8703210011&&CNTRY263,0,0
19571,7323100000&&CNTRY656,0,0
19572,5607500000&&CNTRY398,0,0
19573,7208100000&&CNTRY873,0,0
19574,8433900000&&CNTRY454,0,0
19575,8413500000&&CNTRY846,0,0
19576,8415900099&&CNTRY379,0,2
19577,210990000&&CNTRY863,0,2
19578,8417900000&&CNTRY846,0,0
19579,8502120015&&CNTRY976,0,0
19580,8507800000&&CNTRY759,0,0
19581,8429200000&&CNTRY171,0,0
19582,7321119019&&CNTRY656,0,0
19583,1108110010&&CNTRY884,0,0
19584,6810190000&&CNTRY150,0,2
19585,7216990000&&CNTRY995,0,2
19586,8703312200&&CNTRY527,0,0
19587,8703241932&&CNTRY140,0,2
19588,4009120000&&CNTRY680,0,0
19589,8476900000&&CNTRY891,0,2
19590,7212500000&&CNTRY884,0,0
19591,8205200000&&CNTRY277,0,2
19592,8703332100&&CNTRY216,1,2
19593,8431100000&&CNTRY713,0,0
19594,8714110000&&CNTRY680,0,0
19595,5007200000&&CNTRY317,0,2
19596,5511300000&&CNTRY378,0,0
19597,8704900099&&CNTRY171,0,2
19598,3403990000&&CNTRY562,0,0
19599,8507100000&&CNTRY138,0,2
19600,8703312200&&CNTRY825,0,0
19601,2710196899&&CNTRY527,0,0
19602,4011300000&&CNTRY859,0,2
19603,8207403000&&CNTRY759,0,0
19604,5508101001&&CNTRY334,0,0
19605,7307291000&&CNTRY976,0,0
19606,8302200000&&CNTRY976,0,0
19607,3210001090&&CNTRY140,0,2
19608,2205101001&&CNTRY846,0,2
19609,6116108000&&CNTRY652,0,0
19610,8703319090&&CNTRY317,0,0
19611,8438900090&&CNTRY562,0,2
19612,4821101000&&CNTRY830,0,2
19613,8412904000&&CNTRY209,0,2
19614,3917310000&&CNTRY316,0,2
19615,8536490020&&CNTRY819,0,0
19616,3926909799&&CNTRY277,0,0
19617,4911109099&&CNTRY680,0,0
19618,3004900019&&CNTRY576,0,0
19619,8544429091&&CNTRY930,0,0
19620,8505191000&&CNTRY994,0,0
19621,8463900000&&CNTRY652,0,0
19622,8438500000&&CNTRY615,0,2
19623,7408290000&&CNTRY962,0,0
19624,8431390009&&CNTRY980,0,0
19625,8302415009&&CNTRY113,0,0
19626,8510100000&&CNTRY765,0,2
19627,8207909900&&CNTRY554,0,0
19628,9004901011&&CNTRY930,0,0
19629,4009220010&&CNTRY153,0,0
19630,1904201000&&CNTRY884,0,2
19631,8484100000&&CNTRY376,0,0
19632,5209390000&&CNTRY316,0,0
19633,8516808000&&CNTRY376,0,0
19634,8413810000&&CNTRY680,0,0
19635,9006590000&&CNTRY334,0,0
19636,2836500000&&CNTRY454,0,0
19637,3201900000&&CNTRY825,0,0
19638,2712200000&&CNTRY558,0,2
19639,7225990000&&CNTRY859,0,0
19640,7606129000&&CNTRY680,0,0
19641,6207190000&&CNTRY765,0,0
19642,9506110000&&CNTRY615,0,0
19643,2905110000&&CNTRY859,0,0
19644,4411140000&&CNTRY454,0,0
19645,7208390000&&CNTRY438,0,2
19646,7208390000&&CNTRY284,0,0
19647,2839900000&&CNTRY825,0,0
19648,8703242900&&CNTRY171,0,0
19649,6911100000&&CNTRY713,0,0
19650,4009120000&&CNTRY994,0,2
19651,8436290000&&CNTRY349,0,0
19652,8437800000&&CNTRY874,0,2
19653,3307900000&&CNTRY819,0,2
19654,3820000000&&CNTRY140,0,0
19655,8529900000&&CNTRY328,0,0
19656,8446100000&&CNTRY448,0,0
19657,712200000&&CNTRY615,0,0
19658,8483600000&&CNTRY168,0,0
19659,7323999000&&CNTRY262,0,2
19660,2850000000&&CNTRY168,0,0
19661,8413912000&&CNTRY113,0,0
19662,9015800000&&CNTRY409,0,0
19663,8427200000&&CNTRY919,0,0
19664,6804220000&&CNTRY653,0,2
19665,2103909099&&CNTRY881,0,2
19666,7307910000&&CNTRY759,0,0
19667,3307490000&&CNTRY680,0,0
19668,6103390099&&CNTRY837,0,2
19669,5306105000&&CNTRY625,0,0
19670,3912398500&&CNTRY528,0,2
19671,4823691000&&CNTRY652,0,0
19672,8708509900&&CNTRY379,0,0
19673,3809920000&&CNTRY627,0,0
19674,8003000010&&CNTRY317,0,0
19675,7308909804&&CNTRY759,0,0
19676,4409299909&&CNTRY748,0,0
19677,8511800009&&CNTRY756,0,2
19678,8544429011&&CNTRY759,0,0
19679,8542399090&&CNTRY485,0,0
19680,8421398009&&CNTRY881,0,2
19681,8474310030&&CNTRY846,0,0
19682,8421392000&&CNTRY252,0,2
19683,8003000080&&CNTRY334,0,2
19684,8302411001&&CNTRY843,0,2
19685,6117900009&&CNTRY166,0,2
19686,8425410000&&CNTRY976,0,2
19687,8502138000&&CNTRY139,0,2
19688,8482990002&&CNTRY881,0,0
19689,4805910091&&CNTRY615,0,0
19690,7321120009&&CNTRY215,0,0
19691,8452900009&&CNTRY284,0,0
19692,9107000001&&CNTRY215,0,0
19693,8506101100&&CNTRY994,0,2
19694,6217100009&&CNTRY485,0,0
19695,8443197009&&CNTRY825,0,0
19696,2710201190&&CNTRY376,0,0
19697,8433900099&&CNTRY171,0,0
19698,4113200000&&CNTRY976,0,0
19699,7007198000&&CNTRY252,0,0
19700,6206400008&&CNTRY980,0,0
19701,4202121109&&CNTRY485,0,0
19702,8506808009&&CNTRY976,0,0
19703,2712903999&&CNTRY915,0,2
19704,4819100000&&CNTRY264,0,0
19705,8539299899&&CNTRY976,0,0
19706,3303009092&&CNTRY825,0,0
19707,1001190000&&CNTRY771,0,0
19708,5810929000&&CNTRY825,0,2
19709,8517709041&&CNTRY454,0,0
19710,8542399090&&CNTRY765,0,0
19711,7409400010&&CNTRY644,0,0
19712,8512400000&&CNTRY554,0,2
19713,8703231119&&CNTRY756,0,2
19714,8517120000&&CNTRY680,0,0
