,IMPORTER.TIN,IMPORTER.TIN_illicit_Qsum,IMPORTER.TIN_illicit_Qrate
7602,IMP448760,0,3
7603,IMP773170,0,0
7604,IMP651562,0,3
7605,IMP112187,0,3
7606,IMP483583,0,0
7607,IMP825552,0,0
7608,IMP550641,0,3
7609,IMP185855,0,3
7610,IMP821397,0,0
7611,IMP665367,0,3
7612,IMP816596,0,3
7613,IMP542827,0,0
7614,IMP541952,0,0
7615,IMP623786,0,0
7616,IMP528866,0,3
7617,IMP364171,0,0
7618,IMP247138,0,3
7619,IMP682371,1,3
7620,IMPO14046,1,3
7621,IMPO11817,0,0
7622,IMPO14569,1,3
7623,IMPO15180,0,3
7624,IMPO15830,1,3
7625,IMPO16261,0,3
7626,IMPO12232,1,3
7627,IMPO19195,0,0
7628,IMPO10940,0,0
7629,IMPO14070,0,0
7630,IMPO17107,0,0
7631,IMPO19807,1,3
7632,IMPO16085,1,3
7633,IMPO15266,0,0
7634,IMPO19854,0,0
7635,IMPO10013,0,3
7636,IMPO15892,0,3
7637,IMPO18585,0,0
7638,IMP862216,0,3
7639,IMP598269,0,3
7640,IMP939689,0,3
7641,IMP889634,1,3
7642,IMP259689,0,0
7643,IMP839456,0,0
7644,IMP309799,0,3
7645,IMP666511,0,0
7646,IMP590416,0,0
7647,IMP271649,0,0
7648,IMP311740,0,0
7649,IMP290526,0,3
7650,IMP318281,0,3
7651,IMP681092,0,0
7652,IMP572406,0,0
7653,IMP124557,0,0
7654,IMP381151,0,3
7655,IMP302056,0,0
7656,IMP278068,0,0
7657,IMP216802,1,3
7658,IMP501883,0,3
7659,IMPO14522,1,3
7660,IMPO13556,0,0
7661,IMPO16554,0,0
7662,IMPO14822,0,3
7663,IMPO18384,0,3
7664,IMPO19283,0,0
7665,IMPO18976,1,3
7666,IMPO18402,0,0
7667,IMPO12832,0,0
7668,IMPO14649,0,0
7669,IMPO14629,1,3
7670,IMPO10457,0,0
7671,IMPO18120,0,3
7672,IMPO13474,0,0
7673,IMPO10833,0,0
7674,IMPO18086,0,0
7675,IMPO16491,1,3
7676,IMPO18994,0,0
7677,IMPO11828,0,0
7678,IMPO12021,1,3
7679,IMP991927,1,3
7680,IMP820507,0,0
7681,IMP258200,0,0
7682,IMP188437,0,0
7683,IMP339441,0,0
7684,IMP550667,0,0
7685,IMP462372,0,3
7686,IMP229414,0,0
7687,IMP310931,0,3
7688,IMP293863,0,0
7689,IMP601292,0,0
7690,IMP433237,0,3
7691,IMP864626,0,3
7692,IMP451731,0,0
7693,IMP257650,0,0
7694,IMPO14299,0,0
7695,IMPO19448,0,3
7696,IMPO18273,0,3
7697,IMPO15530,0,0
7698,IMPO11123,0,0
7699,IMPO19534,0,0
7700,IMPO14631,0,3
7701,IMPO19282,1,3
7702,IMPO14047,1,3
7703,IMPO16295,0,0
7704,IMPO19102,0,3
7705,IMPO17146,1,3
7706,IMP148904,0,0
7707,IMP372720,0,0
7708,IMP776758,1,3
7709,IMP219374,0,0
7710,IMP748426,0,0
7711,IMP177696,0,0
7712,IMP726338,0,3
7713,IMP275263,0,3
7714,IMP172069,0,0
7715,IMP417254,1,3
7716,IMP108764,0,3
7717,IMP455728,0,0
7718,IMP923803,0,3
7719,IMP331742,0,0
7720,IMPO15091,0,3
7721,IMPO14030,0,3
7722,IMPO17786,0,3
7723,IMPO18645,0,0
7724,IMPO16202,1,3
7725,IMPO10506,0,3
7726,IMPO17404,1,3
7727,IMPO14924,0,3
7728,IMPO19464,0,3
7729,IMPO15206,0,0
7730,IMPO15271,0,3
7731,IMPO17829,0,3
7732,IMPO16472,1,3
7733,IMPO14858,0,3
7734,IMPO19402,0,3
7735,IMPO18182,0,0
7736,IMPO18774,1,3
7737,IMP298876,0,0
7738,IMP925858,0,0
7739,IMP439501,0,0
7740,IMP854127,1,3
7741,IMP851403,0,0
7742,IMP787550,0,0
7743,IMP725858,1,3
7744,IMP497417,0,0
7745,IMP666990,0,3
7746,IMP734080,0,3
7747,IMP911111,0,0
7748,IMP978966,1,3
7749,IMP923674,0,0
7750,IMP237308,0,0
7751,IMP899139,0,0
7752,IMP776426,0,0
7753,IMPO10930,0,0
7754,IMPO16647,0,3
7755,IMPO10734,0,3
7756,IMPO12259,1,3
7757,IMPO10118,0,0
7758,IMPO14674,0,3
7759,IMPO14907,0,0
7760,IMPO15500,0,0
7761,IMPO11482,0,0
7762,IMPO12567,0,0
7763,IMPO11705,1,3
7764,IMP679098,0,3
7765,IMP989938,1,3
7766,IMP375703,0,0
7767,IMP893735,0,0
7768,IMP450720,0,3
7769,IMP407852,0,3
7770,IMP948131,0,0
7771,IMP596307,0,3
7772,IMP988529,0,3
7773,IMP712611,0,3
7774,IMP866697,0,0
7775,IMP128378,0,3
7776,IMP549028,0,0
7777,IMP635133,0,0
7778,IMPO11466,0,0
7779,IMPO18013,0,3
7780,IMPO18219,0,3
7781,IMPO17641,0,0
7782,IMPO13498,1,3
7783,IMPO13994,0,0
7784,IMPO12337,0,0
7785,IMPO16036,0,0
7786,IMPO19520,0,0
7787,IMPO18183,0,3
7788,IMPO11845,0,0
7789,IMPO19090,0,0
7790,IMP552170,0,0
7791,IMP121359,0,0
7792,IMP575540,0,3
7793,IMP896608,0,0
7794,IMP328982,0,0
7795,IMP521313,0,3
7796,IMP646975,0,3
7797,IMP570540,0,3
7798,IMP479091,0,3
7799,IMP838690,0,3
7800,IMP110602,0,0
7801,IMP661298,0,3
7802,IMP452540,0,3
7803,IMP687827,0,0
7804,IMP733414,0,3
7805,IMP269119,0,3
7806,IMP826768,0,3
7807,IMP558731,0,0
7808,IMP182374,0,0
7809,IMP697497,0,3
7810,IMPO10969,0,0
7811,IMPO14794,1,3
7812,IMPO16785,0,0
7813,IMPO15760,0,3
7814,IMPO16634,0,0
7815,IMPO13826,1,3
7816,IMPO19953,0,3
7817,IMPO10510,1,3
7818,IMPO16090,0,0
7819,IMPO13241,1,3
7820,IMPO11435,0,0
7821,IMPO10481,0,0
7822,IMPO16449,0,3
7823,IMPO19347,0,3
7824,IMPO12570,0,0
7825,IMPO16824,0,3
7826,IMPO10545,0,0
7827,IMP391035,0,0
7828,IMP625625,0,3
7829,IMP837929,0,0
7830,IMP137380,0,0
7831,IMP653276,0,3
7832,IMP277312,1,3
7833,IMP821175,0,3
7834,IMP359328,1,3
7835,IMP381640,0,3
7836,IMP317556,0,3
7837,IMP165921,0,3
7838,IMP564855,0,3
7839,IMP662716,0,0
7840,IMP407078,0,3
7841,IMP320812,0,0
7842,IMPO14449,0,0
7843,IMPO11065,0,3
7844,IMPO15112,0,3
7845,IMPO16927,0,3
7846,IMPO16190,0,3
7847,IMPO13466,0,3
7848,IMPO13648,0,3
7849,IMPO18034,0,3
7850,IMPO10610,0,0
7851,IMPO10621,0,0
7852,IMPO10797,0,3
7853,IMPO19666,0,0
7854,IMPO17061,1,3
7855,IMPO14178,0,3
7856,IMPO12697,0,0
7857,IMPO19193,0,3
7858,IMP352848,0,0
7859,IMP861118,0,3
7860,IMP672893,0,3
7861,IMP557881,0,0
7862,IMP945988,0,3
7863,IMP807056,0,0
7864,IMP720024,0,0
7865,IMP786389,1,3
7866,IMP914160,0,0
7867,IMP945797,0,0
7868,IMP185485,0,0
7869,IMPO17081,0,0
7870,IMPO12427,0,3
7871,IMPO11542,0,0
7872,IMPO11161,0,3
7873,IMPO11761,0,3
7874,IMPO19830,1,3
7875,IMPO16430,0,0
7876,IMPO19766,0,0
7877,IMPO17981,0,3
7878,IMPO16030,1,3
7879,IMPO12437,0,3
7880,IMPO13152,0,0
7881,IMPO11942,0,0
7882,IMPO18663,1,3
7883,IMPO14139,0,3
7884,IMPO19764,0,3
7885,IMPO16737,0,0
7886,IMPO15151,0,0
7887,IMPO12106,0,3
7888,IMPO14523,0,0
7889,IMP682108,1,3
7890,IMP930066,0,0
7891,IMP430936,0,3
7892,IMP114858,0,0
7893,IMP472505,1,3
7894,IMP527470,0,3
7895,IMP751699,0,0
7896,IMP624898,0,0
7897,IMP930942,0,0
7898,IMP830477,0,0
7899,IMP156042,1,3
7900,IMP469900,0,3
7901,IMP817794,0,0
7902,IMP192796,0,0
7903,IMP178728,1,3
7904,IMP675061,0,3
7905,IMP277457,1,3
7906,IMPO16819,0,3
7907,IMPO10654,0,3
7908,IMPO14934,0,3
7909,IMPO10594,0,0
7910,IMPO14123,0,3
7911,IMPO13283,0,3
7912,IMPO13180,1,3
7913,IMPO10083,0,3
7914,IMPO12815,0,0
7915,IMPO17703,0,3
7916,IMPO16655,0,3
7917,IMPO10301,0,3
7918,IMPO15303,1,3
7919,IMPO19862,1,3
7920,IMPO17875,0,0
7921,IMP591515,1,3
7922,IMP176528,0,0
7923,IMP618381,0,0
7924,IMP874334,0,0
7925,IMP125708,1,3
7926,IMP839659,0,0
7927,IMP845335,0,0
7928,IMP789772,0,0
7929,IMP171805,0,3
7930,IMP266651,0,0
7931,IMP515804,0,0
7932,IMP158001,0,0
7933,IMP852060,2,3
7934,IMP189559,0,0
7935,IMP567769,0,0
7936,IMPO13360,0,3
7937,IMPO18324,1,3
7938,IMPO18499,0,3
7939,IMPO15911,0,3
7940,IMPO16624,0,3
7941,IMPO12758,0,0
7942,IMPO14949,0,3
7943,IMPO18136,0,0
7944,IMPO18210,0,3
7945,IMPO12458,1,3
7946,IMPO18293,0,0
7947,IMPO13985,1,3
7948,IMPO17271,0,0
7949,IMPO12229,0,0
7950,IMPO12015,0,0
7951,IMP577961,0,3
7952,IMP240389,0,0
7953,IMP989758,0,3
7954,IMP559918,0,3
7955,IMP130031,0,0
7956,IMP454603,0,0
7957,IMP766501,1,3
7958,IMP408782,0,0
7959,IMP549030,0,0
7960,IMP930462,0,3
7961,IMP122127,0,3
7962,IMP271199,0,0
7963,IMP124483,0,0
7964,IMP472478,0,0
7965,IMP967127,0,0
7966,IMP872374,0,0
7967,IMP252836,0,3
7968,IMPO10572,0,0
7969,IMPO17291,0,0
7970,IMPO11306,0,0
7971,IMPO12033,0,0
7972,IMPO10467,1,3
7973,IMPO18434,0,3
7974,IMPO13418,0,0
7975,IMPO17295,0,0
7976,IMPO19676,0,3
7977,IMPO11955,0,0
7978,IMPO18930,0,0
7979,IMP252979,0,0
7980,IMP312836,0,0
7981,IMP115292,1,3
7982,IMP417452,0,0
7983,IMP383910,0,0
7984,IMP242150,0,3
7985,IMP897254,1,3
7986,IMP741009,0,0
7987,IMP970324,0,3
7988,IMP802599,1,3
7989,IMP646526,0,0
7990,IMP908415,0,0
7991,IMPO13458,0,3
7992,IMPO18231,0,3
7993,IMPO15671,0,3
7994,IMPO14785,0,3
7995,IMPO18582,0,3
7996,IMPO19563,0,3
7997,IMPO18671,0,3
7998,IMPO10947,0,3
7999,IMPO10644,0,0
8000,IMPO16536,0,0
8001,IMPO17042,0,0
8002,IMPO14051,0,3
8003,IMPO15888,0,3
8004,IMPO13956,1,3
8005,IMP590644,0,3
8006,IMP784919,0,3
8007,IMP310601,0,0
8008,IMP324599,0,0
8009,IMP552617,0,3
8010,IMP412560,1,3
8011,IMP787870,0,0
8012,IMP101469,0,0
8013,IMP362774,0,3
8014,IMP289855,1,3
8015,IMP619168,0,3
8016,IMP421158,0,0
8017,IMP725455,0,0
8018,IMP913453,0,0
8019,IMP214234,0,0
8020,IMPO16583,0,3
8021,IMPO12667,0,0
8022,IMPO13325,0,0
8023,IMPO14669,0,3
8024,IMPO15114,1,3
8025,IMPO11024,0,3
8026,IMPO18566,0,0
8027,IMPO15683,1,3
8028,IMPO18233,0,0
8029,IMPO12428,0,0
8030,IMPO15645,0,3
8031,IMPO12889,0,0
8032,IMP723706,0,3
8033,IMP216868,0,3
8034,IMP965264,0,0
8035,IMP797861,0,0
8036,IMP994046,1,3
8037,IMP204710,0,3
8038,IMP558095,0,0
8039,IMP224692,0,0
8040,IMP647228,0,0
8041,IMP220855,0,3
8042,IMPO16075,0,0
8043,IMPO10675,0,3
8044,IMPO16236,0,0
8045,IMPO13358,0,0
8046,IMPO19277,0,3
8047,IMPO18154,0,0
8048,IMPO16518,0,3
8049,IMPO11260,0,0
8050,IMPO11195,0,0
8051,IMPO16749,1,3
8052,IMPO14049,0,0
8053,IMPO15202,1,3
8054,IMPO16793,0,0
8055,IMPO17230,0,0
8056,IMPO12897,1,3
8057,IMPO16718,0,3
8058,IMPO10040,0,0
8059,IMPO16171,0,3
8060,IMPO19106,0,3
8061,IMPO10593,2,3
8062,IMPO10871,0,0
8063,IMPO12414,0,0
8064,IMP305584,0,3
8065,IMP719632,0,0
8066,IMP755932,0,0
8067,IMP732408,0,3
8068,IMP612672,1,3
8069,IMP853804,0,3
8070,IMP830114,0,0
8071,IMP911402,1,3
8072,IMP337929,0,3
8073,IMP274162,0,0
8074,IMP753299,0,0
8075,IMP898068,0,0
8076,IMP644402,0,0
8077,IMP677782,0,3
8078,IMP840472,1,3
8079,IMP489754,0,3
8080,IMPO14453,0,0
8081,IMPO18390,0,3
8082,IMPO12309,1,3
8083,IMPO16198,0,0
8084,IMPO11015,0,0
8085,IMPO17078,0,0
8086,IMPO16156,0,0
8087,IMPO10873,0,0
8088,IMPO15868,0,0
8089,IMPO14028,0,3
8090,IMPO10624,0,0
8091,IMPO13270,0,0
8092,IMPO13219,0,0
8093,IMP612872,0,3
8094,IMP271281,0,3
8095,IMP353099,1,3
8096,IMP634317,0,0
8097,IMP873693,0,3
8098,IMP346621,0,0
8099,IMP398989,1,3
8100,IMP687155,0,0
8101,IMP182260,0,0
8102,IMP251837,0,0
8103,IMP764531,0,3
8104,IMP286837,0,0
8105,IMP932284,0,0
8106,IMP810922,0,3
8107,IMP586184,0,0
8108,IMP649662,0,0
8109,IMP717583,0,0
8110,IMPO18612,0,3
8111,IMPO14127,0,0
8112,IMPO11166,0,0
8113,IMPO15676,0,0
8114,IMPO16644,0,0
8115,IMPO15936,0,0
8116,IMPO18958,0,0
8117,IMPO19865,0,3
8118,IMPO18687,0,3
8119,IMPO16564,0,3
8120,IMPO13733,1,3
8121,IMPO14349,0,0
8122,IMPO11694,0,3
8123,IMP344560,1,3
8124,IMP891905,0,0
8125,IMP943416,0,3
8126,IMP645099,0,0
8127,IMP973016,0,0
8128,IMP182538,1,3
8129,IMP988544,0,0
8130,IMP423957,0,3
8131,IMP557542,0,0
8132,IMP381335,0,3
8133,IMP743404,0,3
8134,IMP947102,0,0
8135,IMP920305,0,0
8136,IMP779627,0,0
8137,IMP765929,0,0
8138,IMP303554,0,0
8139,IMPO11910,0,3
8140,IMPO10894,0,3
8141,IMPO13730,0,0
8142,IMPO14055,0,3
8143,IMPO18277,0,0
8144,IMPO14639,1,3
8145,IMPO10636,0,0
8146,IMPO13494,0,3
8147,IMPO17636,0,0
8148,IMP250435,0,0
8149,IMP726293,0,0
8150,IMP686920,0,0
8151,IMP875333,0,0
8152,IMP162562,0,3
8153,IMP297257,1,3
8154,IMP541832,0,3
8155,IMP453016,0,0
8156,IMP222061,1,3
8157,IMP786799,0,0
8158,IMP334714,0,0
8159,IMP236041,0,0
8160,IMP251803,0,0
8161,IMP753327,0,3
8162,IMP240216,1,3
8163,IMP718633,0,3
8164,IMP765525,0,0
8165,IMP252897,0,0
8166,IMP434805,0,0
8167,IMPO13653,0,0
8168,IMPO14782,0,0
8169,IMPO12517,1,3
8170,IMPO10191,0,0
8171,IMPO14632,0,3
8172,IMPO14382,1,3
8173,IMPO10813,0,0
8174,IMPO17621,0,3
8175,IMPO15603,0,0
8176,IMPO12051,0,3
8177,IMPO17546,1,3
8178,IMPO13484,0,0
8179,IMPO19330,0,0
8180,IMPO19150,0,3
8181,IMPO13276,0,3
8182,IMPO15657,0,0
8183,IMPO17625,0,0
8184,IMPO10885,1,3
8185,IMP267522,0,0
8186,IMP766630,0,3
8187,IMP146720,0,0
8188,IMP268685,0,0
8189,IMP210476,0,3
8190,IMP982321,0,3
8191,IMP864936,1,3
8192,IMP601349,0,0
8193,IMP347927,0,3
8194,IMP883056,0,0
8195,IMP445228,0,0
8196,IMP308376,0,0
8197,IMP195551,0,0
8198,IMP640794,0,0
8199,IMP564318,0,0
8200,IMP253795,0,3
8201,IMP908122,0,3
8202,IMP597840,0,0
8203,IMP119811,0,0
8204,IMPO16885,0,3
8205,IMPO15674,0,0
8206,IMPO17574,0,0
8207,IMPO16476,0,0
8208,IMPO18235,1,3
8209,IMPO17639,0,0
8210,IMPO17861,1,3
8211,IMPO17179,0,3
8212,IMPO13436,0,0
8213,IMPO11437,0,3
8214,IMPO16232,0,3
8215,IMPO11791,0,0
8216,IMP772753,0,0
8217,IMP720276,0,0
8218,IMP492441,0,3
8219,IMP689471,0,0
8220,IMP161507,0,3
8221,IMP782326,0,0
8222,IMP859992,1,3
8223,IMP458815,0,3
8224,IMP543939,0,0
8225,IMP496272,0,3
8226,IMP682447,0,3
8227,IMP190373,0,0
8228,IMP835121,0,0
8229,IMP737379,0,0
8230,IMPO14681,0,0
8231,IMPO16739,0,0
8232,IMPO17729,0,0
8233,IMPO18543,0,0
8234,IMPO13880,0,0
8235,IMPO12852,0,0
8236,IMPO17466,1,3
8237,IMPO15476,0,3
8238,IMPO11709,0,0
8239,IMP728820,0,0
8240,IMP575042,0,3
8241,IMP323854,0,3
8242,IMP578535,0,0
8243,IMP961229,0,3
8244,IMP737911,0,3
8245,IMP918458,1,3
8246,IMP586892,0,3
8247,IMP250135,0,3
8248,IMP873177,0,0
8249,IMP187108,0,3
8250,IMP369329,0,0
8251,IMP360061,0,0
8252,IMP984755,0,0
8253,IMPO19542,1,3
8254,IMPO12472,0,0
8255,IMPO18731,0,0
8256,IMPO12515,0,0
8257,IMPO13911,0,3
8258,IMPO17475,0,0
8259,IMPO12804,0,0
8260,IMPO10115,1,3
8261,IMPO12050,0,0
8262,IMPO15876,0,3
8263,IMPO10108,0,0
8264,IMPO12640,0,3
8265,IMP813690,0,0
8266,IMP886922,0,0
8267,IMP307604,0,0
8268,IMP109958,0,0
8269,IMP644245,0,3
8270,IMP973126,0,3
8271,IMP119037,1,3
8272,IMP321903,0,0
8273,IMP167484,0,3
8274,IMP789793,1,3
8275,IMP306890,0,0
8276,IMP562576,0,3
8277,IMP451523,0,0
8278,IMP998626,0,0
8279,IMP738330,0,0
8280,IMP607530,0,3
8281,IMP460261,1,3
8282,IMP890493,0,0
8283,IMP768255,0,3
8284,IMP475862,0,3
8285,IMPO10564,1,3
8286,IMPO16595,0,0
8287,IMPO10338,1,3
8288,IMPO10788,0,0
8289,IMPO12693,0,0
8290,IMPO11185,0,3
8291,IMPO14510,0,0
8292,IMPO13977,0,0
8293,IMPO19722,0,0
8294,IMPO19594,0,3
8295,IMPO18638,0,3
8296,IMPO19968,0,0
8297,IMPO15886,0,0
8298,IMPO11771,0,3
8299,IMPO15587,0,3
8300,IMPO10303,0,3
8301,IMPO11473,0,0
8302,IMPO19920,0,0
8303,IMP524818,0,3
8304,IMP636871,0,0
8305,IMP209769,0,0
8306,IMP585721,1,3
8307,IMP621929,0,0
8308,IMP925467,0,0
8309,IMP954197,1,3
8310,IMP877423,0,0
8311,IMP564898,0,0
8312,IMP966695,0,3
8313,IMP621141,0,0
8314,IMP444549,0,0
8315,IMP333109,0,0
8316,IMP848180,0,0
8317,IMP603723,0,0
8318,IMP851311,0,3
8319,IMPO16004,0,0
8320,IMPO16113,0,3
8321,IMPO18679,1,3
8322,IMPO17777,0,3
8323,IMPO13111,0,3
8324,IMPO19134,0,0
8325,IMPO14371,0,3
8326,IMPO16023,0,3
8327,IMPO19370,0,0
8328,IMPO19178,0,3
8329,IMPO10883,0,0
8330,IMPO19845,1,3
8331,IMPO13109,0,0
8332,IMPO16965,0,0
8333,IMPO18288,0,3
8334,IMPO13289,0,3
8335,IMPO18289,0,3
8336,IMPO18808,0,0
8337,IMP111712,0,3
8338,IMP168311,1,3
8339,IMP984512,0,3
8340,IMP512846,0,0
8341,IMP570931,0,0
8342,IMP283584,0,0
8343,IMP904968,0,3
8344,IMP196273,0,0
8345,IMP775516,0,0
8346,IMP799410,0,3
8347,IMP197395,0,0
8348,IMP624799,0,3
8349,IMP265358,0,3
8350,IMP807469,0,0
8351,IMP154434,0,3
8352,IMPO11401,0,3
8353,IMPO19588,0,3
8354,IMPO15441,0,0
8355,IMPO18648,0,0
8356,IMPO12405,0,0
8357,IMPO13028,0,0
8358,IMPO16361,0,3
8359,IMPO18411,0,0
8360,IMPO17854,0,0
8361,IMPO13353,0,3
8362,IMPO18257,0,0
8363,IMP827403,0,0
8364,IMP497114,0,0
8365,IMP675079,0,3
8366,IMP650993,0,3
8367,IMP877303,0,0
8368,IMP761988,1,3
8369,IMP402257,1,3
8370,IMP681931,0,0
8371,IMP534887,0,0
8372,IMP363491,0,0
8373,IMP546320,0,3
8374,IMP184662,0,3
8375,IMP425048,0,0
8376,IMP355619,0,0
8377,IMP238516,1,3
8378,IMPO16020,0,3
8379,IMPO16774,2,3
8380,IMPO10410,0,3
8381,IMPO17165,0,3
8382,IMPO10214,0,0
8383,IMPO10799,0,0
8384,IMPO11784,0,3
8385,IMPO19059,0,0
8386,IMPO18631,0,3
8387,IMPO19864,0,0
8388,IMPO19802,0,3
8389,IMPO10169,1,3
8390,IMPO13339,0,0
8391,IMPO15745,0,3
8392,IMPO17111,0,3
8393,IMPO19320,0,0
8394,IMPO14821,0,3
8395,IMPO12094,0,0
8396,IMPO11514,1,3
8397,IMP216309,0,3
8398,IMP247492,0,3
8399,IMP246586,0,3
8400,IMP353164,0,0
8401,IMP740530,1,3
8402,IMP320798,0,3
8403,IMP227607,0,0
8404,IMP116541,0,0
8405,IMP709901,0,3
8406,IMP807025,0,3
8407,IMP159776,0,0
8408,IMP629676,0,0
8409,IMP554817,0,0
8410,IMP471174,0,0
8411,IMP305662,0,3
8412,IMP387011,0,0
8413,IMP411227,0,3
8414,IMP158615,0,0
8415,IMP715052,0,0
8416,IMPO15691,0,0
8417,IMPO12126,0,3
8418,IMPO10634,1,3
8419,IMPO13510,0,0
8420,IMPO13262,0,0
8421,IMPO14987,0,3
8422,IMPO11133,0,3
8423,IMPO19218,0,3
8424,IMPO19753,0,0
8425,IMPO12973,0,0
8426,IMPO17000,1,3
8427,IMPO14743,0,3
8428,IMPO16416,0,0
8429,IMPO11008,0,3
8430,IMPO18926,0,3
8431,IMP758319,0,3
8432,IMP601010,0,0
8433,IMP282303,0,3
8434,IMP196711,0,0
8435,IMP293138,0,0
8436,IMP509747,0,3
8437,IMP423293,0,0
8438,IMP261022,0,3
8439,IMP807879,0,0
8440,IMPO11493,0,0
8441,IMPO19005,0,0
8442,IMPO11922,0,0
8443,IMPO10365,0,0
8444,IMPO12880,0,3
8445,IMPO16081,0,3
8446,IMPO16504,0,0
8447,IMPO16038,0,0
8448,IMPO10381,0,3
8449,IMPO10925,0,0
8450,IMPO18020,0,0
8451,IMPO12659,0,3
8452,IMPO15856,0,3
8453,IMPO10939,0,3
8454,IMP304190,0,3
8455,IMP680224,0,3
8456,IMP529972,0,0
8457,IMP778550,0,0
8458,IMP102358,0,3
8459,IMP965184,0,0
8460,IMPO13753,0,3
8461,IMPO16266,0,0
8462,IMPO14442,0,0
8463,IMPO11052,0,3
8464,IMPO13489,0,0
8465,IMPO10984,1,3
8466,IMPO13471,0,0
8467,IMPO15285,0,0
8468,IMP192821,0,3
8469,IMP421868,1,3
8470,IMP238180,0,0
8471,IMP208809,0,0
8472,IMP559070,0,0
8473,IMP462582,0,3
8474,IMP281733,0,0
8475,IMP197822,0,0
8476,IMP432256,0,0
8477,IMP794364,0,0
8478,IMP440251,0,0
8479,IMP856006,0,0
8480,IMP634577,0,3
8481,IMP432209,1,3
8482,IMP879730,0,0
8483,IMP842198,0,3
8484,IMPO18393,0,3
8485,IMPO11105,0,3
8486,IMPO16133,0,3
8487,IMPO19962,0,3
8488,IMPO17601,0,0
8489,IMPO12422,0,3
8490,IMPO12540,0,3
8491,IMPO11102,0,3
8492,IMPO10297,0,0
8493,IMPO13843,1,3
8494,IMPO11059,1,3
8495,IMPO12952,0,0
8496,IMPO15218,0,3
8497,IMPO13161,0,0
8498,IMPO16226,0,0
8499,IMPO15806,0,0
8500,IMP575421,0,0
8501,IMP290159,0,0
8502,IMP794419,0,0
8503,IMP229553,0,3
8504,IMP233670,0,3
8505,IMP741507,0,0
8506,IMP798762,0,0
8507,IMP887424,0,0
8508,IMP916274,0,3
8509,IMP205327,0,3
8510,IMP586027,0,3
8511,IMP999843,0,0
8512,IMP862337,0,0
8513,IMP399417,0,3
8514,IMPO15947,0,3
8515,IMPO16679,1,3
8516,IMPO13989,0,3
8517,IMPO10217,0,0
8518,IMPO10309,0,3
8519,IMPO13680,0,0
8520,IMP176790,0,0
8521,IMP957349,0,0
8522,IMP902246,0,0
8523,IMP529401,0,0
8524,IMP912577,0,3
8525,IMP624353,0,0
8526,IMP857033,0,3
8527,IMP108969,1,3
8528,IMP370784,0,0
8529,IMP760056,0,0
8530,IMP768142,0,3
8531,IMP994430,1,3
8532,IMP304102,1,3
8533,IMP418961,0,3
8534,IMPO18061,1,3
8535,IMPO12602,0,0
8536,IMPO16345,0,0
8537,IMPO16528,0,3
8538,IMPO18830,0,3
8539,IMPO16531,0,3
8540,IMPO13186,1,3
8541,IMPO13039,0,0
8542,IMPO12327,0,0
8543,IMPO17942,0,3
8544,IMPO11001,0,0
8545,IMPO10136,0,0
8546,IMPO14262,0,3
8547,IMPO13324,0,0
8548,IMPO19264,0,3
8549,IMPO14591,0,0
8550,IMPO10355,0,0
8551,IMPO13592,0,0
8552,IMPO17022,1,3
8553,IMPO10315,0,3
8554,IMPO18824,0,3
8555,IMPO12409,1,3
8556,IMPO10135,0,0
8557,IMPO12590,0,0
8558,IMP270922,1,3
8559,IMP794818,0,0
8560,IMP436444,0,0
8561,IMP384245,0,3
8562,IMP771498,0,3
8563,IMP130117,0,0
8564,IMP886405,0,3
8565,IMP220078,0,0
8566,IMP170746,0,3
8567,IMP601478,0,3
8568,IMP717578,0,0
8569,IMP259532,0,0
8570,IMP508973,0,3
8571,IMP289825,0,3
8572,IMP828966,0,0
8573,IMP885296,0,3
8574,IMP160003,0,0
8575,IMP466081,0,3
8576,IMP438046,0,0
8577,IMP315540,1,3
8578,IMP201200,0,0
8579,IMPO18336,0,0
8580,IMPO17758,0,3
8581,IMPO13801,0,3
8582,IMPO14252,1,3
8583,IMPO13010,0,3
8584,IMPO17490,0,3
8585,IMPO19928,0,0
8586,IMPO18890,0,3
8587,IMPO12989,0,0
8588,IMPO13333,0,3
8589,IMP874984,1,3
8590,IMP343512,0,0
8591,IMP412716,0,0
8592,IMP988510,0,0
8593,IMP580143,0,3
8594,IMP883618,0,3
8595,IMP567018,0,3
8596,IMP287468,0,0
8597,IMP919308,0,0
8598,IMP612031,1,3
8599,IMP771475,0,0
8600,IMP131938,0,3
8601,IMP212283,0,3
8602,IMP410492,0,0
8603,IMP643745,0,0
8604,IMP820853,0,0
8605,IMP140026,0,0
8606,IMP409174,0,3
8607,IMP427862,0,3
8608,IMP210750,0,0
8609,IMP462516,0,0
8610,IMP942080,0,3
8611,IMP110340,0,3
8612,IMP969631,0,3
8613,IMP881674,0,0
8614,IMPO11701,0,0
8615,IMPO14243,0,0
8616,IMPO12917,0,0
8617,IMPO18446,0,0
8618,IMPO16649,0,0
8619,IMP664026,0,0
8620,IMP118500,0,0
8621,IMP952943,0,3
8622,IMP280923,0,0
8623,IMP542161,0,0
8624,IMP396905,0,3
8625,IMP350640,1,3
8626,IMP829706,0,3
8627,IMP856751,0,0
8628,IMP202393,0,3
8629,IMP358732,0,3
8630,IMP899429,0,0
8631,IMP126745,0,3
8632,IMP991481,0,3
8633,IMP805102,0,0
8634,IMP114013,0,0
8635,IMP267262,0,0
8636,IMP746580,0,0
