,IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qsum,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qrate
20471,IMPO13109&&CNTRY825,0,0
20472,IMPO12176&&CNTRY994,0,1
20473,IMPO16965&&CNTRY393,0,0
20474,IMPO11420&&CNTRY709,0,0
20475,IMPO15380&&CNTRY881,0,0
20476,IMPO13240&&CNTRY881,0,0
20477,IMPO17929&&CNTRY747,0,0
20478,IMPO12155&&CNTRY975,0,0
20479,IMPO13356&&CNTRY125,0,0
20480,IMPO15988&&CNTRY884,0,0
20481,IMPO12051&&CNTRY759,0,1
20482,IMPO18288&&CNTRY680,0,0
20483,IMPO19022&&CNTRY316,0,0
20484,IMPO18616&&CNTRY216,0,0
20485,IMPO12145&&CNTRY652,0,0
20486,IMPO17929&&CNTRY976,0,0
20487,IMPO10763&&CNTRY843,0,0
20488,IMPO14778&&CNTRY959,0,0
20489,IMPO11049&&CNTRY576,0,0
20490,IMPO14506&&CNTRY994,0,0
20491,IMPO13289&&CNTRY994,0,0
20492,IMPO18289&&CNTRY994,0,1
20493,IMPO18808&&CNTRY917,0,0
20494,IMPO16593&&CNTRY284,0,0
20495,IMPO10903&&CNTRY558,0,0
20496,IMPO14922&&CNTRY317,0,0
20497,IMPO16102&&CNTRY615,0,0
20498,IMP683831&&CNTRY376,0,0
20499,IMP111712&&CNTRY884,0,1
20500,IMP397514&&CNTRY654,0,0
20501,IMP192377&&CNTRY376,0,0
20502,IMP168311&&CNTRY713,0,1
20503,IMP984512&&CNTRY680,0,0
20504,IMP597055&&CNTRY759,0,0
20505,IMP418855&&CNTRY680,0,0
20506,IMP512846&&CNTRY376,0,0
20507,IMP570931&&CNTRY615,0,0
20508,IMP187870&&CNTRY709,0,0
20509,IMP283584&&CNTRY709,0,0
20510,IMP382598&&CNTRY656,0,0
20511,IMP904968&&CNTRY701,0,0
20512,IMP468728&&CNTRY555,0,1
20513,IMP420693&&CNTRY277,0,0
20514,IMP196273&&CNTRY168,0,0
20515,IMP775516&&CNTRY959,0,0
20516,IMP799410&&CNTRY284,0,1
20517,IMP793732&&CNTRY846,0,0
20518,IMP195727&&CNTRY389,0,1
20519,IMP453179&&CNTRY140,0,0
20520,IMP386453&&CNTRY656,0,1
20521,IMP389795&&CNTRY351,0,0
20522,IMP197395&&CNTRY622,0,0
20523,IMP624799&&CNTRY785,0,1
20524,IMP355877&&CNTRY881,0,1
20525,IMP763548&&CNTRY150,0,0
20526,IMP850913&&CNTRY407,0,0
20527,IMP265358&&CNTRY765,0,1
20528,IMP642783&&CNTRY558,0,1
20529,IMP349927&&CNTRY184,0,0
20530,IMP502514&&CNTRY881,0,0
20531,IMP672359&&CNTRY891,0,1
20532,IMP385327&&CNTRY576,0,0
20533,IMP807469&&CNTRY873,0,0
20534,IMP154434&&CNTRY825,0,1
20535,IMPO13467&&CNTRY994,0,0
20536,IMPO11401&&CNTRY322,0,0
20537,IMPO16118&&CNTRY364,0,1
20538,IMPO13571&&CNTRY123,0,0
20539,IMPO19924&&CNTRY874,0,1
20540,IMPO14966&&CNTRY454,0,0
20541,IMPO19588&&CNTRY994,0,0
20542,IMPO13181&&CNTRY485,0,0
20543,IMPO11517&&CNTRY113,0,0
20544,IMPO15441&&CNTRY962,0,0
20545,IMPO18898&&CNTRY846,1,1
20546,IMPO12102&&CNTRY323,0,0
20547,IMPO18648&&CNTRY994,0,0
20548,IMPO12405&&CNTRY654,0,0
20549,IMPO19640&&CNTRY994,0,0
20550,IMPO10723&&CNTRY485,0,0
20551,IMPO14467&&CNTRY454,0,1
20552,IMPO19692&&CNTRY687,0,1
20553,IMPO11229&&CNTRY454,0,1
20554,IMPO13028&&CNTRY216,0,0
20555,IMPO18925&&CNTRY554,0,0
20556,IMPO16361&&CNTRY527,0,0
20557,IMPO12688&&CNTRY527,0,0
20558,IMPO17211&&CNTRY759,0,0
20559,IMPO17413&&CNTRY846,0,0
20560,IMPO11786&&CNTRY959,0,0
20561,IMPO15445&&CNTRY652,0,1
20562,IMPO14351&&CNTRY837,0,0
20563,IMPO19318&&CNTRY994,0,0
20564,IMPO18411&&CNTRY747,0,0
20565,IMPO17854&&CNTRY264,0,0
20566,IMPO16657&&CNTRY994,0,0
20567,IMPO13353&&CNTRY321,0,1
20568,IMPO12514&&CNTRY976,0,1
20569,IMPO18257&&CNTRY376,0,0
20570,IMPO18225&&CNTRY994,0,0
20571,IMPO16227&&CNTRY976,0,0
20572,IMP904748&&CNTRY919,0,1
20573,IMP715456&&CNTRY994,0,0
20574,IMP601072&&CNTRY316,0,0
20575,IMP158677&&CNTRY376,0,0
20576,IMP967352&&CNTRY448,0,0
20577,IMP685362&&CNTRY184,0,0
20578,IMP827403&&CNTRY881,0,0
20579,IMP484872&&CNTRY995,0,0
20580,IMP497114&&CNTRY558,0,0
20581,IMP951496&&CNTRY713,0,0
20582,IMP514650&&CNTRY615,0,1
20583,IMP407852&&CNTRY748,0,1
20584,IMP593975&&CNTRY618,0,0
20585,IMP399261&&CNTRY376,0,0
20586,IMP317376&&CNTRY263,0,0
20587,IMP711339&&CNTRY759,0,0
20588,IMP174098&&CNTRY881,0,0
20589,IMP675079&&CNTRY680,0,1
20590,IMP543063&&CNTRY994,0,0
20591,IMP955120&&CNTRY562,0,0
20592,IMP650993&&CNTRY277,0,0
20593,IMP249306&&CNTRY364,0,0
20594,IMP877303&&CNTRY656,0,0
20595,IMP703936&&CNTRY264,0,0
20596,IMP761988&&CNTRY747,0,1
20597,IMP354395&&CNTRY884,0,1
20598,IMP402257&&CNTRY562,0,1
20599,IMP732333&&CNTRY125,0,0
20600,IMP681931&&CNTRY680,0,0
20601,IMP534887&&CNTRY184,0,0
20602,IMP363491&&CNTRY284,0,0
20603,IMP781428&&CNTRY252,0,1
20604,IMP100143&&CNTRY659,0,0
20605,IMP766250&&CNTRY376,0,0
20606,IMP546320&&CNTRY680,0,0
20607,IMP216472&&CNTRY644,0,0
20608,IMP173637&&CNTRY576,0,0
20609,IMP383391&&CNTRY125,0,0
20610,IMP233628&&CNTRY527,0,1
20611,IMP440223&&CNTRY184,0,0
20612,IMP767548&&CNTRY264,0,0
20613,IMP795744&&CNTRY321,0,0
20614,IMP184662&&CNTRY376,0,0
20615,IMP425048&&CNTRY133,0,0
20616,IMP751687&&CNTRY311,0,1
20617,IMP355619&&CNTRY284,0,0
20618,IMP585281&&CNTRY830,0,0
20619,IMP826145&&CNTRY615,0,0
20620,IMP238516&&CNTRY323,0,1
20621,IMP746057&&CNTRY615,0,0
20622,IMPO16898&&CNTRY284,0,0
20623,IMPO16020&&CNTRY917,0,1
20624,IMPO10773&&CNTRY994,0,0
20625,IMPO16774&&CNTRY765,0,1
20626,IMPO14510&&CNTRY709,0,0
20627,IMPO14051&&CNTRY184,0,0
20628,IMPO16045&&CNTRY884,0,0
20629,IMPO12073&&CNTRY994,0,0
20630,IMPO10410&&CNTRY994,0,0
20631,IMPO16430&&CNTRY994,0,0
20632,IMPO15391&&CNTRY615,0,1
20633,IMPO12840&&CNTRY795,0,0
20634,IMPO17165&&CNTRY485,0,0
20635,IMPO10214&&CNTRY454,0,0
20636,IMPO15732&&CNTRY184,0,0
20637,IMPO17176&&CNTRY364,0,0
20638,IMPO10799&&CNTRY140,0,0
20639,IMPO18788&&CNTRY995,0,0
20640,IMPO11784&&CNTRY454,0,1
20641,IMPO13916&&CNTRY994,0,0
20642,IMPO15255&&CNTRY415,0,0
20643,IMPO17282&&CNTRY284,0,0
20644,IMPO12230&&CNTRY759,0,0
20645,IMPO11158&&CNTRY335,0,0
20646,IMPO18364&&CNTRY485,0,0
20647,IMPO17140&&CNTRY335,0,1
20648,IMPO11104&&CNTRY123,0,0
20649,IMPO14879&&CNTRY409,0,0
20650,IMPO12264&&CNTRY825,0,0
20651,IMPO19059&&CNTRY748,0,0
20652,IMPO18631&&CNTRY576,0,1
20653,IMPO19864&&CNTRY994,0,0
20654,IMPO15859&&CNTRY415,0,0
20655,IMPO15943&&CNTRY859,0,0
20656,IMPO19802&&CNTRY652,0,0
20657,IMPO10169&&CNTRY527,0,0
20658,IMPO11934&&CNTRY652,0,0
20659,IMPO13339&&CNTRY770,0,0
20660,IMPO16622&&CNTRY236,0,0
20661,IMPO17282&&CNTRY485,0,0
20662,IMPO19148&&CNTRY825,0,1
20663,IMPO15745&&CNTRY994,0,0
20664,IMPO17111&&CNTRY393,0,0
20665,IMPO10595&&CNTRY881,0,0
20666,IMPO19320&&CNTRY994,0,0
20667,IMPO12258&&CNTRY277,0,0
20668,IMPO12763&&CNTRY994,0,0
20669,IMPO14821&&CNTRY976,0,0
20670,IMPO12966&&CNTRY976,0,0
20671,IMPO16956&&CNTRY376,0,0
20672,IMPO12230&&CNTRY881,0,1
20673,IMPO14768&&CNTRY454,0,0
20674,IMPO18384&&CNTRY652,0,0
20675,IMPO18472&&CNTRY485,0,0
20676,IMPO11347&&CNTRY756,0,0
20677,IMPO12094&&CNTRY863,0,0
20678,IMPO14900&&CNTRY959,0,0
20679,IMPO11630&&CNTRY652,0,0
20680,IMPO18498&&CNTRY454,0,0
20681,IMPO12232&&CNTRY558,0,1
20682,IMPO11514&&CNTRY930,0,1
20683,IMP911330&&CNTRY263,0,0
20684,IMP682447&&CNTRY140,0,0
20685,IMP620034&&CNTRY994,0,0
20686,IMP216309&&CNTRY216,0,0
20687,IMP569443&&CNTRY376,0,0
20688,IMP412168&&CNTRY322,0,0
20689,IMP247492&&CNTRY891,0,0
20690,IMP142940&&CNTRY576,0,0
20691,IMP555103&&CNTRY264,0,0
20692,IMP246586&&CNTRY680,0,0
20693,IMP922219&&CNTRY454,0,0
20694,IMP591216&&CNTRY701,0,0
20695,IMP750131&&CNTRY759,0,1
20696,IMP353164&&CNTRY140,0,0
20697,IMP142564&&CNTRY771,0,0
20698,IMP565314&&CNTRY764,0,0
20699,IMP217788&&CNTRY528,0,1
20700,IMP526545&&CNTRY713,0,0
20701,IMP740530&&CNTRY317,0,1
20702,IMP753327&&CNTRY188,0,0
20703,IMP583474&&CNTRY680,0,0
20704,IMP826164&&CNTRY825,0,0
20705,IMP915889&&CNTRY939,0,1
20706,IMP320798&&CNTRY874,0,1
20707,IMP138552&&CNTRY264,0,0
20708,IMP227607&&CNTRY759,0,0
20709,IMP116541&&CNTRY140,0,0
20710,IMP605493&&CNTRY656,0,0
20711,IMP863899&&CNTRY215,0,0
20712,IMP709901&&CNTRY863,0,1
20713,IMP103505&&CNTRY349,0,0
20714,IMP807025&&CNTRY759,0,1
20715,IMP826885&&CNTRY150,0,0
20716,IMP304614&&CNTRY759,0,0
20717,IMP911330&&CNTRY378,0,0
20718,IMP420693&&CNTRY680,0,0
20719,IMP422523&&CNTRY680,0,0
20720,IMP185728&&CNTRY321,0,0
20721,IMP159776&&CNTRY759,0,0
20722,IMP629676&&CNTRY846,0,0
20723,IMP117406&&CNTRY284,0,0
20724,IMP294853&&CNTRY615,0,1
20725,IMP554817&&CNTRY277,0,0
20726,IMP157353&&CNTRY846,0,0
20727,IMP471174&&CNTRY863,0,0
20728,IMP969999&&CNTRY555,0,0
20729,IMP305662&&CNTRY680,0,0
20730,IMP933717&&CNTRY680,0,0
20731,IMP387011&&CNTRY680,0,0
20732,IMP411227&&CNTRY959,0,0
20733,IMP111744&&CNTRY859,0,1
20734,IMP158615&&CNTRY618,0,0
20735,IMP434684&&CNTRY680,0,0
20736,IMP516474&&CNTRY884,0,0
20737,IMP475311&&CNTRY264,0,0
20738,IMP715052&&CNTRY680,0,0
20739,IMPO15253&&CNTRY680,0,0
20740,IMPO19421&&CNTRY771,0,1
20741,IMPO15691&&CNTRY994,0,0
20742,IMPO17667&&CNTRY771,0,0
20743,IMPO10844&&CNTRY184,0,1
20744,IMPO13095&&CNTRY881,0,0
20745,IMPO10540&&CNTRY376,0,0
20746,IMPO12126&&CNTRY576,0,1
20747,IMPO10634&&CNTRY825,0,0
20748,IMPO19081&&CNTRY843,0,0
20749,IMPO12391&&CNTRY994,0,0
20750,IMPO13247&&CNTRY994,0,0
20751,IMPO11101&&CNTRY825,0,0
20752,IMPO13510&&CNTRY825,0,0
20753,IMPO12277&&CNTRY846,0,1
20754,IMPO13262&&CNTRY123,0,0
20755,IMPO14987&&CNTRY994,0,1
20756,IMPO12223&&CNTRY123,0,0
20757,IMPO11133&&CNTRY680,0,0
20758,IMPO19218&&CNTRY376,0,0
20759,IMPO17739&&CNTRY680,0,1
20760,IMPO19418&&CNTRY994,0,0
20761,IMPO19753&&CNTRY976,0,0
20762,IMPO18551&&CNTRY795,0,0
20763,IMPO15629&&CNTRY615,0,0
20764,IMPO12973&&CNTRY236,0,0
20765,IMPO17316&&CNTRY138,0,0
20766,IMPO12084&&CNTRY994,0,1
20767,IMPO17000&&CNTRY123,0,1
20768,IMPO15967&&CNTRY680,0,1
20769,IMPO16138&&CNTRY138,0,0
20770,IMPO14743&&CNTRY765,0,0
20771,IMPO16416&&CNTRY846,0,0
20772,IMPO11008&&CNTRY215,0,1
20773,IMPO17114&&CNTRY976,0,0
20774,IMPO13854&&CNTRY618,0,0
20775,IMPO18926&&CNTRY264,0,0
20776,IMPO12609&&CNTRY825,0,0
20777,IMPO11262&&CNTRY759,0,0
20778,IMPO11063&&CNTRY764,0,0
20779,IMPO15908&&CNTRY881,0,0
20780,IMPO10296&&CNTRY825,0,0
20781,IMPO11956&&CNTRY759,0,0
20782,IMP921674&&CNTRY656,0,0
20783,IMP475311&&CNTRY407,0,1
20784,IMP750979&&CNTRY680,0,0
20785,IMP577961&&CNTRY376,0,0
20786,IMP690457&&CNTRY150,0,0
20787,IMP564205&&CNTRY376,0,0
20788,IMP584996&&CNTRY759,0,0
20789,IMP480452&&CNTRY576,0,0
20790,IMP588189&&CNTRY576,0,0
20791,IMP399866&&CNTRY770,0,0
20792,IMP101372&&CNTRY653,0,1
20793,IMP758319&&CNTRY615,0,1
20794,IMP601010&&CNTRY188,0,0
20795,IMP900740&&CNTRY615,0,0
20796,IMP282303&&CNTRY680,0,1
20797,IMP565081&&CNTRY759,0,0
20798,IMP422527&&CNTRY884,0,0
20799,IMP196711&&CNTRY480,0,0
20800,IMP317373&&CNTRY436,0,0
20801,IMP871057&&CNTRY747,0,0
20802,IMP206242&&CNTRY454,0,0
20803,IMP293138&&CNTRY846,0,0
20804,IMP872620&&CNTRY317,0,0
20805,IMP509747&&CNTRY656,0,1
20806,IMP423293&&CNTRY264,0,0
20807,IMP239533&&CNTRY713,0,0
20808,IMP261022&&CNTRY984,0,1
20809,IMP901468&&CNTRY917,0,1
20810,IMP246933&&CNTRY364,0,0
20811,IMP593490&&CNTRY709,0,0
20812,IMP759377&&CNTRY454,0,1
20813,IMP818367&&CNTRY376,0,0
20814,IMP807879&&CNTRY756,0,0
20815,IMP699003&&CNTRY576,0,0
20816,IMPO11493&&CNTRY438,0,0
20817,IMPO18490&&CNTRY881,0,0
20818,IMPO19005&&CNTRY976,0,0
20819,IMPO11741&&CNTRY652,0,1
20820,IMPO17930&&CNTRY976,0,0
20821,IMPO11922&&CNTRY863,0,0
20822,IMPO16523&&CNTRY485,0,1
20823,IMPO12207&&CNTRY364,0,0
20824,IMPO18013&&CNTRY825,0,0
20825,IMPO10365&&CNTRY994,0,0
20826,IMPO13856&&CNTRY454,0,0
20827,IMPO11833&&CNTRY689,0,1
20828,IMPO19081&&CNTRY825,0,0
20829,IMPO19003&&CNTRY652,0,1
20830,IMPO18804&&CNTRY415,0,0
20831,IMPO12880&&CNTRY713,0,0
20832,IMPO16081&&CNTRY554,0,1
20833,IMPO13783&&CNTRY881,0,0
20834,IMPO16822&&CNTRY364,0,0
20835,IMPO18624&&CNTRY843,0,0
20836,IMPO18778&&CNTRY236,0,1
20837,IMPO17888&&CNTRY652,0,0
20838,IMPO16504&&CNTRY866,0,0
20839,IMPO15781&&CNTRY276,0,0
20840,IMPO16491&&CNTRY454,0,1
20841,IMPO13689&&CNTRY881,0,0
20842,IMPO18679&&CNTRY674,0,1
20843,IMPO12596&&CNTRY123,0,0
20844,IMPO16038&&CNTRY415,0,0
20845,IMPO11691&&CNTRY652,0,0
20846,IMPO10381&&CNTRY555,0,0
20847,IMPO15661&&CNTRY277,0,0
20848,IMPO14751&&CNTRY785,0,1
20849,IMPO15490&&CNTRY759,0,0
20850,IMPO10925&&CNTRY920,0,0
20851,IMPO17497&&CNTRY485,0,0
20852,IMPO10477&&CNTRY364,0,0
20853,IMPO18020&&CNTRY140,0,0
20854,IMPO15895&&CNTRY376,0,0
20855,IMPO14049&&CNTRY748,0,0
20856,IMPO17254&&CNTRY920,0,0
20857,IMPO11071&&CNTRY123,0,0
20858,IMPO14804&&CNTRY652,0,0
20859,IMPO11905&&CNTRY994,0,0
20860,IMPO13571&&CNTRY994,0,0
20861,IMPO17320&&CNTRY994,0,0
20862,IMPO16385&&CNTRY376,0,0
20863,IMPO11695&&CNTRY680,0,1
20864,IMPO15322&&CNTRY846,0,0
20865,IMPO12659&&CNTRY770,0,1
20866,IMPO12500&&CNTRY680,0,0
20867,IMPO15856&&CNTRY316,0,1
20868,IMPO19321&&CNTRY153,0,0
20869,IMPO10939&&CNTRY445,0,1
20870,IMPO14917&&CNTRY994,0,0
20871,IMPO19469&&CNTRY335,0,0
20872,IMP776989&&CNTRY491,0,0
20873,IMP552297&&CNTRY376,0,0
20874,IMP304190&&CNTRY138,0,1
20875,IMP884593&&CNTRY276,0,0
20876,IMP154351&&CNTRY884,0,0
20877,IMP680224&&CNTRY316,0,0
20878,IMP629453&&CNTRY376,0,0
20879,IMP995597&&CNTRY819,0,0
20880,IMP787271&&CNTRY881,0,0
20881,IMP715022&&CNTRY562,0,0
20882,IMP904968&&CNTRY747,0,1
20883,IMP529972&&CNTRY881,0,0
20884,IMP778550&&CNTRY168,0,0
20885,IMP160146&&CNTRY680,0,1
20886,IMP921674&&CNTRY277,0,0
20887,IMP873935&&CNTRY709,0,0
20888,IMP310321&&CNTRY656,0,1
20889,IMP243951&&CNTRY713,0,0
20890,IMP233723&&CNTRY379,0,0
20891,IMP809423&&CNTRY825,0,0
20892,IMP522051&&CNTRY830,0,0
20893,IMP595796&&CNTRY349,0,1
20894,IMP102358&&CNTRY278,0,0
20895,IMP418859&&CNTRY656,0,0
20896,IMP965184&&CNTRY994,0,0
20897,IMP553254&&CNTRY884,0,0
20898,IMP354977&&CNTRY994,0,0
20899,IMP634131&&CNTRY376,0,0
20900,IMP842142&&CNTRY364,0,0
20901,IMP200080&&CNTRY322,0,0
20902,IMP108534&&CNTRY311,0,0
20903,IMP776979&&CNTRY615,0,0
20904,IMPO18212&&CNTRY454,0,0
20905,IMPO13753&&CNTRY994,0,0
20906,IMPO10877&&CNTRY976,0,0
20907,IMPO18467&&CNTRY795,0,0
20908,IMPO16865&&CNTRY393,0,0
20909,IMPO18065&&CNTRY846,0,0
20910,IMPO14239&&CNTRY994,0,0
20911,IMPO15180&&CNTRY209,0,1
20912,IMPO16266&&CNTRY994,0,0
20913,IMPO14839&&CNTRY317,0,0
20914,IMPO18597&&CNTRY364,0,0
20915,IMPO14442&&CNTRY846,0,0
20916,IMPO18200&&CNTRY819,0,0
20917,IMPO16027&&CNTRY994,0,1
20918,IMPO19744&&CNTRY140,0,0
20919,IMPO11052&&CNTRY652,0,0
20920,IMPO11958&&CNTRY334,0,0
20921,IMPO10544&&CNTRY713,0,1
20922,IMPO16444&&CNTRY846,0,0
20923,IMPO19477&&CNTRY123,0,0
20924,IMPO18767&&CNTRY393,0,0
20925,IMPO13489&&CNTRY994,0,0
20926,IMPO10984&&CNTRY527,0,0
20927,IMPO17959&&CNTRY995,0,0
20928,IMPO17088&&CNTRY317,0,0
20929,IMPO15943&&CNTRY819,0,0
20930,IMPO18876&&CNTRY976,0,0
20931,IMPO10958&&CNTRY680,0,1
20932,IMPO11514&&CNTRY846,0,0
20933,IMPO18450&&CNTRY184,0,0
20934,IMPO19175&&CNTRY485,0,0
20935,IMPO11867&&CNTRY379,0,1
20936,IMPO15666&&CNTRY554,0,0
20937,IMPO13471&&CNTRY652,0,0
20938,IMPO15285&&CNTRY264,0,0
20939,IMPO16300&&CNTRY689,0,1
20940,IMPO15016&&CNTRY123,0,0
20941,IMPO10744&&CNTRY795,0,0
20942,IMPO12515&&CNTRY429,0,0
20943,IMP733694&&CNTRY527,0,0
20944,IMP236573&&CNTRY284,0,1
20945,IMP989357&&CNTRY680,0,0
20946,IMP192821&&CNTRY615,0,1
20947,IMP904142&&CNTRY656,0,0
20948,IMP705884&&CNTRY349,0,0
20949,IMP467914&&CNTRY277,0,0
20950,IMP914975&&CNTRY881,0,0
20951,IMP419311&&CNTRY759,0,0
20952,IMP678358&&CNTRY376,0,0
20953,IMP891905&&CNTRY988,0,0
20954,IMP352883&&CNTRY140,0,0
20955,IMP932066&&CNTRY652,0,0
20956,IMP421868&&CNTRY984,0,1
20957,IMP238180&&CNTRY284,0,0
20958,IMP871286&&CNTRY915,0,1
20959,IMP208809&&CNTRY615,0,0
20960,IMP559070&&CNTRY277,0,0
20961,IMP181390&&CNTRY323,0,0
20962,IMP745662&&CNTRY284,0,1
20963,IMP462582&&CNTRY480,0,0
20964,IMP162562&&CNTRY473,0,0
20965,IMP410461&&CNTRY680,0,0
20966,IMP450852&&CNTRY215,0,0
20967,IMP281733&&CNTRY150,0,0
20968,IMP197822&&CNTRY759,0,0
20969,IMP262592&&CNTRY351,0,0
20970,IMP202596&&CNTRY376,0,1
20971,IMP830465&&CNTRY825,0,0
20972,IMP561106&&CNTRY436,0,0
20973,IMP487410&&CNTRY637,0,0
20974,IMP456000&&CNTRY615,0,0
20975,IMP432256&&CNTRY393,0,0
20976,IMP322409&&CNTRY759,0,0
20977,IMP138552&&CNTRY558,0,0
20978,IMP574679&&CNTRY262,0,0
20979,IMP794364&&CNTRY334,0,0
20980,IMP662011&&CNTRY562,0,0
20981,IMP290214&&CNTRY680,0,0
20982,IMP904748&&CNTRY133,0,0
20983,IMP320812&&CNTRY759,0,0
20984,IMP801300&&CNTRY764,0,0
20985,IMP440251&&CNTRY376,0,0
20986,IMP404174&&CNTRY153,0,0
20987,IMP237401&&CNTRY988,0,0
20988,IMP416045&&CNTRY770,0,0
20989,IMP346433&&CNTRY558,0,0
20990,IMP747045&&CNTRY171,0,0
20991,IMP678425&&CNTRY389,0,0
20992,IMP120631&&CNTRY264,0,0
20993,IMP856006&&CNTRY322,0,0
20994,IMP634577&&CNTRY436,0,1
20995,IMP432209&&CNTRY343,0,1
20996,IMP851943&&CNTRY562,0,0
20997,IMP712902&&CNTRY454,0,0
20998,IMP596129&&CNTRY398,0,0
20999,IMP879730&&CNTRY994,0,0
21000,IMP764530&&CNTRY576,0,0
21001,IMP842198&&CNTRY351,0,0
21002,IMP382590&&CNTRY759,0,0
21003,IMP236573&&CNTRY277,0,0
21004,IMP749836&&CNTRY846,0,0
21005,IMP674947&&CNTRY277,0,0
21006,IMPO12067&&CNTRY976,0,0
21007,IMPO18189&&CNTRY687,0,0
21008,IMPO13984&&CNTRY652,0,0
21009,IMPO14259&&CNTRY680,0,0
21010,IMPO18393&&CNTRY644,0,0
21011,IMPO10576&&CNTRY390,0,0
21012,IMPO18241&&CNTRY123,0,0
21013,IMPO17710&&CNTRY454,0,0
21014,IMPO11105&&CNTRY125,0,1
21015,IMPO14278&&CNTRY376,0,0
21016,IMPO16813&&CNTRY994,0,0
21017,IMPO13534&&CNTRY123,0,0
21018,IMPO17489&&CNTRY881,0,0
21019,IMPO12582&&CNTRY680,0,0
21020,IMPO16133&&CNTRY409,0,1
21021,IMPO19962&&CNTRY456,0,0
21022,IMPO17601&&CNTRY976,0,0
21023,IMPO13850&&CNTRY376,0,0
21024,IMPO12287&&CNTRY976,0,0
21025,IMPO12891&&CNTRY652,0,0
21026,IMPO12422&&CNTRY644,0,0
21027,IMPO12540&&CNTRY771,0,1
21028,IMPO15296&&CNTRY364,0,1
21029,IMPO15783&&CNTRY184,0,0
21030,IMPO11104&&CNTRY562,0,0
21031,IMPO11102&&CNTRY881,0,0
21032,IMPO16873&&CNTRY680,0,1
21033,IMPO10297&&CNTRY884,0,0
21034,IMPO17538&&CNTRY139,0,0
21035,IMPO13843&&CNTRY485,0,0
21036,IMPO11059&&CNTRY884,0,1
21037,IMPO12952&&CNTRY994,0,0
21038,IMPO13017&&CNTRY976,0,0
21039,IMPO15218&&CNTRY456,0,0
21040,IMPO10255&&CNTRY376,0,0
21041,IMPO13161&&CNTRY994,0,0
21042,IMPO11126&&CNTRY881,0,0
21043,IMPO19159&&CNTRY555,0,0
21044,IMPO16180&&CNTRY528,0,1
21045,IMPO15476&&CNTRY153,0,0
21046,IMPO18566&&CNTRY917,0,0
21047,IMPO10603&&CNTRY409,0,0
21048,IMPO10097&&CNTRY562,0,0
21049,IMPO16226&&CNTRY859,0,0
21050,IMPO14839&&CNTRY364,0,0
21051,IMPO16492&&CNTRY376,0,0
21052,IMPO18531&&CNTRY454,0,0
21053,IMPO10036&&CNTRY994,0,0
21054,IMPO12514&&CNTRY236,0,1
21055,IMPO15806&&CNTRY846,0,0
21056,IMPO12207&&CNTRY264,0,0
21057,IMP575421&&CNTRY825,0,0
21058,IMP412417&&CNTRY438,0,0
21059,IMP290159&&CNTRY884,0,0
21060,IMP138552&&CNTRY994,0,0
21061,IMP794419&&CNTRY343,0,0
21062,IMP849369&&CNTRY264,0,1
21063,IMP326635&&CNTRY656,0,0
21064,IMP306939&&CNTRY920,0,0
21065,IMP188008&&CNTRY959,0,1
21066,IMP182371&&CNTRY379,0,0
21067,IMP725645&&CNTRY555,0,1
21068,IMP341307&&CNTRY215,0,0
21069,IMP533210&&CNTRY376,0,0
21070,IMP229553&&CNTRY994,0,0
21071,IMP864757&&CNTRY153,0,0
21072,IMP233670&&CNTRY659,0,1
21073,IMP741507&&CNTRY454,0,0
21074,IMP994365&&CNTRY554,0,1
21075,IMP997177&&CNTRY975,0,1
21076,IMP254390&&CNTRY846,0,0
21077,IMP645194&&CNTRY364,0,0
21078,IMP798762&&CNTRY939,0,0
21079,IMP446948&&CNTRY385,0,0
21080,IMP927231&&CNTRY859,0,0
21081,IMP887424&&CNTRY747,0,0
21082,IMP302697&&CNTRY139,0,0
21083,IMP970801&&CNTRY976,0,0
21084,IMP978966&&CNTRY680,0,0
21085,IMP462435&&CNTRY276,0,0
21086,IMP916274&&CNTRY680,0,0
21087,IMP451441&&CNTRY644,0,0
21088,IMP205327&&CNTRY321,0,1
21089,IMP917966&&CNTRY264,0,0
21090,IMP989107&&CNTRY680,0,0
21091,IMP586027&&CNTRY317,0,1
21092,IMP999843&&CNTRY976,0,0
21093,IMP862337&&CNTRY378,0,0
21094,IMP433685&&CNTRY322,0,0
21095,IMP399417&&CNTRY277,0,1
21096,IMPO16737&&CNTRY652,0,0
21097,IMPO11691&&CNTRY554,0,0
21098,IMPO11841&&CNTRY379,0,0
21099,IMPO18529&&CNTRY975,0,1
21100,IMPO15947&&CNTRY843,0,1
21101,IMPO18898&&CNTRY881,1,1
21102,IMPO19232&&CNTRY680,0,0
21103,IMPO16679&&CNTRY562,0,0
21104,IMPO10156&&CNTRY138,0,0
21105,IMPO11554&&CNTRY995,0,0
21106,IMPO16606&&CNTRY166,0,0
21107,IMPO18924&&CNTRY317,0,1
21108,IMPO13989&&CNTRY701,0,1
21109,IMPO10217&&CNTRY485,0,0
21110,IMPO12186&&CNTRY166,0,0
21111,IMPO10228&&CNTRY759,0,0
21112,IMPO15274&&CNTRY846,0,0
21113,IMPO17128&&CNTRY485,0,0
21114,IMPO11069&&CNTRY920,0,1
21115,IMPO10309&&CNTRY390,0,1
21116,IMPO13680&&CNTRY123,0,0
