OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_sum,OFFICE&&ORIGIN.CODE_illicit_rate
OFFICE223&&CNTRY139,2,0.5
OFFICE223&&CNTRY140,1,1.0
OFFICE223&&CNTRY153,0,0.0
OFFICE223&&CNTRY166,0,0.0
OFFICE223&&CNTRY171,0,0.0
OFFICE223&&CNTRY184,1,0.3333333333333333
OFFICE223&&CNTRY209,1,0.25
OFFICE223&&CNTRY215,0,0.0
OFFICE223&&CNTRY236,1,0.5
OFFICE223&&CNTRY252,0,0.0
OFFICE223&&CNTRY263,0,0.0
OFFICE223&&CNTRY264,1,1.0
OFFICE223&&CNTRY276,1,1.0
OFFICE223&&CNTRY277,0,0.0
OFFICE223&&CNTRY284,0,0.0
OFFICE223&&CNTRY317,0,0.0
OFFICE223&&CNTRY322,1,0.3333333333333333
OFFICE223&&CNTRY334,2,0.6666666666666666
OFFICE223&&CNTRY351,0,0.0
OFFICE223&&CNTRY364,2,1.0
OFFICE223&&CNTRY376,1,0.09090909090909091
OFFICE223&&CNTRY379,0,0.0
OFFICE223&&CNTRY389,1,0.3333333333333333
OFFICE223&&CNTRY407,1,0.5
OFFICE223&&CNTRY409,0,0.0
OFFICE223&&CNTRY415,0,0.0
OFFICE223&&CNTRY429,2,1.0
OFFICE223&&CNTRY438,1,0.5
OFFICE223&&CNTRY445,1,0.25
OFFICE223&&CNTRY454,2,0.4
OFFICE223&&CNTRY456,0,0.0
OFFICE223&&CNTRY480,2,0.6666666666666666
OFFICE223&&CNTRY485,1,0.5
OFFICE223&&CNTRY527,1,0.3333333333333333
OFFICE223&&CNTRY554,0,0.0
OFFICE223&&CNTRY555,1,0.3333333333333333
OFFICE223&&CNTRY558,1,1.0
OFFICE223&&CNTRY562,0,0.0
OFFICE223&&CNTRY576,1,1.0
OFFICE223&&CNTRY615,0,0.0
OFFICE223&&CNTRY625,1,1.0
OFFICE223&&CNTRY627,1,0.5
OFFICE223&&CNTRY652,1,0.125
OFFICE223&&CNTRY653,1,1.0
OFFICE223&&CNTRY654,2,0.6666666666666666
OFFICE223&&CNTRY656,1,1.0
OFFICE223&&CNTRY674,0,0.0
OFFICE223&&CNTRY680,2,0.2857142857142857
OFFICE223&&CNTRY687,1,1.0
OFFICE223&&CNTRY689,1,0.5
OFFICE223&&CNTRY709,3,1.0
OFFICE223&&CNTRY713,1,1.0
OFFICE223&&CNTRY716,1,1.0
OFFICE223&&CNTRY747,1,1.0
OFFICE223&&CNTRY748,0,0.0
OFFICE223&&CNTRY756,1,1.0
OFFICE223&&CNTRY759,0,0.0
OFFICE223&&CNTRY764,2,1.0
OFFICE223&&CNTRY765,2,0.6666666666666666
OFFICE223&&CNTRY770,1,0.5
OFFICE223&&CNTRY771,0,0.0
OFFICE223&&CNTRY785,1,0.5
OFFICE223&&CNTRY825,1,0.06666666666666667
OFFICE223&&CNTRY830,0,0.0
OFFICE223&&CNTRY837,0,0.0
OFFICE223&&CNTRY843,2,0.5
OFFICE223&&CNTRY846,2,0.4
OFFICE223&&CNTRY863,0,0.0
OFFICE223&&CNTRY866,1,1.0
OFFICE223&&CNTRY874,1,0.25
OFFICE223&&CNTRY881,1,0.5
OFFICE223&&CNTRY884,2,0.6666666666666666
OFFICE223&&CNTRY915,1,0.3333333333333333
OFFICE223&&CNTRY917,1,1.0
OFFICE223&&CNTRY920,2,0.6666666666666666
OFFICE223&&CNTRY930,0,0.0
OFFICE223&&CNTRY962,1,0.5
OFFICE223&&CNTRY976,0,0.0
OFFICE223&&CNTRY980,1,1.0
OFFICE223&&CNTRY994,2,0.2
OFFICE23&&CNTRY113,2,0.4
OFFICE23&&CNTRY125,0,0.0
OFFICE23&&CNTRY133,3,0.75
OFFICE23&&CNTRY138,1,0.3333333333333333
OFFICE23&&CNTRY139,3,0.2
OFFICE23&&CNTRY140,2,0.2222222222222222
OFFICE23&&CNTRY150,1,0.14285714285714285
OFFICE23&&CNTRY153,2,0.2
OFFICE23&&CNTRY168,1,0.2
OFFICE23&&CNTRY171,3,0.2727272727272727
OFFICE23&&CNTRY184,3,0.6
OFFICE23&&CNTRY188,0,0.0
OFFICE23&&CNTRY215,1,0.16666666666666666
OFFICE23&&CNTRY216,6,0.75
OFFICE23&&CNTRY234,0,0.0
OFFICE23&&CNTRY252,1,0.3333333333333333
OFFICE23&&CNTRY262,1,0.14285714285714285
OFFICE23&&CNTRY263,1,1.0
OFFICE23&&CNTRY264,0,0.0
OFFICE23&&CNTRY276,0,0.0
OFFICE23&&CNTRY277,3,0.06382978723404255
OFFICE23&&CNTRY278,1,0.2
OFFICE23&&CNTRY284,3,0.23076923076923078
OFFICE23&&CNTRY311,3,0.6
OFFICE23&&CNTRY316,1,0.1
OFFICE23&&CNTRY317,4,0.4444444444444444
OFFICE23&&CNTRY321,2,0.25
OFFICE23&&CNTRY322,0,0.0
OFFICE23&&CNTRY323,2,0.2222222222222222
OFFICE23&&CNTRY328,1,0.3333333333333333
OFFICE23&&CNTRY334,1,0.1111111111111111
OFFICE23&&CNTRY343,1,0.25
OFFICE23&&CNTRY349,3,0.3333333333333333
OFFICE23&&CNTRY351,1,0.09090909090909091
OFFICE23&&CNTRY364,4,0.6666666666666666
OFFICE23&&CNTRY376,6,0.05405405405405406
OFFICE23&&CNTRY378,0,0.0
OFFICE23&&CNTRY379,3,1.0
OFFICE23&&CNTRY385,4,0.4444444444444444
OFFICE23&&CNTRY389,1,0.16666666666666666
OFFICE23&&CNTRY393,1,0.16666666666666666
OFFICE23&&CNTRY398,1,0.2
OFFICE23&&CNTRY407,2,0.2
OFFICE23&&CNTRY409,0,0.0
OFFICE23&&CNTRY415,3,0.75
OFFICE23&&CNTRY429,2,0.2222222222222222
OFFICE23&&CNTRY436,1,0.25
OFFICE23&&CNTRY438,3,0.3333333333333333
OFFICE23&&CNTRY448,2,0.4
OFFICE23&&CNTRY454,8,0.19047619047619047
OFFICE23&&CNTRY473,1,0.125
OFFICE23&&CNTRY480,3,0.75
OFFICE23&&CNTRY491,5,0.5
OFFICE23&&CNTRY527,0,0.0
OFFICE23&&CNTRY528,1,0.25
OFFICE23&&CNTRY546,2,0.3333333333333333
OFFICE23&&CNTRY554,1,0.2
OFFICE23&&CNTRY555,1,0.14285714285714285
OFFICE23&&CNTRY558,1,0.16666666666666666
OFFICE23&&CNTRY562,5,0.22727272727272727
OFFICE23&&CNTRY576,6,0.2727272727272727
OFFICE23&&CNTRY615,2,0.038461538461538464
OFFICE23&&CNTRY618,1,0.2
OFFICE23&&CNTRY622,1,0.3333333333333333
OFFICE23&&CNTRY637,1,0.5
OFFICE23&&CNTRY644,5,0.7142857142857143
OFFICE23&&CNTRY652,3,0.42857142857142855
OFFICE23&&CNTRY653,2,0.5
OFFICE23&&CNTRY654,3,0.3333333333333333
OFFICE23&&CNTRY656,3,0.23076923076923078
OFFICE23&&CNTRY659,1,0.25
OFFICE23&&CNTRY680,9,0.04
OFFICE23&&CNTRY701,1,0.14285714285714285
OFFICE23&&CNTRY709,3,0.375
OFFICE23&&CNTRY713,3,0.15789473684210525
OFFICE23&&CNTRY745,0,0.0
OFFICE23&&CNTRY747,5,0.38461538461538464
OFFICE23&&CNTRY748,2,0.2857142857142857
OFFICE23&&CNTRY756,2,0.2222222222222222
OFFICE23&&CNTRY759,8,0.05194805194805195
OFFICE23&&CNTRY764,2,0.25
OFFICE23&&CNTRY765,3,0.375
OFFICE23&&CNTRY770,2,0.25
OFFICE23&&CNTRY771,0,0.0
OFFICE23&&CNTRY819,1,0.25
OFFICE23&&CNTRY825,4,0.3333333333333333
OFFICE23&&CNTRY830,1,0.14285714285714285
OFFICE23&&CNTRY837,0,0.0
OFFICE23&&CNTRY846,2,0.1111111111111111
OFFICE23&&CNTRY859,2,0.15384615384615385
OFFICE23&&CNTRY863,0,0.0
OFFICE23&&CNTRY866,3,0.5
OFFICE23&&CNTRY873,3,0.3
OFFICE23&&CNTRY874,3,0.5
OFFICE23&&CNTRY881,4,0.14285714285714285
OFFICE23&&CNTRY884,3,0.05454545454545454
OFFICE23&&CNTRY891,1,0.25
OFFICE23&&CNTRY915,2,1.0
OFFICE23&&CNTRY917,0,0.0
OFFICE23&&CNTRY919,1,0.3333333333333333
OFFICE23&&CNTRY920,4,0.4444444444444444
OFFICE23&&CNTRY930,2,0.3333333333333333
OFFICE23&&CNTRY939,2,0.4
OFFICE23&&CNTRY959,1,0.2
OFFICE23&&CNTRY962,1,0.5
OFFICE23&&CNTRY975,5,0.45454545454545453
OFFICE23&&CNTRY976,2,0.3333333333333333
OFFICE23&&CNTRY984,2,0.4
OFFICE23&&CNTRY988,3,0.375
OFFICE23&&CNTRY994,2,0.13333333333333333
OFFICE23&&CNTRY995,1,0.2
OFFICE233&&CNTRY113,0,0.0
OFFICE233&&CNTRY123,2,0.18181818181818182
OFFICE233&&CNTRY139,2,0.6666666666666666
OFFICE233&&CNTRY140,0,0.0
OFFICE233&&CNTRY153,1,1.0
OFFICE233&&CNTRY166,1,0.3333333333333333
OFFICE233&&CNTRY171,2,1.0
OFFICE233&&CNTRY184,0,0.0
OFFICE233&&CNTRY209,2,0.6666666666666666
OFFICE233&&CNTRY215,1,1.0
OFFICE233&&CNTRY216,1,0.5
OFFICE233&&CNTRY234,1,0.5
OFFICE233&&CNTRY236,0,0.0
OFFICE233&&CNTRY263,1,1.0
OFFICE233&&CNTRY264,0,0.0
OFFICE233&&CNTRY276,0,0.0
OFFICE233&&CNTRY277,0,0.0
OFFICE233&&CNTRY284,1,1.0
OFFICE233&&CNTRY316,1,1.0
OFFICE233&&CNTRY321,1,0.5
OFFICE233&&CNTRY322,0,0.0
OFFICE233&&CNTRY335,0,0.0
OFFICE233&&CNTRY351,0,0.0
OFFICE233&&CNTRY364,0,0.0
OFFICE233&&CNTRY376,2,0.14285714285714285
OFFICE233&&CNTRY379,0,0.0
OFFICE233&&CNTRY389,1,0.5
OFFICE233&&CNTRY393,0,0.0
OFFICE233&&CNTRY415,0,0.0
OFFICE233&&CNTRY429,1,0.3333333333333333
OFFICE233&&CNTRY438,1,1.0
OFFICE233&&CNTRY445,0,0.0
OFFICE233&&CNTRY454,1,0.14285714285714285
OFFICE233&&CNTRY480,1,1.0
OFFICE233&&CNTRY485,0,0.0
OFFICE233&&CNTRY527,2,1.0
OFFICE233&&CNTRY555,1,0.5
OFFICE233&&CNTRY558,0,0.0
OFFICE233&&CNTRY562,1,0.5
OFFICE233&&CNTRY576,0,0.0
OFFICE233&&CNTRY615,2,0.5
OFFICE233&&CNTRY618,1,0.5
OFFICE233&&CNTRY627,0,0.0
OFFICE233&&CNTRY644,0,0.0
OFFICE233&&CNTRY652,1,0.25
OFFICE233&&CNTRY653,0,0.0
OFFICE233&&CNTRY654,1,0.25
OFFICE233&&CNTRY656,0,0.0
OFFICE233&&CNTRY674,0,0.0
OFFICE233&&CNTRY680,1,0.3333333333333333
OFFICE233&&CNTRY689,1,1.0
OFFICE233&&CNTRY701,1,0.3333333333333333
OFFICE233&&CNTRY709,0,0.0
OFFICE233&&CNTRY713,0,0.0
OFFICE233&&CNTRY716,1,0.3333333333333333
OFFICE233&&CNTRY748,0,0.0
OFFICE233&&CNTRY756,1,0.5
OFFICE233&&CNTRY759,1,0.5
OFFICE233&&CNTRY771,1,1.0
OFFICE233&&CNTRY795,0,0.0
OFFICE233&&CNTRY819,1,1.0
OFFICE233&&CNTRY825,0,0.0
OFFICE233&&CNTRY830,1,1.0
OFFICE233&&CNTRY837,0,0.0
OFFICE233&&CNTRY846,3,0.5
OFFICE233&&CNTRY859,0,0.0
OFFICE233&&CNTRY863,1,0.5
OFFICE233&&CNTRY866,1,1.0
OFFICE233&&CNTRY874,0,0.0
OFFICE233&&CNTRY881,1,0.16666666666666666
OFFICE233&&CNTRY884,1,0.5
OFFICE233&&CNTRY915,0,0.0
OFFICE233&&CNTRY917,1,1.0
OFFICE233&&CNTRY930,2,1.0
OFFICE233&&CNTRY959,1,0.5
OFFICE233&&CNTRY975,1,1.0
OFFICE233&&CNTRY976,3,0.3
OFFICE233&&CNTRY980,0,0.0
OFFICE233&&CNTRY994,1,0.08333333333333333
OFFICE234&&CNTRY123,1,0.14285714285714285
OFFICE234&&CNTRY125,1,1.0
OFFICE234&&CNTRY139,1,0.5
OFFICE234&&CNTRY140,1,1.0
OFFICE234&&CNTRY166,1,1.0
OFFICE234&&CNTRY171,0,0.0
OFFICE234&&CNTRY184,1,0.5
OFFICE234&&CNTRY209,0,0.0
OFFICE234&&CNTRY216,0,0.0
OFFICE234&&CNTRY236,0,0.0
OFFICE234&&CNTRY252,1,0.25
OFFICE234&&CNTRY264,0,0.0
OFFICE234&&CNTRY276,2,0.6666666666666666
OFFICE234&&CNTRY277,0,0.0
OFFICE234&&CNTRY284,0,0.0
OFFICE234&&CNTRY316,0,0.0
OFFICE234&&CNTRY317,0,0.0
OFFICE234&&CNTRY321,1,1.0
OFFICE234&&CNTRY322,0,0.0
OFFICE234&&CNTRY323,0,0.0
OFFICE234&&CNTRY334,0,0.0
OFFICE234&&CNTRY351,0,0.0
OFFICE234&&CNTRY376,0,0.0
OFFICE234&&CNTRY379,0,0.0
OFFICE234&&CNTRY390,0,0.0
OFFICE234&&CNTRY407,1,0.5
OFFICE234&&CNTRY409,2,1.0
OFFICE234&&CNTRY415,2,0.6666666666666666
OFFICE234&&CNTRY429,2,0.6666666666666666
OFFICE234&&CNTRY454,0,0.0
OFFICE234&&CNTRY456,1,0.25
OFFICE234&&CNTRY527,0,0.0
OFFICE234&&CNTRY528,0,0.0
OFFICE234&&CNTRY554,0,0.0
OFFICE234&&CNTRY555,2,0.5
OFFICE234&&CNTRY558,0,0.0
OFFICE234&&CNTRY562,0,0.0
OFFICE234&&CNTRY615,0,0.0
OFFICE234&&CNTRY644,1,1.0
OFFICE234&&CNTRY652,2,0.4
OFFICE234&&CNTRY653,1,1.0
OFFICE234&&CNTRY654,0,0.0
OFFICE234&&CNTRY656,1,0.25
OFFICE234&&CNTRY674,1,0.3333333333333333
OFFICE234&&CNTRY680,4,0.4
OFFICE234&&CNTRY689,0,0.0
OFFICE234&&CNTRY701,0,0.0
OFFICE234&&CNTRY747,2,0.6666666666666666
OFFICE234&&CNTRY748,1,1.0
OFFICE234&&CNTRY759,1,0.25
OFFICE234&&CNTRY764,0,0.0
OFFICE234&&CNTRY765,1,0.5
OFFICE234&&CNTRY795,0,0.0
OFFICE234&&CNTRY819,1,0.5
OFFICE234&&CNTRY825,1,0.14285714285714285
OFFICE234&&CNTRY830,1,1.0
OFFICE234&&CNTRY837,2,0.6666666666666666
OFFICE234&&CNTRY843,0,0.0
OFFICE234&&CNTRY846,2,0.4
OFFICE234&&CNTRY859,2,1.0
OFFICE234&&CNTRY863,0,0.0
OFFICE234&&CNTRY866,1,1.0
OFFICE234&&CNTRY874,0,0.0
OFFICE234&&CNTRY881,2,0.3333333333333333
OFFICE234&&CNTRY884,0,0.0
OFFICE234&&CNTRY917,2,0.6666666666666666
OFFICE234&&CNTRY920,2,0.4
OFFICE234&&CNTRY930,1,1.0
OFFICE234&&CNTRY962,1,1.0
OFFICE234&&CNTRY975,1,0.5
OFFICE234&&CNTRY976,1,0.25
OFFICE234&&CNTRY980,0,0.0
OFFICE234&&CNTRY994,0,0.0
OFFICE237&&CNTRY113,1,0.2
OFFICE237&&CNTRY123,9,0.04035874439461883
OFFICE237&&CNTRY125,0,0.0
OFFICE237&&CNTRY138,4,0.5
OFFICE237&&CNTRY139,1,0.08333333333333333
OFFICE237&&CNTRY140,2,0.2857142857142857
OFFICE237&&CNTRY153,1,0.5
OFFICE237&&CNTRY166,2,0.5
OFFICE237&&CNTRY171,4,0.36363636363636365
OFFICE237&&CNTRY184,2,0.2857142857142857
OFFICE237&&CNTRY215,2,0.2857142857142857
OFFICE237&&CNTRY216,1,0.2
OFFICE237&&CNTRY234,0,0.0
OFFICE237&&CNTRY236,1,0.14285714285714285
OFFICE237&&CNTRY252,0,0.0
OFFICE237&&CNTRY263,1,0.5
OFFICE237&&CNTRY264,1,0.25
OFFICE237&&CNTRY276,1,0.5
OFFICE237&&CNTRY277,3,0.2
OFFICE237&&CNTRY284,0,0.0
OFFICE237&&CNTRY316,3,0.3333333333333333
OFFICE237&&CNTRY317,0,0.0
OFFICE237&&CNTRY321,1,0.125
OFFICE237&&CNTRY322,3,0.42857142857142855
OFFICE237&&CNTRY323,2,0.25
OFFICE237&&CNTRY334,1,0.5
OFFICE237&&CNTRY335,0,0.0
OFFICE237&&CNTRY351,2,0.3333333333333333
OFFICE237&&CNTRY364,3,0.375
OFFICE237&&CNTRY376,5,0.01079913606911447
OFFICE237&&CNTRY379,0,0.0
OFFICE237&&CNTRY389,0,0.0
OFFICE237&&CNTRY390,1,0.25
OFFICE237&&CNTRY393,1,0.125
OFFICE237&&CNTRY407,0,0.0
OFFICE237&&CNTRY409,1,0.3333333333333333
OFFICE237&&CNTRY415,3,0.375
OFFICE237&&CNTRY429,1,0.16666666666666666
OFFICE237&&CNTRY438,2,0.4
OFFICE237&&CNTRY445,1,0.16666666666666666
OFFICE237&&CNTRY454,5,0.0641025641025641
OFFICE237&&CNTRY456,2,0.4
OFFICE237&&CNTRY480,3,0.6
OFFICE237&&CNTRY485,1,0.03333333333333333
OFFICE237&&CNTRY527,3,0.6
OFFICE237&&CNTRY528,4,0.4
OFFICE237&&CNTRY554,2,0.2222222222222222
OFFICE237&&CNTRY555,0,0.0
OFFICE237&&CNTRY558,1,0.5
OFFICE237&&CNTRY562,0,0.0
OFFICE237&&CNTRY576,3,0.15789473684210525
OFFICE237&&CNTRY615,3,0.07894736842105263
OFFICE237&&CNTRY618,1,0.25
OFFICE237&&CNTRY625,0,0.0
OFFICE237&&CNTRY627,0,0.0
OFFICE237&&CNTRY644,1,0.3333333333333333
OFFICE237&&CNTRY652,8,0.04597701149425287
OFFICE237&&CNTRY653,1,0.25
OFFICE237&&CNTRY654,0,0.0
OFFICE237&&CNTRY656,1,0.25
OFFICE237&&CNTRY674,1,0.16666666666666666
OFFICE237&&CNTRY680,11,0.058823529411764705
OFFICE237&&CNTRY687,0,0.0
OFFICE237&&CNTRY689,2,0.3333333333333333
OFFICE237&&CNTRY701,1,0.3333333333333333
OFFICE237&&CNTRY709,1,0.25
OFFICE237&&CNTRY713,4,0.5
OFFICE237&&CNTRY716,3,0.3
OFFICE237&&CNTRY747,0,0.0
OFFICE237&&CNTRY748,3,0.42857142857142855
OFFICE237&&CNTRY756,1,0.25
OFFICE237&&CNTRY759,3,0.15
OFFICE237&&CNTRY764,2,0.2857142857142857
OFFICE237&&CNTRY765,2,0.4
OFFICE237&&CNTRY770,0,0.0
OFFICE237&&CNTRY771,2,0.5
OFFICE237&&CNTRY785,4,0.36363636363636365
OFFICE237&&CNTRY795,0,0.0
OFFICE237&&CNTRY819,0,0.0
OFFICE237&&CNTRY825,7,0.019337016574585635
OFFICE237&&CNTRY830,2,0.6666666666666666
OFFICE237&&CNTRY837,3,0.6
OFFICE237&&CNTRY843,1,0.16666666666666666
OFFICE237&&CNTRY846,1,0.00684931506849315
OFFICE237&&CNTRY859,2,0.2
OFFICE237&&CNTRY863,4,0.4444444444444444
OFFICE237&&CNTRY866,2,0.5
OFFICE237&&CNTRY874,0,0.0
OFFICE237&&CNTRY881,5,0.10416666666666667
OFFICE237&&CNTRY884,0,0.0
OFFICE237&&CNTRY915,2,0.6666666666666666
OFFICE237&&CNTRY917,1,0.125
OFFICE237&&CNTRY920,3,0.17647058823529413
OFFICE237&&CNTRY930,1,0.2
OFFICE237&&CNTRY959,1,0.2
OFFICE237&&CNTRY962,0,0.0
OFFICE237&&CNTRY975,4,0.4444444444444444
OFFICE237&&CNTRY976,12,0.03986710963455149
OFFICE237&&CNTRY980,1,0.25
OFFICE237&&CNTRY994,18,0.01386748844375963
OFFICE237&&CNTRY995,0,0.0
OFFICE24&&CNTRY113,2,0.2
OFFICE24&&CNTRY125,1,0.125
OFFICE24&&CNTRY133,3,0.42857142857142855
OFFICE24&&CNTRY138,3,0.25
OFFICE24&&CNTRY139,2,0.2
OFFICE24&&CNTRY140,2,0.15384615384615385
OFFICE24&&CNTRY150,2,0.5
OFFICE24&&CNTRY153,0,0.0
OFFICE24&&CNTRY168,1,0.2
OFFICE24&&CNTRY171,3,0.375
OFFICE24&&CNTRY184,2,0.2222222222222222
OFFICE24&&CNTRY188,3,0.42857142857142855
OFFICE24&&CNTRY215,6,0.46153846153846156
OFFICE24&&CNTRY216,2,0.2222222222222222
OFFICE24&&CNTRY234,2,0.2
OFFICE24&&CNTRY252,2,0.4
OFFICE24&&CNTRY262,4,0.25
OFFICE24&&CNTRY263,3,0.375
OFFICE24&&CNTRY264,1,0.06666666666666667
OFFICE24&&CNTRY276,3,0.3
OFFICE24&&CNTRY277,9,0.09
OFFICE24&&CNTRY278,1,0.3333333333333333
OFFICE24&&CNTRY284,1,0.05263157894736842
OFFICE24&&CNTRY311,2,0.25
OFFICE24&&CNTRY316,3,0.2727272727272727
OFFICE24&&CNTRY317,4,0.3333333333333333
OFFICE24&&CNTRY321,0,0.0
OFFICE24&&CNTRY322,4,0.4
OFFICE24&&CNTRY323,0,0.0
OFFICE24&&CNTRY328,0,0.0
OFFICE24&&CNTRY334,4,0.3333333333333333
OFFICE24&&CNTRY343,0,0.0
OFFICE24&&CNTRY349,5,0.38461538461538464
OFFICE24&&CNTRY351,2,0.3333333333333333
OFFICE24&&CNTRY364,2,0.3333333333333333
OFFICE24&&CNTRY376,11,0.0650887573964497
OFFICE24&&CNTRY378,2,0.2857142857142857
OFFICE24&&CNTRY379,4,0.4444444444444444
OFFICE24&&CNTRY385,2,0.6666666666666666
OFFICE24&&CNTRY389,3,0.3
OFFICE24&&CNTRY393,3,0.375
OFFICE24&&CNTRY398,1,0.25
OFFICE24&&CNTRY407,2,0.4
OFFICE24&&CNTRY409,3,0.42857142857142855
OFFICE24&&CNTRY415,1,0.16666666666666666
OFFICE24&&CNTRY429,2,0.3333333333333333
OFFICE24&&CNTRY436,1,0.14285714285714285
OFFICE24&&CNTRY438,3,1.0
OFFICE24&&CNTRY448,1,0.25
OFFICE24&&CNTRY454,4,0.09090909090909091
OFFICE24&&CNTRY473,1,0.1111111111111111
OFFICE24&&CNTRY480,1,0.25
OFFICE24&&CNTRY491,1,0.2
OFFICE24&&CNTRY527,1,0.14285714285714285
OFFICE24&&CNTRY528,1,0.14285714285714285
OFFICE24&&CNTRY546,1,0.2
OFFICE24&&CNTRY554,2,0.2
OFFICE24&&CNTRY555,3,0.2
OFFICE24&&CNTRY558,1,0.25
OFFICE24&&CNTRY562,0,0.0
OFFICE24&&CNTRY576,5,0.15625
OFFICE24&&CNTRY615,5,0.078125
OFFICE24&&CNTRY618,0,0.0
OFFICE24&&CNTRY622,2,0.25
OFFICE24&&CNTRY637,1,0.5
OFFICE24&&CNTRY644,1,0.1111111111111111
OFFICE24&&CNTRY652,2,0.16666666666666666
OFFICE24&&CNTRY653,3,0.375
OFFICE24&&CNTRY654,1,0.16666666666666666
OFFICE24&&CNTRY656,3,0.1111111111111111
OFFICE24&&CNTRY659,2,0.3333333333333333
OFFICE24&&CNTRY680,17,0.05214723926380368
OFFICE24&&CNTRY701,3,0.6
OFFICE24&&CNTRY709,3,0.3
OFFICE24&&CNTRY713,6,0.2
OFFICE24&&CNTRY745,0,0.0
OFFICE24&&CNTRY747,4,0.3333333333333333
OFFICE24&&CNTRY748,2,0.6666666666666666
OFFICE24&&CNTRY756,4,0.3076923076923077
OFFICE24&&CNTRY759,14,0.05363984674329502
OFFICE24&&CNTRY764,2,0.4
OFFICE24&&CNTRY765,1,0.2
OFFICE24&&CNTRY770,1,0.25
OFFICE24&&CNTRY771,2,0.25
OFFICE24&&CNTRY785,2,0.25
OFFICE24&&CNTRY819,0,0.0
OFFICE24&&CNTRY825,5,0.16666666666666666
OFFICE24&&CNTRY830,2,0.14285714285714285
OFFICE24&&CNTRY837,2,0.2857142857142857
OFFICE24&&CNTRY846,2,0.16666666666666666
OFFICE24&&CNTRY859,3,0.375
OFFICE24&&CNTRY863,5,0.45454545454545453
OFFICE24&&CNTRY866,1,0.2
OFFICE24&&CNTRY873,3,0.375
OFFICE24&&CNTRY874,3,0.375
OFFICE24&&CNTRY881,7,0.21875
OFFICE24&&CNTRY884,6,0.07792207792207792
OFFICE24&&CNTRY891,1,0.5
OFFICE24&&CNTRY915,2,0.4
OFFICE24&&CNTRY917,2,0.3333333333333333
OFFICE24&&CNTRY919,1,0.14285714285714285
OFFICE24&&CNTRY920,1,0.25
OFFICE24&&CNTRY930,1,0.25
OFFICE24&&CNTRY939,4,0.5714285714285714
OFFICE24&&CNTRY959,3,0.3
OFFICE24&&CNTRY962,1,0.25
OFFICE24&&CNTRY975,3,0.25
OFFICE24&&CNTRY976,3,0.3
OFFICE24&&CNTRY984,1,0.16666666666666666
OFFICE24&&CNTRY988,1,0.1111111111111111
OFFICE24&&CNTRY994,1,0.03225806451612903
OFFICE24&&CNTRY995,1,0.16666666666666666
OFFICE243&&CNTRY113,1,0.3333333333333333
OFFICE243&&CNTRY123,2,0.15384615384615385
OFFICE243&&CNTRY125,0,0.0
OFFICE243&&CNTRY138,0,0.0
OFFICE243&&CNTRY139,0,0.0
OFFICE243&&CNTRY140,0,0.0
OFFICE243&&CNTRY153,0,0.0
OFFICE243&&CNTRY166,0,0.0
OFFICE243&&CNTRY171,0,0.0
OFFICE243&&CNTRY209,1,1.0
OFFICE243&&CNTRY215,1,1.0
OFFICE243&&CNTRY216,0,0.0
OFFICE243&&CNTRY234,1,1.0
OFFICE243&&CNTRY236,1,0.5
OFFICE243&&CNTRY252,0,0.0
OFFICE243&&CNTRY263,1,1.0
OFFICE243&&CNTRY264,1,0.5
OFFICE243&&CNTRY277,1,0.25
OFFICE243&&CNTRY284,0,0.0
OFFICE243&&CNTRY316,1,0.5
OFFICE243&&CNTRY317,1,0.5
OFFICE243&&CNTRY323,2,0.5
OFFICE243&&CNTRY334,2,0.6666666666666666
OFFICE243&&CNTRY335,1,0.5
OFFICE243&&CNTRY351,0,0.0
OFFICE243&&CNTRY364,1,1.0
OFFICE243&&CNTRY376,2,0.25
OFFICE243&&CNTRY379,1,0.5
OFFICE243&&CNTRY389,0,0.0
OFFICE243&&CNTRY393,1,0.5
OFFICE243&&CNTRY407,2,1.0
OFFICE243&&CNTRY415,2,0.6666666666666666
OFFICE243&&CNTRY438,1,0.3333333333333333
OFFICE243&&CNTRY445,1,1.0
OFFICE243&&CNTRY454,3,0.5
OFFICE243&&CNTRY456,0,0.0
OFFICE243&&CNTRY485,1,0.3333333333333333
OFFICE243&&CNTRY527,0,0.0
OFFICE243&&CNTRY528,1,1.0
OFFICE243&&CNTRY554,0,0.0
OFFICE243&&CNTRY555,0,0.0
OFFICE243&&CNTRY558,1,0.5
OFFICE243&&CNTRY562,0,0.0
OFFICE243&&CNTRY576,0,0.0
OFFICE243&&CNTRY615,1,0.3333333333333333
OFFICE243&&CNTRY618,2,0.6666666666666666
OFFICE243&&CNTRY625,0,0.0
OFFICE243&&CNTRY627,1,0.5
OFFICE243&&CNTRY652,1,0.125
OFFICE243&&CNTRY680,1,0.1111111111111111
OFFICE243&&CNTRY687,1,0.3333333333333333
OFFICE243&&CNTRY689,1,0.5
OFFICE243&&CNTRY701,2,0.6666666666666666
OFFICE243&&CNTRY713,0,0.0
OFFICE243&&CNTRY716,1,0.5
OFFICE243&&CNTRY747,1,0.3333333333333333
OFFICE243&&CNTRY748,1,1.0
OFFICE243&&CNTRY756,3,0.5
OFFICE243&&CNTRY759,1,0.3333333333333333
OFFICE243&&CNTRY764,1,0.3333333333333333
OFFICE243&&CNTRY765,2,1.0
