,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
28410,OFFICE60&&IMP346407,0,0
28411,OFFICE76&&IMP280132,0,1
28412,OFFICE78&&IMP588607,0,1
28413,OFFICE40&&IMP529064,0,0
28414,OFFICE35&&IMP669243,0,0
28415,OFFICE76&&IMP191882,0,0
28416,OFFICE76&&IMP184662,0,1
28417,OFFICE59&&IMP223841,0,0
28418,OFFICE60&&IMP988441,0,0
28419,OFFICE24&&IMP885945,0,0
28420,OFFICE92&&IMP590373,0,0
28421,OFFICE59&&IMP978769,0,0
28422,OFFICE45&&IMP294297,0,0
28423,OFFICE51&&IMP923674,0,0
28424,OFFICE24&&IMP600169,0,1
28425,OFFICE94&&IMP528544,0,1
28426,OFFICE23&&IMP675074,0,0
28427,OFFICE59&&IMP310738,0,0
28428,OFFICE51&&IMP196093,0,0
28429,OFFICE40&&IMP171394,0,1
28430,OFFICE59&&IMP135579,0,0
28431,OFFICE60&&IMP456000,0,0
28432,OFFICE51&&IMP777773,0,0
28433,OFFICE88&&IMP491024,0,0
28434,OFFICE94&&IMP355846,0,0
28435,OFFICE59&&IMP643006,0,0
28436,OFFICE18&&IMP438117,0,0
28437,OFFICE88&&IMP177391,0,0
28438,OFFICE66&&IMP854194,0,1
28439,OFFICE60&&IMP256819,0,0
28440,OFFICE59&&IMP189885,0,0
28441,OFFICE51&&IMP917117,0,0
28442,OFFICE40&&IMP935939,0,0
28443,OFFICE60&&IMP716127,0,0
28444,OFFICE76&&IMP738001,0,0
28445,OFFICE76&&IMP982600,0,0
28446,OFFICE94&&IMP892444,0,0
28447,OFFICE92&&IMP284668,0,0
28448,OFFICE292&&IMPO14978,0,0
28449,OFFICE117&&IMPO17028,0,0
28450,OFFICE222&&IMPO18343,0,0
28451,OFFICE292&&IMPO14821,0,1
28452,OFFICE111&&IMPO13917,0,0
28453,OFFICE168&&IMPO18272,0,1
28454,OFFICE185&&IMPO12186,0,0
28455,OFFICE197&&IMPO19940,0,0
28456,OFFICE243&&IMPO19614,0,0
28457,OFFICE127&&IMPO17913,0,0
28458,OFFICE180&&IMPO19390,0,0
28459,OFFICE204&&IMPO13850,0,0
28460,OFFICE141&&IMPO18386,0,1
28461,OFFICE136&&IMPO14546,0,1
28462,OFFICE287&&IMPO16077,0,1
28463,OFFICE234&&IMPO17026,0,0
28464,OFFICE211&&IMPO10097,0,0
28465,OFFICE187&&IMPO19376,0,0
28466,OFFICE220&&IMPO14702,0,0
28467,OFFICE186&&IMPO11233,0,0
28468,OFFICE127&&IMPO13774,0,0
28469,OFFICE123&&IMPO18276,0,0
28470,OFFICE211&&IMPO10388,0,1
28471,OFFICE214&&IMPO12642,0,0
28472,OFFICE237&&IMPO11989,0,1
28473,OFFICE185&&IMPO11890,0,0
28474,OFFICE134&&IMPO12917,0,0
28475,OFFICE109&&IMPO19377,0,0
28476,OFFICE168&&IMPO11351,0,0
28477,OFFICE237&&IMPO13648,0,0
28478,OFFICE96&&IMP935939,0,0
28479,OFFICE45&&IMP142727,0,1
28480,OFFICE60&&IMP403527,0,0
28481,OFFICE23&&IMP702238,0,1
28482,OFFICE35&&IMP531195,0,0
28483,OFFICE24&&IMP992976,0,0
28484,OFFICE96&&IMP152810,0,0
28485,OFFICE23&&IMP560489,0,0
28486,OFFICE51&&IMP618304,0,0
28487,OFFICE24&&IMP917839,0,0
28488,OFFICE88&&IMP902662,0,0
28489,OFFICE51&&IMP558596,0,1
28490,OFFICE78&&IMP971358,0,0
28491,OFFICE41&&IMP370357,0,0
28492,OFFICE59&&IMP914319,0,0
28493,OFFICE59&&IMP153134,0,0
28494,OFFICE59&&IMP413683,0,0
28495,OFFICE76&&IMP709389,0,0
28496,OFFICE60&&IMP704210,0,0
28497,OFFICE60&&IMP865586,0,0
28498,OFFICE23&&IMP137883,0,0
28499,OFFICE59&&IMP727398,0,0
28500,OFFICE16&&IMP869983,0,1
28501,OFFICE76&&IMP200080,0,0
28502,OFFICE66&&IMP523585,0,0
28503,OFFICE45&&IMP250017,0,1
28504,OFFICE51&&IMP781182,0,0
28505,OFFICE51&&IMP954197,0,0
28506,OFFICE40&&IMP362343,0,0
28507,OFFICE96&&IMP172233,0,0
28508,OFFICE96&&IMP889471,0,0
28509,OFFICE40&&IMP756514,0,0
28510,OFFICE18&&IMP422782,0,1
28511,OFFICE40&&IMP693169,0,1
28512,OFFICE59&&IMP383530,0,0
28513,OFFICE87&&IMP300514,0,0
28514,OFFICE51&&IMP149613,0,1
28515,OFFICE24&&IMP944455,0,1
28516,OFFICE45&&IMP975819,0,0
28517,OFFICE59&&IMP676668,0,1
28518,OFFICE59&&IMP711219,0,0
28519,OFFICE24&&IMP244709,0,0
28520,OFFICE87&&IMP654017,0,0
28521,OFFICE16&&IMP334714,0,0
28522,OFFICE40&&IMP484557,0,0
28523,OFFICE299&&IMPO10663,0,1
28524,OFFICE140&&IMPO15858,0,1
28525,OFFICE127&&IMPO19802,0,0
28526,OFFICE187&&IMPO13156,0,0
28527,OFFICE100&&IMPO12204,0,0
28528,OFFICE186&&IMPO14045,0,1
28529,OFFICE185&&IMPO14757,0,1
28530,OFFICE289&&IMPO17778,0,0
28531,OFFICE162&&IMPO14239,0,0
28532,OFFICE298&&IMPO13531,0,0
28533,OFFICE185&&IMPO10810,0,1
28534,OFFICE122&&IMPO12611,0,0
28535,OFFICE127&&IMPO14768,0,0
28536,OFFICE100&&IMPO11833,0,1
28537,OFFICE168&&IMPO14626,0,0
28538,OFFICE298&&IMPO11591,0,0
28539,OFFICE122&&IMPO16072,0,0
28540,OFFICE252&&IMPO12939,0,0
28541,OFFICE296&&IMPO16869,0,0
28542,OFFICE289&&IMPO11373,0,0
28543,OFFICE168&&IMPO16661,0,0
28544,OFFICE298&&IMPO18708,0,0
28545,OFFICE298&&IMPO17231,0,1
28546,OFFICE243&&IMPO10622,0,0
28547,OFFICE185&&IMPO10814,1,1
28548,OFFICE109&&IMPO16822,0,0
28549,OFFICE167&&IMPO15666,0,0
28550,OFFICE35&&IMP678037,0,1
28551,OFFICE34&&IMP715356,0,0
28552,OFFICE23&&IMP130331,0,0
28553,OFFICE66&&IMP391135,0,0
28554,OFFICE94&&IMP717886,0,0
28555,OFFICE45&&IMP852060,0,1
28556,OFFICE59&&IMP597643,0,0
28557,OFFICE23&&IMP293138,0,0
28558,OFFICE45&&IMP763431,0,1
28559,OFFICE60&&IMP966381,0,1
28560,OFFICE60&&IMP851457,0,0
28561,OFFICE51&&IMP889139,0,0
28562,OFFICE59&&IMP700584,0,0
28563,OFFICE87&&IMP423138,0,1
28564,OFFICE24&&IMP752027,0,0
28565,OFFICE60&&IMP671093,0,0
28566,OFFICE76&&IMP512031,0,0
28567,OFFICE96&&IMP731664,0,0
28568,OFFICE41&&IMP812124,0,0
28569,OFFICE23&&IMP644245,0,0
28570,OFFICE24&&IMP216660,0,0
28571,OFFICE40&&IMP528746,0,0
28572,OFFICE60&&IMP344685,0,1
28573,OFFICE59&&IMP724175,0,0
28574,OFFICE51&&IMP983758,0,0
28575,OFFICE92&&IMP363250,0,1
28576,OFFICE96&&IMP864177,0,0
28577,OFFICE92&&IMP517008,0,1
28578,OFFICE34&&IMP548362,0,0
28579,OFFICE40&&IMP741429,0,0
28580,OFFICE40&&IMP178369,0,1
28581,OFFICE40&&IMP459315,0,0
28582,OFFICE45&&IMP402402,0,1
28583,OFFICE92&&IMP694837,0,1
28584,OFFICE88&&IMP665704,0,0
28585,OFFICE23&&IMP440757,0,1
28586,OFFICE40&&IMP417452,0,0
28587,OFFICE59&&IMP277921,0,0
28588,OFFICE51&&IMP699617,0,0
28589,OFFICE40&&IMP420449,0,0
28590,OFFICE23&&IMP110489,0,0
28591,OFFICE288&&IMPO18400,0,0
28592,OFFICE186&&IMPO19322,0,0
28593,OFFICE100&&IMPO11867,0,0
28594,OFFICE185&&IMPO10730,0,1
28595,OFFICE299&&IMPO11240,0,0
28596,OFFICE233&&IMPO18887,0,1
28597,OFFICE279&&IMPO10037,0,0
28598,OFFICE299&&IMPO11716,0,0
28599,OFFICE298&&IMPO10254,0,0
28600,OFFICE162&&IMPO19295,0,0
28601,OFFICE178&&IMPO14148,0,0
28602,OFFICE167&&IMPO16088,0,0
28603,OFFICE297&&IMPO18017,0,0
28604,OFFICE180&&IMPO17620,0,1
28605,OFFICE233&&IMPO14301,0,0
28606,OFFICE113&&IMPO19630,0,0
28607,OFFICE214&&IMPO16208,0,0
28608,OFFICE214&&IMPO11632,0,0
28609,OFFICE168&&IMPO16493,0,0
28610,OFFICE123&&IMPO12793,0,1
28611,OFFICE168&&IMPO12522,0,0
28612,OFFICE298&&IMPO19222,0,0
28613,OFFICE24&&IMP564086,0,1
28614,OFFICE52&&IMP347918,0,0
28615,OFFICE40&&IMP863687,0,1
28616,OFFICE96&&IMP895380,0,1
28617,OFFICE18&&IMP270922,0,0
28618,OFFICE24&&IMP522223,0,0
28619,OFFICE40&&IMP352341,0,1
28620,OFFICE23&&IMP951666,0,0
28621,OFFICE92&&IMP675218,0,0
28622,OFFICE78&&IMP826443,0,1
28623,OFFICE87&&IMP305416,0,0
28624,OFFICE59&&IMP854583,0,0
28625,OFFICE51&&IMP720945,0,1
28626,OFFICE59&&IMP887828,0,0
28627,OFFICE51&&IMP742634,0,1
28628,OFFICE84&&IMP124495,0,0
28629,OFFICE76&&IMP604895,0,0
28630,OFFICE51&&IMP453480,0,0
28631,OFFICE59&&IMP425074,0,0
28632,OFFICE92&&IMP630000,0,0
28633,OFFICE78&&IMP716363,0,1
28634,OFFICE88&&IMP824798,0,0
28635,OFFICE60&&IMP391797,0,1
28636,OFFICE92&&IMP506510,0,0
28637,OFFICE45&&IMP171493,0,0
28638,OFFICE92&&IMP478473,0,1
28639,OFFICE81&&IMP704281,0,0
28640,OFFICE185&&IMPO15053,0,0
28641,OFFICE127&&IMPO14533,0,0
28642,OFFICE168&&IMPO13808,0,0
28643,OFFICE237&&IMPO12303,0,0
28644,OFFICE185&&IMPO16089,0,1
28645,OFFICE210&&IMPO12794,0,1
28646,OFFICE109&&IMPO11782,0,0
28647,OFFICE185&&IMPO18593,0,0
28648,OFFICE237&&IMPO13965,0,0
28649,OFFICE134&&IMPO14416,0,0
28650,OFFICE298&&IMPO18529,0,0
28651,OFFICE109&&IMPO16591,0,1
28652,OFFICE204&&IMPO11777,0,0
28653,OFFICE214&&IMPO12250,0,0
28654,OFFICE134&&IMPO13852,0,0
28655,OFFICE234&&IMPO19353,0,1
28656,OFFICE185&&IMPO13476,0,0
28657,OFFICE127&&IMPO15749,0,0
28658,OFFICE292&&IMPO14234,0,1
28659,OFFICE174&&IMPO10935,0,0
28660,OFFICE223&&IMPO16080,0,0
28661,OFFICE296&&IMPO10784,0,0
28662,OFFICE185&&IMPO19220,0,0
28663,OFFICE289&&IMPO16701,0,1
28664,OFFICE299&&IMPO19747,0,0
28665,OFFICE210&&IMPO12398,0,0
28666,OFFICE186&&IMPO12922,0,0
28667,OFFICE185&&IMPO15239,0,0
28668,OFFICE113&&IMPO11107,0,0
28669,OFFICE279&&IMPO11829,0,0
28670,OFFICE197&&IMPO18498,0,0
28671,OFFICE220&&IMPO17813,0,0
28672,OFFICE136&&IMPO17280,0,0
28673,OFFICE117&&IMPO17218,0,0
28674,OFFICE204&&IMPO12658,0,0
28675,OFFICE186&&IMPO16888,0,0
28676,OFFICE168&&IMPO11139,0,0
28677,OFFICE127&&IMPO11988,0,0
28678,OFFICE299&&IMPO10477,0,0
28679,OFFICE174&&IMPO11607,0,0
28680,OFFICE296&&IMPO13893,0,0
28681,OFFICE296&&IMPO10785,0,0
28682,OFFICE40&&IMP262507,0,0
28683,OFFICE51&&IMP436127,0,0
28684,OFFICE16&&IMP810695,0,1
28685,OFFICE87&&IMP994220,0,0
28686,OFFICE76&&IMP437648,0,0
28687,OFFICE45&&IMP558731,0,0
28688,OFFICE52&&IMP142186,0,0
28689,OFFICE81&&IMP781895,0,0
28690,OFFICE96&&IMP368858,0,0
28691,OFFICE76&&IMP283739,0,1
28692,OFFICE96&&IMP597213,0,0
28693,OFFICE59&&IMP969434,0,0
28694,OFFICE92&&IMP954999,0,1
28695,OFFICE35&&IMP745669,0,1
28696,OFFICE60&&IMP742907,0,0
28697,OFFICE41&&IMP685362,0,1
28698,OFFICE96&&IMP879364,0,0
28699,OFFICE35&&IMP395717,0,1
28700,OFFICE92&&IMP598467,0,1
28701,OFFICE78&&IMP732408,0,0
28702,OFFICE60&&IMP842097,0,0
28703,OFFICE40&&IMP814007,0,0
28704,OFFICE84&&IMP146695,0,0
28705,OFFICE41&&IMP824536,0,0
28706,OFFICE59&&IMP974222,0,0
28707,OFFICE60&&IMP251841,0,0
28708,OFFICE18&&IMP974056,0,0
28709,OFFICE41&&IMP677793,1,1
28710,OFFICE40&&IMP386496,0,0
28711,OFFICE35&&IMP114267,0,0
28712,OFFICE51&&IMP808699,0,0
28713,OFFICE96&&IMP279759,0,0
28714,OFFICE40&&IMP321260,0,0
28715,OFFICE81&&IMP864757,0,0
28716,OFFICE96&&IMP484847,0,0
28717,OFFICE40&&IMP845278,0,0
28718,OFFICE96&&IMP499503,0,0
28719,OFFICE59&&IMP532907,0,0
28720,OFFICE51&&IMP112686,0,0
28721,OFFICE24&&IMP454547,0,0
28722,OFFICE60&&IMP743155,0,0
28723,OFFICE76&&IMP254827,0,0
28724,OFFICE88&&IMP341307,0,0
28725,OFFICE197&&IMPO14376,0,0
28726,OFFICE105&&IMPO11224,0,0
28727,OFFICE296&&IMPO14411,0,0
28728,OFFICE140&&IMPO13495,0,0
28729,OFFICE296&&IMPO18515,0,1
28730,OFFICE187&&IMPO16201,0,0
28731,OFFICE127&&IMPO16293,0,0
28732,OFFICE296&&IMPO12014,0,1
28733,OFFICE152&&IMPO13665,0,0
28734,OFFICE279&&IMPO13850,0,0
28735,OFFICE187&&IMPO18333,0,0
28736,OFFICE237&&IMPO13214,0,0
28737,OFFICE122&&IMPO10774,0,0
28738,OFFICE168&&IMPO18740,0,0
28739,OFFICE220&&IMPO14044,0,0
28740,OFFICE287&&IMPO13349,0,1
28741,OFFICE186&&IMPO17146,0,0
28742,OFFICE222&&IMPO13531,0,0
28743,OFFICE123&&IMPO13937,0,0
28744,OFFICE168&&IMPO14345,0,0
28745,OFFICE134&&IMPO18856,0,1
28746,OFFICE127&&IMPO10481,0,0
28747,OFFICE204&&IMPO19854,0,0
28748,OFFICE296&&IMPO13769,0,0
28749,OFFICE289&&IMPO15335,0,0
28750,OFFICE152&&IMPO11133,0,0
28751,OFFICE211&&IMPO16749,0,1
28752,OFFICE187&&IMPO16771,0,0
28753,OFFICE134&&IMPO11457,0,0
28754,OFFICE196&&IMPO17906,0,0
28755,OFFICE60&&IMP411384,0,0
28756,OFFICE51&&IMP955248,0,0
28757,OFFICE51&&IMP280752,0,0
28758,OFFICE34&&IMP153336,0,0
28759,OFFICE23&&IMP901000,0,0
28760,OFFICE40&&IMP280435,0,0
28761,OFFICE96&&IMP307848,0,0
28762,OFFICE60&&IMP920182,0,1
28763,OFFICE76&&IMP767548,0,1
28764,OFFICE59&&IMP420514,0,0
28765,OFFICE52&&IMP450378,0,0
28766,OFFICE59&&IMP293227,0,0
28767,OFFICE96&&IMP221442,0,0
28768,OFFICE40&&IMP354764,0,0
28769,OFFICE45&&IMP176382,0,0
28770,OFFICE94&&IMP795165,0,1
28771,OFFICE66&&IMP506767,0,0
28772,OFFICE92&&IMP186758,0,0
28773,OFFICE40&&IMP144148,0,0
28774,OFFICE35&&IMP968152,0,0
28775,OFFICE52&&IMP219243,0,1
28776,OFFICE92&&IMP166768,0,1
28777,OFFICE92&&IMP529972,0,0
28778,OFFICE60&&IMP829854,0,0
28779,OFFICE96&&IMP541952,0,0
28780,OFFICE51&&IMP445610,0,1
28781,OFFICE76&&IMP443339,0,0
28782,OFFICE81&&IMP765282,0,0
28783,OFFICE92&&IMP934897,0,0
28784,OFFICE60&&IMP881714,0,0
28785,OFFICE59&&IMP208765,0,0
28786,OFFICE59&&IMP565761,0,0
28787,OFFICE59&&IMP207563,0,0
28788,OFFICE24&&IMP717900,0,0
28789,OFFICE23&&IMP650060,0,0
28790,OFFICE45&&IMP830114,0,0
28791,OFFICE45&&IMP188008,0,0
28792,OFFICE41&&IMP706900,0,0
28793,OFFICE40&&IMP701523,0,0
28794,OFFICE60&&IMP106616,0,0
28795,OFFICE60&&IMP530091,0,0
28796,OFFICE96&&IMP197558,0,0
28797,OFFICE76&&IMP613451,0,1
28798,OFFICE96&&IMP418859,0,0
28799,OFFICE51&&IMP414267,0,0
28800,OFFICE41&&IMP734460,0,0
28801,OFFICE109&&IMPO18597,0,0
28802,OFFICE109&&IMPO18331,0,0
28803,OFFICE122&&IMPO11547,0,0
28804,OFFICE168&&IMPO18041,0,0
28805,OFFICE185&&IMPO10305,0,0
28806,OFFICE123&&IMPO13228,0,0
28807,OFFICE111&&IMPO11695,0,0
28808,OFFICE197&&IMPO17849,0,0
28809,OFFICE126&&IMPO10155,0,0
28810,OFFICE298&&IMPO14129,0,0
28811,OFFICE287&&IMPO17085,0,0
28812,OFFICE122&&IMPO12380,0,0
28813,OFFICE167&&IMPO19148,0,0
28814,OFFICE168&&IMPO19787,0,0
28815,OFFICE223&&IMPO15133,0,1
28816,OFFICE296&&IMPO19710,0,0
28817,OFFICE168&&IMPO18490,0,0
28818,OFFICE127&&IMPO17242,0,0
28819,OFFICE126&&IMPO16592,0,0
28820,OFFICE246&&IMPO14737,0,0
28821,OFFICE187&&IMPO18897,0,0
28822,OFFICE211&&IMPO19516,0,1
28823,OFFICE105&&IMPO16794,0,0
28824,OFFICE168&&IMPO12842,0,1
28825,OFFICE197&&IMPO18998,0,0
28826,OFFICE187&&IMPO15322,0,0
28827,OFFICE117&&IMPO10686,0,0
28828,OFFICE298&&IMPO17138,0,0
28829,OFFICE168&&IMPO10061,0,0
28830,OFFICE134&&IMPO10949,0,0
28831,OFFICE127&&IMPO19630,0,0
28832,OFFICE234&&IMPO12224,0,0
28833,OFFICE296&&IMPO10810,0,0
28834,OFFICE298&&IMPO18520,0,1
28835,OFFICE204&&IMPO11669,0,1
28836,OFFICE185&&IMPO16034,0,0
28837,OFFICE168&&IMPO11144,0,0
28838,OFFICE246&&IMPO14369,0,1
28839,OFFICE214&&IMPO14727,0,0
28840,OFFICE134&&IMPO11681,0,0
28841,OFFICE141&&IMPO15615,0,0
28842,OFFICE168&&IMPO17583,0,0
28843,OFFICE187&&IMPO10826,0,0
28844,OFFICE127&&IMPO15548,0,0
28845,OFFICE51&&IMP338941,0,0
28846,OFFICE40&&IMP355846,0,0
28847,OFFICE66&&IMP940292,0,1
28848,OFFICE59&&IMP791730,0,0
28849,OFFICE40&&IMP126864,0,1
28850,OFFICE59&&IMP308232,0,0
28851,OFFICE23&&IMP622680,0,0
28852,OFFICE59&&IMP355619,0,0
28853,OFFICE92&&IMP296323,0,0
28854,OFFICE51&&IMP552686,0,0
28855,OFFICE94&&IMP352883,0,0
28856,OFFICE41&&IMP503298,0,0
28857,OFFICE84&&IMP816831,0,0
28858,OFFICE59&&IMP969175,0,0
28859,OFFICE59&&IMP899678,0,1
28860,OFFICE40&&IMP751222,0,1
28861,OFFICE59&&IMP593490,0,0
28862,OFFICE78&&IMP681453,0,0
28863,OFFICE40&&IMP499173,0,0
28864,OFFICE94&&IMP583040,0,1
28865,OFFICE51&&IMP932338,0,0
28866,OFFICE96&&IMP216668,0,0
28867,OFFICE60&&IMP459989,0,0
28868,OFFICE92&&IMP226111,0,0
28869,OFFICE45&&IMP605032,0,1
28870,OFFICE59&&IMP215734,0,0
28871,OFFICE59&&IMP118294,0,0
28872,OFFICE96&&IMP747045,0,1
28873,OFFICE40&&IMP407078,0,0
28874,OFFICE24&&IMP255120,0,0
28875,OFFICE51&&IMP866378,0,0
28876,OFFICE40&&IMP416940,0,1
28877,OFFICE122&&IMPO11735,0,1
28878,OFFICE187&&IMPO19630,0,0
28879,OFFICE100&&IMPO14119,0,0
28880,OFFICE197&&IMPO18529,0,1
28881,OFFICE297&&IMPO10973,0,0
28882,OFFICE100&&IMPO19913,0,0
28883,OFFICE113&&IMPO11651,0,0
28884,OFFICE296&&IMPO16296,0,0
28885,OFFICE168&&IMPO16474,0,0
28886,OFFICE187&&IMPO12287,0,0
28887,OFFICE100&&IMPO16400,0,0
28888,OFFICE162&&IMPO14759,0,1
28889,OFFICE298&&IMPO18617,0,0
28890,OFFICE162&&IMPO18716,0,0
28891,OFFICE298&&IMPO12986,0,0
28892,OFFICE197&&IMPO14375,0,1
28893,OFFICE162&&IMPO11661,0,0
28894,OFFICE185&&IMPO10342,0,0
28895,OFFICE187&&IMPO13775,0,0
28896,OFFICE210&&IMPO11080,0,1
28897,OFFICE222&&IMPO18703,0,0
28898,OFFICE105&&IMPO14335,0,0
28899,OFFICE127&&IMPO12160,0,1
28900,OFFICE288&&IMPO14593,0,1
28901,OFFICE197&&IMPO11124,0,0
28902,OFFICE204&&IMPO18777,0,0
28903,OFFICE111&&IMPO11671,0,0
28904,OFFICE168&&IMPO16105,0,1
28905,OFFICE222&&IMPO16718,0,0
28906,OFFICE187&&IMPO16243,0,0
28907,OFFICE122&&IMPO15801,0,0
28908,OFFICE185&&IMPO12230,0,0
28909,OFFICE162&&IMPO17478,0,0
28910,OFFICE246&&IMPO12365,0,0
28911,OFFICE100&&IMPO10020,0,0
28912,OFFICE288&&IMPO11983,0,1
28913,OFFICE168&&IMPO18758,0,0
28914,OFFICE123&&IMPO16194,0,1
28915,OFFICE123&&IMPO16776,0,1
28916,OFFICE167&&IMPO19922,0,1
28917,OFFICE24&&IMP822061,0,0
28918,OFFICE92&&IMP193726,0,0
28919,OFFICE94&&IMP478694,0,0
28920,OFFICE59&&IMP961229,0,0
28921,OFFICE45&&IMP886280,0,1
28922,OFFICE59&&IMP377418,0,0
28923,OFFICE59&&IMP422531,0,0
28924,OFFICE66&&IMP433278,0,0
28925,OFFICE40&&IMP546819,0,0
28926,OFFICE16&&IMP317556,0,0
28927,OFFICE41&&IMP886748,0,0
28928,OFFICE51&&IMP988098,0,0
28929,OFFICE59&&IMP984755,0,0
28930,OFFICE60&&IMP780850,0,0
28931,OFFICE94&&IMP633259,0,1
28932,OFFICE40&&IMP643025,0,0
28933,OFFICE87&&IMP640035,0,0
28934,OFFICE60&&IMP409141,0,0
28935,OFFICE45&&IMP527816,0,0
28936,OFFICE24&&IMP797852,0,1
28937,OFFICE92&&IMP462496,0,0
28938,OFFICE40&&IMP840992,0,0
28939,OFFICE76&&IMP602902,0,0
28940,OFFICE51&&IMP759194,0,0
28941,OFFICE51&&IMP515671,0,0
28942,OFFICE60&&IMP935126,0,0
28943,OFFICE40&&IMP837929,0,0
28944,OFFICE96&&IMP524010,0,0
28945,OFFICE24&&IMP326043,0,0
28946,OFFICE59&&IMP114988,0,1
28947,OFFICE59&&IMP638900,0,0
28948,OFFICE34&&IMP159979,0,1
28949,OFFICE40&&IMP102903,0,0
28950,OFFICE35&&IMP753327,0,0
28951,OFFICE60&&IMP242629,0,0
28952,OFFICE24&&IMP617570,0,0
28953,OFFICE51&&IMP918660,0,0
28954,OFFICE51&&IMP708392,0,0
28955,OFFICE59&&IMP829854,0,1
28956,OFFICE92&&IMP122337,0,0
28957,OFFICE96&&IMP765282,0,0
28958,OFFICE76&&IMP767296,0,1
28959,OFFICE59&&IMP879730,0,0
28960,OFFICE92&&IMP224895,0,0
28961,OFFICE59&&IMP705155,0,0
28962,OFFICE76&&IMP444549,0,0
28963,OFFICE76&&IMP757181,0,1
28964,OFFICE214&&IMPO19284,0,0
28965,OFFICE180&&IMPO13225,0,0
28966,OFFICE296&&IMPO18140,0,0
28967,OFFICE127&&IMPO15192,0,0
28968,OFFICE167&&IMPO19798,0,0
28969,OFFICE204&&IMPO14408,0,0
28970,OFFICE105&&IMPO12428,0,0
28971,OFFICE123&&IMPO17430,0,1
28972,OFFICE141&&IMPO19720,0,0
28973,OFFICE204&&IMPO16988,0,1
28974,OFFICE141&&IMPO17931,0,0
28975,OFFICE127&&IMPO16966,0,1
28976,OFFICE140&&IMPO12595,0,1
28977,OFFICE279&&IMPO12808,0,1
28978,OFFICE134&&IMPO14723,0,0
28979,OFFICE214&&IMPO12557,0,0
28980,OFFICE187&&IMPO13596,0,0
28981,OFFICE127&&IMPO17788,0,0
28982,OFFICE299&&IMPO12287,0,0
28983,OFFICE162&&IMPO17766,0,0
28984,OFFICE222&&IMPO18364,0,0
28985,OFFICE100&&IMPO14900,0,0
28986,OFFICE297&&IMPO18485,0,1
28987,OFFICE111&&IMPO19360,0,1
28988,OFFICE186&&IMPO13631,0,0
28989,OFFICE141&&IMPO16150,0,1
28990,OFFICE299&&IMPO19655,0,0
28991,OFFICE296&&IMPO17950,0,0
28992,OFFICE162&&IMPO19189,0,1
28993,OFFICE204&&IMPO19847,0,0
28994,OFFICE296&&IMPO13301,0,0
28995,OFFICE113&&IMPO15329,0,0
28996,OFFICE127&&IMPO17577,0,0
28997,OFFICE185&&IMPO16061,0,0
28998,OFFICE237&&IMPO18868,0,0
28999,OFFICE109&&IMPO11072,0,0
29000,OFFICE40&&IMP829706,0,0
29001,OFFICE60&&IMP567352,0,0
29002,OFFICE23&&IMP671244,0,0
29003,OFFICE23&&IMP939638,0,0
29004,OFFICE40&&IMP475813,0,0
29005,OFFICE45&&IMP697854,0,1
29006,OFFICE59&&IMP252877,0,0
29007,OFFICE41&&IMP719677,0,1
29008,OFFICE59&&IMP224103,0,0
29009,OFFICE60&&IMP761766,0,0
29010,OFFICE35&&IMP154971,0,1
29011,OFFICE84&&IMP110109,0,0
29012,OFFICE94&&IMP546339,0,1
29013,OFFICE88&&IMP315259,0,0
29014,OFFICE59&&IMP581691,0,0
29015,OFFICE59&&IMP368708,0,0
29016,OFFICE24&&IMP178212,0,0
29017,OFFICE23&&IMP475296,0,1
29018,OFFICE96&&IMP101045,0,1
29019,OFFICE35&&IMP384521,0,1
29020,OFFICE76&&IMP249120,0,0
29021,OFFICE24&&IMP886987,0,1
29022,OFFICE60&&IMP529064,0,1
29023,OFFICE16&&IMP829706,0,0
29024,OFFICE51&&IMP500633,0,0
29025,OFFICE60&&IMP112891,0,0
29026,OFFICE186&&IMPO17720,0,0
29027,OFFICE237&&IMPO17188,0,0
29028,OFFICE127&&IMPO15638,0,1
29029,OFFICE289&&IMPO14708,0,1
29030,OFFICE180&&IMPO17634,0,0
29031,OFFICE185&&IMPO12274,0,0
29032,OFFICE134&&IMPO19230,0,1
29033,OFFICE298&&IMPO18081,0,0
29034,OFFICE168&&IMPO17469,0,1
29035,OFFICE211&&IMPO10001,0,1
29036,OFFICE214&&IMPO12014,0,0
29037,OFFICE233&&IMPO10635,0,0
29038,OFFICE197&&IMPO14845,0,1
29039,OFFICE123&&IMPO16233,0,1
29040,OFFICE279&&IMPO16846,0,0
29041,OFFICE126&&IMPO17628,0,1
29042,OFFICE162&&IMPO10806,0,0
29043,OFFICE134&&IMPO18050,0,0
29044,OFFICE168&&IMPO10914,0,1
29045,OFFICE141&&IMPO12960,0,1
29046,OFFICE168&&IMPO13891,0,0
29047,OFFICE134&&IMPO12258,0,0
29048,OFFICE141&&IMPO11630,0,0
29049,OFFICE141&&IMPO11120,0,1
29050,OFFICE279&&IMPO12145,0,0
29051,OFFICE299&&IMPO13482,0,0
29052,OFFICE111&&IMPO17633,0,1
29053,OFFICE126&&IMPO11200,0,0
29054,OFFICE186&&IMPO19816,0,0
29055,OFFICE214&&IMPO10325,0,0
29056,OFFICE132&&IMPO17575,0,1
29057,OFFICE204&&IMPO10923,0,0
