TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_sum,TARIFF.CODE&&ORIGIN.CODE_illicit_rate
7323100000&&CNTRY920,0,0.0
7323100000&&CNTRY959,0,0.0
7323100000&&CNTRY975,1,0.2
7323100000&&CNTRY976,1,0.5
7323100000&&CNTRY988,0,0.0
7323100000&&CNTRY994,0,0.0
7323100000&&CNTRY995,0,0.0
7323920009&&CNTRY364,1,1.0
7323920009&&CNTRY454,0,0.0
7323930000&&CNTRY113,0,0.0
7323930000&&CNTRY138,0,0.0
7323930000&&CNTRY376,0,0.0
7323930000&&CNTRY652,0,0.0
7323930000&&CNTRY653,0,0.0
7323930000&&CNTRY747,0,0.0
7323930000&&CNTRY759,0,0.0
7323930000&&CNTRY825,0,0.0
7323930000&&CNTRY859,1,1.0
7323930000&&CNTRY920,0,0.0
7323930009&&CNTRY323,0,0.0
7323930009&&CNTRY376,0,0.0
7323940000&&CNTRY168,0,0.0
7323940000&&CNTRY234,0,0.0
7323940000&&CNTRY278,0,0.0
7323940000&&CNTRY316,0,0.0
7323940000&&CNTRY376,1,1.0
7323940000&&CNTRY454,1,1.0
7323940000&&CNTRY615,0,0.0
7323940000&&CNTRY859,0,0.0
7323940000&&CNTRY975,0,0.0
7323940001&&CNTRY652,0,0.0
7323940001&&CNTRY680,0,0.0
7323940008&&CNTRY171,0,0.0
7323940008&&CNTRY994,0,0.0
7323990001&&CNTRY284,0,0.0
7323990001&&CNTRY615,0,0.0
7323990001&&CNTRY976,0,0.0
7323990008&&CNTRY323,0,0.0
7323990008&&CNTRY527,0,0.0
7323990008&&CNTRY652,0,0.0
7323990008&&CNTRY680,1,0.5
7323990008&&CNTRY846,0,0.0
7323990008&&CNTRY976,0,0.0
7323990008&&CNTRY994,0,0.0
7323999000&&CNTRY168,0,0.0
7323999000&&CNTRY262,1,1.0
7323999000&&CNTRY321,1,1.0
7323999000&&CNTRY409,0,0.0
7323999000&&CNTRY436,0,0.0
7323999000&&CNTRY438,0,0.0
7323999000&&CNTRY528,1,1.0
7323999000&&CNTRY555,1,1.0
7323999000&&CNTRY644,0,0.0
7323999000&&CNTRY654,0,0.0
7323999000&&CNTRY846,0,0.0
7323999000&&CNTRY884,1,1.0
7323999000&&CNTRY920,0,0.0
7324100000&&CNTRY264,0,0.0
7324100000&&CNTRY311,1,1.0
7324100000&&CNTRY652,0,0.0
7324100000&&CNTRY819,1,1.0
7324100000&&CNTRY859,0,0.0
7324100000&&CNTRY930,0,0.0
7324290000&&CNTRY409,0,0.0
7324290000&&CNTRY615,0,0.0
7324290000&&CNTRY759,0,0.0
7324290000&&CNTRY988,1,1.0
7324900010&&CNTRY980,0,0.0
7324900020&&CNTRY264,0,0.0
7324900020&&CNTRY409,0,0.0
7324900020&&CNTRY618,1,1.0
7324900020&&CNTRY716,1,1.0
7324900020&&CNTRY881,0,0.0
7325100000&&CNTRY252,1,1.0
7325100000&&CNTRY618,1,1.0
7325910000&&CNTRY364,0,0.0
7325910000&&CNTRY454,0,0.0
7325991000&&CNTRY252,0,0.0
7325991000&&CNTRY321,0,0.0
7325991000&&CNTRY351,0,0.0
7325991000&&CNTRY562,0,0.0
7325991000&&CNTRY576,1,1.0
7325991000&&CNTRY653,1,1.0
7325991000&&CNTRY759,0,0.0
7325991000&&CNTRY881,0,0.0
7325999000&&CNTRY264,1,1.0
7325999000&&CNTRY322,1,1.0
7325999000&&CNTRY376,0,0.0
7325999000&&CNTRY454,1,1.0
7325999000&&CNTRY644,0,0.0
7325999000&&CNTRY656,0,0.0
7325999000&&CNTRY759,0,0.0
7325999000&&CNTRY984,1,1.0
7325999009&&CNTRY652,1,1.0
7325999009&&CNTRY689,0,0.0
7325999009&&CNTRY759,1,1.0
7325999009&&CNTRY825,0,0.0
7325999009&&CNTRY874,0,0.0
7325999009&&CNTRY994,0,0.0
7326110000&&CNTRY480,1,1.0
7326110000&&CNTRY576,0,0.0
7326110000&&CNTRY915,0,0.0
7326190000&&CNTRY138,0,0.0
7326190000&&CNTRY153,0,0.0
7326190000&&CNTRY184,0,0.0
7326190000&&CNTRY364,1,1.0
7326190000&&CNTRY558,1,1.0
7326190000&&CNTRY618,0,0.0
7326190000&&CNTRY622,0,0.0
7326190000&&CNTRY819,0,0.0
7326190000&&CNTRY830,0,0.0
7326190000&&CNTRY874,0,0.0
7326190000&&CNTRY881,0,0.0
7326190000&&CNTRY962,0,0.0
7326191001&&CNTRY139,1,1.0
7326191001&&CNTRY322,1,1.0
7326191001&&CNTRY917,1,1.0
7326191009&&CNTRY123,0,0.0
7326191009&&CNTRY234,1,1.0
7326191009&&CNTRY771,1,1.0
7326199009&&CNTRY113,1,1.0
7326199009&&CNTRY123,1,1.0
7326199009&&CNTRY184,0,0.0
7326199009&&CNTRY236,0,0.0
7326199009&&CNTRY615,0,0.0
7326199009&&CNTRY994,0,0.0
7326200000&&CNTRY215,0,0.0
7326200000&&CNTRY480,0,0.0
7326200000&&CNTRY680,0,0.0
7326200000&&CNTRY765,2,1.0
7326200000&&CNTRY866,0,0.0
7326200010&&CNTRY771,1,1.0
7326200010&&CNTRY859,1,1.0
7326200010&&CNTRY881,1,1.0
7326200010&&CNTRY915,0,0.0
7326200010&&CNTRY959,0,0.0
7326200010&&CNTRY976,0,0.0
7326200091&&CNTRY930,0,0.0
7326200091&&CNTRY994,0,0.0
7326200099&&CNTRY123,0,0.0
7326200099&&CNTRY125,1,1.0
7326200099&&CNTRY252,1,1.0
7326200099&&CNTRY376,0,0.0
7326200099&&CNTRY771,0,0.0
7326200099&&CNTRY917,0,0.0
7326200099&&CNTRY976,0,0.0
7326200099&&CNTRY994,0,0.0
7326903000&&CNTRY376,1,1.0
7326903000&&CNTRY558,0,0.0
7326904000&&CNTRY123,0,0.0
7326904000&&CNTRY215,0,0.0
7326904000&&CNTRY236,0,0.0
7326904000&&CNTRY276,0,0.0
7326904000&&CNTRY277,1,1.0
7326904000&&CNTRY316,0,0.0
7326904000&&CNTRY334,0,0.0
7326904000&&CNTRY376,1,0.5
7326904000&&CNTRY407,1,1.0
7326904000&&CNTRY485,0,0.0
7326904000&&CNTRY527,0,0.0
7326904000&&CNTRY652,0,0.0
7326904000&&CNTRY656,1,1.0
7326904000&&CNTRY680,1,0.125
7326904000&&CNTRY716,0,0.0
7326904000&&CNTRY825,0,0.0
7326904000&&CNTRY846,0,0.0
7326904000&&CNTRY881,0,0.0
7326904000&&CNTRY976,0,0.0
7326904000&&CNTRY980,1,1.0
7326904000&&CNTRY994,0,0.0
7326905000&&CNTRY759,0,0.0
7326905000&&CNTRY846,0,0.0
7326906000&&CNTRY618,1,1.0
7326906000&&CNTRY976,0,0.0
7326909099&&CNTRY140,0,0.0
7326909099&&CNTRY168,1,1.0
7326909099&&CNTRY216,0,0.0
7326909099&&CNTRY278,0,0.0
7326909099&&CNTRY376,1,0.3333333333333333
7326909099&&CNTRY454,0,0.0
7326909099&&CNTRY554,0,0.0
7326909099&&CNTRY562,0,0.0
7326909099&&CNTRY637,0,0.0
7326909099&&CNTRY680,0,0.0
7326909099&&CNTRY759,0,0.0
7326909099&&CNTRY785,0,0.0
7326909099&&CNTRY846,0,0.0
7326909099&&CNTRY873,0,0.0
7326909099&&CNTRY920,0,0.0
7326909211&&CNTRY215,0,0.0
7326909211&&CNTRY454,0,0.0
7326909211&&CNTRY656,1,1.0
7326909211&&CNTRY680,1,1.0
7326909211&&CNTRY701,0,0.0
7326909297&&CNTRY680,0,0.0
7326909297&&CNTRY859,1,1.0
7326909299&&CNTRY747,0,0.0
7326909299&&CNTRY859,0,0.0
7326909299&&CNTRY975,0,0.0
7326909419&&CNTRY994,0,0.0
7326909449&&CNTRY113,0,0.0
7326909449&&CNTRY379,1,1.0
7326909497&&CNTRY171,1,1.0
7326909499&&CNTRY138,1,1.0
7326909499&&CNTRY376,0,0.0
7326909499&&CNTRY825,0,0.0
7326909499&&CNTRY846,2,0.4
7326909499&&CNTRY994,0,0.0
7326909619&&CNTRY171,0,0.0
7326909619&&CNTRY376,0,0.0
7326909619&&CNTRY716,0,0.0
7326909619&&CNTRY759,1,1.0
7326909619&&CNTRY994,0,0.0
7326909619&&CNTRY995,0,0.0
7326909692&&CNTRY364,0,0.0
7326909692&&CNTRY485,0,0.0
7326909692&&CNTRY615,0,0.0
7326909692&&CNTRY976,0,0.0
7326909699&&CNTRY920,1,1.0
7326909699&&CNTRY995,0,0.0
7326909811&&CNTRY322,1,1.0
7326909811&&CNTRY364,1,1.0
7326909811&&CNTRY485,0,0.0
7326909811&&CNTRY527,0,0.0
7326909811&&CNTRY558,0,0.0
7326909811&&CNTRY846,0,0.0
7326909811&&CNTRY980,0,0.0
7326909819&&CNTRY415,0,0.0
7326909819&&CNTRY920,0,0.0
7326909819&&CNTRY994,0,0.0
7326909820&&CNTRY123,0,0.0
7326909820&&CNTRY765,0,0.0
7326909820&&CNTRY976,0,0.0
7326909854&&CNTRY390,1,1.0
7326909854&&CNTRY846,0,0.0
7326909854&&CNTRY994,0,0.0
7326909882&&CNTRY113,0,0.0
7326909882&&CNTRY317,0,0.0
7326909882&&CNTRY485,0,0.0
7326909882&&CNTRY656,0,0.0
7326909882&&CNTRY680,0,0.0
7326909882&&CNTRY976,0,0.0
7326909883&&CNTRY748,0,0.0
7326909883&&CNTRY976,0,0.0
7326909887&&CNTRY252,1,1.0
7326909887&&CNTRY863,0,0.0
7326909887&&CNTRY976,0,0.0
7326909887&&CNTRY980,0,0.0
7326909889&&CNTRY123,0,0.0
7326909889&&CNTRY138,0,0.0
7326909889&&CNTRY139,0,0.0
7326909889&&CNTRY140,0,0.0
7326909889&&CNTRY153,0,0.0
7326909889&&CNTRY171,0,0.0
7326909889&&CNTRY184,0,0.0
7326909889&&CNTRY215,0,0.0
7326909889&&CNTRY236,0,0.0
7326909889&&CNTRY277,0,0.0
7326909889&&CNTRY284,0,0.0
7326909889&&CNTRY316,1,1.0
7326909889&&CNTRY317,0,0.0
7326909889&&CNTRY321,0,0.0
7326909889&&CNTRY323,0,0.0
7326909889&&CNTRY351,0,0.0
7326909889&&CNTRY364,0,0.0
7326909889&&CNTRY376,0,0.0
7326909889&&CNTRY390,0,0.0
7326909889&&CNTRY393,0,0.0
7326909889&&CNTRY407,0,0.0
7326909889&&CNTRY415,0,0.0
7326909889&&CNTRY438,0,0.0
7326909889&&CNTRY454,0,0.0
7326909889&&CNTRY485,0,0.0
7326909889&&CNTRY554,0,0.0
7326909889&&CNTRY555,0,0.0
7326909889&&CNTRY558,0,0.0
7326909889&&CNTRY562,1,0.14285714285714285
7326909889&&CNTRY576,0,0.0
7326909889&&CNTRY615,0,0.0
7326909889&&CNTRY644,0,0.0
7326909889&&CNTRY652,1,0.017543859649122806
7326909889&&CNTRY653,0,0.0
7326909889&&CNTRY654,0,0.0
7326909889&&CNTRY656,0,0.0
7326909889&&CNTRY680,1,0.019230769230769232
7326909889&&CNTRY709,0,0.0
7326909889&&CNTRY747,0,0.0
7326909889&&CNTRY756,0,0.0
7326909889&&CNTRY759,0,0.0
7326909889&&CNTRY764,1,0.25
7326909889&&CNTRY765,0,0.0
7326909889&&CNTRY770,0,0.0
7326909889&&CNTRY795,0,0.0
7326909889&&CNTRY819,0,0.0
7326909889&&CNTRY825,0,0.0
7326909889&&CNTRY830,0,0.0
7326909889&&CNTRY843,0,0.0
7326909889&&CNTRY846,0,0.0
7326909889&&CNTRY859,0,0.0
7326909889&&CNTRY874,0,0.0
7326909889&&CNTRY881,1,0.05263157894736842
7326909889&&CNTRY884,0,0.0
7326909889&&CNTRY915,0,0.0
7326909889&&CNTRY920,0,0.0
7326909889&&CNTRY959,0,0.0
7326909889&&CNTRY962,0,0.0
7326909889&&CNTRY976,0,0.0
7326909889&&CNTRY980,0,0.0
7326909889&&CNTRY994,0,0.0
7326909889&&CNTRY995,0,0.0
7400000000&&CNTRY150,0,0.0
7400000000&&CNTRY349,0,0.0
7400000000&&CNTRY436,0,0.0
7400000000&&CNTRY709,0,0.0
7400000000&&CNTRY891,1,1.0
7403190000&&CNTRY415,0,0.0
7403190000&&CNTRY454,0,0.0
7403190000&&CNTRY884,1,1.0
7403190000&&CNTRY976,0,0.0
7403190000&&CNTRY994,0,0.0
7403210000&&CNTRY123,1,1.0
7404001000&&CNTRY123,1,1.0
7404001000&&CNTRY215,0,0.0
7404001000&&CNTRY376,0,0.0
7404001000&&CNTRY379,0,0.0
7404001000&&CNTRY625,0,0.0
7404001000&&CNTRY652,1,0.5
7404001000&&CNTRY680,0,0.0
7404001000&&CNTRY756,0,0.0
7404001000&&CNTRY825,0,0.0
7404001000&&CNTRY846,0,0.0
7404001000&&CNTRY994,0,0.0
7404009109&&CNTRY284,1,1.0
7404009109&&CNTRY445,1,1.0
7404009109&&CNTRY615,1,1.0
7404009109&&CNTRY652,1,1.0
7404009109&&CNTRY843,0,0.0
7404009900&&CNTRY652,0,0.0
7404009900&&CNTRY680,0,0.0
7404009900&&CNTRY825,1,1.0
7405000000&&CNTRY976,0,0.0
7406200001&&CNTRY709,0,0.0
7406200001&&CNTRY825,0,0.0
7406200001&&CNTRY930,0,0.0
7406200001&&CNTRY994,0,0.0
7407100000&&CNTRY139,0,0.0
7407100000&&CNTRY262,0,0.0
7407100000&&CNTRY284,1,1.0
7407100000&&CNTRY454,0,0.0
7407100000&&CNTRY485,0,0.0
7407100000&&CNTRY554,0,0.0
7407100000&&CNTRY627,1,1.0
7407100000&&CNTRY825,1,1.0
7407100000&&CNTRY866,1,1.0
7407100000&&CNTRY884,0,0.0
7407100000&&CNTRY994,1,0.5
7407210000&&CNTRY277,0,0.0
7407210000&&CNTRY376,0,0.0
7407210000&&CNTRY407,0,0.0
7407210000&&CNTRY653,0,0.0
7407210000&&CNTRY656,0,0.0
7407210000&&CNTRY680,0,0.0
7407210000&&CNTRY962,0,0.0
7407211000&&CNTRY409,0,0.0
7407211000&&CNTRY652,0,0.0
7407211000&&CNTRY819,0,0.0
7407211000&&CNTRY825,0,0.0
7407211000&&CNTRY846,1,0.5
7407211000&&CNTRY976,0,0.0
7407211000&&CNTRY994,0,0.0
7407219000&&CNTRY215,0,0.0
7407219000&&CNTRY825,0,0.0
7407290000&&CNTRY252,1,1.0
7407290000&&CNTRY264,0,0.0
7407290000&&CNTRY454,1,1.0
7407290000&&CNTRY528,0,0.0
7407290000&&CNTRY920,0,0.0
7407290009&&CNTRY264,1,1.0
7407290009&&CNTRY376,0,0.0
7407290009&&CNTRY454,1,1.0
7407290009&&CNTRY485,0,0.0
7407290009&&CNTRY819,0,0.0
7407290009&&CNTRY846,0,0.0
7407290009&&CNTRY975,0,0.0
7407290009&&CNTRY976,0,0.0
7407290009&&CNTRY994,0,0.0
7408110000&&CNTRY376,0,0.0
7408110000&&CNTRY480,0,0.0
7408110000&&CNTRY562,0,0.0
7408110000&&CNTRY654,1,1.0
7408110000&&CNTRY656,0,0.0
7408110000&&CNTRY713,1,1.0
7408110010&&CNTRY123,0,0.0
7408110010&&CNTRY139,0,0.0
7408110010&&CNTRY558,0,0.0
7408110010&&CNTRY627,0,0.0
7408110010&&CNTRY748,1,1.0
7408110010&&CNTRY859,0,0.0
7408110010&&CNTRY917,0,0.0
7408110010&&CNTRY930,1,1.0
7408110010&&CNTRY994,2,1.0
7408191000&&CNTRY825,0,0.0
7408191000&&CNTRY846,0,0.0
7408191000&&CNTRY884,1,1.0
7408199000&&CNTRY994,0,0.0
7408199000&&CNTRY995,0,0.0
7408210000&&CNTRY123,1,1.0
7408210000&&CNTRY429,0,0.0
7408210000&&CNTRY652,0,0.0
7408290000&&CNTRY652,0,0.0
7408290000&&CNTRY962,0,0.0
7409110010&&CNTRY884,0,0.0
7409110010&&CNTRY920,0,0.0
7409290010&&CNTRY680,0,0.0
7409290010&&CNTRY863,1,1.0
7409310010&&CNTRY140,1,1.0
7409310010&&CNTRY322,0,0.0
7409310010&&CNTRY994,0,0.0
7409390090&&CNTRY123,1,1.0
7409390090&&CNTRY701,1,1.0
7409390090&&CNTRY881,0,0.0
7409390090&&CNTRY976,1,1.0
7409400010&&CNTRY209,0,0.0
7409400010&&CNTRY322,0,0.0
7409400010&&CNTRY644,0,0.0
7409400010&&CNTRY771,0,0.0
7409400010&&CNTRY785,0,0.0
7409400010&&CNTRY976,0,0.0
7410000000&&CNTRY680,0,0.0
7410000000&&CNTRY709,1,1.0
7410000000&&CNTRY765,1,1.0
7410000000&&CNTRY837,0,0.0
7410110000&&CNTRY825,0,0.0
7410110000&&CNTRY837,1,1.0
7410210000&&CNTRY123,0,0.0
7410210000&&CNTRY527,0,0.0
7410210000&&CNTRY680,0,0.0
7410210000&&CNTRY795,0,0.0
7410210000&&CNTRY846,0,0.0
7411100000&&CNTRY317,1,1.0
7411100000&&CNTRY438,1,1.0
7411100000&&CNTRY558,1,1.0
7411100000&&CNTRY562,0,0.0
7411100000&&CNTRY644,1,1.0
7411100000&&CNTRY680,0,0.0
7411101010&&CNTRY846,0,0.0
7411109090&&CNTRY415,0,0.0
7411211000&&CNTRY123,0,0.0
7411211000&&CNTRY321,0,0.0
7411211000&&CNTRY825,0,0.0
7411219000&&CNTRY123,1,0.5
7411219000&&CNTRY322,1,1.0
7411219000&&CNTRY456,1,1.0
7411219000&&CNTRY825,1,1.0
7411219000&&CNTRY881,0,0.0
7411290000&&CNTRY123,0,0.0
7411290000&&CNTRY322,0,0.0
7411290000&&CNTRY376,0,0.0
7411290000&&CNTRY830,0,0.0
7411290000&&CNTRY920,0,0.0
7411290000&&CNTRY976,0,0.0
7412200000&&CNTRY113,0,0.0
7412200000&&CNTRY123,0,0.0
7412200000&&CNTRY171,0,0.0
7412200000&&CNTRY376,0,0.0
7412200000&&CNTRY407,1,1.0
7412200000&&CNTRY454,0,0.0
7412200000&&CNTRY480,2,1.0
7412200000&&CNTRY627,0,0.0
7412200000&&CNTRY654,0,0.0
7412200000&&CNTRY680,0,0.0
7412200000&&CNTRY689,1,1.0
7412200000&&CNTRY825,0,0.0
7412200000&&CNTRY846,0,0.0
7412200000&&CNTRY884,0,0.0
7412200000&&CNTRY930,0,0.0
7412200000&&CNTRY994,0,0.0
7413000000&&CNTRY184,0,0.0
7413000000&&CNTRY716,1,1.0
7415100000&&CNTRY825,0,0.0
7415210000&&CNTRY846,1,1.0
7415210000&&CNTRY917,0,0.0
7415210000&&CNTRY959,0,0.0
7415290009&&CNTRY825,0,0.0
7415290009&&CNTRY930,1,1.0
7415290009&&CNTRY980,0,0.0
7415330000&&CNTRY150,1,1.0
7415330000&&CNTRY407,0,0.0
7415330000&&CNTRY454,0,0.0
7415330000&&CNTRY527,0,0.0
7415330000&&CNTRY555,0,0.0
7415330000&&CNTRY562,2,1.0
7415330000&&CNTRY656,0,0.0
7415330000&&CNTRY659,0,0.0
7415330000&&CNTRY785,0,0.0
7415330000&&CNTRY975,0,0.0
7415330009&&CNTRY184,1,1.0
7415330009&&CNTRY576,1,1.0
7415390000&&CNTRY364,1,1.0
7418190000&&CNTRY140,0,0.0
7418190000&&CNTRY171,0,0.0
7418190000&&CNTRY184,0,0.0
7418190000&&CNTRY264,0,0.0
7418190000&&CNTRY277,1,1.0
7418190000&&CNTRY376,0,0.0
7418190000&&CNTRY378,0,0.0
7418190000&&CNTRY393,0,0.0
7418190000&&CNTRY448,0,0.0
7418190000&&CNTRY454,0,0.0
7418190000&&CNTRY615,0,0.0
7418190000&&CNTRY653,0,0.0
7418190000&&CNTRY680,0,0.0
7418190000&&CNTRY701,1,1.0
7418190000&&CNTRY759,0,0.0
7418190000&&CNTRY770,1,0.5
7418190000&&CNTRY830,0,0.0
7418190000&&CNTRY846,1,1.0
7418190000&&CNTRY881,0,0.0
7418190000&&CNTRY884,0,0.0
7418190000&&CNTRY919,0,0.0
7418190000&&CNTRY994,1,1.0
7418200000&&CNTRY263,1,1.0
7418200000&&CNTRY881,0,0.0
7418200001&&CNTRY184,0,0.0
7418200001&&CNTRY264,0,0.0
7418200001&&CNTRY334,0,0.0
7418200001&&CNTRY785,1,1.0
7418200001&&CNTRY846,1,1.0
7418200009&&CNTRY236,0,0.0
7418200009&&CNTRY407,0,0.0
7418200009&&CNTRY674,0,0.0
7418200009&&CNTRY680,0,0.0
7419999011&&CNTRY825,1,1.0
7419999011&&CNTRY917,0,0.0
7419999011&&CNTRY976,0,0.0
7419999099&&CNTRY113,0,0.0
7419999099&&CNTRY123,0,0.0
7419999099&&CNTRY171,0,0.0
7419999099&&CNTRY216,0,0.0
7419999099&&CNTRY236,1,0.5
7419999099&&CNTRY376,0,0.0
7419999099&&CNTRY393,0,0.0
7419999099&&CNTRY415,1,1.0
7419999099&&CNTRY429,0,0.0
7419999099&&CNTRY438,0,0.0
7419999099&&CNTRY454,0,0.0
7419999099&&CNTRY485,0,0.0
7419999099&&CNTRY528,0,0.0
7419999099&&CNTRY555,0,0.0
7419999099&&CNTRY558,0,0.0
7419999099&&CNTRY562,0,0.0
7419999099&&CNTRY576,0,0.0
7419999099&&CNTRY615,0,0.0
7419999099&&CNTRY627,0,0.0
7419999099&&CNTRY652,0,0.0
7419999099&&CNTRY653,0,0.0
7419999099&&CNTRY680,1,0.0625
7419999099&&CNTRY701,0,0.0
7419999099&&CNTRY759,0,0.0
7419999099&&CNTRY785,0,0.0
7419999099&&CNTRY825,2,0.1111111111111111
7419999099&&CNTRY843,0,0.0
7419999099&&CNTRY846,0,0.0
7419999099&&CNTRY859,0,0.0
7419999099&&CNTRY866,0,0.0
7419999099&&CNTRY874,1,0.5
7419999099&&CNTRY881,0,0.0
7419999099&&CNTRY915,0,0.0
7419999099&&CNTRY976,0,0.0
7419999099&&CNTRY994,0,0.0
7502100000&&CNTRY153,1,1.0
7502100000&&CNTRY216,0,0.0
7502100000&&CNTRY236,1,1.0
7502100000&&CNTRY576,0,0.0
7502100000&&CNTRY874,1,1.0
7502100000&&CNTRY994,0,0.0
7502200000&&CNTRY644,0,0.0
7505110000&&CNTRY343,1,1.0
7505110000&&CNTRY562,0,0.0
7505110000&&CNTRY615,0,0.0
7505110000&&CNTRY846,0,0.0
7505110000&&CNTRY976,0,0.0
7505120000&&CNTRY171,1,1.0
7505120000&&CNTRY376,0,0.0
7505120000&&CNTRY652,0,0.0
7505120000&&CNTRY795,0,0.0
7505120000&&CNTRY825,1,1.0
7505120000&&CNTRY994,0,0.0
7506200000&&CNTRY656,1,1.0
7507120000&&CNTRY140,0,0.0
7507120000&&CNTRY277,0,0.0
7507120000&&CNTRY407,1,1.0
7507120000&&CNTRY576,2,1.0
7507120000&&CNTRY701,0,0.0
7507120000&&CNTRY863,0,0.0
7507120000&&CNTRY975,0,0.0
7508900090&&CNTRY316,0,0.0
7508900090&&CNTRY454,0,0.0
7601100000&&CNTRY284,0,0.0
7601100000&&CNTRY378,1,1.0
7601100000&&CNTRY454,0,0.0
7601100000&&CNTRY652,0,0.0
7601100000&&CNTRY659,1,1.0
7601100000&&CNTRY759,0,0.0
7601100000&&CNTRY825,0,0.0
7601100000&&CNTRY846,0,0.0
7601100000&&CNTRY874,0,0.0
7601100000&&CNTRY976,1,0.5
7601100000&&CNTRY994,0,0.0
7601200000&&CNTRY153,0,0.0
7601200000&&CNTRY316,1,1.0
7601200000&&CNTRY349,0,0.0
7601200000&&CNTRY429,0,0.0
7601200000&&CNTRY448,1,1.0
7601200000&&CNTRY652,0,0.0
7601200000&&CNTRY709,0,0.0
7601200000&&CNTRY713,0,0.0
7601200000&&CNTRY770,0,0.0
7601200000&&CNTRY819,0,0.0
7601200000&&CNTRY919,0,0.0
7601200000&&CNTRY994,1,1.0
7601202000&&CNTRY680,0,0.0
7601202000&&CNTRY825,1,0.5
7601202000&&CNTRY884,0,0.0
7601202000&&CNTRY980,0,0.0
7601208000&&CNTRY351,0,0.0
7601208000&&CNTRY652,0,0.0
7601208000&&CNTRY680,0,0.0
7601208000&&CNTRY709,0,0.0
7601208000&&CNTRY881,1,0.5
7601208000&&CNTRY994,1,1.0
7602001100&&CNTRY284,0,0.0
7602001100&&CNTRY709,0,0.0
7602001100&&CNTRY920,1,1.0
7602001900&&CNTRY316,1,1.0
7602001900&&CNTRY445,0,0.0
7602001900&&CNTRY480,0,0.0
7602001900&&CNTRY713,0,0.0
7602001900&&CNTRY846,0,0.0
7603200000&&CNTRY113,0,0.0
7603200000&&CNTRY215,0,0.0
7603200000&&CNTRY322,1,1.0
7603200000&&CNTRY376,0,0.0
7603200000&&CNTRY454,1,1.0
7603200000&&CNTRY527,0,0.0
7603200000&&CNTRY554,0,0.0
7603200000&&CNTRY576,1,1.0
7603200000&&CNTRY680,0,0.0
7603200000&&CNTRY759,0,0.0
7604100000&&CNTRY113,1,0.5
7604100000&&CNTRY264,0,0.0
7604100000&&CNTRY277,0,0.0
7604100000&&CNTRY284,0,0.0
7604100000&&CNTRY316,0,0.0
7604100000&&CNTRY407,0,0.0
7604100000&&CNTRY615,0,0.0
7604100000&&CNTRY656,1,1.0
7604100000&&CNTRY709,0,0.0
7604100000&&CNTRY873,1,1.0
7604100000&&CNTRY881,0,0.0
7604100000&&CNTRY884,0,0.0
7604100000&&CNTRY917,1,1.0
7604100000&&CNTRY962,0,0.0
7604100000&&CNTRY994,0,0.0
7604101090&&CNTRY454,1,1.0
7604101090&&CNTRY680,1,1.0
7604101090&&CNTRY846,0,0.0
7604101090&&CNTRY994,0,0.0
7604109000&&CNTRY322,0,0.0
7604109000&&CNTRY555,0,0.0
7604109000&&CNTRY652,0,0.0
7604109000&&CNTRY680,0,0.0
7604109000&&CNTRY825,1,1.0
7604109000&&CNTRY980,0,0.0
7604109000&&CNTRY994,0,0.0
7604210000&&CNTRY138,0,0.0
7604210000&&CNTRY150,0,0.0
7604210000&&CNTRY153,0,0.0
7604210000&&CNTRY188,0,0.0
7604210000&&CNTRY215,0,0.0
7604210000&&CNTRY349,0,0.0
7604210000&&CNTRY351,1,1.0
7604210000&&CNTRY364,0,0.0
7604210000&&CNTRY376,0,0.0
7604210000&&CNTRY407,0,0.0
7604210000&&CNTRY409,1,0.5
7604210000&&CNTRY454,0,0.0
7604210000&&CNTRY528,0,0.0
7604210000&&CNTRY562,0,0.0
7604210000&&CNTRY576,1,0.5
7604210000&&CNTRY615,1,0.3333333333333333
7604210000&&CNTRY652,1,1.0
7604210000&&CNTRY656,1,1.0
7604210000&&CNTRY680,1,0.16666666666666666
7604210000&&CNTRY759,2,0.4
7604210000&&CNTRY765,1,1.0
7604210000&&CNTRY846,0,0.0
7604210000&&CNTRY881,0,0.0
7604210000&&CNTRY884,0,0.0
7604210000&&CNTRY959,1,1.0
7604290000&&CNTRY317,0,0.0
7604290000&&CNTRY349,0,0.0
7604290000&&CNTRY376,0,0.0
7604290000&&CNTRY448,1,1.0
7604290000&&CNTRY454,0,0.0
7604290000&&CNTRY562,0,0.0
7604290000&&CNTRY615,0,0.0
7604290000&&CNTRY701,1,1.0
7604290000&&CNTRY771,0,0.0
7604290000&&CNTRY891,1,1.0
7604291010&&CNTRY334,1,1.0
7604291010&&CNTRY409,1,1.0
7604291010&&CNTRY554,0,0.0
7604291090&&CNTRY139,0,0.0
7604291090&&CNTRY393,1,1.0
7604291090&&CNTRY627,1,1.0
7604291090&&CNTRY680,0,0.0
7604291090&&CNTRY825,0,0.0
7604291090&&CNTRY874,0,0.0
7604291090&&CNTRY994,0,0.0
7604299000&&CNTRY140,0,0.0
7604299000&&CNTRY166,1,1.0
7604299000&&CNTRY234,1,1.0
7604299000&&CNTRY376,0,0.0
7604299000&&CNTRY454,0,0.0
7604299000&&CNTRY615,0,0.0
7604299000&&CNTRY652,0,0.0
7604299000&&CNTRY785,1,1.0
7604299000&&CNTRY859,0,0.0
7605290000&&CNTRY825,1,1.0
