IMPORTER.TIN,IMPORTER.TIN_illicit_sum,IMPORTER.TIN_illicit_rate
IMP998968,3,0.6
IMP999208,0,0.0
IMP999312,0,0.0
IMP999315,1,0.5
IMP999565,3,0.23076923076923078
IMP999843,0,0.0
IMP999915,0,0.0
IMP999990,0,0.0
IMPO10001,1,0.3333333333333333
IMPO10002,0,0.0
IMPO10003,1,0.5
IMPO10005,2,0.006535947712418301
IMPO10006,2,0.5
IMPO10007,0,0.0
IMPO10008,0,0.0
IMPO10009,0,0.0
IMPO10011,1,1.0
IMPO10013,1,0.3333333333333333
IMPO10014,2,1.0
IMPO10015,1,0.5
IMPO10018,1,0.16666666666666666
IMPO10019,0,0.0
IMPO10020,1,0.25
IMPO10022,1,0.3333333333333333
IMPO10023,0,0.0
IMPO10024,1,0.16666666666666666
IMPO10025,0,0.0
IMPO10026,1,0.3333333333333333
IMPO10027,1,0.5
IMPO10029,1,0.3333333333333333
IMPO10035,1,0.5
IMPO10036,1,0.2
IMPO10037,4,0.5
IMPO10038,1,0.3333333333333333
IMPO10039,0,0.0
IMPO10040,0,0.0
IMPO10041,1,1.0
IMPO10042,1,0.14285714285714285
IMPO10043,0,0.0
IMPO10045,1,0.5
IMPO10046,0,0.0
IMPO10047,2,0.5
IMPO10048,1,0.25
IMPO10052,2,1.0
IMPO10053,1,0.09090909090909091
IMPO10059,0,0.0
IMPO10061,2,0.3333333333333333
IMPO10063,0,0.0
IMPO10065,2,1.0
IMPO10067,3,0.11538461538461539
IMPO10069,2,0.2222222222222222
IMPO10070,1,0.2
IMPO10071,0,0.0
IMPO10072,1,0.5
IMPO10075,0,0.0
IMPO10078,0,0.0
IMPO10079,2,0.6666666666666666
IMPO10080,0,0.0
IMPO10081,1,0.3333333333333333
IMPO10083,1,0.5
IMPO10085,1,0.05263157894736842
IMPO10086,2,0.4
IMPO10087,0,0.0
IMPO10088,0,0.0
IMPO10089,0,0.0
IMPO10092,0,0.0
IMPO10094,2,0.3333333333333333
IMPO10095,0,0.0
IMPO10096,0,0.0
IMPO10097,4,0.025477707006369428
IMPO10098,2,0.5
IMPO10100,0,0.0
IMPO10102,3,0.3333333333333333
IMPO10103,0,0.0
IMPO10104,1,0.5
IMPO10105,2,1.0
IMPO10107,0,0.0
IMPO10108,0,0.0
IMPO10112,0,0.0
IMPO10113,2,0.25
IMPO10115,2,0.6666666666666666
IMPO10116,0,0.0
IMPO10118,0,0.0
IMPO10120,1,0.5
IMPO10121,0,0.0
IMPO10123,0,0.0
IMPO10124,1,0.2
IMPO10125,0,0.0
IMPO10126,3,0.6
IMPO10127,0,0.0
IMPO10128,3,0.6
IMPO10130,0,0.0
IMPO10131,1,0.08333333333333333
IMPO10132,1,0.5
IMPO10133,0,0.0
IMPO10135,0,0.0
IMPO10136,0,0.0
IMPO10140,0,0.0
IMPO10141,0,0.0
IMPO10143,1,0.07692307692307693
IMPO10144,0,0.0
IMPO10145,1,0.1
IMPO10147,0,0.0
IMPO10150,0,0.0
IMPO10151,1,0.5
IMPO10152,2,0.6666666666666666
IMPO10154,1,1.0
IMPO10155,0,0.0
IMPO10156,4,0.029197080291970802
IMPO10161,2,0.5
IMPO10162,1,1.0
IMPO10163,0,0.0
IMPO10164,0,0.0
IMPO10165,0,0.0
IMPO10166,1,0.007462686567164179
IMPO10168,2,0.3333333333333333
IMPO10169,2,0.6666666666666666
IMPO10170,2,0.5
IMPO10171,0,0.0
IMPO10172,0,0.0
IMPO10173,1,1.0
IMPO10175,0,0.0
IMPO10176,2,0.5
IMPO10177,1,0.14285714285714285
IMPO10179,1,0.25
IMPO10182,2,0.4
IMPO10185,3,0.375
IMPO10186,1,0.16666666666666666
IMPO10188,0,0.0
IMPO10190,0,0.0
IMPO10191,0,0.0
IMPO10192,0,0.0
IMPO10193,0,0.0
IMPO10194,1,1.0
IMPO10195,2,0.2222222222222222
IMPO10196,3,0.75
IMPO10197,0,0.0
IMPO10199,0,0.0
IMPO10202,0,0.0
IMPO10203,0,0.0
IMPO10205,2,0.25
IMPO10207,0,0.0
IMPO10208,0,0.0
IMPO10209,0,0.0
IMPO10210,5,0.014749262536873156
IMPO10211,1,0.3333333333333333
IMPO10212,0,0.0
IMPO10213,1,0.5
IMPO10214,0,0.0
IMPO10216,0,0.0
IMPO10217,0,0.0
IMPO10220,1,0.5
IMPO10221,0,0.0
IMPO10222,1,0.2
IMPO10224,0,0.0
IMPO10225,2,1.0
IMPO10226,0,0.0
IMPO10228,4,0.015625
IMPO10230,0,0.0
IMPO10231,0,0.0
IMPO10232,0,0.0
IMPO10233,1,0.2
IMPO10237,0,0.0
IMPO10238,0,0.0
IMPO10241,1,0.5
IMPO10244,2,0.5
IMPO10248,2,0.4
IMPO10249,1,1.0
IMPO10250,1,0.25
IMPO10254,0,0.0
IMPO10255,0,0.0
IMPO10256,1,1.0
IMPO10259,1,1.0
IMPO10262,0,0.0
IMPO10263,0,0.0
IMPO10264,1,0.2
IMPO10267,2,0.004866180048661801
IMPO10269,1,0.5
IMPO10270,0,0.0
IMPO10272,0,0.0
IMPO10273,1,0.5
IMPO10274,0,0.0
IMPO10277,0,0.0
IMPO10279,0,0.0
IMPO10281,4,0.041237113402061855
IMPO10284,1,0.25
IMPO10286,1,0.3333333333333333
IMPO10287,2,0.4
IMPO10289,1,0.3333333333333333
IMPO10290,0,0.0
IMPO10291,1,0.3333333333333333
IMPO10293,2,0.3333333333333333
IMPO10294,1,1.0
IMPO10295,0,0.0
IMPO10296,2,0.2
IMPO10297,0,0.0
IMPO10298,0,0.0
IMPO10300,0,0.0
IMPO10301,1,0.06666666666666667
IMPO10302,1,0.05
IMPO10303,1,0.16666666666666666
IMPO10305,1,0.3333333333333333
IMPO10306,0,0.0
IMPO10307,1,0.5
IMPO10308,0,0.0
IMPO10309,1,0.16666666666666666
IMPO10310,0,0.0
IMPO10311,2,0.2
IMPO10313,1,1.0
IMPO10315,1,0.2
IMPO10316,0,0.0
IMPO10317,0,0.0
IMPO10318,2,0.25
IMPO10321,0,0.0
IMPO10323,0,0.0
IMPO10325,0,0.0
IMPO10326,3,0.23076923076923078
IMPO10327,0,0.0
IMPO10328,1,0.14285714285714285
IMPO10332,1,1.0
IMPO10337,0,0.0
IMPO10338,2,0.3333333333333333
IMPO10339,0,0.0
IMPO10340,1,0.5
IMPO10342,0,0.0
IMPO10344,6,0.019736842105263157
IMPO10346,2,0.4
IMPO10348,1,0.3333333333333333
IMPO10350,1,0.2
IMPO10352,1,0.5
IMPO10355,0,0.0
IMPO10356,0,0.0
IMPO10357,1,0.5
IMPO10359,1,0.125
IMPO10360,0,0.0
IMPO10362,0,0.0
IMPO10364,0,0.0
IMPO10365,0,0.0
IMPO10366,0,0.0
IMPO10368,0,0.0
IMPO10369,2,0.3333333333333333
IMPO10370,1,1.0
IMPO10371,2,0.045454545454545456
IMPO10374,2,0.4
IMPO10376,0,0.0
IMPO10377,5,0.21739130434782608
IMPO10381,1,0.3333333333333333
IMPO10383,0,0.0
IMPO10384,0,0.0
IMPO10386,1,0.14285714285714285
IMPO10387,0,0.0
IMPO10388,1,1.0
IMPO10389,0,0.0
IMPO10390,0,0.0
IMPO10393,1,0.3333333333333333
IMPO10394,1,0.5
IMPO10399,3,0.3
IMPO10401,0,0.0
IMPO10402,0,0.0
IMPO10403,1,0.14285714285714285
IMPO10404,0,0.0
IMPO10405,1,0.3333333333333333
IMPO10406,0,0.0
IMPO10407,2,0.6666666666666666
IMPO10410,1,0.2
IMPO10411,0,0.0
IMPO10412,0,0.0
IMPO10413,0,0.0
IMPO10414,0,0.0
IMPO10415,0,0.0
IMPO10417,0,0.0
IMPO10418,0,0.0
IMPO10421,2,0.2
IMPO10423,6,0.02459016393442623
IMPO10424,2,1.0
IMPO10425,0,0.0
IMPO10426,0,0.0
IMPO10428,1,0.2
IMPO10429,0,0.0
IMPO10430,1,0.3333333333333333
IMPO10431,0,0.0
IMPO10436,0,0.0
IMPO10437,2,0.2
IMPO10438,0,0.0
IMPO10441,0,0.0
IMPO10442,0,0.0
IMPO10444,2,0.25
IMPO10445,0,0.0
IMPO10448,0,0.0
IMPO10450,1,1.0
IMPO10451,0,0.0
IMPO10452,1,0.25
IMPO10454,0,0.0
IMPO10457,0,0.0
IMPO10461,0,0.0
IMPO10462,4,0.01593625498007968
IMPO10464,2,1.0
IMPO10467,2,0.5
IMPO10471,0,0.0
IMPO10472,0,0.0
IMPO10474,2,0.6666666666666666
IMPO10475,1,0.25
IMPO10476,1,0.5
IMPO10477,4,0.013651877133105802
IMPO10478,1,0.5
IMPO10481,0,0.0
IMPO10482,2,0.08
IMPO10487,2,0.11764705882352941
IMPO10491,2,0.5
IMPO10492,1,0.5
IMPO10494,2,0.6666666666666666
IMPO10496,0,0.0
IMPO10498,0,0.0
IMPO10499,1,0.3333333333333333
IMPO10500,0,0.0
IMPO10502,0,0.0
IMPO10506,1,0.14285714285714285
IMPO10507,0,0.0
IMPO10508,1,1.0
IMPO10509,1,0.5
IMPO10510,2,0.5
IMPO10511,1,0.14285714285714285
IMPO10514,0,0.0
IMPO10516,0,0.0
IMPO10517,1,0.3333333333333333
IMPO10519,0,0.0
IMPO10520,0,0.0
IMPO10521,0,0.0
IMPO10523,1,0.2
IMPO10524,0,0.0
IMPO10525,1,0.25
IMPO10526,1,0.07692307692307693
IMPO10527,0,0.0
IMPO10529,1,0.03571428571428571
IMPO10532,0,0.0
IMPO10534,0,0.0
IMPO10535,1,0.1
IMPO10537,1,0.2
IMPO10539,0,0.0
IMPO10540,0,0.0
IMPO10541,4,0.009852216748768473
IMPO10542,0,0.0
IMPO10544,2,0.3333333333333333
IMPO10545,0,0.0
IMPO10548,1,0.5
IMPO10550,0,0.0
IMPO10553,1,1.0
IMPO10554,0,0.0
IMPO10558,1,1.0
IMPO10559,3,0.5
IMPO10561,0,0.0
IMPO10564,2,0.5
IMPO10569,0,0.0
IMPO10571,0,0.0
IMPO10572,0,0.0
IMPO10573,0,0.0
IMPO10574,0,0.0
IMPO10575,0,0.0
IMPO10576,1,0.16666666666666666
IMPO10577,1,1.0
IMPO10578,0,0.0
IMPO10580,0,0.0
IMPO10581,1,0.3333333333333333
IMPO10582,0,0.0
IMPO10583,3,0.11538461538461539
IMPO10586,1,0.2
IMPO10587,0,0.0
IMPO10589,0,0.0
IMPO10591,0,0.0
IMPO10592,1,0.09090909090909091
IMPO10593,4,1.0
IMPO10594,0,0.0
IMPO10595,0,0.0
IMPO10597,1,0.5
IMPO10599,2,0.6666666666666666
IMPO10603,1,0.125
IMPO10605,0,0.0
IMPO10607,2,1.0
IMPO10608,0,0.0
IMPO10609,1,1.0
IMPO10610,0,0.0
IMPO10611,1,0.5
IMPO10612,0,0.0
IMPO10613,0,0.0
IMPO10614,0,0.0
IMPO10615,2,1.0
IMPO10616,0,0.0
IMPO10618,1,0.3333333333333333
IMPO10621,0,0.0
IMPO10622,1,0.005917159763313609
IMPO10623,0,0.0
IMPO10624,0,0.0
IMPO10625,0,0.0
IMPO10627,1,1.0
IMPO10629,2,0.13333333333333333
IMPO10632,0,0.0
IMPO10633,0,0.0
IMPO10634,2,0.25
IMPO10635,0,0.0
IMPO10636,0,0.0
IMPO10637,0,0.0
IMPO10638,2,0.18181818181818182
IMPO10639,0,0.0
IMPO10640,0,0.0
IMPO10644,0,0.0
IMPO10645,2,0.6666666666666666
IMPO10646,3,0.13043478260869565
IMPO10647,1,0.5
IMPO10648,1,1.0
IMPO10650,1,0.2
IMPO10651,0,0.0
IMPO10652,0,0.0
IMPO10653,1,0.3333333333333333
IMPO10654,1,0.3333333333333333
IMPO10655,1,1.0
IMPO10656,0,0.0
IMPO10659,2,0.5
IMPO10660,0,0.0
IMPO10661,2,0.07142857142857142
IMPO10663,2,0.6666666666666666
IMPO10664,0,0.0
IMPO10665,0,0.0
IMPO10666,0,0.0
IMPO10667,0,0.0
IMPO10668,0,0.0
IMPO10669,0,0.0
IMPO10671,0,0.0
IMPO10672,0,0.0
IMPO10673,0,0.0
IMPO10674,0,0.0
IMPO10675,1,1.0
IMPO10676,1,0.006289308176100629
IMPO10677,0,0.0
IMPO10678,0,0.0
IMPO10679,0,0.0
IMPO10680,4,0.14285714285714285
IMPO10681,0,0.0
IMPO10682,0,0.0
IMPO10684,3,0.42857142857142855
IMPO10685,3,1.0
IMPO10686,3,0.13636363636363635
IMPO10691,1,0.2
IMPO10692,0,0.0
IMPO10694,2,0.5
IMPO10697,0,0.0
IMPO10700,3,0.0084985835694051
IMPO10701,0,0.0
IMPO10704,1,0.5
IMPO10706,3,0.1875
IMPO10707,0,0.0
IMPO10711,2,0.25
IMPO10712,0,0.0
IMPO10715,0,0.0
IMPO10716,1,0.1111111111111111
IMPO10717,1,0.25
IMPO10718,1,0.2
IMPO10720,0,0.0
IMPO10721,0,0.0
IMPO10723,5,0.014450867052023121
IMPO10724,0,0.0
IMPO10725,0,0.0
IMPO10730,1,1.0
IMPO10732,0,0.0
IMPO10734,1,0.16666666666666666
IMPO10735,1,0.2
IMPO10736,0,0.0
IMPO10740,0,0.0
IMPO10741,0,0.0
IMPO10743,0,0.0
IMPO10744,1,0.14285714285714285
IMPO10745,0,0.0
IMPO10750,0,0.0
IMPO10751,0,0.0
IMPO10755,1,0.5
IMPO10757,0,0.0
IMPO10758,2,0.2857142857142857
IMPO10761,0,0.0
IMPO10763,4,0.01238390092879257
IMPO10764,0,0.0
IMPO10766,1,0.25
IMPO10767,0,0.0
IMPO10768,0,0.0
IMPO10772,0,0.0
IMPO10773,0,0.0
IMPO10774,0,0.0
IMPO10775,0,0.0
IMPO10777,0,0.0
IMPO10778,0,0.0
IMPO10780,0,0.0
IMPO10782,0,0.0
IMPO10783,0,0.0
IMPO10784,3,0.3333333333333333
IMPO10785,0,0.0
IMPO10788,0,0.0
IMPO10796,0,0.0
IMPO10797,1,0.16666666666666666
IMPO10798,1,0.3333333333333333
IMPO10799,0,0.0
IMPO10800,1,0.5
IMPO10801,1,0.16666666666666666
IMPO10802,0,0.0
IMPO10803,1,1.0
IMPO10804,1,0.05
IMPO10805,1,0.06666666666666667
IMPO10806,3,0.3333333333333333
IMPO10808,0,0.0
IMPO10810,2,0.125
IMPO10811,1,0.3333333333333333
IMPO10813,0,0.0
IMPO10814,3,1.0
IMPO10815,0,0.0
IMPO10817,0,0.0
IMPO10818,1,0.2
IMPO10821,1,1.0
IMPO10823,0,0.0
IMPO10826,1,0.2
IMPO10827,1,1.0
IMPO10828,1,0.3333333333333333
IMPO10829,0,0.0
IMPO10830,0,0.0
IMPO10831,1,1.0
IMPO10832,1,0.3333333333333333
IMPO10833,0,0.0
IMPO10836,1,0.3333333333333333
IMPO10837,1,0.5
IMPO10838,0,0.0
IMPO10840,0,0.0
IMPO10844,2,0.4
IMPO10845,6,0.03389830508474576
IMPO10846,0,0.0
IMPO10847,1,1.0
IMPO10848,1,0.25
IMPO10849,0,0.0
IMPO10851,0,0.0
IMPO10854,0,0.0
IMPO10855,2,0.25
IMPO10856,2,0.16666666666666666
IMPO10857,2,0.3333333333333333
IMPO10858,4,0.8
IMPO10859,1,0.037037037037037035
IMPO10860,0,0.0
IMPO10861,1,0.5
IMPO10864,3,0.23076923076923078
IMPO10866,0,0.0
IMPO10868,0,0.0
IMPO10871,0,0.0
IMPO10873,0,0.0
IMPO10876,0,0.0
IMPO10877,0,0.0
IMPO10878,2,0.4
IMPO10879,0,0.0
IMPO10880,1,0.037037037037037035
IMPO10881,2,0.6666666666666666
IMPO10882,1,0.2
IMPO10883,0,0.0
IMPO10884,0,0.0
IMPO10885,2,0.5
IMPO10887,0,0.0
IMPO10888,1,0.5
IMPO10889,1,0.5
IMPO10890,1,0.16666666666666666
IMPO10892,1,0.3333333333333333
IMPO10893,2,0.5
IMPO10894,1,0.25
IMPO10895,1,0.5
IMPO10896,1,1.0
IMPO10899,4,0.12903225806451613
IMPO10900,2,0.18181818181818182
IMPO10903,3,0.15
IMPO10904,0,0.0
IMPO10905,1,0.14285714285714285
IMPO10907,0,0.0
IMPO10911,0,0.0
IMPO10914,4,0.5714285714285714
IMPO10915,0,0.0
IMPO10918,0,0.0
IMPO10920,1,0.25
IMPO10921,0,0.0
IMPO10922,2,0.5
IMPO10923,0,0.0
IMPO10925,0,0.0
IMPO10928,0,0.0
IMPO10929,1,0.25
IMPO10930,0,0.0
IMPO10934,0,0.0
IMPO10935,1,0.14285714285714285
IMPO10936,0,0.0
IMPO10938,0,0.0
IMPO10939,1,0.14285714285714285
IMPO10940,0,0.0
IMPO10941,0,0.0
IMPO10942,0,0.0
IMPO10944,1,0.3333333333333333
IMPO10945,0,0.0
IMPO10946,0,0.0
IMPO10947,1,1.0
IMPO10949,0,0.0
IMPO10951,0,0.0
IMPO10954,0,0.0
IMPO10955,0,0.0
IMPO10956,1,0.3333333333333333
IMPO10957,1,1.0
IMPO10958,3,0.42857142857142855
IMPO10959,3,0.75
IMPO10961,0,0.0
IMPO10963,0,0.0
IMPO10964,2,1.0
IMPO10965,2,0.2
IMPO10966,0,0.0
IMPO10967,1,0.058823529411764705
IMPO10968,0,0.0
IMPO10969,0,0.0
IMPO10970,2,0.2857142857142857
IMPO10972,2,0.6666666666666666
IMPO10973,2,0.07692307692307693
IMPO10975,2,0.4
IMPO10976,2,0.0058997050147492625
IMPO10978,0,0.0
IMPO10979,2,0.6666666666666666
IMPO10980,0,0.0
IMPO10983,1,0.08333333333333333
IMPO10984,3,0.5
IMPO10985,1,0.2
IMPO10987,1,0.5
IMPO10990,2,0.2857142857142857
IMPO10992,0,0.0
IMPO10993,0,0.0
IMPO10995,0,0.0
IMPO10997,0,0.0
IMPO10998,1,0.5
IMPO11000,0,0.0
IMPO11001,0,0.0
IMPO11003,0,0.0
IMPO11008,1,0.16666666666666666
IMPO11013,0,0.0
IMPO11014,0,0.0
IMPO11015,0,0.0
IMPO11016,4,0.01282051282051282
IMPO11017,0,0.0
IMPO11019,0,0.0
IMPO11021,1,0.25
IMPO11023,1,0.14285714285714285
IMPO11024,1,1.0
IMPO11025,3,0.007537688442211055
IMPO11026,0,0.0
IMPO11027,4,0.15384615384615385
IMPO11028,0,0.0
IMPO11031,0,0.0
IMPO11033,0,0.0
IMPO11034,1,0.125
IMPO11037,0,0.0
IMPO11039,0,0.0
IMPO11041,1,0.3333333333333333
IMPO11045,0,0.0
IMPO11046,0,0.0
IMPO11048,1,0.5
IMPO11049,1,0.1111111111111111
IMPO11050,0,0.0
IMPO11052,1,0.14285714285714285
IMPO11053,3,0.5
IMPO11054,0,0.0
IMPO11056,1,0.5
IMPO11058,7,0.1590909090909091
IMPO11059,2,0.6666666666666666
IMPO11062,1,0.25
IMPO11063,8,0.026402640264026403
IMPO11064,1,1.0
IMPO11065,1,0.5
IMPO11068,1,1.0
IMPO11069,1,0.3333333333333333
IMPO11070,1,1.0
IMPO11071,1,0.09090909090909091
IMPO11072,0,0.0
IMPO11073,0,0.0
IMPO11075,3,0.015957446808510637
IMPO11076,1,0.3333333333333333
IMPO11078,0,0.0
IMPO11079,0,0.0
IMPO11080,4,0.25
IMPO11084,1,1.0
IMPO11088,0,0.0
IMPO11092,1,0.1111111111111111
IMPO11093,1,0.25
IMPO11095,1,0.5
IMPO11097,0,0.0
IMPO11098,1,0.2
IMPO11101,1,0.2
IMPO11102,1,0.3333333333333333
IMPO11103,0,0.0
IMPO11104,2,0.05263157894736842
IMPO11105,1,1.0
IMPO11107,0,0.0
IMPO11110,1,0.037037037037037035
IMPO11114,0,0.0
IMPO11117,0,0.0
IMPO11118,1,0.3333333333333333
IMPO11120,3,0.25
IMPO11122,2,1.0
IMPO11123,0,0.0
IMPO11124,0,0.0
IMPO11125,0,0.0
IMPO11126,3,0.2727272727272727
IMPO11127,1,1.0
IMPO11128,0,0.0
IMPO11129,0,0.0
IMPO11130,0,0.0
IMPO11131,0,0.0
IMPO11133,1,0.16666666666666666
IMPO11135,0,0.0
IMPO11137,0,0.0
IMPO11139,2,0.6666666666666666
IMPO11140,2,0.5
IMPO11141,1,0.5
IMPO11144,0,0.0
IMPO11145,1,0.2
IMPO11147,0,0.0
IMPO11148,0,0.0
IMPO11149,0,0.0
IMPO11150,1,1.0
IMPO11151,0,0.0
IMPO11152,2,0.5
IMPO11153,0,0.0
IMPO11154,0,0.0
IMPO11155,0,0.0
IMPO11156,0,0.0
IMPO11157,1,1.0
IMPO11158,0,0.0
IMPO11160,0,0.0
IMPO11161,1,0.5
IMPO11162,1,0.5
IMPO11163,0,0.0
IMPO11166,0,0.0
IMPO11167,1,0.5
IMPO11168,1,1.0
IMPO11170,0,0.0
IMPO11171,4,0.5714285714285714
IMPO11172,0,0.0
IMPO11175,1,0.125
IMPO11176,0,0.0
IMPO11178,1,0.5
IMPO11179,2,0.4
IMPO11180,1,0.1111111111111111
IMPO11182,1,0.2
IMPO11183,0,0.0
IMPO11184,1,0.5
IMPO11185,1,0.3333333333333333
IMPO11186,1,0.125
IMPO11187,0,0.0
IMPO11188,2,0.6666666666666666
IMPO11192,1,0.125
IMPO11193,4,0.10526315789473684
IMPO11195,0,0.0
IMPO11197,2,0.4
IMPO11198,0,0.0
IMPO11200,1,0.004545454545454545
IMPO11202,2,1.0
IMPO11203,1,0.25
IMPO11204,0,0.0
IMPO11205,2,0.5
IMPO11206,0,0.0
IMPO11208,0,0.0
IMPO11209,0,0.0
IMPO11215,1,0.5
IMPO11217,1,1.0
IMPO11220,0,0.0
IMPO11222,1,0.25
IMPO11223,0,0.0
IMPO11224,0,0.0
IMPO11226,1,0.3333333333333333
IMPO11227,0,0.0
IMPO11228,1,1.0
IMPO11229,2,0.25
IMPO11232,1,0.5
IMPO11233,1,0.25
IMPO11239,0,0.0
IMPO11240,5,0.4166666666666667
IMPO11241,1,0.3333333333333333
IMPO11242,0,0.0
IMPO11245,2,0.16666666666666666
IMPO11246,0,0.0
IMPO11247,0,0.0
IMPO11249,1,0.125
IMPO11250,0,0.0
IMPO11251,0,0.0
IMPO11252,1,0.3333333333333333
IMPO11254,0,0.0
IMPO11255,0,0.0
IMPO11259,2,0.6666666666666666
IMPO11260,0,0.0
IMPO11261,3,0.375
IMPO11262,1,0.14285714285714285
IMPO11263,0,0.0
IMPO11264,1,0.5
IMPO11265,1,0.1
IMPO11266,2,0.6666666666666666
IMPO11267,0,0.0
IMPO11269,0,0.0
IMPO11270,0,0.0
IMPO11271,0,0.0
IMPO11274,2,0.6666666666666666
IMPO11275,0,0.0
IMPO11276,0,0.0
IMPO11277,0,0.0
IMPO11278,3,1.0
IMPO11279,0,0.0
IMPO11280,0,0.0
IMPO11281,1,0.5
IMPO11282,2,0.5
IMPO11283,0,0.0
IMPO11284,3,0.003194888178913738
IMPO11285,0,0.0
IMPO11286,0,0.0
IMPO11291,0,0.0
IMPO11292,0,0.0
IMPO11293,0,0.0
IMPO11294,0,0.0
IMPO11295,1,0.3333333333333333
IMPO11296,0,0.0
IMPO11297,3,0.2727272727272727
IMPO11298,1,0.25
IMPO11299,3,0.018404907975460124
IMPO11301,0,0.0
IMPO11302,0,0.0
IMPO11303,0,0.0
IMPO11306,0,0.0
IMPO11308,0,0.0
IMPO11310,0,0.0
IMPO11313,0,0.0
IMPO11315,2,0.5
IMPO11316,6,0.011857707509881422
IMPO11320,0,0.0
IMPO11321,1,0.2
IMPO11325,0,0.0
IMPO11326,2,0.4
IMPO11327,0,0.0
IMPO11328,1,0.3333333333333333
IMPO11330,1,1.0
IMPO11331,1,0.16666666666666666
IMPO11332,0,0.0
IMPO11335,1,0.3333333333333333
IMPO11337,2,0.4
IMPO11339,0,0.0
IMPO11340,1,0.3333333333333333
IMPO11341,1,0.5
IMPO11343,0,0.0
IMPO11345,2,1.0
IMPO11347,1,0.25
IMPO11348,1,0.5
IMPO11349,0,0.0
IMPO11350,0,0.0
IMPO11351,3,0.75
IMPO11352,1,1.0
IMPO11353,5,0.018315018315018316
IMPO11354,2,0.2857142857142857
IMPO11355,0,0.0
IMPO11356,3,0.375
IMPO11357,1,0.3333333333333333
IMPO11358,1,0.3333333333333333
IMPO11359,3,1.0
IMPO11360,0,0.0
IMPO11361,0,0.0
IMPO11362,1,1.0
IMPO11363,1,1.0
IMPO11365,0,0.0
IMPO11366,2,0.25
IMPO11368,0,0.0
IMPO11369,0,0.0
IMPO11371,0,0.0
IMPO11372,1,0.16666666666666666
IMPO11373,0,0.0
IMPO11374,0,0.0
IMPO11376,1,0.5
IMPO11378,0,0.0
IMPO11379,1,0.125
IMPO11380,1,1.0
IMPO11381,0,0.0
IMPO11384,0,0.0
IMPO11388,1,0.5
IMPO11389,0,0.0
IMPO11390,0,0.0
IMPO11394,7,0.03349282296650718
IMPO11396,0,0.0
IMPO11397,0,0.0
IMPO11398,0,0.0
IMPO11399,0,0.0
IMPO11401,1,0.25
IMPO11402,0,0.0
IMPO11404,0,0.0
IMPO11405,1,1.0
IMPO11409,1,1.0
IMPO11410,0,0.0
IMPO11414,0,0.0
IMPO11416,0,0.0
IMPO11420,1,0.25
IMPO11421,2,0.3333333333333333
IMPO11423,3,0.6
IMPO11424,0,0.0
IMPO11425,0,0.0
IMPO11426,0,0.0
IMPO11427,0,0.0
IMPO11430,3,0.23076923076923078
IMPO11431,2,0.3333333333333333
IMPO11432,2,0.5
IMPO11435,0,0.0
IMPO11437,1,0.3333333333333333
IMPO11439,2,0.16666666666666666
IMPO11441,0,0.0
IMPO11442,0,0.0
IMPO11443,0,0.0
IMPO11444,3,0.009230769230769232
IMPO11445,2,0.08333333333333333
IMPO11446,1,0.5
IMPO11447,0,0.0
IMPO11449,1,0.5
IMPO11450,0,0.0
IMPO11452,0,0.0
IMPO11453,0,0.0
IMPO11454,2,0.0072992700729927005
IMPO11455,0,0.0
IMPO11457,0,0.0
IMPO11458,0,0.0
IMPO11459,2,0.4
IMPO11460,1,1.0
IMPO11463,0,0.0
IMPO11464,0,0.0
IMPO11466,0,0.0
IMPO11467,0,0.0
IMPO11468,0,0.0
IMPO11469,3,0.006772009029345372
IMPO11472,2,0.5
IMPO11473,0,0.0
IMPO11474,1,1.0
IMPO11475,1,0.5
IMPO11476,0,0.0
IMPO11477,0,0.0
IMPO11478,0,0.0
IMPO11479,5,0.21739130434782608
IMPO11481,1,1.0
IMPO11482,0,0.0
IMPO11483,0,0.0
IMPO11488,0,0.0
IMPO11489,0,0.0
IMPO11490,1,0.3333333333333333
IMPO11492,0,0.0
IMPO11493,0,0.0
IMPO11494,2,1.0
IMPO11495,2,0.6666666666666666
IMPO11498,2,0.3333333333333333
IMPO11500,0,0.0
IMPO11501,1,0.16666666666666666
IMPO11502,1,0.5
IMPO11503,2,0.08333333333333333
IMPO11505,0,0.0
IMPO11508,0,0.0
IMPO11509,3,0.014354066985645933
IMPO11510,1,0.5
IMPO11511,2,0.5
IMPO11512,0,0.0
IMPO11513,1,0.14285714285714285
IMPO11514,2,0.3333333333333333
IMPO11515,0,0.0
IMPO11516,0,0.0
IMPO11517,0,0.0
IMPO11518,0,0.0
IMPO11519,1,1.0
IMPO11520,0,0.0
IMPO11524,0,0.0
IMPO11525,0,0.0
IMPO11528,0,0.0
IMPO11529,0,0.0
IMPO11532,1,0.3333333333333333
IMPO11533,2,0.16666666666666666
IMPO11535,0,0.0
IMPO11536,0,0.0
IMPO11538,1,0.5
IMPO11539,1,0.25
IMPO11542,0,0.0
IMPO11543,0,0.0
IMPO11544,0,0.0
IMPO11547,1,0.125
IMPO11551,0,0.0
IMPO11554,0,0.0
IMPO11555,0,0.0
IMPO11556,0,0.0
IMPO11557,0,0.0
IMPO11558,1,0.3333333333333333
IMPO11559,0,0.0
IMPO11562,1,0.3333333333333333
IMPO11563,0,0.0
IMPO11566,0,0.0
IMPO11569,1,1.0
IMPO11570,0,0.0
