,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
17589,OFFICE59&&8703312200,0,0
17590,OFFICE76&&8476900000,0,2
17591,OFFICE51&&8714110000,0,0
17592,OFFICE18&&8716909000,0,2
17593,OFFICE40&&5511300000,0,0
17594,OFFICE51&&3403990000,0,2
17595,OFFICE87&&8507100000,0,2
17596,OFFICE23&&8419890000,0,0
17597,OFFICE24&&8703312200,0,0
17598,OFFICE187&&2710196899,0,0
17599,OFFICE237&&4011300000,0,2
17600,OFFICE204&&8207403000,0,0
17601,OFFICE187&&7307291000,0,0
17602,OFFICE126&&3210001090,0,2
17603,OFFICE214&&2205101001,0,2
17604,OFFICE296&&6116108000,0,0
17605,OFFICE197&&8482109000,0,0
17606,OFFICE187&&8438900090,0,2
17607,OFFICE174&&8412904000,0,2
17608,OFFICE141&&3917310000,0,2
17609,OFFICE100&&4911109099,0,0
17610,OFFICE220&&8544429091,0,0
17611,OFFICE127&&8505191000,0,0
17612,OFFICE185&&8463900000,0,0
17613,OFFICE127&&8438500000,0,2
17614,OFFICE292&&7408290000,0,0
17615,OFFICE109&&8431390009,0,0
17616,OFFICE237&&8302415009,0,0
17617,OFFICE237&&8510100000,0,2
17618,OFFICE180&&8207909900,0,0
17619,OFFICE168&&9004901011,0,0
17620,OFFICE162&&4009220010,0,0
17621,OFFICE185&&4901990095,0,0
17622,OFFICE298&&1904201000,0,2
17623,OFFICE60&&8413810000,0,0
17624,OFFICE76&&9006590000,0,0
17625,OFFICE16&&2836500000,0,0
17626,OFFICE76&&3201900000,0,0
17627,OFFICE84&&2712200000,0,2
17628,OFFICE92&&7225990000,0,0
17629,OFFICE76&&2208300000,0,2
17630,OFFICE23&&6207190000,0,0
17631,OFFICE16&&9506110000,0,0
17632,OFFICE84&&2905110000,0,0
17633,OFFICE60&&4411140000,0,2
17634,OFFICE78&&8702901396,0,0
17635,OFFICE92&&7208390000,0,0
17636,OFFICE41&&8703232225,0,0
17637,OFFICE23&&8437800000,0,2
17638,OFFICE96&&3307900000,0,2
17639,OFFICE23&&3820000000,0,0
17640,OFFICE51&&8529900000,0,0
17641,OFFICE87&&8446100000,0,0
17642,OFFICE24&&8483600000,0,0
17643,OFFICE18&&7323999000,0,2
17644,OFFICE51&&2850000000,0,0
17645,OFFICE59&&8413912000,0,0
17646,OFFICE87&&9015800000,0,0
17647,OFFICE51&&2902900000,0,2
17648,OFFICE81&&8427200000,0,0
17649,OFFICE40&&6804220000,0,2
17650,OFFICE60&&2103909099,0,0
17651,OFFICE18&&7307910000,0,0
17652,OFFICE60&&3307490000,0,0
17653,OFFICE23&&8803900000,0,0
17654,OFFICE136&&6103390099,0,2
17655,OFFICE180&&5306105000,0,0
17656,OFFICE186&&9026802090,0,0
17657,OFFICE141&&3912398500,0,2
17658,OFFICE237&&4823691000,0,0
17659,OFFICE187&&8708509900,0,0
17660,OFFICE100&&3809920000,0,0
17661,OFFICE109&&8003000010,0,0
17662,OFFICE204&&4409299909,0,0
17663,OFFICE122&&8421398009,0,2
17664,OFFICE197&&8474310030,0,0
17665,OFFICE187&&8003000080,0,2
17666,OFFICE299&&8302411001,0,2
17667,OFFICE222&&6117900009,0,2
17668,OFFICE197&&3919101900,0,0
17669,OFFICE196&&8425410000,0,2
17670,OFFICE197&&8502138000,0,2
17671,OFFICE162&&8482990002,0,0
17672,OFFICE297&&5806329021,0,0
17673,OFFICE298&&4805910091,0,0
17674,OFFICE214&&7321120009,0,0
17675,OFFICE185&&9107000001,0,0
17676,OFFICE187&&8506101100,0,2
17677,OFFICE279&&6217100009,0,0
17678,OFFICE237&&8443197009,0,0
17679,OFFICE122&&2710201190,0,0
17680,OFFICE211&&4113200000,0,0
17681,OFFICE296&&7007198000,0,0
17682,OFFICE123&&6206400008,0,0
17683,OFFICE296&&4202121109,0,0
17684,OFFICE197&&8506808009,0,0
17685,OFFICE211&&2712903999,0,2
17686,OFFICE109&&8515900000,0,0
17687,OFFICE237&&5205120001,0,0
17688,OFFICE186&&7616999099,0,0
17689,OFFICE187&&8539299899,0,0
17690,OFFICE211&&1001190000,0,0
17691,OFFICE197&&5810929000,0,2
17692,OFFICE123&&8517709041,0,0
17693,OFFICE187&&7409400010,0,0
17694,OFFICE76&&8512400000,0,2
17695,OFFICE51&&8517120000,0,0
17696,OFFICE23&&9030890000,0,0
17697,OFFICE52&&3307900000,0,2
17698,OFFICE76&&2810000000,0,0
17699,OFFICE92&&5610000000,0,0
17700,OFFICE92&&4810000000,0,0
17701,OFFICE51&&6214900000,0,0
17702,OFFICE76&&8703222200,0,0
17703,OFFICE40&&3916100000,0,2
17704,OFFICE35&&8414900000,0,0
17705,OFFICE59&&2800000000,0,0
17706,OFFICE76&&9031900000,0,0
17707,OFFICE96&&5010000000,0,2
17708,OFFICE59&&2915210000,0,0
17709,OFFICE59&&8523590000,0,0
17710,OFFICE96&&3802100000,0,0
17711,OFFICE51&&3903900000,0,0
17712,OFFICE45&&2914110000,0,0
17713,OFFICE35&&8429190000,0,0
17714,OFFICE87&&9015900000,0,2
17715,OFFICE24&&8421210023,0,0
17716,OFFICE88&&2106909091,0,0
17717,OFFICE23&&8504320000,0,0
17718,OFFICE35&&3915300000,0,0
17719,OFFICE51&&2306900000,0,0
17720,OFFICE87&&8512300000,0,0
17721,OFFICE84&&2710193100,0,2
17722,OFFICE45&&9102290000,0,0
17723,OFFICE23&&2501001000,0,0
17724,OFFICE59&&7321810000,0,0
17725,OFFICE51&&402101000,0,2
17726,OFFICE88&&7507120000,0,0
17727,OFFICE94&&7323999000,0,2
17728,OFFICE41&&8471600069,0,0
17729,OFFICE94&&8703332100,0,0
17730,OFFICE76&&3913900000,0,0
17731,OFFICE204&&5208229600,0,2
17732,OFFICE162&&8704219950,0,0
17733,OFFICE168&&6302210000,0,0
17734,OFFICE100&&1901901100,0,0
17735,OFFICE174&&8517620037,0,0
17736,OFFICE210&&8536109001,0,0
17737,OFFICE186&&2840191000,0,0
17738,OFFICE136&&3212100000,0,0
17739,OFFICE134&&8471607001,0,2
17740,OFFICE186&&5806390090,0,0
17741,OFFICE168&&8443999030,0,0
17742,OFFICE162&&3901909090,1,2
17743,OFFICE168&&7204290000,0,0
17744,OFFICE237&&3210009019,0,0
17745,OFFICE197&&4801000009,0,0
17746,OFFICE127&&8484100000,0,0
17747,OFFICE127&&2827398599,0,0
17748,OFFICE237&&8536101001,0,0
17749,OFFICE197&&6903209090,0,0
17750,OFFICE187&&4805300000,0,0
17751,OFFICE168&&5514290000,0,2
17752,OFFICE134&&7008008900,0,0
17753,OFFICE214&&9020000002,0,0
17754,OFFICE298&&7320208199,0,0
17755,OFFICE185&&8481309100,0,0
17756,OFFICE168&&3301299190,0,0
17757,OFFICE101&&5402330000,0,0
17758,OFFICE186&&7326909499,0,0
17759,OFFICE185&&8536500500,0,0
17760,OFFICE234&&3214101099,0,2
17761,OFFICE59&&8467990000,0,0
17762,OFFICE59&&3920200021,0,0
17763,OFFICE34&&8514900000,0,0
17764,OFFICE88&&3903200000,0,0
17765,OFFICE35&&8418300031,0,2
17766,OFFICE34&&8708930000,0,0
17767,OFFICE59&&5512991000,0,0
17768,OFFICE51&&4811900099,0,0
17769,OFFICE51&&8484100000,0,0
17770,OFFICE45&&7005100000,0,2
17771,OFFICE84&&8467920000,0,0
17772,OFFICE45&&4805240000,0,0
17773,OFFICE59&&7210120000,0,0
17774,OFFICE81&&9020000000,0,2
17775,OFFICE96&&8412900000,0,0
17776,OFFICE60&&7308909000,0,0
17777,OFFICE51&&4820909000,0,0
17778,OFFICE59&&2207201000,0,0
17779,OFFICE96&&2833220000,0,0
17780,OFFICE96&&1302200000,0,0
17781,OFFICE41&&2506100000,0,0
17782,OFFICE59&&3904210000,0,0
17783,OFFICE66&&8476900000,0,0
17784,OFFICE59&&8308100000,0,0
17785,OFFICE223&&3824909795,0,2
17786,OFFICE197&&3823199009,0,0
17787,OFFICE113&&8512309002,0,2
17788,OFFICE298&&6104420009,0,0
17789,OFFICE220&&8716800009,0,2
17790,OFFICE100&&8518109500,0,0
17791,OFFICE140&&9032890010,0,0
17792,OFFICE298&&7302109000,0,2
17793,OFFICE186&&9021101099,0,0
17794,OFFICE187&&4016999720,0,0
17795,OFFICE197&&9503003500,0,0
17796,OFFICE289&&1902401000,0,0
17797,OFFICE168&&8308100000,0,0
17798,OFFICE123&&8516299900,0,0
17799,OFFICE204&&2402900009,0,0
17800,OFFICE180&&9018908470,0,0
17801,OFFICE210&&9405109199,0,2
17802,OFFICE174&&7212300090,0,0
17803,OFFICE127&&4819200020,0,0
17804,OFFICE123&&5208599000,0,0
17805,OFFICE126&&7320909000,0,2
17806,OFFICE134&&8424819900,0,2
17807,OFFICE296&&8481209000,0,0
17808,OFFICE298&&8504318090,0,0
17809,OFFICE237&&5402480000,0,0
17810,OFFICE180&&6505009099,0,2
17811,OFFICE109&&8537109100,0,0
17812,OFFICE41&&8442500000,0,2
17813,OFFICE78&&8517180000,0,0
17814,OFFICE40&&8541400000,0,2
17815,OFFICE51&&8212200000,0,0
17816,OFFICE35&&1901900099,0,0
17817,OFFICE87&&9616100000,0,0
17818,OFFICE60&&2836990000,0,0
17819,OFFICE76&&2918140000,0,0
17820,OFFICE45&&2710191900,0,0
17821,OFFICE92&&7208510000,0,0
17822,OFFICE94&&5901900000,0,0
17823,OFFICE76&&7610100000,0,0
17824,OFFICE76&&2929100000,0,2
17825,OFFICE66&&302640000,0,2
17826,OFFICE76&&1901900091,0,0
17827,OFFICE24&&1515909000,0,0
17828,OFFICE59&&8426190000,0,0
17829,OFFICE60&&6310900091,0,0
17830,OFFICE168&&8418999039,0,0
17831,OFFICE141&&8482109000,0,0
17832,OFFICE168&&7117900002,0,0
17833,OFFICE126&&7321119091,0,0
17834,OFFICE162&&8203400000,0,0
17835,OFFICE204&&8424813000,0,2
17836,OFFICE186&&2710194790,0,0
17837,OFFICE174&&8523511090,0,0
17838,OFFICE185&&3820000000,0,0
17839,OFFICE223&&9032200000,0,2
17840,OFFICE162&&7304900000,0,2
17841,OFFICE162&&2819100000,0,0
17842,OFFICE279&&6201990099,0,2
17843,OFFICE100&&2902190009,0,0
17844,OFFICE105&&5209320000,0,0
17845,OFFICE187&&8536201090,0,0
17846,OFFICE127&&7320208510,0,0
17847,OFFICE186&&901210005,0,2
17848,OFFICE109&&3006500000,0,0
17849,OFFICE288&&3824780000,0,0
17850,OFFICE185&&6403593900,0,0
17851,OFFICE187&&9031803809,0,0
17852,OFFICE196&&7326909889,0,2
17853,OFFICE127&&6208220003,0,0
17854,OFFICE222&&9607190000,0,0
17855,OFFICE134&&9405403590,0,0
17856,OFFICE196&&4407920000,0,0
17857,OFFICE109&&2005208001,0,0
17858,OFFICE234&&8483908900,0,0
17859,OFFICE123&&3215190000,0,0
17860,OFFICE168&&5807909010,0,0
17861,OFFICE185&&9506620009,0,0
17862,OFFICE214&&8514400000,0,0
17863,OFFICE214&&710210000,0,0
17864,OFFICE185&&9018905093,0,2
17865,OFFICE51&&3214101000,0,0
17866,OFFICE16&&9620000000,0,0
17867,OFFICE87&&5506300000,0,0
17868,OFFICE81&&8470100000,0,0
17869,OFFICE59&&8544190000,0,2
17870,OFFICE23&&2916310000,0,0
17871,OFFICE87&&8703321220,0,0
17872,OFFICE59&&7304230000,0,2
17873,OFFICE34&&8544200000,0,0
17874,OFFICE84&&9032890000,0,0
17875,OFFICE60&&8466200000,0,0
17876,OFFICE51&&8544420000,0,0
17877,OFFICE60&&3500000000,0,2
17878,OFFICE40&&3403990000,0,0
17879,OFFICE76&&3810100000,0,0
17880,OFFICE76&&6403400041,0,0
17881,OFFICE60&&8443390000,0,2
17882,OFFICE45&&4418900000,0,0
17883,OFFICE92&&8413919000,0,0
17884,OFFICE81&&8516800000,0,2
17885,OFFICE59&&8425490000,0,0
17886,OFFICE66&&8720000000,0,0
17887,OFFICE84&&7208900000,0,2
17888,OFFICE52&&8523590000,0,2
17889,OFFICE24&&8518500000,0,0
17890,OFFICE59&&8501100000,0,0
17891,OFFICE51&&8477100000,0,0
17892,OFFICE60&&8481200000,0,0
17893,OFFICE60&&8429590000,0,0
17894,OFFICE96&&404100000,0,0
17895,OFFICE88&&4805240000,0,2
17896,OFFICE92&&6406200000,0,0
17897,OFFICE185&&6206400008,0,0
17898,OFFICE237&&8534001900,0,0
17899,OFFICE180&&4811900089,0,2
17900,OFFICE168&&6402190000,0,2
17901,OFFICE127&&8003000010,0,0
17902,OFFICE105&&5605000001,0,0
17903,OFFICE117&&8517120010,0,0
17904,OFFICE204&&8482990002,0,0
17905,OFFICE204&&7612902001,0,0
17906,OFFICE127&&6116102000,0,0
17907,OFFICE141&&5203000000,0,0
17908,OFFICE134&&9001402000,0,2
17909,OFFICE220&&3924100000,0,0
17910,OFFICE204&&7216100000,0,0
17911,OFFICE186&&7907000030,0,0
17912,OFFICE180&&2931908001,0,0
17913,OFFICE289&&9031908500,0,0
17914,OFFICE299&&4821909000,0,0
17915,OFFICE204&&3915908009,0,0
17916,OFFICE162&&3402190099,0,0
17917,OFFICE168&&1202420000,0,0
17918,OFFICE113&&2710201190,0,0
17919,OFFICE185&&8536101001,0,0
17920,OFFICE185&&3907300000,0,0
17921,OFFICE298&&4203100099,0,0
17922,OFFICE162&&8708309903,0,2
17923,OFFICE197&&8471490000,0,0
17924,OFFICE298&&3923210000,0,0
17925,OFFICE297&&9029900000,0,0
17926,OFFICE185&&8541290000,0,0
17927,OFFICE168&&8708309902,0,2
17928,OFFICE297&&7410210000,0,0
17929,OFFICE162&&7009100001,0,0
17930,OFFICE127&&8715009000,0,0
17931,OFFICE66&&3004500000,0,0
17932,OFFICE24&&4810190000,0,0
17933,OFFICE51&&7606929099,0,0
17934,OFFICE96&&9603900000,0,0
17935,OFFICE23&&7603200000,0,0
17936,OFFICE24&&8516720000,0,2
17937,OFFICE88&&7007210000,0,0
17938,OFFICE84&&7901200000,0,0
17939,OFFICE92&&7604210000,0,2
17940,OFFICE92&&7603200000,0,2
17941,OFFICE81&&6207110000,0,0
17942,OFFICE76&&8465990000,0,2
17943,OFFICE51&&9018120000,0,2
17944,OFFICE94&&8438800000,0,0
17945,OFFICE24&&8447900000,0,0
17946,OFFICE40&&2207100000,0,0
17947,OFFICE92&&3912390000,0,0
17948,OFFICE51&&2501001000,1,2
17949,OFFICE152&&712909010,0,2
17950,OFFICE279&&8703229090,0,2
17951,OFFICE167&&6211421009,0,2
17952,OFFICE204&&4823908599,0,0
17953,OFFICE292&&8417201000,0,0
17954,OFFICE196&&8414208000,0,2
17955,OFFICE185&&4008219000,0,0
17956,OFFICE223&&8536699090,0,2
17957,OFFICE127&&5516130000,0,0
17958,OFFICE298&&2714900099,0,0
17959,OFFICE288&&8903101000,0,2
17960,OFFICE162&&4403209900,0,0
17961,OFFICE100&&3814009001,0,2
17962,OFFICE180&&8529909790,0,2
17963,OFFICE180&&8422400009,0,0
17964,OFFICE162&&5513490009,0,0
17965,OFFICE127&&8545200000,0,0
17966,OFFICE204&&2915705000,0,0
17967,OFFICE45&&8301400000,0,2
17968,OFFICE34&&8703242900,0,2
17969,OFFICE16&&9018900000,0,2
17970,OFFICE40&&9500000000,0,2
17971,OFFICE24&&8431430000,0,0
17972,OFFICE76&&8712000019,0,0
17973,OFFICE40&&2101110019,0,0
17974,OFFICE81&&3004500000,0,0
17975,OFFICE23&&8468800000,0,2
17976,OFFICE87&&1704100000,0,2
17977,OFFICE66&&9506400000,0,2
17978,OFFICE51&&7307910000,0,0
17979,OFFICE92&&8517610000,0,2
17980,OFFICE84&&8540120000,0,0
17981,OFFICE76&&8433900000,0,0
17982,OFFICE60&&1901100000,0,0
17983,OFFICE60&&3923290000,0,0
17984,OFFICE59&&8517620000,0,0
17985,OFFICE23&&8517120000,0,0
17986,OFFICE81&&7606129000,0,0
17987,OFFICE60&&4901100000,0,0
17988,OFFICE24&&4810000000,0,0
17989,OFFICE94&&8516720000,0,0
17990,OFFICE24&&8415100019,0,0
17991,OFFICE51&&8421210023,0,0
17992,OFFICE94&&8501610000,0,2
17993,OFFICE60&&8708290000,0,0
17994,OFFICE18&&8720000000,0,2
17995,OFFICE59&&8544420000,0,0
17996,OFFICE60&&6209900000,0,2
17997,OFFICE84&&9603210000,0,0
17998,OFFICE141&&4810130010,0,0
17999,OFFICE211&&3917320009,0,0
18000,OFFICE292&&9607110000,0,0
18001,OFFICE127&&8205700000,0,0
18002,OFFICE187&&2930401000,0,0
18003,OFFICE204&&5801220002,0,0
18004,OFFICE122&&3302909001,0,2
18005,OFFICE109&&8462211000,0,0
18006,OFFICE105&&3920992800,0,0
18007,OFFICE180&&7326909819,0,0
18008,OFFICE214&&1602311900,0,0
18009,OFFICE186&&7318153090,0,0
18010,OFFICE211&&8482109000,0,0
18011,OFFICE141&&8716400009,0,0
18012,OFFICE204&&4010320009,0,0
18013,OFFICE113&&6406906000,0,0
18014,OFFICE187&&8205909000,0,0
18015,OFFICE292&&8512200099,0,0
18016,OFFICE187&&9024101900,0,0
18017,OFFICE186&&501000000,0,0
18018,OFFICE134&&9029203800,0,0
18019,OFFICE140&&6108920003,0,2
18020,OFFICE204&&8506808009,0,0
18021,OFFICE174&&8716310000,0,0
18022,OFFICE204&&5107205900,0,0
18023,OFFICE237&&5209220000,0,0
18024,OFFICE292&&8421310000,0,0
18025,OFFICE122&&2835220000,0,0
18026,OFFICE214&&8452290001,0,2
18027,OFFICE296&&3906100009,0,0
18028,OFFICE237&&8431310001,0,0
18029,OFFICE220&&6106100009,0,0
18030,OFFICE113&&5608193000,0,0
18031,OFFICE204&&8512200092,0,0
18032,OFFICE126&&8460219000,0,0
18033,OFFICE204&&8536303000,0,0
18034,OFFICE210&&8716398090,0,0
18035,OFFICE109&&304894900,0,0
18036,OFFICE299&&6403999600,0,2
18037,OFFICE197&&8203300000,0,2
18038,OFFICE52&&1200000000,0,2
18039,OFFICE24&&7013100000,0,2
18040,OFFICE40&&8483100000,0,0
18041,OFFICE92&&3921110000,0,0
18042,OFFICE59&&5404190000,0,0
18043,OFFICE84&&8703232232,0,0
18044,OFFICE76&&4000000000,0,2
18045,OFFICE35&&3214101000,0,0
18046,OFFICE34&&8703221920,0,0
18047,OFFICE87&&1513110000,0,2
18048,OFFICE81&&8523290000,0,0
18049,OFFICE40&&8207190000,0,0
18050,OFFICE18&&9506190000,0,0
18051,OFFICE18&&7314310000,0,0
18052,OFFICE88&&8516400000,0,0
18053,OFFICE40&&3907910000,0,2
18054,OFFICE92&&8477900000,1,2
18055,OFFICE34&&8438100000,0,2
18056,OFFICE96&&7310210000,0,0
18057,OFFICE18&&8421210022,0,0
18058,OFFICE51&&3307490000,0,0
18059,OFFICE92&&3926909099,0,0
18060,OFFICE40&&8214200000,0,0
18061,OFFICE59&&8527120000,0,0
18062,OFFICE40&&2836500000,0,2
18063,OFFICE35&&4418400000,0,2
18064,OFFICE60&&4418400000,0,2
18065,OFFICE81&&5603120000,0,2
18066,OFFICE51&&8462390000,0,2
18067,OFFICE78&&910910000,0,2
18068,OFFICE187&&3403990000,0,0
18069,OFFICE180&&9603901000,0,2
18070,OFFICE186&&8507600000,0,0
18071,OFFICE233&&8483109509,0,2
18072,OFFICE180&&2941100001,0,0
18073,OFFICE298&&8547900003,0,0
18074,OFFICE297&&6302600010,0,2
18075,OFFICE109&&7315810000,0,0
18076,OFFICE204&&7418200009,0,0
18077,OFFICE168&&2835250009,0,0
18078,OFFICE243&&4420101900,0,0
18079,OFFICE109&&8418501900,0,2
18080,OFFICE162&&8423300000,0,2
18081,OFFICE134&&7005293509,0,0
18082,OFFICE168&&5516220000,0,0
18083,OFFICE223&&5603139090,0,0
18084,OFFICE162&&6203423103,0,0
18085,OFFICE141&&8504108001,0,0
18086,OFFICE214&&8703321943,0,0
18087,OFFICE185&&4107921010,0,2
18088,OFFICE168&&2849200000,0,0
18089,OFFICE122&&5402330000,0,2
18090,OFFICE204&&7113190090,0,0
18091,OFFICE186&&6908909199,0,0
18092,OFFICE122&&8542319030,0,0
18093,OFFICE296&&2941900009,0,2
18094,OFFICE127&&2914700009,0,0
18095,OFFICE220&&6110309903,0,0
18096,OFFICE18&&2009809087,0,0
18097,OFFICE96&&2207100000,0,2
18098,OFFICE76&&8471500059,0,2
18099,OFFICE40&&7606129000,0,2
18100,OFFICE84&&2905420000,0,0
18101,OFFICE41&&6211200000,0,0
18102,OFFICE78&&8703321220,0,0
18103,OFFICE16&&3907990000,0,0
18104,OFFICE24&&8422900000,0,0
18105,OFFICE40&&6510000000,0,2
18106,OFFICE60&&8480490000,0,0
18107,OFFICE76&&8504220000,0,2
18108,OFFICE92&&9401900091,0,0
18109,OFFICE96&&3920490049,0,0
18110,OFFICE60&&9710000000,0,0
18111,OFFICE59&&7325991000,0,2
18112,OFFICE92&&6307200000,0,0
18113,OFFICE24&&9405500000,0,0
18114,OFFICE59&&8441900000,0,2
18115,OFFICE76&&301990000,0,0
18116,OFFICE66&&8428900000,0,0
18117,OFFICE18&&8703241135,0,2
18118,OFFICE60&&403900099,0,2
18119,OFFICE35&&8411990000,0,0
18120,OFFICE76&&8704100019,0,0
18121,OFFICE59&&9405100000,0,2
18122,OFFICE18&&8421910000,0,2
18123,OFFICE40&&8418300031,0,2
18124,OFFICE40&&2522200000,0,0
18125,OFFICE60&&4016990000,0,0
18126,OFFICE40&&3925900000,0,0
18127,OFFICE59&&2530900000,0,0
18128,OFFICE40&&8703232232,0,0
18129,OFFICE40&&8711901000,0,0
18130,OFFICE76&&2710111000,0,0
18131,OFFICE52&&2103909091,0,0
18132,OFFICE23&&6310100011,0,0
18133,OFFICE59&&9030900000,0,0
18134,OFFICE59&&8483100000,0,2
18135,OFFICE76&&3820000000,1,2
18136,OFFICE60&&2208400000,0,2
18137,OFFICE94&&9018900000,0,2
18138,OFFICE185&&9114900099,0,2
18139,OFFICE279&&7317006040,0,2
18140,OFFICE100&&9404299000,0,2
18141,OFFICE168&&8422190001,0,0
18142,OFFICE134&&7308300000,0,0
18143,OFFICE197&&8516900090,0,0
18144,OFFICE237&&8514300091,0,0
18145,OFFICE113&&8421310000,0,0
18146,OFFICE237&&3906100009,0,0
18147,OFFICE168&&5210410000,0,0
18148,OFFICE210&&3810909001,0,2
18149,OFFICE289&&8531204000,0,2
18150,OFFICE100&&3824905000,0,0
18151,OFFICE296&&7604109000,0,0
18152,OFFICE109&&1005900000,0,0
18153,OFFICE113&&8703229050,0,2
18154,OFFICE122&&8533210000,0,0
18155,OFFICE100&&8472907092,0,0
18156,OFFICE214&&8714101000,0,0
18157,OFFICE186&&6117808049,0,0
18158,OFFICE298&&8544200099,0,0
18159,OFFICE214&&3920610000,0,0
18160,OFFICE187&&8504403019,0,2
18161,OFFICE289&&5807101090,0,0
18162,OFFICE100&&8479902000,0,2
18163,OFFICE298&&6406201000,0,0
18164,OFFICE178&&4819500000,0,0
18165,OFFICE243&&3506100000,0,0
18166,OFFICE204&&4801000001,0,0
18167,OFFICE111&&4805910099,0,0
18168,OFFICE298&&6204629009,0,0
18169,OFFICE168&&8536501996,0,0
18170,OFFICE243&&4202329009,0,0
18171,OFFICE288&&8703329091,0,2
18172,OFFICE197&&9032900000,0,0
18173,OFFICE298&&8544300010,0,0
18174,OFFICE178&&3208209090,0,0
18175,OFFICE113&&8501523010,0,2
18176,OFFICE237&&2710196899,0,0
18177,OFFICE185&&8207403000,0,0
18178,OFFICE237&&8703321961,0,2
18179,OFFICE296&&3820000000,0,0
18180,OFFICE233&&8504408200,0,0
18181,OFFICE60&&8803300000,0,0
18182,OFFICE76&&8442500000,0,0
18183,OFFICE52&&8513900000,0,0
18184,OFFICE87&&4101500000,0,0
18185,OFFICE59&&3920490049,0,0
18186,OFFICE51&&6510000000,0,0
18187,OFFICE78&&8487900000,0,0
18188,OFFICE60&&8703231923,0,2
18189,OFFICE40&&6404200022,0,2
18190,OFFICE24&&8467110000,0,2
18191,OFFICE45&&6904100000,0,0
18192,OFFICE76&&8470000000,0,2
18193,OFFICE18&&2836500000,0,0
18194,OFFICE45&&8484100000,0,0
18195,OFFICE60&&8425420000,0,0
18196,OFFICE76&&8539220000,0,0
18197,OFFICE51&&1516200021,0,0
18198,OFFICE35&&8431310000,0,2
18199,OFFICE45&&2002909000,0,0
18200,OFFICE16&&8517620000,0,0
18201,OFFICE168&&6201930008,0,2
18202,OFFICE111&&8544421010,0,0
18203,OFFICE237&&8539319001,0,0
18204,OFFICE237&&4016999110,0,0
18205,OFFICE168&&8708919907,0,0
18206,OFFICE237&&8501539900,0,0
18207,OFFICE162&&9031908500,0,0
18208,OFFICE162&&2005208001,0,0
18209,OFFICE141&&406401000,0,2
18210,OFFICE298&&2523210000,0,0
18211,OFFICE134&&7317008010,0,2
18212,OFFICE252&&6704110000,0,0
18213,OFFICE187&&8544300010,0,0
18214,OFFICE127&&6206400008,0,0
18215,OFFICE211&&3902300000,0,2
18216,OFFICE214&&8544499530,0,0
18217,OFFICE127&&8463300000,0,0
18218,OFFICE297&&4106229000,0,0
18219,OFFICE187&&8483908900,0,2
18220,OFFICE168&&2520200000,0,0
18221,OFFICE186&&8703329015,0,0
18222,OFFICE296&&8542329010,0,0
18223,OFFICE162&&8480410000,0,0
18224,OFFICE197&&8483402900,0,0
18225,OFFICE168&&8203300000,0,0
18226,OFFICE299&&3923299080,0,0
18227,OFFICE299&&9405409949,0,0
18228,OFFICE123&&7326909887,0,2
18229,OFFICE298&&9027801100,0,0
18230,OFFICE210&&3815199000,0,0
18231,OFFICE237&&8704219911,0,0
18232,OFFICE237&&8413308010,0,2
18233,OFFICE237&&8505199000,0,0
18234,OFFICE127&&7010907112,0,0
18235,OFFICE197&&7324100000,0,0
18236,OFFICE92&&2710193200,0,0
18237,OFFICE88&&2207209000,0,0
18238,OFFICE76&&603110000,0,2
18239,OFFICE40&&8419900000,0,0
18240,OFFICE88&&2920900000,0,0
18241,OFFICE59&&8481400000,0,0
18242,OFFICE81&&7606119000,0,0
18243,OFFICE51&&9600000000,0,0
18244,OFFICE92&&8518290000,0,2
18245,OFFICE51&&4202110010,0,0
18246,OFFICE34&&2833190000,0,0
18247,OFFICE23&&8452290000,0,0
18248,OFFICE35&&4418200000,0,0
18249,OFFICE59&&2309909000,0,0
18250,OFFICE76&&8480600000,0,0
18251,OFFICE66&&4010110000,0,0
18252,OFFICE88&&8432800000,0,2
18253,OFFICE92&&8480490000,0,0
18254,OFFICE78&&8702902099,0,0
18255,OFFICE94&&9603400000,0,0
18256,OFFICE60&&1904200021,0,0
18257,OFFICE45&&8705400000,0,0
18258,OFFICE23&&2922430000,0,0
18259,OFFICE59&&2520200000,0,0
18260,OFFICE24&&8415100011,0,0
18261,OFFICE59&&8421390000,0,0
18262,OFFICE92&&1105200000,0,2
18263,OFFICE52&&8421290000,0,0
18264,OFFICE78&&8438100000,0,0
18265,OFFICE88&&2835250000,0,2
18266,OFFICE298&&3307410000,0,0
18267,OFFICE127&&6203499099,0,2
18268,OFFICE167&&8544429011,0,0
18269,OFFICE140&&8533210000,0,0
18270,OFFICE279&&3923299080,0,0
18271,OFFICE109&&2710199990,0,2
18272,OFFICE113&&7322190001,0,2
18273,OFFICE222&&7308905900,0,0
18274,OFFICE109&&8511500008,0,0
18275,OFFICE220&&4821909000,0,0
18276,OFFICE187&&4009110019,0,0
18277,OFFICE100&&3207408509,0,2
18278,OFFICE222&&6203431909,0,0
18279,OFFICE162&&4810140010,0,0
18280,OFFICE298&&6117100090,0,0
18281,OFFICE117&&6204631809,0,0
18282,OFFICE127&&4010350090,0,0
18283,OFFICE197&&8478900000,0,0
18284,OFFICE122&&8302490009,0,0
18285,OFFICE296&&8532290009,0,0
