,IMPORTER.TIN&&TARIFF.CODE,IMPORTER.TIN&&TARIFF.CODE_illicit_Qsum,IMPORTER.TIN&&TARIFF.CODE_illicit_Qrate
43433,IMPO12168&&4823908593,0,0
43434,IMPO17772&&6205908098,0,0
43435,IMPO15533&&5209420000,0,0
43436,IMP967117&&8703331226,0,0
43437,IMP341307&&8474800000,0,0
43438,IMP352883&&8703331928,0,0
43439,IMP478176&&8703232225,0,0
43440,IMP249306&&8702901192,0,0
43441,IMP413706&&8703241932,0,0
43442,IMP430326&&8703222200,0,0
43443,IMP367893&&8437900000,0,0
43444,IMP832586&&7214200000,0,0
43445,IMP267262&&7323100000,0,0
43446,IMP764499&&8703332900,0,0
43447,IMP531814&&2508100000,0,0
43448,IMP759377&&8703231221,0,0
43449,IMP131933&&2836500000,0,0
43450,IMP821467&&8703241128,0,0
43451,IMP632758&&8422900000,0,0
43452,IMP130305&&303790000,0,0
43453,IMP605931&&8703210011,0,0
43454,IMP538161&&8702101319,0,0
43455,IMP484557&&8703222900,0,0
43456,IMP284988&&8703900000,0,0
43457,IMP120631&&8702902097,0,0
43458,IMP222671&&3917239000,0,0
43459,IMP310321&&8704212025,0,0
43460,IMP251841&&4802570000,0,0
43461,IMP450852&&4802580000,0,0
43462,IMP152810&&8704231122,0,0
43463,IMP346276&&3903200000,0,0
43464,IMP683347&&8704232000,0,0
43465,IMP325910&&3307200000,0,0
43466,IMP361374&&8703242100,0,0
43467,IMP459251&&804100000,0,0
43468,IMP589573&&8703242100,0,0
43469,IMP150295&&8704231122,0,0
43470,IMP915153&&3004900000,0,0
43471,IMP826887&&8412900000,0,0
43472,IMP302697&&8704231924,0,0
43473,IMP863867&&8703231119,0,0
43474,IMP908235&&3802900000,0,0
43475,IMP417452&&8703232926,0,0
43476,IMP697497&&8703242900,0,0
43477,IMP577611&&8704100019,0,0
43478,IMP392040&&5801900000,0,0
43479,IMP672359&&8437900000,0,0
43480,IMP439441&&3500000000,0,0
43481,IMP124597&&8704900099,0,0
43482,IMP527385&&8703332900,0,0
43483,IMP720753&&3004200000,0,0
43484,IMP781895&&8535100000,0,0
43485,IMP804930&&8506500000,0,0
43486,IMP726222&&8309900099,0,0
43487,IMP766474&&8523290000,0,0
43488,IMP685554&&8517180000,0,0
43489,IMP845278&&3004900000,0,0
43490,IMP475311&&6908900000,0,0
43491,IMP775098&&8504900000,0,0
43492,IMP222362&&7308300000,0,0
43493,IMP711142&&8703321220,0,0
43494,IMP156950&&5801900000,0,0
43495,IMP342262&&8703241128,0,0
43496,IMP231262&&8703321922,0,0
43497,IMP377365&&303790000,0,0
43498,IMP993456&&8704212025,0,0
43499,IMP187870&&8704231122,0,0
43500,IMP902662&&1108120012,0,0
43501,IMP342415&&8703332200,0,0
43502,IMP798907&&8703332100,0,0
43503,IMP480452&&8448320000,0,0
43504,IMP887829&&2804690000,0,0
43505,IMP219830&&7005210000,0,0
43506,IMP870219&&9027800000,0,0
43507,IMP503241&&8427100000,0,0
43508,IMP135970&&8703332900,0,0
43509,IMP802164&&8703210011,0,0
43510,IMP831109&&8452290000,0,0
43511,IMP553254&&7604210000,0,0
43512,IMP715356&&3004900000,0,0
43513,IMPO12359&&4821901000,0,0
43514,IMPO10156&&7616999099,0,0
43515,IMPO11129&&8708999799,0,0
43516,IMPO17088&&7419999099,0,0
43517,IMPO19006&&8501310001,0,0
43518,IMPO12167&&8438900090,0,0
43519,IMPO17058&&6406209000,0,0
43520,IMPO19886&&3923100000,0,0
43521,IMPO19224&&9403700000,0,0
43522,IMPO11204&&3923100000,0,0
43523,IMPO18612&&9005900090,0,0
43524,IMPO17678&&2918290001,0,0
43525,IMPO10005&&8536901099,0,0
43526,IMPO19469&&4008219000,0,0
43527,IMPO10166&&8542399090,0,0
43528,IMPO13153&&8443999040,0,0
43529,IMPO18472&&8704219941,0,0
43530,IMPO14627&&4415202001,0,0
43531,IMPO12897&&8536490010,0,0
43532,IMPO15698&&8477809909,0,0
43533,IMPO15520&&8421310000,0,0
43534,IMPO17679&&8716398090,0,0
43535,IMPO19590&&4819100000,0,0
43536,IMPO10437&&4823904090,0,0
43537,IMPO13025&&3204120000,0,0
43538,IMPO11240&&6211434203,0,0
43539,IMPO15135&&4113200000,0,0
43540,IMPO12616&&7419999099,0,0
43541,IMPO10976&&8708939009,0,0
43542,IMPO15485&&8541100000,0,0
43543,IMPO11274&&7308909809,0,0
43544,IMPO18212&&7007212010,0,0
43545,IMPO12161&&8441901000,0,0
43546,IMPO18960&&5807109010,0,0
43547,IMPO13097&&5402330000,0,0
43548,IMPO17282&&3214101099,0,0
43549,IMPO19898&&3004900019,0,0
43550,IMPO18089&&6204629009,0,0
43551,IMPO14730&&8511400009,0,0
43552,IMPO17115&&2710194790,0,0
43553,IMPO11779&&4016930000,0,0
43554,IMPO14081&&4823908596,0,0
43555,IMPO15338&&8481809998,0,0
43556,IMPO11058&&5407840000,0,0
43557,IMPO11353&&6201139007,0,0
43558,IMPO10529&&7321900030,0,0
43559,IMPO10763&&5209320000,0,0
43560,IMPO13095&&8482500000,0,0
43561,IMPO19263&&7318210000,0,0
43562,IMPO12535&&3926300000,0,0
43563,IMPO18445&&7320208199,0,0
43564,IMPO16400&&8479908000,0,0
43565,IMPO12794&&8465911080,0,0
43566,IMPO18435&&2106905900,0,0
43567,IMPO14577&&5007206910,0,0
43568,IMPO19414&&8437900009,0,0
43569,IMPO16898&&3814009001,0,0
43570,IMPO13975&&9031908500,0,0
43571,IMPO16887&&9001900000,0,0
43572,IMPO18212&&7616999099,0,0
43573,IMPO12054&&9031809899,0,0
43574,IMPO12319&&8507800000,0,0
43575,IMPO15783&&9028309000,0,0
43576,IMPO14334&&5807109010,0,0
43577,IMPO10923&&6001920009,0,0
43578,IMPO14670&&8708299002,0,0
43579,IMPO11197&&8511100000,0,0
43580,IMPO16721&&5402440000,0,0
43581,IMPO15928&&7211908000,0,0
43582,IMPO15681&&4814901000,0,0
43583,IMP397262&&8702101319,0,0
43584,IMP244234&&7210900000,0,0
43585,IMP826145&&8528721100,0,0
43586,IMP474316&&8473300000,0,0
43587,IMP229787&&4800000000,0,0
43588,IMP182858&&5007200000,0,0
43589,IMP152810&&8419900000,0,0
43590,IMP558194&&8702902099,0,0
43591,IMP393792&&8714190000,0,0
43592,IMP828157&&8441100000,0,0
43593,IMP278851&&8703232926,0,0
43594,IMP775248&&8532290000,0,0
43595,IMP434478&&7326200000,0,0
43596,IMP237401&&8704232000,0,0
43597,IMP173113&&8703232926,0,0
43598,IMP550426&&3402900000,0,0
43599,IMP981519&&402211000,0,0
43600,IMP624912&&8703242100,0,0
43601,IMP273846&&6904900000,0,0
43602,IMP707709&&8704322000,0,0
43603,IMP662947&&8703900000,0,0
43604,IMP399767&&8703210011,0,0
43605,IMP857248&&4000000000,0,0
43606,IMP772225&&8703241128,0,0
43607,IMP593725&&8716909000,0,0
43608,IMP282068&&8421310000,0,0
43609,IMP475862&&8415830000,0,0
43610,IMP972057&&7308201000,0,0
43611,IMP119457&&2106909091,0,0
43612,IMP454926&&8704232000,0,0
43613,IMP458839&&8422200000,0,0
43614,IMP822748&&8703241128,0,0
43615,IMP745880&&8703232225,0,0
43616,IMP723934&&8702101319,0,0
43617,IMP508826&&6116920094,0,0
43618,IMP732356&&8711201000,0,0
43619,IMP264788&&8704222000,0,0
43620,IMP785321&&8515110000,0,0
43621,IMP494027&&5207101000,0,0
43622,IMP911330&&8703242100,0,0
43623,IMP500696&&3204170000,0,0
43624,IMP694789&&8414590000,0,0
43625,IMP565314&&808100000,0,0
43626,IMP187117&&8473300000,0,0
43627,IMP606775&&8703222900,0,0
43628,IMP296774&&8207190000,0,0
43629,IMPO15413&&3917320009,0,0
43630,IMPO18193&&3215900099,0,0
43631,IMPO13340&&9607190000,0,0
43632,IMPO12343&&4707909000,0,0
43633,IMPO19037&&2710194810,0,0
43634,IMPO11510&&4801000001,0,0
43635,IMPO15667&&3204110000,0,0
43636,IMPO15403&&8704219941,0,0
43637,IMPO11620&&6204420009,0,0
43638,IMPO19253&&5604100000,0,0
43639,IMPO10621&&9613800090,0,0
43640,IMPO17282&&9025804090,0,0
43641,IMPO16058&&9607190000,0,0
43642,IMPO15502&&8517709049,0,0
43643,IMPO13210&&4811900010,0,0
43644,IMPO14518&&5402330000,0,0
43645,IMPO18435&&5903209000,0,0
43646,IMPO19547&&8420918000,0,0
43647,IMPO14455&&3901209000,0,0
43648,IMPO14376&&8536908599,0,0
43649,IMPO17592&&9026108909,0,0
43650,IMPO11498&&3901209000,0,0
43651,IMPO15255&&1902401000,0,0
43652,IMPO15487&&5401101200,0,0
43653,IMPO16473&&8538909909,0,0
43654,IMPO19557&&6204629009,0,0
43655,IMPO17497&&8708299009,0,0
43656,IMPO13218&&3923100000,0,0
43657,IMPO15487&&6004100000,0,0
43658,IMPO18157&&8482300000,0,0
43659,IMPO12303&&3901209000,0,0
43660,IMPO16059&&4821909000,0,0
43661,IMPO14894&&4202121109,0,0
43662,IMPO10958&&6204623108,0,0
43663,IMPO14695&&7005213009,0,0
43664,IMPO14713&&9018908439,0,0
43665,IMPO19677&&8452900009,0,0
43666,IMPO12180&&9603401000,0,0
43667,IMPO16351&&3919900000,0,0
43668,IMPO19677&&5209410000,0,0
43669,IMPO12494&&5806200000,0,0
43670,IMPO19919&&2906190009,0,0
43671,IMPO13723&&6217900009,0,0
43672,IMPO16524&&6805200000,0,0
43673,IMPO13919&&4418600000,0,0
43674,IMPO16403&&8447900004,0,0
43675,IMPO17009&&8418690020,0,0
43676,IMPO11509&&8421990020,0,0
43677,IMPO15634&&3302909009,0,0
43678,IMPO12916&&8409910003,0,0
43679,IMPO16338&&8528510000,0,0
43680,IMPO12577&&5209390000,0,0
43681,IMPO11679&&7017900000,0,0
43682,IMPO19006&&8704213969,0,0
43683,IMPO12117&&3906909099,0,0
43684,IMPO15666&&3915908009,0,0
43685,IMPO18139&&8714109009,0,0
43686,IMPO18212&&8421990090,0,0
43687,IMPO10155&&8471490000,0,0
43688,IMPO11394&&8542399090,0,0
43689,IMPO16995&&8479908000,0,0
43690,IMPO11200&&8704219941,0,0
43691,IMPO19833&&8536501993,0,0
43692,IMP299362&&8703900000,0,0
43693,IMP441179&&8703231119,0,0
43694,IMP281288&&8504210000,0,0
43695,IMP447299&&8703331124,0,0
43696,IMP120631&&4901100000,0,0
43697,IMP665827&&8703231221,0,0
43698,IMP822418&&8711101000,0,0
43699,IMP818610&&8473300000,0,0
43700,IMP400091&&2905110000,0,0
43701,IMP591515&&8441100000,0,0
43702,IMP467476&&4418200000,0,0
43703,IMP448340&&8212100000,0,0
43704,IMP450969&&5901100000,0,0
43705,IMP677211&&8703232124,0,0
43706,IMP782893&&1702900000,0,0
43707,IMP939689&&8484100000,0,0
43708,IMP771455&&5603110000,0,0
43709,IMP177855&&8535400000,0,0
43710,IMP317314&&8703231221,0,0
43711,IMP689966&&2207100000,0,0
43712,IMP887751&&8703232926,0,0
43713,IMP393540&&8703231221,0,0
43714,IMP423881&&210990000,0,0
43715,IMP888665&&3824600000,0,0
43716,IMP442440&&8703231221,0,0
43717,IMP810915&&8703231119,0,0
43718,IMP546339&&3923500000,0,0
43719,IMP444410&&8703222900,0,0
43720,IMP181309&&2204100000,0,0
43721,IMP189115&&712900000,0,0
43722,IMP344685&&7216310000,0,0
43723,IMP604387&&8308900000,0,0
43724,IMP719698&&8529900000,0,0
43725,IMP811925&&8702902099,0,0
43726,IMP612872&&9405100000,0,0
43727,IMP786141&&8703222100,0,0
43728,IMP425417&&4202120012,0,0
43729,IMP995597&&8703321220,0,0
43730,IMP226461&&1904200021,0,0
43731,IMP534023&&2401100000,0,0
43732,IMP901000&&2909430000,0,0
43733,IMP185242&&8704231924,0,0
43734,IMP122694&&9506400000,0,0
43735,IMP220018&&6208910000,0,0
43736,IMP989918&&8702101319,0,0
43737,IMP152015&&9401800089,0,0
43738,IMP790904&&8704322000,0,0
43739,IMP614163&&7217200021,0,0
43740,IMP747754&&5801900000,0,0
43741,IMP434629&&3811210000,0,0
43742,IMP377243&&6907900000,0,0
43743,IMP474078&&4805500000,0,0
43744,IMP775888&&8703331226,0,0
43745,IMP387073&&8703321922,0,0
43746,IMP801209&&8703321922,0,0
43747,IMP915122&&7610100000,0,0
43748,IMP395717&&8703321220,0,0
43749,IMP440129&&8703242900,0,0
43750,IMP765282&&8704900099,0,0
43751,IMP837693&&8708100000,0,0
43752,IMP386453&&8545200000,0,0
43753,IMP230286&&3921190000,0,0
43754,IMP368858&&8703900000,0,0
43755,IMP260504&&8703232926,0,0
43756,IMP678579&&8703231221,0,0
43757,IMP734300&&3206490000,0,0
43758,IMP964907&&7318160000,0,0
43759,IMP138552&&8703332900,0,0
43760,IMP526545&&8703241128,0,0
43761,IMP820463&&7314200000,0,0
43762,IMPO10421&&5208430000,0,0
43763,IMPO10622&&4819100000,0,0
43764,IMPO10618&&8443999040,0,0
43765,IMPO18498&&2901220009,0,0
43766,IMPO14035&&3923210000,0,0
43767,IMPO13205&&8511400009,0,0
43768,IMPO13263&&8415900090,0,0
43769,IMPO10113&&6217900009,0,0
43770,IMPO18238&&8413504000,0,0
43771,IMPO17707&&2907290000,0,0
43772,IMPO15115&&8413810090,0,0
43773,IMPO16630&&9403601009,0,0
43774,IMPO10005&&8704219941,0,0
43775,IMPO17253&&7616999099,0,0
43776,IMPO10477&&8708299009,0,0
43777,IMPO16089&&4415209000,0,0
43778,IMPO12979&&8207209000,0,0
43779,IMPO11001&&7007212010,0,0
43780,IMPO15276&&4906000000,0,0
43781,IMPO15880&&8308200001,0,0
43782,IMPO10145&&3926909229,0,0
43783,IMPO11619&&5401101600,0,0
43784,IMPO18822&&8301700090,0,0
43785,IMPO15916&&5513210000,0,0
43786,IMPO14180&&8302411009,0,0
43787,IMPO13213&&8707909003,0,0
43788,IMPO17091&&9610000000,0,0
43789,IMPO18764&&8443321020,0,0
43790,IMPO12591&&3907400000,0,0
43791,IMPO15253&&6217900009,0,0
43792,IMPO15442&&6502000090,0,0
43793,IMPO11033&&3405909099,0,0
43794,IMPO13450&&3812209000,0,0
43795,IMPO18194&&4016930000,0,0
43796,IMPO19818&&8443321090,0,0
43797,IMPO14533&&9405602000,0,0
43798,IMPO13598&&8703319090,0,0
43799,IMPO15698&&7323990001,0,0
43800,IMPO10755&&406303900,0,0
43801,IMPO12616&&3506100000,0,0
43802,IMPO10680&&7318153050,0,0
43803,IMPO11200&&6406909099,0,0
43804,IMPO15765&&6204623909,0,0
43805,IMPO13644&&4811590040,0,0
43806,IMPO14627&&3919900000,0,0
43807,IMPO12119&&5512999001,0,0
43808,IMPO18804&&8512200099,0,0
43809,IMPO16232&&8523499900,0,0
43810,IMPO16962&&4010320009,0,0
43811,IMPO13800&&8431100003,0,0
43812,IMPO19159&&9606210000,0,0
43813,IMPO11999&&8538901100,0,0
43814,IMPO17036&&8452900009,0,0
43815,IMPO18306&&6005909090,0,0
43816,IMPO15107&&7321900010,0,0
43817,IMP746629&&8481400000,0,0
43818,IMP808861&&5801100000,0,0
43819,IMP300528&&5007900000,0,0
43820,IMP846617&&8703241128,0,0
43821,IMP380533&&2801200000,0,0
43822,IMP530305&&8703231119,0,0
43823,IMP522479&&5204190000,0,0
43824,IMP581691&&8704322000,0,0
43825,IMP514650&&808100000,0,0
43826,IMP447299&&1905320000,0,0
43827,IMP197215&&9006590000,0,0
43828,IMP256992&&8438300000,0,0
43829,IMP801156&&3808911099,0,0
43830,IMP832758&&8512200000,0,0
43831,IMP275263&&4002110000,0,0
43832,IMP776666&&3901900000,0,0
43833,IMP989938&&8703321922,0,0
43834,IMP872842&&8703331124,0,0
43835,IMP887038&&3104900000,0,0
43836,IMP436344&&8703231119,0,0
43837,IMP606775&&8703242900,0,0
43838,IMP159962&&8703331226,0,0
43839,IMP484688&&6506100000,0,0
43840,IMP904574&&8704900099,0,0
43841,IMP617119&&8438900000,0,0
43842,IMP102504&&9403200000,0,0
43843,IMP592777&&8703321220,0,0
43844,IMP773585&&8703331226,0,0
43845,IMP123397&&5407810000,0,0
43846,IMP835348&&5604100000,0,0
43847,IMP347300&&8473300000,0,0
43848,IMP129307&&8704212025,0,0
43849,IMP261529&&8703242100,0,0
43850,IMP810922&&8704321118,0,0
43851,IMP267369&&3901900000,0,0
43852,IMP317314&&8702102029,0,0
43853,IMP229553&&8702901293,0,0
43854,IMP317454&&3907910000,0,0
43855,IMP798907&&7604210000,0,0
43856,IMP522051&&4202120012,0,0
43857,IMP862337&&8704212025,0,0
43858,IMP668496&&8703331226,0,0
43859,IMP712264&&8704311114,0,0
43860,IMP444837&&8704212025,0,0
43861,IMP645194&&8714940000,0,0
43862,IMP276514&&8703232225,0,0
43863,IMP777088&&8703241128,0,0
43864,IMP451956&&8703321922,0,0
43865,IMP179746&&8532100000,0,0
43866,IMP569562&&8703900000,0,0
43867,IMP674947&&9603900000,0,0
43868,IMP142564&&3004900000,0,0
43869,IMP495624&&8447900000,0,0
43870,IMP663721&&4804390000,0,0
43871,IMP670787&&8703241128,0,0
43872,IMP241735&&3808920000,0,0
43873,IMP738054&&8704231924,0,0
43874,IMP921050&&5207101000,0,0
43875,IMP219374&&8703221917,0,0
43876,IMP446810&&4819400000,0,0
43877,IMP597213&&2909430000,0,0
43878,IMPO12301&&7318159050,0,0
43879,IMPO18538&&8536908591,0,0
43880,IMPO10423&&8704219941,0,0
43881,IMPO16200&&7616100001,0,0
43882,IMPO16595&&8529902090,0,0
43883,IMPO12939&&7616999099,0,0
43884,IMPO14764&&3917390009,0,0
43885,IMPO13205&&5207100001,0,0
43886,IMPO15279&&6309000002,0,0
43887,IMPO12372&&8703229090,0,0
43888,IMPO11026&&6114200001,0,0
43889,IMPO11013&&8308200001,0,0
43890,IMPO15988&&3302109000,0,0
43891,IMPO19132&&3923509001,0,0
43892,IMPO12066&&2710194890,0,0
43893,IMPO16917&&5402330000,0,0
43894,IMPO19396&&4202321009,0,0
43895,IMPO18906&&4015190009,0,0
43896,IMPO13532&&8213000001,0,0
43897,IMPO19250&&9031908500,0,0
43898,IMPO17413&&7217109010,0,0
43899,IMPO17871&&5401101600,0,0
43900,IMPO17115&&4415202001,0,0
43901,IMPO12775&&9603309000,0,0
43902,IMPO18041&&5903909100,0,0
43903,IMPO16059&&1602209000,0,0
43904,IMPO19604&&3926909799,0,0
43905,IMPO15501&&9021391000,0,0
43906,IMPO12920&&8703319090,0,0
43907,IMPO18788&&2904100000,0,0
43908,IMPO14821&&4415202001,0,0
43909,IMPO15809&&8443999040,0,0
43910,IMPO11120&&8467298501,0,0
43911,IMP321260&&8517180000,0,0
43912,IMP810695&&808100000,0,0
43913,IMP857701&&8517180000,0,0
43914,IMP722083&&2820000000,0,0
43915,IMP790356&&8703210011,0,0
43916,IMP147114&&8704232000,0,0
43917,IMP468811&&4901999000,0,0
43918,IMP679260&&8413200000,0,0
43919,IMP120631&&7418190000,0,0
43920,IMP939190&&2103909099,0,0
43921,IMP233628&&5801900000,0,0
43922,IMP178690&&8703900000,0,0
43923,IMP668804&&8704211924,0,0
43924,IMP480124&&8703321922,0,0
43925,IMP783930&&7323100000,0,0
43926,IMP122694&&8703242100,0,0
43927,IMP300514&&9401800081,0,0
43928,IMP532907&&8517180000,0,0
43929,IMP671861&&8703242100,0,0
43930,IMP671244&&7418190000,0,0
43931,IMP715456&&8704322000,0,0
43932,IMP596580&&8703332100,0,0
43933,IMP354522&&2914130000,0,0
43934,IMP919450&&9505900000,0,0
43935,IMP855449&&7209900000,0,0
43936,IMP318947&&4503900000,0,0
43937,IMP385327&&8704322000,0,0
43938,IMP146540&&8501310000,0,0
43939,IMP761339&&2902900000,0,0
43940,IMP493582&&8466940000,0,0
43941,IMP896207&&3204110000,0,0
43942,IMP129307&&6907900000,0,0
43943,IMP546339&&8703222100,0,0
43944,IMP183408&&8536200000,0,0
43945,IMP210189&&4811900099,0,0
43946,IMP514711&&8704322000,0,0
43947,IMP614620&&8706001300,0,0
43948,IMP592970&&6704190000,0,0
43949,IMP159962&&8309900092,0,0
43950,IMP457493&&8703231221,0,0
43951,IMP465411&&6908900000,0,0
43952,IMP833174&&8430500000,0,0
43953,IMP179934&&8703241128,0,0
43954,IMP845208&&8703900000,0,0
43955,IMP326635&&8703331226,0,0
43956,IMP300282&&8703241128,0,0
43957,IMP978328&&8421230000,0,0
43958,IMP633501&&8703222100,0,0
43959,IMP962202&&7309009000,0,0
43960,IMP527470&&8703222900,0,0
43961,IMP585415&&1516200021,0,0
43962,IMP879781&&8702101319,0,0
43963,IMP592777&&8703242900,0,0
43964,IMP352883&&303790000,0,0
43965,IMP129307&&8702101216,0,0
43966,IMP842503&&3811190000,0,0
43967,IMP425679&&8539290000,0,0
43968,IMP439370&&4802570000,0,0
43969,IMP327159&&5801900000,0,0
43970,IMP442946&&8703232926,0,0
43971,IMPO18806&&6110309903,0,0
43972,IMPO15882&&3402190099,0,0
43973,IMPO13571&&5604100000,0,0
43974,IMPO18212&&4911101000,0,0
43975,IMPO18097&&8704219190,0,0
43976,IMPO16184&&8541100000,0,0
43977,IMPO15500&&7321119091,0,0
43978,IMPO11245&&3920491000,0,0
43979,IMPO19861&&2833298009,0,0
43980,IMPO11200&&4821901000,0,0
43981,IMPO19318&&3923301000,0,0
43982,IMPO18560&&3919900000,0,0
43983,IMPO13613&&8302411009,0,0
43984,IMPO10224&&2710199928,0,0
43985,IMPO17906&&5807109010,0,0
43986,IMPO19080&&8511500007,0,0
43987,IMPO19080&&8411222000,0,0
43988,IMPO10797&&3501109000,0,0
43989,IMPO17746&&3919900000,0,0
43990,IMPO10723&&8511100000,0,0
43991,IMPO17720&&2843210000,0,0
43992,IMPO17936&&3302109000,0,0
43993,IMPO11443&&3401110099,0,0
43994,IMPO13495&&3809910000,0,0
43995,IMPO18141&&4821109000,0,0
43996,IMPO19182&&8541100000,0,0
43997,IMPO15859&&8483908900,0,0
43998,IMPO12200&&9606220000,0,0
43999,IMPO10541&&8504408200,0,0
44000,IMPO12118&&7219221000,0,0
44001,IMPO12200&&7412200000,0,0
44002,IMPO19840&&7307910000,0,0
44003,IMPO14039&&8205510000,0,0
44004,IMPO13467&&7307910000,0,0
44005,IMPO18476&&9031809899,0,0
44006,IMPO13967&&6804100090,0,0
44007,IMPO11944&&4819200090,0,0
44008,IMPO10281&&2403999005,0,0
44009,IMPO11976&&6108310007,0,0
44010,IMPO19185&&3920208009,0,0
44011,IMPO16373&&6108210009,0,0
44012,IMPO19253&&8409990009,0,0
44013,IMPO14138&&105940000,0,0
44014,IMPO14146&&8483109509,0,0
44015,IMPO18606&&6406909099,0,0
44016,IMPO12034&&3813000001,0,0
44017,IMPO19182&&8504901801,0,0
44018,IMPO13936&&9405403590,0,0
44019,IMPO17778&&5806200000,0,0
44020,IMPO11376&&8704213961,0,0
44021,IMPO15058&&3824909209,0,0
44022,IMPO18361&&4821909000,0,0
44023,IMPO18189&&8307900009,0,0
44024,IMPO10281&&7010909112,0,0
44025,IMPO14455&&8481209000,0,0
44026,IMPO18597&&8708939009,0,0
44027,IMP254926&&4902900000,0,0
44028,IMP830465&&8302410000,0,0
44029,IMP969631&&2917350000,0,0
44030,IMP778727&&8703242100,0,0
44031,IMP654182&&8704322000,0,0
44032,IMP552686&&8703241128,0,0
44033,IMP894370&&9032890000,0,0
44034,IMP921674&&8471800089,0,0
44035,IMP219402&&8703331928,0,0
44036,IMP439866&&7323100000,0,0
44037,IMP524345&&8703241128,0,0
44038,IMP412489&&2835250000,0,0
44039,IMP781588&&3304990000,0,0
44040,IMP715022&&8703242100,0,0
44041,IMP765832&&3917401000,0,0
44042,IMP898242&&8484900000,0,0
44043,IMP412417&&804100000,0,0
44044,IMP317376&&8703232926,0,0
44045,IMP674947&&8703231221,0,0
44046,IMP667381&&8536700000,0,0
44047,IMP481249&&8703231119,0,0
44048,IMP969600&&8473300000,0,0
44049,IMP839484&&8471700079,0,0
44050,IMP225508&&9021100000,0,0
44051,IMP271605&&7614900000,0,0
44052,IMP703936&&808100000,0,0
44053,IMP522479&&8703231221,0,0
44054,IMP809423&&8703232225,0,0
44055,IMP271556&&8703231119,0,0
44056,IMP421372&&8440100000,0,0
44057,IMP525688&&8537200000,0,0
44058,IMP567018&&8703900000,0,0
44059,IMP288242&&8703231119,0,0
44060,IMP805116&&8703321922,0,0
44061,IMP790614&&8517180000,0,0
44062,IMP381347&&5007200000,0,0
44063,IMP455270&&7326909099,0,0
44064,IMP475495&&6310100011,0,0
44065,IMP336033&&8703242900,0,0
44066,IMP871286&&8703321922,0,0
44067,IMP317314&&8703232225,0,0
44068,IMP730169&&8517180000,0,0
44069,IMP243487&&8703232225,0,0
44070,IMP916273&&2005510000,0,0
44071,IMP866794&&9506910000,0,0
44072,IMP589584&&8703222900,0,0
44073,IMP987414&&8703331928,0,0
44074,IMP179534&&2918140000,0,0
44075,IMP192525&&8544420000,0,0
44076,IMP254390&&8703332100,0,0
44077,IMP456000&&8703331226,0,0
44078,IMP825800&&8421230000,0,0
44079,IMP668739&&8703232926,0,0
44080,IMP787442&&8517180000,0,0
44081,IMP475215&&2939410000,0,0
44082,IMP753327&&3209101000,0,0
44083,IMP414024&&8703231119,0,0
44084,IMP207026&&8457100000,0,0
44085,IMP591727&&8205900000,0,0
44086,IMP711503&&9018310000,0,0
44087,IMP285607&&8703232926,0,0
44088,IMP738364&&8703321922,0,0
44089,IMP681252&&8703332900,0,0
44090,IMP824798&&8443990000,0,0
44091,IMP347749&&8703222900,0,0
44092,IMP907824&&8703232926,0,0
44093,IMP934273&&8703332900,0,0
44094,IMP363250&&8474900000,0,0
44095,IMP775048&&3908900000,0,0
44096,IMP256992&&8471600069,0,0
44097,IMP445164&&4819400000,0,0
44098,IMP481761&&1801002000,0,0
44099,IMP924304&&4802570000,0,0
44100,IMP478176&&2905440000,0,0
44101,IMP773239&&8703222900,0,0
44102,IMP124597&&8703241932,0,0
44103,IMP959224&&8703321922,0,0
44104,IMP341307&&5603110000,0,0
44105,IMP390689&&4418400000,0,0
44106,IMP478754&&8509800000,0,0
44107,IMP312599&&8211920000,0,0
44108,IMP667257&&8703232225,0,0
44109,IMP994365&&4818400049,0,0
44110,IMP311042&&8702101319,0,0
44111,IMP204444&&8703231221,0,0
44112,IMP123970&&8703321922,0,0
44113,IMP898424&&8714190000,0,0
44114,IMP475813&&3915300000,0,0
44115,IMP704210&&8517180000,0,0
44116,IMP182800&&3506910000,0,0
44117,IMP217700&&4418600000,0,0
44118,IMP386453&&4016990000,0,0
44119,IMPO14730&&8704219969,0,0
44120,IMPO10173&&5807101010,0,0
44121,IMPO19894&&8708923500,0,0
44122,IMPO18106&&8204110000,0,0
44123,IMPO13773&&5505101000,0,0
44124,IMPO11586&&3917320009,0,0
44125,IMPO11297&&7315120010,0,0
44126,IMPO18973&&8481309901,0,0
44127,IMPO17253&&9607190000,0,0
44128,IMPO11867&&5512991000,0,0
44129,IMPO17529&&3814009001,0,0
44130,IMPO13111&&3824904000,0,0
44131,IMPO16784&&8533210000,0,0
44132,IMPO12167&&8536501199,0,0
44133,IMPO12920&&6117900004,0,0
44134,IMPO16869&&8443999040,0,0
44135,IMPO18349&&7216100000,0,0
44136,IMPO14739&&4821101000,0,0
44137,IMPO11353&&9032102000,0,0
44138,IMPO18692&&8533401009,0,0
44139,IMPO17540&&6104620008,0,0
44140,IMPO16982&&5903209000,0,0
44141,IMPO16196&&4911109099,0,0
44142,IMPO19459&&7307298000,0,0
44143,IMPO14594&&2008191901,0,0
44144,IMPO11259&&4819400000,0,0
44145,IMPO10425&&8472907092,0,0
44146,IMPO18988&&7616991099,0,0
44147,IMPO10622&&8421310000,0,0
44148,IMPO10135&&8543703000,0,0
