IMPORTER.TIN&&TARIFF.CODE,IMPORTER.TIN&&TARIFF.CODE_illicit_sum,IMPORTER.TIN&&TARIFF.CODE_illicit_rate
IMPO10550&&9606100010,0,0.0
IMPO10553&&5407730000,1,1.0
IMPO10554&&8544429019,0,0.0
IMPO10558&&7315120090,1,1.0
IMPO10559&&4901990095,1,1.0
IMPO10559&&5807109010,1,1.0
IMPO10559&&6217900003,0,0.0
IMPO10559&&8448420001,1,1.0
IMPO10559&&9029900000,0,0.0
IMPO10559&&9804000000,0,0.0
IMPO10561&&8473302009,0,0.0
IMPO10564&&4010110001,1,1.0
IMPO10564&&5811000030,0,0.0
IMPO10564&&6105909099,0,0.0
IMPO10564&&7318240000,1,1.0
IMPO10569&&4016995709,0,0.0
IMPO10569&&6217900009,0,0.0
IMPO10571&&1511909990,0,0.0
IMPO10571&&1521909901,0,0.0
IMPO10571&&3214101099,0,0.0
IMPO10571&&4805300000,0,0.0
IMPO10571&&5903909100,0,0.0
IMPO10571&&8211910099,0,0.0
IMPO10571&&8501310001,0,0.0
IMPO10571&&8501510020,0,0.0
IMPO10571&&8511500007,0,0.0
IMPO10572&&7608208190,0,0.0
IMPO10572&&8516310009,0,0.0
IMPO10573&&8424200000,0,0.0
IMPO10574&&8536209090,0,0.0
IMPO10575&&9032102000,0,0.0
IMPO10576&&2710192518,0,0.0
IMPO10576&&3923299080,0,0.0
IMPO10576&&5112301009,1,1.0
IMPO10576&&5806321010,0,0.0
IMPO10576&&7326909889,0,0.0
IMPO10576&&8703239093,0,0.0
IMPO10577&&7610901000,1,1.0
IMPO10578&&3923299030,0,0.0
IMPO10578&&7013379199,0,0.0
IMPO10580&&5906100000,0,0.0
IMPO10581&&2505900000,1,1.0
IMPO10581&&8504901100,0,0.0
IMPO10581&&8539490000,0,0.0
IMPO10582&&8708999791,0,0.0
IMPO10583&&2710194890,0,0.0
IMPO10583&&3214900000,0,0.0
IMPO10583&&3304990009,0,0.0
IMPO10583&&3908100000,0,0.0
IMPO10583&&3923299030,0,0.0
IMPO10583&&3926909229,0,0.0
IMPO10583&&4016995709,0,0.0
IMPO10583&&4818101000,0,0.0
IMPO10583&&4818300000,1,1.0
IMPO10583&&4911109099,1,1.0
IMPO10583&&5401101200,0,0.0
IMPO10583&&5608193000,0,0.0
IMPO10583&&5806329021,1,1.0
IMPO10583&&5807909010,0,0.0
IMPO10583&&6302100009,0,0.0
IMPO10583&&7604299000,0,0.0
IMPO10583&&8207701000,0,0.0
IMPO10583&&8308900099,0,0.0
IMPO10583&&8467190009,0,0.0
IMPO10583&&8479908000,0,0.0
IMPO10583&&8511100000,0,0.0
IMPO10583&&8544429011,0,0.0
IMPO10583&&8708299009,0,0.0
IMPO10583&&9615900020,0,0.0
IMPO10583&&9804000000,0,0.0
IMPO10586&&3212100000,1,1.0
IMPO10586&&3924100000,0,0.0
IMPO10586&&5407100000,0,0.0
IMPO10586&&8538909902,0,0.0
IMPO10586&&9503003500,0,0.0
IMPO10587&&8422901000,0,0.0
IMPO10587&&8517709099,0,0.0
IMPO10589&&6909190090,0,0.0
IMPO10591&&8473308000,0,0.0
IMPO10592&&3404900009,0,0.0
IMPO10592&&4821909000,0,0.0
IMPO10592&&4901990095,0,0.0
IMPO10592&&5203000000,0,0.0
IMPO10592&&5408340000,0,0.0
IMPO10592&&6003309000,0,0.0
IMPO10592&&6403999300,0,0.0
IMPO10592&&7303009000,1,1.0
IMPO10592&&8421990020,0,0.0
IMPO10592&&8609009090,0,0.0
IMPO10592&&8708949900,0,0.0
IMPO10593&&2208906909,1,1.0
IMPO10593&&4115100000,1,1.0
IMPO10593&&9028301100,1,1.0
IMPO10593&&9206000009,1,1.0
IMPO10594&&6406909093,0,0.0
IMPO10595&&2827398599,0,0.0
IMPO10595&&3302101001,0,0.0
IMPO10595&&3908100000,0,0.0
IMPO10595&&3923299080,0,0.0
IMPO10595&&4015900000,0,0.0
IMPO10595&&4203291000,0,0.0
IMPO10595&&4823908599,0,0.0
IMPO10595&&5804109000,0,0.0
IMPO10595&&6406209000,0,0.0
IMPO10595&&8207709000,0,0.0
IMPO10595&&8301200000,0,0.0
IMPO10595&&8309909010,0,0.0
IMPO10595&&8481309909,0,0.0
IMPO10595&&8536411000,0,0.0
IMPO10595&&8708299002,0,0.0
IMPO10595&&8716398090,0,0.0
IMPO10597&&3304990002,1,1.0
IMPO10597&&8214900091,0,0.0
IMPO10599&&3926909799,0,0.0
IMPO10599&&4821901000,1,1.0
IMPO10599&&9405401001,1,1.0
IMPO10603&&2711139191,0,0.0
IMPO10603&&3919900000,0,0.0
IMPO10603&&3923100000,1,1.0
IMPO10603&&6203110009,0,0.0
IMPO10603&&8413910009,0,0.0
IMPO10603&&8481809998,0,0.0
IMPO10603&&8716800009,0,0.0
IMPO10603&&8803300001,0,0.0
IMPO10605&&2907290000,0,0.0
IMPO10605&&8703329091,0,0.0
IMPO10607&&4823400000,1,1.0
IMPO10607&&5210410000,1,1.0
IMPO10608&&3824400000,0,0.0
IMPO10608&&7307921000,0,0.0
IMPO10609&&2918300000,1,1.0
IMPO10610&&4016995709,0,0.0
IMPO10611&&1902401000,0,0.0
IMPO10611&&6217100003,1,1.0
IMPO10612&&4819500000,0,0.0
IMPO10613&&8409910009,0,0.0
IMPO10614&&3004900019,0,0.0
IMPO10614&&4011100010,0,0.0
IMPO10614&&5204200000,0,0.0
IMPO10614&&5603119090,0,0.0
IMPO10614&&6806100000,0,0.0
IMPO10614&&7318159050,0,0.0
IMPO10614&&8419899899,0,0.0
IMPO10614&&8448519001,0,0.0
IMPO10614&&8511100000,0,0.0
IMPO10614&&8533409009,0,0.0
IMPO10614&&8536508096,0,0.0
IMPO10614&&8703329091,0,0.0
IMPO10615&&6106100009,1,1.0
IMPO10615&&8309909010,1,1.0
IMPO10616&&304894900,0,0.0
IMPO10616&&8414308900,0,0.0
IMPO10618&&3926909229,0,0.0
IMPO10618&&8443999040,0,0.0
IMPO10618&&8467298501,1,1.0
IMPO10621&&8302415009,0,0.0
IMPO10621&&9613800090,0,0.0
IMPO10622&&1806321000,0,0.0
IMPO10622&&2710124591,0,0.0
IMPO10622&&2808000009,0,0.0
IMPO10622&&2835220000,0,0.0
IMPO10622&&3004900019,0,0.0
IMPO10622&&3206497009,0,0.0
IMPO10622&&3215900094,0,0.0
IMPO10622&&3701990002,0,0.0
IMPO10622&&3809910000,0,0.0
IMPO10622&&3901209000,0,0.0
IMPO10622&&3919900000,0,0.0
IMPO10622&&3923100000,0,0.0
IMPO10622&&3923509001,0,0.0
IMPO10622&&3926909229,0,0.0
IMPO10622&&3926909779,0,0.0
IMPO10622&&3926909799,0,0.0
IMPO10622&&4415202001,0,0.0
IMPO10622&&4415209000,0,0.0
IMPO10622&&4819100000,0,0.0
IMPO10622&&4821101000,0,0.0
IMPO10622&&4821109000,0,0.0
IMPO10622&&4821909000,0,0.0
IMPO10622&&4908900010,0,0.0
IMPO10622&&5309119000,0,0.0
IMPO10622&&5401101200,0,0.0
IMPO10622&&5402330000,0,0.0
IMPO10622&&5407699001,0,0.0
IMPO10622&&5509310001,0,0.0
IMPO10622&&5806200000,0,0.0
IMPO10622&&5807101010,1,0.3333333333333333
IMPO10622&&5807109010,0,0.0
IMPO10622&&5808900098,0,0.0
IMPO10622&&6205200009,0,0.0
IMPO10622&&6217900003,0,0.0
IMPO10622&&6217900009,0,0.0
IMPO10622&&6309000002,0,0.0
IMPO10622&&6406109099,0,0.0
IMPO10622&&6406209000,0,0.0
IMPO10622&&6406909099,0,0.0
IMPO10622&&6506101000,0,0.0
IMPO10622&&7009100001,0,0.0
IMPO10622&&7318220000,0,0.0
IMPO10622&&7326909889,0,0.0
IMPO10622&&7616999099,0,0.0
IMPO10622&&8207909900,0,0.0
IMPO10622&&8208900090,0,0.0
IMPO10622&&8409990009,0,0.0
IMPO10622&&8421310000,0,0.0
IMPO10622&&8421392000,0,0.0
IMPO10622&&8424200000,0,0.0
IMPO10622&&8443999040,0,0.0
IMPO10622&&8451500009,0,0.0
IMPO10622&&8452290009,0,0.0
IMPO10622&&8452300000,0,0.0
IMPO10622&&8452900009,0,0.0
IMPO10622&&8473308000,0,0.0
IMPO10622&&8474310030,0,0.0
IMPO10622&&8479908000,0,0.0
IMPO10622&&8481801100,0,0.0
IMPO10622&&8483102909,0,0.0
IMPO10622&&8501310001,0,0.0
IMPO10622&&8504408200,0,0.0
IMPO10622&&8534009000,0,0.0
IMPO10622&&8536901099,0,0.0
IMPO10622&&8536908591,0,0.0
IMPO10622&&8536908599,0,0.0
IMPO10622&&8538909902,0,0.0
IMPO10622&&8538909909,0,0.0
IMPO10622&&8541100000,0,0.0
IMPO10622&&8542399090,0,0.0
IMPO10622&&8544300090,0,0.0
IMPO10622&&8544429011,0,0.0
IMPO10622&&8547200000,0,0.0
IMPO10622&&8609009090,0,0.0
IMPO10622&&8703229050,0,0.0
IMPO10622&&8703239091,0,0.0
IMPO10622&&8703329091,0,0.0
IMPO10622&&8704219941,0,0.0
IMPO10622&&8708299009,0,0.0
IMPO10622&&8708409900,0,0.0
IMPO10622&&8708999799,0,0.0
IMPO10622&&8716398090,0,0.0
IMPO10622&&8716400009,0,0.0
IMPO10622&&8803300001,0,0.0
IMPO10622&&9032102000,0,0.0
IMPO10622&&9606100010,0,0.0
IMPO10622&&9607110000,0,0.0
IMPO10622&&9801000000,0,0.0
IMPO10622&&9804000000,0,0.0
IMPO10623&&6103420003,0,0.0
IMPO10623&&6205200009,0,0.0
IMPO10623&&8422909000,0,0.0
IMPO10623&&8537109100,0,0.0
IMPO10624&&3208909190,0,0.0
IMPO10624&&5205120001,0,0.0
IMPO10625&&3105100009,0,0.0
IMPO10625&&3923299080,0,0.0
IMPO10625&&8203200004,0,0.0
IMPO10627&&1209918099,1,1.0
IMPO10629&&2811220000,0,0.0
IMPO10629&&2818200000,0,0.0
IMPO10629&&3204120000,0,0.0
IMPO10629&&3402190099,0,0.0
IMPO10629&&3811290000,0,0.0
IMPO10629&&3923509001,0,0.0
IMPO10629&&4009220090,0,0.0
IMPO10629&&4804510000,1,1.0
IMPO10629&&5407100000,0,0.0
IMPO10629&&5407440000,0,0.0
IMPO10629&&7217101000,0,0.0
IMPO10629&&8443991090,1,1.0
IMPO10629&&8471709800,0,0.0
IMPO10629&&8501310001,0,0.0
IMPO10629&&8542399090,0,0.0
IMPO10632&&8536419000,0,0.0
IMPO10633&&8422400009,0,0.0
IMPO10634&&2844408001,0,0.0
IMPO10634&&3920999000,1,1.0
IMPO10634&&4011400093,0,0.0
IMPO10634&&4805910091,0,0.0
IMPO10634&&8431430000,0,0.0
IMPO10634&&8506808009,0,0.0
IMPO10634&&8514300099,0,0.0
IMPO10634&&9403903001,1,1.0
IMPO10635&&4823908599,0,0.0
IMPO10635&&8413302000,0,0.0
IMPO10635&&8452300000,0,0.0
IMPO10635&&8479908000,0,0.0
IMPO10635&&8517620070,0,0.0
IMPO10636&&5513119000,0,0.0
IMPO10636&&7408110010,0,0.0
IMPO10636&&8422909000,0,0.0
IMPO10637&&8703319090,0,0.0
IMPO10638&&2825100000,0,0.0
IMPO10638&&3303009099,1,1.0
IMPO10638&&3824906500,0,0.0
IMPO10638&&5515139900,0,0.0
IMPO10638&&6204623909,0,0.0
IMPO10638&&8205400000,0,0.0
IMPO10638&&8423819009,0,0.0
IMPO10638&&8451210000,0,0.0
IMPO10638&&8504901809,0,0.0
IMPO10638&&8544499530,1,1.0
IMPO10638&&9606100010,0,0.0
IMPO10639&&3307410000,0,0.0
IMPO10639&&4418208000,0,0.0
IMPO10639&&6204499009,0,0.0
IMPO10639&&9615900090,0,0.0
IMPO10640&&7117190020,0,0.0
IMPO10644&&3919108000,0,0.0
IMPO10644&&4821101000,0,0.0
IMPO10644&&5806200000,0,0.0
IMPO10644&&8528510000,0,0.0
IMPO10645&&7318290009,1,1.0
IMPO10645&&7419999099,0,0.0
IMPO10645&&8704219950,1,1.0
IMPO10646&&2710194810,1,1.0
IMPO10646&&2815200009,0,0.0
IMPO10646&&3701300009,0,0.0
IMPO10646&&3824909795,0,0.0
IMPO10646&&4408398530,0,0.0
IMPO10646&&5402330000,0,0.0
IMPO10646&&5807109010,0,0.0
IMPO10646&&8421990020,0,0.0
IMPO10646&&8443999090,1,1.0
IMPO10646&&8452900009,0,0.0
IMPO10646&&8481809998,0,0.0
IMPO10646&&8511400009,0,0.0
IMPO10646&&8523529099,0,0.0
IMPO10646&&8534001900,0,0.0
IMPO10646&&8536700090,0,0.0
IMPO10646&&8537109902,0,0.0
IMPO10646&&8538909902,0,0.0
IMPO10646&&8704219969,1,0.5
IMPO10646&&8708999799,0,0.0
IMPO10646&&9027809909,0,0.0
IMPO10646&&9801000000,0,0.0
IMPO10646&&9804000000,0,0.0
IMPO10647&&8205598009,1,1.0
IMPO10647&&8536901099,0,0.0
IMPO10648&&5515139900,1,1.0
IMPO10650&&2933599500,0,0.0
IMPO10650&&5806200000,0,0.0
IMPO10650&&7307929000,1,1.0
IMPO10650&&8421990090,0,0.0
IMPO10651&&8708299004,0,0.0
IMPO10652&&2208308201,0,0.0
IMPO10652&&4821109000,0,0.0
IMPO10652&&6506101000,0,0.0
IMPO10652&&7017900000,0,0.0
IMPO10652&&8443999040,0,0.0
IMPO10652&&8511400009,0,0.0
IMPO10652&&8544429011,0,0.0
IMPO10652&&8703319090,0,0.0
IMPO10652&&9021500000,0,0.0
IMPO10652&&9102110000,0,0.0
IMPO10652&&9801000000,0,0.0
IMPO10653&&4421909799,0,0.0
IMPO10653&&6406209000,0,0.0
IMPO10653&&8415830090,1,1.0
IMPO10654&&3926909229,0,0.0
IMPO10654&&4819600000,0,0.0
IMPO10654&&7326909211,1,1.0
IMPO10655&&4202321009,1,1.0
IMPO10656&&8512309009,0,0.0
IMPO10659&&3824909693,1,1.0
IMPO10659&&8207509000,0,0.0
IMPO10659&&8531103000,1,1.0
IMPO10659&&9015801100,0,0.0
IMPO10660&&6404191099,0,0.0
IMPO10660&&8708999720,0,0.0
IMPO10661&&2818200000,0,0.0
IMPO10661&&3204140000,0,0.0
IMPO10661&&3815199000,0,0.0
IMPO10661&&3822000009,0,0.0
IMPO10661&&3906903099,0,0.0
IMPO10661&&3923299080,0,0.0
IMPO10661&&4008190000,1,1.0
IMPO10661&&4113200000,0,0.0
IMPO10661&&4415209000,0,0.0
IMPO10661&&4819100000,0,0.0
IMPO10661&&5516130000,0,0.0
IMPO10661&&5607491990,0,0.0
IMPO10661&&5806200000,0,0.0
IMPO10661&&5807101010,0,0.0
IMPO10661&&6004100000,0,0.0
IMPO10661&&6116108000,0,0.0
IMPO10661&&6117801099,0,0.0
IMPO10661&&7009100001,0,0.0
IMPO10661&&7207198000,0,0.0
IMPO10661&&8205598009,0,0.0
IMPO10661&&8443321020,0,0.0
IMPO10661&&8473308000,0,0.0
IMPO10661&&8541100000,0,0.0
IMPO10661&&8609009090,0,0.0
IMPO10661&&8703239091,1,0.5
IMPO10661&&9503009909,0,0.0
IMPO10661&&9801000000,0,0.0
IMPO10663&&1001190000,0,0.0
IMPO10663&&4420909901,1,1.0
IMPO10663&&7318155150,1,1.0
IMPO10664&&3305900091,0,0.0
IMPO10665&&207143000,0,0.0
IMPO10665&&8529909221,0,0.0
IMPO10666&&2711139790,0,0.0
IMPO10666&&3301294110,0,0.0
IMPO10667&&2711110099,0,0.0
IMPO10667&&3926909229,0,0.0
IMPO10667&&7010907112,0,0.0
IMPO10667&&8424300800,0,0.0
IMPO10667&&8429590000,0,0.0
IMPO10667&&8534001900,0,0.0
IMPO10667&&8538909909,0,0.0
IMPO10667&&8704219941,0,0.0
IMPO10667&&9405401009,0,0.0
IMPO10667&&9606210000,0,0.0
IMPO10668&&7318159050,0,0.0
IMPO10668&&8538909909,0,0.0
IMPO10668&&8542319090,0,0.0
IMPO10669&&2901100009,0,0.0
IMPO10669&&8536901099,0,0.0
IMPO10669&&8543900009,0,0.0
IMPO10669&&8715009000,0,0.0
IMPO10671&&6908909199,0,0.0
IMPO10672&&9601900099,0,0.0
IMPO10673&&6302100009,0,0.0
IMPO10673&&8703229030,0,0.0
IMPO10674&&6903909009,0,0.0
IMPO10674&&6909110090,0,0.0
IMPO10675&&6110309102,1,1.0
IMPO10676&&2710124591,0,0.0
IMPO10676&&2933599500,0,0.0
IMPO10676&&3004200010,0,0.0
IMPO10676&&3506100000,0,0.0
IMPO10676&&3905999091,0,0.0
IMPO10676&&3908100000,0,0.0
IMPO10676&&3919900000,0,0.0
IMPO10676&&3926909229,0,0.0
IMPO10676&&3926909779,0,0.0
IMPO10676&&3926909799,0,0.0
IMPO10676&&4009110011,0,0.0
IMPO10676&&4016930000,0,0.0
IMPO10676&&4016995709,0,0.0
IMPO10676&&4415209000,0,0.0
IMPO10676&&4821101000,0,0.0
IMPO10676&&4821109000,0,0.0
IMPO10676&&4821909000,0,0.0
IMPO10676&&5209320000,0,0.0
IMPO10676&&5307200009,0,0.0
IMPO10676&&5401101200,0,0.0
IMPO10676&&5402330000,0,0.0
IMPO10676&&5806200000,0,0.0
IMPO10676&&5807101010,0,0.0
IMPO10676&&5807109010,0,0.0
IMPO10676&&6205200009,0,0.0
IMPO10676&&6212109098,1,1.0
IMPO10676&&6217900009,0,0.0
IMPO10676&&6307109009,0,0.0
IMPO10676&&6307909809,0,0.0
IMPO10676&&6309000002,0,0.0
IMPO10676&&7307991000,0,0.0
IMPO10676&&7326909889,0,0.0
IMPO10676&&7419999099,0,0.0
IMPO10676&&7602001900,0,0.0
IMPO10676&&7616999099,0,0.0
IMPO10676&&8205598009,0,0.0
IMPO10676&&8207909100,0,0.0
IMPO10676&&8207909900,0,0.0
IMPO10676&&8409990009,0,0.0
IMPO10676&&8418501900,0,0.0
IMPO10676&&8421392000,0,0.0
IMPO10676&&8421990020,0,0.0
IMPO10676&&8422300001,0,0.0
IMPO10676&&8427201909,0,0.0
IMPO10676&&8443999040,0,0.0
IMPO10676&&8452900009,0,0.0
IMPO10676&&8473308000,0,0.0
IMPO10676&&8479899795,0,0.0
IMPO10676&&8479908000,0,0.0
IMPO10676&&8481809998,0,0.0
IMPO10676&&8501310001,0,0.0
IMPO10676&&8504409090,0,0.0
IMPO10676&&8504909900,0,0.0
IMPO10676&&8511400009,0,0.0
IMPO10676&&8529909229,0,0.0
IMPO10676&&8533210000,0,0.0
IMPO10676&&8536908599,0,0.0
IMPO10676&&8538909902,0,0.0
IMPO10676&&8538909909,0,0.0
IMPO10676&&8541100000,0,0.0
IMPO10676&&8542399090,0,0.0
IMPO10676&&8544300090,0,0.0
IMPO10676&&8547200000,0,0.0
IMPO10676&&8609009090,0,0.0
IMPO10676&&8703229050,0,0.0
IMPO10676&&8703239091,0,0.0
IMPO10676&&8703329091,0,0.0
IMPO10676&&8704219941,0,0.0
IMPO10676&&8708299009,0,0.0
IMPO10676&&8708999799,0,0.0
IMPO10676&&8716398090,0,0.0
IMPO10676&&8716400009,0,0.0
IMPO10676&&9026202009,0,0.0
IMPO10676&&9031908500,0,0.0
IMPO10676&&9032102000,0,0.0
IMPO10676&&9405409599,0,0.0
IMPO10676&&9606100010,0,0.0
IMPO10676&&9606220000,0,0.0
IMPO10676&&9607110000,0,0.0
IMPO10676&&9801000000,0,0.0
IMPO10676&&9804000000,0,0.0
IMPO10677&&8452900009,0,0.0
IMPO10678&&8541290000,0,0.0
IMPO10679&&3908100000,0,0.0
IMPO10680&&2921519000,0,0.0
IMPO10680&&3004200010,0,0.0
IMPO10680&&3215110000,1,1.0
IMPO10680&&3305100000,0,0.0
IMPO10680&&3701300003,0,0.0
IMPO10680&&3926909229,0,0.0
IMPO10680&&4415202001,0,0.0
IMPO10680&&5408320000,0,0.0
IMPO10680&&5804109000,0,0.0
IMPO10680&&6105100001,0,0.0
IMPO10680&&6105100009,1,1.0
IMPO10680&&6402995000,1,1.0
IMPO10680&&6406209000,0,0.0
IMPO10680&&7318151090,0,0.0
IMPO10680&&7318153050,0,0.0
IMPO10680&&7318159050,1,1.0
IMPO10680&&7326909889,0,0.0
IMPO10680&&8452900009,0,0.0
IMPO10680&&8453200000,0,0.0
IMPO10680&&8481209000,0,0.0
IMPO10680&&8501310001,0,0.0
IMPO10680&&8536101001,0,0.0
IMPO10680&&8542399090,0,0.0
IMPO10680&&8703239091,0,0.0
IMPO10680&&8703329091,0,0.0
IMPO10680&&8708299002,0,0.0
IMPO10680&&8708299009,0,0.0
IMPO10681&&5808100000,0,0.0
IMPO10681&&7616991094,0,0.0
IMPO10681&&8708939009,0,0.0
IMPO10682&&3214900000,0,0.0
IMPO10682&&3824909699,0,0.0
IMPO10682&&3920102400,0,0.0
IMPO10682&&6217900003,0,0.0
IMPO10682&&7010100000,0,0.0
IMPO10682&&8483508009,0,0.0
IMPO10682&&8533210000,0,0.0
IMPO10682&&8716800009,0,0.0
IMPO10682&&9026108909,0,0.0
IMPO10682&&9606210000,0,0.0
IMPO10684&&3901209000,0,0.0
IMPO10684&&3926300000,1,1.0
IMPO10684&&5807101010,0,0.0
IMPO10684&&6304199002,0,0.0
IMPO10684&&8518109500,0,0.0
IMPO10684&&8525801990,1,1.0
IMPO10684&&9606100010,1,1.0
IMPO10685&&3304990002,1,1.0
IMPO10685&&6104630002,1,1.0
IMPO10685&&9209300000,1,1.0
IMPO10686&&2517410001,0,0.0
IMPO10686&&2710124591,0,0.0
IMPO10686&&2933199000,0,0.0
IMPO10686&&3215110000,0,0.0
IMPO10686&&3923299080,0,0.0
IMPO10686&&5208520000,0,0.0
IMPO10686&&5209390000,0,0.0
IMPO10686&&5209420000,0,0.0
IMPO10686&&5603139090,1,1.0
IMPO10686&&5806200000,0,0.0
IMPO10686&&5911321900,1,1.0
IMPO10686&&6403999300,0,0.0
IMPO10686&&6406909099,0,0.0
IMPO10686&&7320208199,0,0.0
IMPO10686&&8471900002,0,0.0
IMPO10686&&8501200010,0,0.0
IMPO10686&&8529902090,0,0.0
IMPO10686&&8542399010,0,0.0
IMPO10686&&8708999796,0,0.0
IMPO10686&&9003900009,0,0.0
IMPO10686&&9014208001,1,1.0
IMPO10686&&9403700000,0,0.0
IMPO10691&&2925199500,0,0.0
IMPO10691&&3406000008,0,0.0
IMPO10691&&6103390099,1,1.0
IMPO10691&&7318159050,0,0.0
IMPO10691&&8511400009,0,0.0
IMPO10692&&6204238009,0,0.0
IMPO10692&&8708409900,0,0.0
IMPO10694&&2005208001,1,1.0
IMPO10694&&201209001,0,0.0
IMPO10694&&2710199928,1,1.0
IMPO10694&&8452300000,0,0.0
IMPO10697&&9004901011,0,0.0
IMPO10700&&2009893891,0,0.0
IMPO10700&&2710124591,0,0.0
IMPO10700&&2710192593,0,0.0
IMPO10700&&2710194890,0,0.0
IMPO10700&&2933599500,0,0.0
IMPO10700&&3004900019,0,0.0
IMPO10700&&3301294192,1,1.0
IMPO10700&&3305300000,0,0.0
IMPO10700&&3506100000,0,0.0
IMPO10700&&3809910000,1,0.5
IMPO10700&&3919900000,0,0.0
IMPO10700&&3923100000,0,0.0
IMPO10700&&3923299080,0,0.0
IMPO10700&&3926909229,0,0.0
IMPO10700&&3926909799,0,0.0
IMPO10700&&4008219000,0,0.0
IMPO10700&&4016930000,0,0.0
IMPO10700&&4016995709,0,0.0
IMPO10700&&4205009099,0,0.0
IMPO10700&&4415202001,0,0.0
IMPO10700&&4819100000,0,0.0
IMPO10700&&4821101000,0,0.0
IMPO10700&&4821109000,0,0.0
IMPO10700&&4821909000,0,0.0
IMPO10700&&5208510000,0,0.0
IMPO10700&&5209390000,0,0.0
IMPO10700&&5209420000,0,0.0
IMPO10700&&5401101200,0,0.0
IMPO10700&&5402330000,0,0.0
IMPO10700&&5806200000,0,0.0
IMPO10700&&5807101010,0,0.0
IMPO10700&&5807109010,0,0.0
IMPO10700&&6004100000,0,0.0
IMPO10700&&6205200009,0,0.0
IMPO10700&&6217900003,0,0.0
IMPO10700&&6217900009,0,0.0
IMPO10700&&6309000002,0,0.0
IMPO10700&&6406209000,0,0.0
IMPO10700&&6406909099,0,0.0
IMPO10700&&7318220000,0,0.0
IMPO10700&&7326909889,0,0.0
IMPO10700&&7616999099,0,0.0
IMPO10700&&8205598009,0,0.0
IMPO10700&&8409990009,0,0.0
IMPO10700&&8421310000,0,0.0
IMPO10700&&8421392000,0,0.0
IMPO10700&&8421990020,0,0.0
IMPO10700&&8424300800,0,0.0
IMPO10700&&8452900009,0,0.0
IMPO10700&&8473308000,0,0.0
IMPO10700&&8479810001,0,0.0
IMPO10700&&8479908000,0,0.0
IMPO10700&&8481309909,0,0.0
IMPO10700&&8501310001,0,0.0
IMPO10700&&8514300091,0,0.0
IMPO10700&&8533210000,0,0.0
IMPO10700&&8536901020,0,0.0
IMPO10700&&8536901099,0,0.0
IMPO10700&&8536908599,0,0.0
IMPO10700&&8538909902,0,0.0
IMPO10700&&8538909909,0,0.0
IMPO10700&&8542399090,0,0.0
IMPO10700&&8544300090,0,0.0
IMPO10700&&8547200000,0,0.0
IMPO10700&&8609009090,0,0.0
IMPO10700&&8703229050,0,0.0
IMPO10700&&8703329091,0,0.0
IMPO10700&&8704219941,0,0.0
IMPO10700&&8704219950,1,1.0
IMPO10700&&8708299009,0,0.0
IMPO10700&&8708999799,0,0.0
IMPO10700&&8716310000,0,0.0
IMPO10700&&8716400009,0,0.0
IMPO10700&&9030310000,0,0.0
IMPO10700&&9032102000,0,0.0
IMPO10700&&9606100010,0,0.0
IMPO10700&&9607190000,0,0.0
IMPO10700&&9801000000,0,0.0
IMPO10700&&9804000000,0,0.0
IMPO10701&&5903109000,0,0.0
IMPO10704&&5209510000,1,1.0
IMPO10704&&8536501996,0,0.0
IMPO10706&&2712903999,0,0.0
IMPO10706&&3003900019,0,0.0
IMPO10706&&302899004,0,0.0
IMPO10706&&5208420000,0,0.0
IMPO10706&&5208510000,1,1.0
IMPO10706&&5209390000,0,0.0
IMPO10706&&5513119000,0,0.0
IMPO10706&&5806329021,0,0.0
IMPO10706&&7907000019,0,0.0
IMPO10706&&8443999040,0,0.0
IMPO10706&&8448320000,1,1.0
IMPO10706&&8532220000,0,0.0
IMPO10706&&8536699010,0,0.0
IMPO10706&&9404299000,1,1.0
IMPO10706&&9603401000,0,0.0
IMPO10707&&1513219000,0,0.0
IMPO10707&&3215110000,0,0.0
IMPO10707&&4418790000,0,0.0
IMPO10707&&6202121001,0,0.0
IMPO10707&&6217100002,0,0.0
IMPO10707&&8473302009,0,0.0
IMPO10707&&8536419000,0,0.0
IMPO10711&&3904220009,0,0.0
IMPO10711&&4819200090,0,0.0
IMPO10711&&4821109000,0,0.0
IMPO10711&&5407410000,0,0.0
IMPO10711&&7616999099,0,0.0
IMPO10711&&8708299005,1,1.0
IMPO10711&&8708939002,1,1.0
IMPO10711&&9606100010,0,0.0
IMPO10712&&3214101099,0,0.0
IMPO10712&&5402330000,0,0.0
IMPO10712&&7318158990,0,0.0
IMPO10712&&8536901092,0,0.0
IMPO10715&&1302197003,0,0.0
IMPO10715&&5509920000,0,0.0
IMPO10715&&8609009090,0,0.0
IMPO10716&&2520200000,0,0.0
IMPO10716&&405101100,0,0.0
IMPO10716&&4107199099,0,0.0
IMPO10716&&5606009910,0,0.0
IMPO10716&&6109902006,0,0.0
IMPO10716&&6307200000,0,0.0
IMPO10716&&804100001,0,0.0
IMPO10716&&8414801110,0,0.0
IMPO10716&&8708999793,1,1.0
IMPO10717&&3801900000,1,1.0
IMPO10717&&4011620000,0,0.0
IMPO10717&&8433900099,0,0.0
IMPO10717&&8703229090,0,0.0
IMPO10718&&6105100009,1,1.0
IMPO10718&&8421990090,0,0.0
IMPO10718&&8532210000,0,0.0
IMPO10718&&8907900091,0,0.0
IMPO10718&&9018908439,0,0.0
