,OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_Qsum,OFFICE&&ORIGIN.CODE_illicit_Qrate
3518,OFFICE66&&CNTRY653,0,3
3519,OFFICE141&&CNTRY576,0,3
3520,OFFICE214&&CNTRY863,0,0
3521,OFFICE292&&CNTRY334,0,3
3522,OFFICE162&&CNTRY975,0,0
3523,OFFICE204&&CNTRY764,0,0
3524,OFFICE178&&CNTRY558,0,3
3525,OFFICE237&&CNTRY317,0,0
3526,OFFICE296&&CNTRY656,0,0
3527,OFFICE168&&CNTRY644,0,3
3528,OFFICE178&&CNTRY687,0,0
3529,OFFICE162&&CNTRY618,0,3
3530,OFFICE292&&CNTRY252,0,3
3531,OFFICE109&&CNTRY576,0,3
3532,OFFICE126&&CNTRY323,0,3
3533,OFFICE40&&CNTRY622,0,3
3534,OFFICE81&&CNTRY351,0,3
3535,OFFICE59&&CNTRY171,0,3
3536,OFFICE41&&CNTRY323,0,3
3537,OFFICE16&&CNTRY216,0,3
3538,OFFICE84&&CNTRY770,0,3
3539,OFFICE16&&CNTRY654,0,3
3540,OFFICE76&&CNTRY748,0,3
3541,OFFICE96&&CNTRY939,0,0
3542,OFFICE34&&CNTRY562,0,3
3543,OFFICE34&&CNTRY398,0,3
3544,OFFICE34&&CNTRY171,0,0
3545,OFFICE298&&CNTRY554,0,0
3546,OFFICE180&&CNTRY759,0,0
3547,OFFICE109&&CNTRY674,0,3
3548,OFFICE127&&CNTRY140,0,3
3549,OFFICE174&&CNTRY618,0,0
3550,OFFICE123&&CNTRY364,0,3
3551,OFFICE113&&CNTRY171,0,3
3552,OFFICE204&&CNTRY930,0,3
3553,OFFICE185&&CNTRY930,0,3
3554,OFFICE109&&CNTRY409,0,3
3555,OFFICE132&&CNTRY652,0,3
3556,OFFICE185&&CNTRY771,0,3
3557,OFFICE233&&CNTRY874,0,0
3558,OFFICE222&&CNTRY335,0,0
3559,OFFICE94&&CNTRY618,0,3
3560,OFFICE45&&CNTRY881,0,3
3561,OFFICE40&&CNTRY917,1,3
3562,OFFICE18&&CNTRY429,0,3
3563,OFFICE41&&CNTRY316,0,3
3564,OFFICE246&&CNTRY123,0,3
3565,OFFICE167&&CNTRY123,0,0
3566,OFFICE109&&CNTRY689,0,3
3567,OFFICE288&&CNTRY323,0,0
3568,OFFICE123&&CNTRY881,0,0
3569,OFFICE233&&CNTRY863,0,3
3570,OFFICE197&&CNTRY393,0,0
3571,OFFICE214&&CNTRY277,0,0
3572,OFFICE196&&CNTRY652,0,3
3573,OFFICE220&&CNTRY562,0,3
3574,OFFICE287&&CNTRY652,0,0
3575,OFFICE180&&CNTRY409,0,3
3576,OFFICE136&&CNTRY843,0,0
3577,OFFICE197&&CNTRY415,0,3
3578,OFFICE117&&CNTRY276,0,0
3579,OFFICE243&&CNTRY756,0,3
3580,OFFICE197&&CNTRY765,0,0
3581,OFFICE289&&CNTRY959,0,0
3582,OFFICE105&&CNTRY390,0,3
3583,OFFICE297&&CNTRY627,0,3
3584,OFFICE167&&CNTRY689,0,0
3585,OFFICE78&&CNTRY252,0,0
3586,OFFICE16&&CNTRY764,0,0
3587,OFFICE18&&CNTRY747,0,0
3588,OFFICE88&&CNTRY866,0,3
3589,OFFICE94&&CNTRY323,0,3
3590,OFFICE41&&CNTRY454,0,3
3591,OFFICE23&&CNTRY436,0,3
3592,OFFICE45&&CNTRY378,0,3
3593,OFFICE76&&CNTRY278,0,3
3594,OFFICE41&&CNTRY379,0,3
3595,OFFICE66&&CNTRY284,0,3
3596,OFFICE111&&CNTRY881,0,3
3597,OFFICE180&&CNTRY576,0,3
3598,OFFICE214&&CNTRY284,0,3
3599,OFFICE100&&CNTRY819,0,0
3600,OFFICE187&&CNTRY140,0,3
3601,OFFICE117&&CNTRY656,0,3
3602,OFFICE223&&CNTRY438,0,3
3603,OFFICE178&&CNTRY438,0,3
3604,OFFICE174&&CNTRY335,0,0
3605,OFFICE101&&CNTRY153,0,3
3606,OFFICE174&&CNTRY389,0,0
3607,OFFICE243&&CNTRY351,0,0
3608,OFFICE214&&CNTRY171,0,3
3609,OFFICE168&&CNTRY209,0,3
3610,OFFICE52&&CNTRY915,0,3
3611,OFFICE41&&CNTRY215,0,3
3612,OFFICE94&&CNTRY378,0,0
3613,OFFICE45&&CNTRY321,0,3
3614,OFFICE34&&CNTRY140,0,3
3615,OFFICE34&&CNTRY438,0,0
3616,OFFICE94&&CNTRY873,0,0
3617,OFFICE66&&CNTRY919,0,0
3618,OFFICE23&&CNTRY378,0,0
3619,OFFICE23&&CNTRY765,0,3
3620,OFFICE204&&CNTRY689,0,3
3621,OFFICE127&&CNTRY959,0,0
3622,OFFICE246&&CNTRY881,0,3
3623,OFFICE292&&CNTRY480,0,3
3624,OFFICE289&&CNTRY866,0,3
3625,OFFICE186&&CNTRY795,0,3
3626,OFFICE234&&CNTRY843,0,0
3627,OFFICE298&&CNTRY756,0,3
3628,OFFICE111&&CNTRY562,0,3
3629,OFFICE296&&CNTRY689,0,3
3630,OFFICE187&&CNTRY795,0,3
3631,OFFICE237&&CNTRY874,0,0
3632,OFFICE134&&CNTRY351,0,3
3633,OFFICE94&&CNTRY653,0,3
3634,OFFICE87&&CNTRY125,0,3
3635,OFFICE88&&CNTRY771,0,0
3636,OFFICE23&&CNTRY863,0,0
3637,OFFICE299&&CNTRY554,0,0
3638,OFFICE141&&CNTRY184,0,3
3639,OFFICE214&&CNTRY859,0,3
3640,OFFICE113&&CNTRY456,0,3
3641,OFFICE123&&CNTRY785,0,0
3642,OFFICE246&&CNTRY558,0,3
3643,OFFICE299&&CNTRY277,0,3
3644,OFFICE211&&CNTRY562,0,3
3645,OFFICE174&&CNTRY625,0,3
3646,OFFICE298&&CNTRY334,0,3
3647,OFFICE234&&CNTRY376,0,0
3648,OFFICE34&&CNTRY284,0,3
3649,OFFICE88&&CNTRY819,0,3
3650,OFFICE88&&CNTRY389,0,3
3651,OFFICE60&&CNTRY745,0,3
3652,OFFICE51&&CNTRY939,0,3
3653,OFFICE24&&CNTRY770,0,3
3654,OFFICE18&&CNTRY764,0,3
3655,OFFICE41&&CNTRY262,0,3
3656,OFFICE78&&CNTRY438,0,0
3657,OFFICE87&&CNTRY825,0,0
3658,OFFICE18&&CNTRY819,0,0
3659,OFFICE187&&CNTRY747,0,3
3660,OFFICE132&&CNTRY843,0,0
3661,OFFICE132&&CNTRY915,0,3
3662,OFFICE204&&CNTRY438,0,3
3663,OFFICE122&&CNTRY680,0,0
3664,OFFICE237&&CNTRY917,0,3
3665,OFFICE197&&CNTRY322,0,3
3666,OFFICE187&&CNTRY415,0,3
3667,OFFICE204&&CNTRY917,0,3
3668,OFFICE211&&CNTRY652,0,3
3669,OFFICE246&&CNTRY785,0,0
3670,OFFICE134&&CNTRY335,0,3
3671,OFFICE94&&CNTRY349,0,0
3672,OFFICE52&&CNTRY454,0,3
3673,OFFICE16&&CNTRY113,0,3
3674,OFFICE35&&CNTRY150,0,3
3675,OFFICE52&&CNTRY277,0,3
3676,OFFICE23&&CNTRY558,0,3
3677,OFFICE41&&CNTRY837,0,3
3678,OFFICE52&&CNTRY759,0,3
3679,OFFICE127&&CNTRY830,0,3
3680,OFFICE105&&CNTRY454,0,0
3681,OFFICE174&&CNTRY351,0,3
3682,OFFICE132&&CNTRY139,0,3
3683,OFFICE214&&CNTRY874,0,3
3684,OFFICE222&&CNTRY113,0,3
3685,OFFICE140&&CNTRY113,0,0
3686,OFFICE298&&CNTRY759,0,3
3687,OFFICE100&&CNTRY334,0,3
3688,OFFICE168&&CNTRY656,0,3
3689,OFFICE211&&CNTRY429,0,3
3690,OFFICE186&&CNTRY317,0,0
3691,OFFICE152&&CNTRY652,0,0
3692,OFFICE298&&CNTRY209,0,0
3693,OFFICE252&&CNTRY558,0,3
3694,OFFICE220&&CNTRY748,0,3
3695,OFFICE186&&CNTRY284,0,2
3696,OFFICE113&&CNTRY234,0,3
3697,OFFICE134&&CNTRY653,0,3
3698,OFFICE297&&CNTRY917,0,3
3699,OFFICE197&&CNTRY215,0,3
3700,OFFICE78&&CNTRY323,0,3
3701,OFFICE34&&CNTRY920,0,3
3702,OFFICE66&&CNTRY454,0,3
3703,OFFICE81&&CNTRY334,0,0
3704,OFFICE96&&CNTRY653,0,3
3705,OFFICE94&&CNTRY334,0,3
3706,OFFICE196&&CNTRY644,0,3
3707,OFFICE237&&CNTRY653,0,3
3708,OFFICE214&&CNTRY625,0,3
3709,OFFICE288&&CNTRY485,0,3
3710,OFFICE220&&CNTRY123,0,0
3711,OFFICE187&&CNTRY863,0,3
3712,OFFICE289&&CNTRY209,0,3
3713,OFFICE223&&CNTRY713,0,3
3714,OFFICE141&&CNTRY674,0,0
3715,OFFICE299&&CNTRY139,0,3
3716,OFFICE237&&CNTRY321,0,3
3717,OFFICE298&&CNTRY277,0,3
3718,OFFICE162&&CNTRY364,0,3
3719,OFFICE298&&CNTRY438,0,3
3720,OFFICE174&&CNTRY764,0,3
3721,OFFICE186&&CNTRY653,0,3
3722,OFFICE141&&CNTRY263,0,0
3723,OFFICE60&&CNTRY328,0,3
3724,OFFICE78&&CNTRY654,0,0
3725,OFFICE41&&CNTRY415,0,3
3726,OFFICE40&&CNTRY393,0,3
3727,OFFICE87&&CNTRY618,0,3
3728,OFFICE122&&CNTRY562,0,3
3729,OFFICE223&&CNTRY485,0,3
3730,OFFICE211&&CNTRY376,0,3
3731,OFFICE186&&CNTRY837,0,3
3732,OFFICE123&&CNTRY153,0,0
3733,OFFICE174&&CNTRY920,0,3
3734,OFFICE168&&CNTRY625,0,3
3735,OFFICE152&&CNTRY615,0,3
3736,OFFICE100&&CNTRY576,0,3
3737,OFFICE298&&CNTRY276,0,0
3738,OFFICE174&&CNTRY976,0,3
3739,OFFICE140&&CNTRY652,0,0
3740,OFFICE18&&CNTRY637,0,3
3741,OFFICE88&&CNTRY278,0,3
3742,OFFICE45&&CNTRY491,0,3
3743,OFFICE92&&CNTRY343,0,3
3744,OFFICE35&&CNTRY276,0,3
3745,OFFICE45&&CNTRY264,0,3
3746,OFFICE96&&CNTRY150,0,3
3747,OFFICE81&&CNTRY846,0,0
3748,OFFICE78&&CNTRY216,0,3
3749,OFFICE87&&CNTRY393,0,0
3750,OFFICE210&&CNTRY756,0,3
3751,OFFICE214&&CNTRY138,0,3
3752,OFFICE100&&CNTRY171,0,0
3753,OFFICE113&&CNTRY284,0,0
3754,OFFICE288&&CNTRY625,0,0
3755,OFFICE140&&CNTRY576,0,3
3756,OFFICE186&&CNTRY765,0,0
3757,OFFICE126&&CNTRY351,0,3
3758,OFFICE187&&CNTRY445,0,3
3759,OFFICE101&&CNTRY830,0,0
3760,OFFICE214&&CNTRY139,0,3
3761,OFFICE87&&CNTRY264,0,3
3762,OFFICE78&&CNTRY994,0,3
3763,OFFICE34&&CNTRY765,0,3
3764,OFFICE87&&CNTRY139,0,0
3765,OFFICE88&&CNTRY873,0,0
3766,OFFICE92&&CNTRY436,0,3
3767,OFFICE66&&CNTRY939,0,0
3768,OFFICE59&&CNTRY188,0,3
3769,OFFICE178&&CNTRY138,0,0
3770,OFFICE196&&CNTRY976,0,3
3771,OFFICE204&&CNTRY456,1,3
3772,OFFICE141&&CNTRY759,0,3
3773,OFFICE152&&CNTRY819,0,3
3774,OFFICE197&&CNTRY713,0,0
3775,OFFICE136&&CNTRY528,0,0
3776,OFFICE134&&CNTRY263,0,3
3777,OFFICE296&&CNTRY390,0,0
3778,OFFICE134&&CNTRY140,0,0
3779,OFFICE134&&CNTRY322,0,0
3780,OFFICE100&&CNTRY701,0,3
3781,OFFICE298&&CNTRY236,0,0
3782,OFFICE87&&CNTRY407,0,3
3783,OFFICE81&&CNTRY917,0,3
3784,OFFICE246&&CNTRY825,0,3
3785,OFFICE167&&CNTRY713,0,3
3786,OFFICE299&&CNTRY930,1,3
3787,OFFICE178&&CNTRY615,0,3
3788,OFFICE123&&CNTRY654,0,3
3789,OFFICE204&&CNTRY216,0,3
3790,OFFICE211&&CNTRY209,0,0
3791,OFFICE288&&CNTRY562,0,3
3792,OFFICE185&&CNTRY765,0,3
3793,OFFICE117&&CNTRY785,0,0
3794,OFFICE180&&CNTRY390,0,3
3795,OFFICE237&&CNTRY139,0,3
3796,OFFICE279&&CNTRY558,0,3
3797,OFFICE180&&CNTRY284,0,3
3798,OFFICE111&&CNTRY759,0,3
3799,OFFICE178&&CNTRY576,0,0
3800,OFFICE40&&CNTRY765,0,3
3801,OFFICE81&&CNTRY389,0,3
3802,OFFICE87&&CNTRY756,0,3
3803,OFFICE45&&CNTRY168,0,3
3804,OFFICE40&&CNTRY448,0,3
3805,OFFICE81&&CNTRY995,0,3
3806,OFFICE81&&CNTRY140,0,3
3807,OFFICE52&&CNTRY830,0,3
3808,OFFICE81&&CNTRY311,0,3
3809,OFFICE92&&CNTRY438,0,3
3810,OFFICE162&&CNTRY764,0,3
3811,OFFICE167&&CNTRY770,0,0
3812,OFFICE167&&CNTRY627,0,3
3813,OFFICE100&&CNTRY765,0,3
3814,OFFICE196&&CNTRY277,0,0
3815,OFFICE168&&CNTRY863,0,3
3816,OFFICE237&&CNTRY930,0,3
3817,OFFICE16&&CNTRY376,0,3
3818,OFFICE81&&CNTRY264,0,3
3819,OFFICE96&&CNTRY379,0,3
3820,OFFICE127&&CNTRY393,0,0
3821,OFFICE101&&CNTRY527,0,3
3822,OFFICE246&&CNTRY846,0,0
3823,OFFICE100&&CNTRY859,0,0
3824,OFFICE127&&CNTRY555,0,2
3825,OFFICE162&&CNTRY995,0,3
3826,OFFICE187&&CNTRY785,0,3
3827,OFFICE287&&CNTRY438,0,3
3828,OFFICE111&&CNTRY995,0,0
3829,OFFICE174&&CNTRY615,0,0
3830,OFFICE113&&CNTRY390,0,3
3831,OFFICE288&&CNTRY765,0,0
3832,OFFICE237&&CNTRY335,0,0
3833,OFFICE109&&CNTRY644,0,3
3834,OFFICE223&&CNTRY236,0,3
3835,OFFICE299&&CNTRY276,0,0
3836,OFFICE122&&CNTRY859,0,3
3837,OFFICE237&&CNTRY625,0,0
3838,OFFICE113&&CNTRY644,0,3
3839,OFFICE185&&CNTRY764,0,3
3840,OFFICE117&&CNTRY709,0,3
3841,OFFICE185&&CNTRY184,0,3
3842,OFFICE113&&CNTRY252,0,3
3843,OFFICE96&&CNTRY622,0,3
3844,OFFICE66&&CNTRY962,0,3
3845,OFFICE16&&CNTRY150,0,0
3846,OFFICE94&&CNTRY528,0,3
3847,OFFICE35&&CNTRY343,0,3
3848,OFFICE76&&CNTRY393,0,3
3849,OFFICE23&&CNTRY959,0,3
3850,OFFICE87&&CNTRY171,0,3
3851,OFFICE174&&CNTRY674,0,0
3852,OFFICE168&&CNTRY138,0,0
3853,OFFICE109&&CNTRY456,0,3
3854,OFFICE289&&CNTRY236,0,3
3855,OFFICE252&&CNTRY322,0,3
3856,OFFICE296&&CNTRY555,0,3
3857,OFFICE136&&CNTRY335,0,0
3858,OFFICE287&&CNTRY884,0,0
3859,OFFICE233&&CNTRY454,0,3
3860,OFFICE109&&CNTRY558,0,3
3861,OFFICE123&&CNTRY680,0,0
3862,OFFICE243&&CNTRY562,0,0
3863,OFFICE87&&CNTRY859,0,0
3864,OFFICE88&&CNTRY837,0,0
3865,OFFICE24&&CNTRY959,0,3
3866,OFFICE211&&CNTRY322,0,0
3867,OFFICE141&&CNTRY881,0,3
3868,OFFICE180&&CNTRY884,0,0
3869,OFFICE297&&CNTRY528,0,3
3870,OFFICE101&&CNTRY351,0,0
3871,OFFICE197&&CNTRY438,0,3
3872,OFFICE197&&CNTRY554,0,3
3873,OFFICE197&&CNTRY653,0,3
3874,OFFICE136&&CNTRY445,0,3
3875,OFFICE109&&CNTRY234,0,0
3876,OFFICE178&&CNTRY795,0,0
3877,OFFICE109&&CNTRY113,0,3
3878,OFFICE223&&CNTRY615,0,0
3879,OFFICE59&&CNTRY438,0,3
3880,OFFICE45&&CNTRY915,0,3
3881,OFFICE76&&CNTRY984,0,3
3882,OFFICE23&&CNTRY976,0,3
3883,OFFICE40&&CNTRY756,0,3
3884,OFFICE87&&CNTRY138,0,3
3885,OFFICE92&&CNTRY866,0,0
3886,OFFICE24&&CNTRY917,0,3
3887,OFFICE76&&CNTRY216,0,3
3888,OFFICE60&&CNTRY168,0,3
3889,OFFICE214&&CNTRY765,0,3
3890,OFFICE109&&CNTRY975,0,0
3891,OFFICE126&&CNTRY527,0,0
3892,OFFICE122&&CNTRY615,0,0
3893,OFFICE168&&CNTRY627,0,3
3894,OFFICE243&&CNTRY859,0,3
3895,OFFICE220&&CNTRY125,0,3
3896,OFFICE210&&CNTRY627,0,3
3897,OFFICE296&&CNTRY747,0,0
3898,OFFICE211&&CNTRY153,0,0
3899,OFFICE127&&CNTRY884,0,0
3900,OFFICE92&&CNTRY278,0,3
3901,OFFICE16&&CNTRY622,0,0
3902,OFFICE59&&CNTRY322,0,3
3903,OFFICE18&&CNTRY874,0,3
3904,OFFICE96&&CNTRY316,0,0
3905,OFFICE292&&CNTRY644,0,0
3906,OFFICE252&&CNTRY644,0,0
3907,OFFICE214&&CNTRY322,0,3
3908,OFFICE243&&CNTRY716,0,3
3909,OFFICE100&&CNTRY445,0,3
3910,OFFICE220&&CNTRY554,0,3
3911,OFFICE204&&CNTRY322,0,3
3912,OFFICE140&&CNTRY125,0,3
3913,OFFICE132&&CNTRY125,0,3
3914,OFFICE105&&CNTRY554,0,3
3915,OFFICE211&&CNTRY837,0,3
3916,OFFICE88&&CNTRY959,0,3
3917,OFFICE18&&CNTRY709,0,0
3918,OFFICE23&&CNTRY930,0,3
3919,OFFICE66&&CNTRY975,0,3
3920,OFFICE84&&CNTRY262,0,3
3921,OFFICE87&&CNTRY378,0,3
3922,OFFICE18&&CNTRY846,0,3
3923,OFFICE81&&CNTRY276,0,3
3924,OFFICE45&&CNTRY398,0,3
3925,OFFICE60&&CNTRY554,0,3
3926,OFFICE186&&CNTRY334,0,3
3927,OFFICE140&&CNTRY770,0,0
3928,OFFICE123&&CNTRY917,0,0
3929,OFFICE134&&CNTRY554,0,3
3930,OFFICE223&&CNTRY881,0,3
3931,OFFICE180&&CNTRY930,0,3
3932,OFFICE288&&CNTRY976,0,3
3933,OFFICE292&&CNTRY747,0,3
3934,OFFICE132&&CNTRY644,0,3
3935,OFFICE292&&CNTRY456,0,3
3936,OFFICE237&&CNTRY558,0,3
3937,OFFICE197&&CNTRY334,0,3
3938,OFFICE299&&CNTRY920,0,3
3939,OFFICE243&&CNTRY770,0,3
3940,OFFICE214&&CNTRY930,0,3
3941,OFFICE296&&CNTRY653,0,0
3942,OFFICE214&&CNTRY555,0,3
3943,OFFICE196&&CNTRY653,0,3
3944,OFFICE134&&CNTRY321,0,3
3945,OFFICE298&&CNTRY415,0,3
3946,OFFICE35&&CNTRY644,0,0
3947,OFFICE59&&CNTRY915,0,3
3948,OFFICE88&&CNTRY473,0,3
3949,OFFICE94&&CNTRY558,0,3
3950,OFFICE23&&CNTRY984,0,3
3951,OFFICE60&&CNTRY709,1,3
3952,OFFICE66&&CNTRY959,0,3
3953,OFFICE66&&CNTRY378,0,3
3954,OFFICE186&&CNTRY184,0,0
3955,OFFICE122&&CNTRY713,0,0
3956,OFFICE196&&CNTRY830,0,0
3957,OFFICE237&&CNTRY527,0,3
3958,OFFICE196&&CNTRY920,0,0
3959,OFFICE126&&CNTRY716,0,0
3960,OFFICE101&&CNTRY785,0,0
3961,OFFICE299&&CNTRY364,0,0
3962,OFFICE126&&CNTRY171,0,3
3963,OFFICE197&&CNTRY930,0,3
3964,OFFICE297&&CNTRY317,0,3
3965,OFFICE101&&CNTRY771,0,0
3966,OFFICE186&&CNTRY389,0,3
3967,OFFICE299&&CNTRY748,0,3
3968,OFFICE113&&CNTRY334,0,3
3969,OFFICE111&&CNTRY277,0,0
3970,OFFICE162&&CNTRY379,0,3
3971,OFFICE296&&CNTRY409,0,0
3972,OFFICE186&&CNTRY995,0,0
3973,OFFICE246&&CNTRY615,0,3
3974,OFFICE45&&CNTRY138,0,3
3975,OFFICE66&&CNTRY771,0,3
3976,OFFICE96&&CNTRY234,0,3
3977,OFFICE92&&CNTRY962,0,3
3978,OFFICE41&&CNTRY184,0,3
3979,OFFICE66&&CNTRY349,0,0
3980,OFFICE40&&CNTRY988,0,3
3981,OFFICE297&&CNTRY334,0,3
3982,OFFICE167&&CNTRY625,0,3
3983,OFFICE113&&CNTRY558,0,3
3984,OFFICE101&&CNTRY277,0,0
3985,OFFICE288&&CNTRY139,0,3
3986,OFFICE100&&CNTRY759,0,0
3987,OFFICE122&&CNTRY276,0,3
3988,OFFICE237&&CNTRY364,0,3
3989,OFFICE101&&CNTRY322,0,3
3990,OFFICE298&&CNTRY770,0,0
3991,OFFICE233&&CNTRY166,0,3
3992,OFFICE40&&CNTRY962,0,3
3993,OFFICE35&&CNTRY113,0,3
3994,OFFICE101&&CNTRY975,0,0
3995,OFFICE141&&CNTRY166,0,3
3996,OFFICE279&&CNTRY615,0,3
3997,OFFICE237&&CNTRY445,0,3
3998,OFFICE292&&CNTRY576,0,3
3999,OFFICE246&&CNTRY652,0,0
4000,OFFICE105&&CNTRY756,0,3
4001,OFFICE299&&CNTRY874,0,3
4002,OFFICE214&&CNTRY837,0,3
4003,OFFICE123&&CNTRY316,0,0
4004,OFFICE140&&CNTRY323,0,3
4005,OFFICE141&&CNTRY915,0,3
4006,OFFICE237&&CNTRY689,0,3
4007,OFFICE92&&CNTRY659,0,3
4008,OFFICE81&&CNTRY133,0,0
4009,OFFICE45&&CNTRY436,0,3
4010,OFFICE24&&CNTRY837,0,3
4011,OFFICE18&&CNTRY316,0,3
4012,OFFICE18&&CNTRY351,0,3
4013,OFFICE23&&CNTRY278,0,3
4014,OFFICE162&&CNTRY962,0,0
4015,OFFICE299&&CNTRY252,0,0
4016,OFFICE113&&CNTRY215,0,3
4017,OFFICE105&&CNTRY995,0,0
4018,OFFICE252&&CNTRY795,0,0
4019,OFFICE296&&CNTRY674,0,3
4020,OFFICE109&&CNTRY930,0,0
4021,OFFICE197&&CNTRY709,0,0
4022,OFFICE111&&CNTRY264,0,0
4023,OFFICE168&&CNTRY962,0,0
4024,OFFICE141&&CNTRY615,0,0
4025,OFFICE127&&CNTRY171,0,0
4026,OFFICE126&&CNTRY445,0,3
4027,OFFICE141&&CNTRY138,0,0
4028,OFFICE81&&CNTRY756,0,3
4029,OFFICE45&&CNTRY988,0,3
4030,OFFICE78&&CNTRY376,0,3
4031,OFFICE45&&CNTRY764,0,3
4032,OFFICE34&&CNTRY988,0,0
4033,OFFICE81&&CNTRY825,0,0
4034,OFFICE66&&CNTRY263,0,3
4035,OFFICE16&&CNTRY188,0,3
4036,OFFICE51&&CNTRY125,0,3
4037,OFFICE214&&CNTRY866,0,0
4038,OFFICE233&&CNTRY364,0,0
4039,OFFICE237&&CNTRY975,0,3
4040,OFFICE152&&CNTRY747,0,0
4041,OFFICE279&&CNTRY976,0,3
4042,OFFICE134&&CNTRY980,0,0
4043,OFFICE288&&CNTRY252,0,3
4044,OFFICE233&&CNTRY264,0,0
4045,OFFICE214&&CNTRY917,0,3
4046,OFFICE279&&CNTRY415,0,3
4047,OFFICE223&&CNTRY656,0,3
4048,OFFICE134&&CNTRY334,0,3
4049,OFFICE187&&CNTRY713,0,0
4050,OFFICE136&&CNTRY264,0,3
4051,OFFICE127&&CNTRY866,0,3
4052,OFFICE41&&CNTRY920,0,0
4053,OFFICE87&&CNTRY528,0,3
4054,OFFICE84&&CNTRY480,0,3
4055,OFFICE51&&CNTRY962,0,3
4056,OFFICE45&&CNTRY140,0,3
4057,OFFICE78&&CNTRY321,0,0
4058,OFFICE84&&CNTRY891,0,3
4059,OFFICE24&&CNTRY995,0,3
4060,OFFICE152&&CNTRY576,0,0
4061,OFFICE243&&CNTRY680,0,3
4062,OFFICE162&&CNTRY644,0,0
4063,OFFICE162&&CNTRY701,0,3
4064,OFFICE246&&CNTRY765,0,0
4065,OFFICE234&&CNTRY252,0,3
4066,OFFICE197&&CNTRY445,0,3
4067,OFFICE140&&CNTRY859,0,3
4068,OFFICE186&&CNTRY351,0,3
4069,OFFICE136&&CNTRY701,0,3
4070,OFFICE94&&CNTRY988,0,0
4071,OFFICE23&&CNTRY328,0,3
4072,OFFICE34&&CNTRY558,0,3
4073,OFFICE51&&CNTRY618,0,3
4074,OFFICE92&&CNTRY745,0,3
4075,OFFICE52&&CNTRY653,0,3
4076,OFFICE84&&CNTRY409,0,0
4077,OFFICE109&&CNTRY716,0,3
4078,OFFICE288&&CNTRY236,0,0
4079,OFFICE187&&CNTRY263,0,0
4080,OFFICE111&&CNTRY528,0,0
4081,OFFICE180&&CNTRY113,0,0
4082,OFFICE101&&CNTRY113,0,0
4083,OFFICE140&&CNTRY321,0,0
4084,OFFICE126&&CNTRY975,0,0
4085,OFFICE288&&CNTRY615,0,0
4086,OFFICE84&&CNTRY554,0,0
4087,OFFICE96&&CNTRY323,0,3
4088,OFFICE24&&CNTRY846,0,3
4089,OFFICE88&&CNTRY976,0,3
4090,OFFICE41&&CNTRY962,0,3
4091,OFFICE88&&CNTRY881,0,3
4092,OFFICE96&&CNTRY448,0,0
4093,OFFICE66&&CNTRY322,0,0
4094,OFFICE66&&CNTRY837,0,0
4095,OFFICE279&&CNTRY627,0,0
4096,OFFICE252&&CNTRY379,0,3
4097,OFFICE127&&CNTRY843,0,0
4098,OFFICE187&&CNTRY264,0,3
4099,OFFICE101&&CNTRY390,0,3
4100,OFFICE214&&CNTRY785,0,3
4101,OFFICE152&&CNTRY216,0,0
4102,OFFICE187&&CNTRY930,0,3
4103,OFFICE87&&CNTRY995,0,3
4104,OFFICE45&&CNTRY429,0,3
4105,OFFICE87&&CNTRY915,0,3
4106,OFFICE41&&CNTRY448,0,0
4107,OFFICE81&&CNTRY830,0,0
4108,OFFICE84&&CNTRY322,0,0
4109,OFFICE162&&CNTRY771,0,0
4110,OFFICE237&&CNTRY555,0,0
4111,OFFICE117&&CNTRY962,0,0
4112,OFFICE296&&CNTRY837,0,0
4113,OFFICE127&&CNTRY644,0,3
4114,OFFICE298&&CNTRY709,0,3
4115,OFFICE196&&CNTRY485,0,3
4116,OFFICE88&&CNTRY364,0,0
4117,OFFICE45&&CNTRY747,0,3
4118,OFFICE78&&CNTRY316,0,0
4119,OFFICE60&&CNTRY917,0,3
4120,OFFICE88&&CNTRY125,0,3
4121,OFFICE78&&CNTRY262,0,0
4122,OFFICE76&&CNTRY379,0,0
4123,OFFICE78&&CNTRY618,0,0
4124,OFFICE298&&CNTRY930,0,3
4125,OFFICE162&&CNTRY284,0,3
4126,OFFICE134&&CNTRY795,0,3
4127,OFFICE234&&CNTRY429,0,3
4128,OFFICE234&&CNTRY264,0,0
4129,OFFICE223&&CNTRY389,0,3
4130,OFFICE100&&CNTRY653,1,3
4131,OFFICE140&&CNTRY234,0,0
4132,OFFICE167&&CNTRY618,0,0
4133,OFFICE134&&CNTRY528,0,0
4134,OFFICE101&&CNTRY819,0,3
4135,OFFICE298&&CNTRY390,0,3
4136,OFFICE162&&CNTRY915,0,0
4137,OFFICE66&&CNTRY825,0,3
4138,OFFICE16&&CNTRY528,0,3
4139,OFFICE51&&CNTRY252,0,3
4140,OFFICE88&&CNTRY138,0,3
4141,OFFICE24&&CNTRY234,0,3
4142,OFFICE94&&CNTRY701,0,3
4143,OFFICE296&&CNTRY859,0,0
4144,OFFICE288&&CNTRY770,0,3
4145,OFFICE296&&CNTRY263,0,3
4146,OFFICE187&&CNTRY576,0,3
4147,OFFICE141&&CNTRY234,0,3
4148,OFFICE167&&CNTRY917,0,3
4149,OFFICE220&&CNTRY409,0,3
4150,OFFICE222&&CNTRY962,0,3
