,TARIFF.CODE,TARIFF.CODE_illicit_Qsum,TARIFF.CODE_illicit_Qrate
2408,6802210004,0,0
2409,8512909001,0,0
2410,5608193000,0,3
2411,2710124511,0,0
2412,5806310010,0,0
2413,4016999110,0,3
2414,8214100090,0,0
2415,4115100000,1,3
2416,7010902149,0,3
2417,8708949100,1,3
2418,2934999090,0,0
2419,5402440000,0,3
2420,8539220000,1,3
2421,8708500000,0,3
2422,3004500000,0,3
2423,8440100000,1,3
2424,4804520000,0,0
2425,404100000,0,0
2426,3402190019,0,3
2427,8407210000,0,3
2428,302610000,0,3
2429,8421120000,0,3
2430,9505100000,0,3
2431,2905170000,0,3
2432,8424811000,0,3
2433,8467110000,0,3
2434,8421910000,0,3
2435,2930000000,0,3
2436,8514300099,0,0
2437,909210009,0,0
2438,3917400000,0,3
2439,6403999300,0,3
2440,6204440009,0,0
2441,8704213961,0,3
2442,3406000001,0,0
2443,6206300009,0,3
2444,2833190000,0,3
2445,6110209109,0,3
2446,8432800090,0,3
2447,2008994809,0,0
2448,9026102901,0,3
2449,3920102300,0,3
2450,307495900,0,0
2451,6206909009,0,0
2452,2836991791,0,0
2453,4202911090,0,3
2454,4202929190,1,3
2455,8540890009,0,0
2456,5603930000,1,3
2457,3506990000,0,3
2458,3306100000,1,3
2459,6209900000,0,3
2460,8474100000,0,0
2461,8477300000,0,3
2462,8443310000,0,3
2463,8486300000,0,3
2464,1516200021,0,2
2465,3920200029,1,3
2466,4203300000,0,3
2467,8202990000,0,3
2468,8532290001,0,3
2469,4804510000,0,3
2470,3808929013,0,3
2471,1905904592,0,3
2472,9608990051,0,3
2473,7306290000,0,0
2474,9018509001,0,3
2475,9032900000,0,3
2476,9030331000,0,3
2477,9018191000,0,3
2478,7318154150,0,3
2479,9403700000,0,2
2480,8708999798,0,3
2481,7007198000,0,3
2482,9017203910,0,0
2483,6006329000,0,3
2484,4107919099,0,0
2485,7117900006,0,0
2486,6903209090,0,0
2487,8422901000,0,0
2488,9405990099,0,3
2489,7019900000,0,3
2490,4503101000,0,3
2491,8424300800,0,3
2492,7219221000,0,0
2493,4009420090,0,3
2494,5903901000,0,0
2495,8716909091,0,3
2496,9608990099,0,0
2497,8480490000,0,3
2498,5602900000,0,0
2499,6103290000,0,3
2500,8426110000,0,3
2501,4010390000,0,3
2502,2810000000,0,3
2503,4819200000,0,0
2504,7117110000,1,3
2505,3003400000,0,3
2506,2522200000,0,3
2507,8502130019,0,3
2508,8414800089,0,3
2509,4901991000,0,3
2510,5303900000,0,3
2511,8462299800,0,0
2512,2901100009,0,3
2513,6204329009,0,3
2514,9401610000,0,3
2515,9403202090,0,3
2516,3507909001,0,3
2517,6214900009,0,3
2518,6402999600,0,3
2519,7404001000,0,3
2520,6406109092,0,3
2521,8537109901,0,0
2522,901110000,0,0
2523,6109902008,0,3
2524,7326200010,0,3
2525,8543900009,0,0
2526,9003900002,0,3
2527,6804221210,0,3
2528,8201500000,0,0
2529,9616101009,0,3
2530,2905190000,0,3
2531,1901900092,0,3
2532,1521100000,0,3
2533,8528731900,0,3
2534,7307190000,1,3
2535,4503900000,0,0
2536,1702300000,0,3
2537,7304399000,0,3
2538,6306220000,0,3
2539,8542319010,0,0
2540,8467221000,0,3
2541,9405409949,0,3
2542,8418991002,1,3
2543,4819600000,0,0
2544,4908900020,0,3
2545,6006210000,0,3
2546,6105100009,1,3
2547,2709009091,0,3
2548,6215200001,0,3
2549,2903791900,0,3
2550,8307100009,0,3
2551,7321900030,0,3
2552,2905320000,0,3
2553,9001404101,0,3
2554,7307910000,1,3
2555,8517620039,0,0
2556,8803300009,0,3
2557,8443197009,0,3
2558,9017300002,0,3
2559,2853001000,0,3
2560,7318158990,0,0
2561,8412298100,0,3
2562,3921139000,0,3
2563,4811490019,0,3
2564,8414800081,0,3
2565,9500000000,0,3
2566,8704312000,1,3
2567,6806900000,0,3
2568,8464900000,0,3
2569,7607190019,0,3
2570,902400000,0,3
2571,2904100000,0,3
2572,8438400000,0,3
2573,4016990000,0,3
2574,7616991094,0,3
2575,9001502000,0,0
2576,6404209009,0,3
2577,2836400090,0,0
2578,8437800090,0,3
2579,6909190090,0,3
2580,3503001001,0,0
2581,8482919000,0,3
2582,2711190092,0,0
2583,8479400000,0,0
2584,7307199000,0,3
2585,6104620003,0,3
2586,8213000008,0,3
2587,8716393000,0,3
2588,3205000000,0,0
2589,3208209090,0,3
2590,3305900092,0,3
2591,8447900004,0,3
2592,4013900004,0,3
2593,4015190001,0,0
2594,703101900,0,0
2595,9025192010,0,3
2596,3104209000,0,3
2597,9030840009,0,3
2598,2520100000,0,3
2599,7208510000,0,3
2600,8516800000,0,3
2601,3907100000,0,0
2602,8429400000,0,3
2603,3820000000,2,3
2604,8705400000,0,3
2605,8703222200,0,3
2606,8467920000,0,3
2607,3926100004,0,3
2608,2825100000,0,0
2609,8504502000,0,3
2610,9001300000,0,3
2611,3801209000,0,3
2612,7318154990,0,0
2613,6104520009,0,3
2614,3920104008,0,0
2615,6109909091,0,3
2616,7005108009,0,0
2617,9601900099,0,3
2618,8207605000,0,3
2619,7218100000,0,3
2620,3920202900,0,3
2621,5807909010,0,3
2622,8516900090,0,2
2623,2204295809,0,3
2624,4107921010,0,3
2625,8506101100,0,3
2626,8450190000,1,3
2627,8422300000,0,3
2628,7212500000,0,3
2629,3802900000,0,3
2630,6802100000,0,3
2631,9031900000,0,3
2632,8421990000,0,3
2633,3004100000,0,3
2634,2835290000,0,3
2635,6807100000,0,3
2636,2710201190,0,3
2637,8509800002,0,3
2638,6815101000,0,3
2639,8483102909,0,3
2640,8538909101,0,3
2641,7311009190,0,3
2642,2835220000,0,3
2643,8703321943,0,0
2644,7601208000,0,3
2645,1602311900,0,3
2646,8708922001,0,3
2647,8477100000,1,3
2648,7806008029,0,3
2649,2510100001,0,0
2650,3905120000,0,3
2651,3911100000,0,3
2652,4010390099,0,3
2653,8215999009,0,3
2654,3917310000,0,3
2655,8546909000,0,3
2656,5407540000,0,3
2657,8541300000,0,0
2658,3405200000,0,3
2659,8207907800,0,3
2660,8544421090,0,3
2661,7321111012,0,0
2662,8704221928,1,3
2663,7308901000,0,3
2664,2713200090,0,0
2665,9028909000,0,3
2666,6406906000,0,3
2667,2941100009,0,3
2668,7326909619,0,3
2669,5514305000,0,3
2670,8414808099,0,3
2671,7318230090,0,0
2672,804100009,0,3
2673,2106909891,0,0
2674,2710129099,0,3
2675,4010190003,0,3
2676,8207701000,0,0
2677,5508209000,0,3
2678,8450119090,0,3
2679,7312108100,0,3
2680,8403101092,0,0
2681,4010350090,0,0
2682,8464201100,0,0
2683,8479899799,0,3
2684,5208290000,0,0
2685,3920208001,0,3
2686,8309901000,0,0
2687,6214200009,0,3
2688,6203439001,0,0
2689,2834100000,0,3
2690,2916190000,1,3
2691,4202910093,0,3
2692,8418990000,0,3
2693,6603200000,1,3
2694,7318120000,0,3
2695,8502130018,0,3
2696,8713100000,0,0
2697,7217100011,0,3
2698,7208400000,0,3
2699,8703311214,0,3
2700,3917211000,0,3
2701,5509510000,0,3
2702,8311900000,0,0
2703,2710122111,0,3
2704,4202921909,0,3
2705,8207909100,0,3
2706,9403109300,0,0
2707,6114300002,0,0
2708,1801000010,0,0
2709,1701991009,0,3
2710,8483602002,0,3
2711,5407430000,0,0
2712,8708943500,0,3
2713,9018390000,0,3
2714,6210109809,0,3
2715,6310900090,0,3
2716,8203100000,0,3
2717,5407100000,0,3
2718,3703100009,0,3
2719,8205100000,0,3
2720,3501900000,0,3
2721,2615900000,0,3
2722,4504900000,0,3
2723,4009210000,0,3
2724,7310000000,0,3
2725,6704200000,0,3
2726,2936210000,0,3
2727,2402209002,0,0
2728,8708999300,0,3
2729,406907800,0,3
2730,8451900009,0,0
2731,6006900090,0,3
2732,3204150000,0,3
2733,7211290000,0,0
2734,5806390090,0,0
2735,2922500000,0,3
2736,6806100000,0,3
2737,1704905500,0,0
2738,8203200009,0,3
2739,6109100009,0,3
2740,8486400010,0,0
2741,8207309000,0,3
2742,8433900099,0,3
2743,4802551589,0,3
2744,2932190000,0,3
2745,5407840000,0,3
2746,8424890090,0,0
2747,8309909099,0,3
2748,4802552530,0,3
2749,7010902900,0,3
2750,2914700000,0,0
2751,6208910000,0,3
2752,8536100000,0,3
2753,1207209000,0,3
2754,8527290000,0,0
2755,8708400000,0,3
2756,7019390000,0,0
2757,3917401000,0,3
2758,6303990000,0,3
2759,8408200000,0,3
2760,2915390000,0,3
2761,2914290000,0,3
2762,6107190099,0,3
2763,7318152000,0,3
2764,4810310000,0,0
2765,8504108009,0,3
2766,7323990008,0,3
2767,9603309000,0,0
2768,4107129190,0,3
2769,7318157050,0,3
2770,2309909600,0,3
2771,210209000,0,3
2772,4104495900,0,0
2773,8211910099,0,3
2774,8708802001,0,0
2775,2203000901,0,3
2776,7223009900,0,0
2777,9004901039,0,0
2778,2909309000,0,0
2779,8302411003,0,0
2780,8483608009,0,3
2781,7407290009,0,3
2782,9031803400,0,3
2783,3824909699,0,2
2784,8432800000,0,3
2785,1905900000,0,3
2786,1509100019,0,3
2787,4411920000,0,3
2788,8505110000,0,3
2789,7309009000,0,0
2790,3917221000,0,3
2791,2208600000,0,3
2792,4202199018,0,0
2793,6001220000,0,3
2794,9007190000,0,3
2795,8421210023,0,3
2796,4013900000,0,3
2797,8424900000,0,3
2798,7210900000,0,3
2799,8536700010,0,3
2800,4010190008,0,3
2801,7010905301,0,0
2802,4009420010,0,3
2803,8708931000,0,3
2804,7212408010,0,3
2805,1904201000,0,3
2806,8473502000,0,3
2807,3006400001,0,0
2808,901210002,0,3
2809,3815909000,0,3
2810,7018101100,0,0
2811,8408902790,0,3
2812,7314120000,0,3
2813,7320208110,0,3
2814,8705908099,0,0
2815,9405403110,0,3
2816,7307921000,0,0
2817,2915390099,0,3
2818,8467298000,0,0
2819,8416900000,0,3
2820,8431410000,0,3
2821,8461400000,0,3
2822,9019100011,0,3
2823,2302100000,0,3
2824,1604139000,0,3
2825,7610900000,0,0
2826,2903490000,0,3
2827,9021210000,0,3
2828,7225990000,0,3
2829,402101000,0,3
2830,8487100000,0,0
2831,7216310000,0,3
2832,6117800000,0,3
2833,4010190000,1,3
2834,3921130000,0,3
2835,2918190000,0,3
2836,3808926099,0,3
2837,5515191000,0,3
2838,8507600000,0,0
2839,5911901099,0,0
2840,3812100000,1,3
2841,6212109097,0,0
2842,8432900091,0,3
2843,3922200000,0,0
2844,7506200000,0,3
2845,7202118000,0,3
2846,4203300090,0,3
2847,5907000090,0,3
2848,4806100000,0,0
2849,9025808090,0,3
2850,9025198010,0,3
2851,8533409009,0,3
2852,8205598005,0,3
2853,7406200001,0,0
2854,3824906500,0,3
2855,8483405990,0,0
2856,9402100090,0,0
2857,8413820090,0,3
2858,6201190098,0,3
2859,4805300000,0,3
2860,1702305010,0,0
2861,4203100099,0,3
2862,2804400000,0,3
2863,2833298009,0,3
2864,2915907009,0,0
2865,3911900000,0,3
2866,7307930000,0,0
2867,4601991000,0,3
2868,2933490000,0,3
2869,4804390000,0,3
2870,2101110019,0,3
2871,2842100000,0,3
2872,8423820000,0,3
2873,9029200000,0,3
2874,8504400000,0,3
2875,8423810000,0,3
2876,5804290000,0,3
2877,8301100000,1,3
2878,8518400000,0,3
2879,6402990099,0,3
2880,9202900000,0,3
2881,8516100000,1,3
2882,8412800000,0,3
2883,7216500000,0,3
2884,8450200000,1,3
2885,8536501996,0,3
2886,7325100000,0,3
2887,8703321965,0,0
2888,8003000010,0,3
2889,9102110000,0,0
2890,3921903000,0,3
2891,4011610002,0,3
2892,3204120000,0,2
2893,8536301000,0,3
2894,4820109000,0,0
2895,3916909009,0,0
2896,2005208001,0,3
2897,1602209000,0,0
2898,8511800001,0,3
2899,9615190009,0,3
2900,8703221091,0,3
2901,6109902006,0,2
2902,3919101200,0,3
2903,6804100090,0,3
2904,6116102000,0,3
2905,8511500008,0,3
2906,7217203090,0,0
2907,7326909449,0,3
2908,2402100005,0,3
2909,8543709099,0,3
2910,6103420003,0,3
2911,1104120000,0,3
2912,8411820000,0,3
2913,8423900000,0,3
2914,8541600000,0,3
2915,6804100000,0,3
2916,7308201000,0,3
2917,1601009000,0,3
2918,710100000,0,3
2919,3204130000,0,3
2920,4002110000,0,3
2921,7302900040,0,3
2922,8462918009,0,0
2923,9608109990,0,3
2924,7616991099,0,3
2925,6005909090,0,0
2926,8408209909,0,3
2927,4808400000,0,0
2928,8536901093,0,0
2929,6305321900,0,3
2930,7321119099,0,3
2931,8504318090,0,3
2932,6204339009,0,3
2933,8445120000,0,0
2934,4407109800,0,2
2935,9403309109,0,3
2936,2208308201,0,3
2937,8467990010,0,0
2938,8518109500,0,3
2939,4417000091,0,0
2940,7408110010,0,3
2941,4820900000,0,3
2942,3701300009,0,0
2943,8423829009,0,0
2944,8703339092,0,0
2945,2001909799,0,3
2946,4813900000,0,0
2947,5801100000,0,3
2948,8536690000,0,3
2949,8702901294,0,3
2950,8302100000,0,3
2951,8504500000,0,3
2952,4421909710,0,3
2953,6908909199,0,3
2954,3925100090,0,3
2955,1507909009,0,0
2956,8204200000,0,3
2957,9618000001,0,3
2958,6117808091,0,3
2959,1905329901,0,3
2960,5505109000,0,3
2961,8708309902,0,3
2962,8431492000,0,0
2963,6001920001,0,3
2964,7320208910,0,3
2965,5603931000,0,3
2966,808108009,0,3
2967,8536209090,0,0
2968,9020000001,0,3
2969,2805409000,0,3
2970,8003000080,0,3
2971,8531809509,0,0
2972,8412290000,0,3
2973,8207900000,0,3
2974,8438300000,0,3
2975,8415810000,0,0
2976,7301200000,0,0
2977,1801002000,0,0
2978,3215190016,0,3
2979,5603121000,0,3
2980,9616109009,0,3
2981,8708923500,0,3
2982,8523299019,0,0
2983,1001190000,0,0
2984,5006001000,0,0
2985,8708913501,0,3
2986,8516400009,0,3
2987,6208220003,0,3
2988,4202229000,0,3
2989,6208190098,0,3
2990,8512200011,0,3
2991,802908509,0,3
2992,6211110099,0,3
2993,4421100000,0,3
2994,3924900009,0,3
2995,5407820000,0,3
2996,7308909803,0,0
2997,7502100000,0,3
2998,2843210000,0,3
2999,7306508000,0,3
3000,4821100000,0,0
3001,8418100019,0,3
3002,8482500000,0,3
3003,8462390000,0,3
3004,8536300000,1,3
3005,7306190000,0,3
3006,8424300000,0,3
3007,8418290024,0,0
3008,2833250000,0,0
3009,8467890009,0,0
3010,8302420009,0,3
3011,8448420001,0,3
3012,2921511900,0,0
3013,8421192000,0,3
3014,8413504000,0,3
3015,8501529010,0,0
3016,5903909100,0,2
3017,8535301011,0,0
3018,8205510000,0,3
3019,4408398530,0,3
3020,8419812001,0,3
3021,3401209009,0,0
3022,5604909000,0,3
3023,8419818010,0,3
3024,7225406000,0,0
3025,6005329000,0,3
3026,8467297000,0,3
3027,3810909001,0,3
3028,2916320000,0,3
3029,8701900099,0,3
3030,4804190000,0,3
3031,2835260000,0,3
3032,407000000,1,3
3033,8311300000,0,3
3034,8703321963,0,3
3035,8413603900,0,3
3036,5210110001,0,3
3037,8481201000,0,3
3038,9603500000,0,3
3039,701909000,0,3
3040,9013909000,0,0
3041,804100001,0,3
3042,8703221051,0,3
3043,805501000,0,3
3044,3924900001,0,0
3045,7209189900,0,0
3046,9028200090,0,3
3047,2513200009,0,3
3048,3505209000,0,3
3049,8532300000,0,3
3050,2208701003,0,3
3051,5903109000,0,0
3052,8483102901,0,3
3053,7004900000,0,3
3054,3907910000,0,3
3055,6802910000,1,3
3056,8903990000,0,3
3057,3307900000,0,3
3058,1704100000,1,3
3059,8537209101,0,0
3060,5510110000,1,3
3061,1006306590,0,0
3062,2519901000,0,0
3063,8481806990,0,3
3064,8512200093,0,3
3065,8302100001,0,3
3066,6813890000,0,0
3067,7409310010,0,3
3068,3912909000,0,0
3069,8511500004,0,3
3070,7007212010,0,2
3071,6104430009,0,3
3072,6117100090,0,3
3073,7326909211,0,3
3074,5601290000,0,3
3075,7321121000,0,3
3076,8528721100,0,3
3077,3505100000,1,3
3078,8702101112,0,3
3079,7505110000,0,3
3080,1806200000,0,3
3081,9505900000,0,3
3082,9617000001,0,3
3083,8418690070,0,3
3084,9027109000,0,3
3085,4820400000,0,0
3086,3403199099,0,3
3087,8215910000,0,0
3088,9610000000,0,3
3089,7415390000,0,3
3090,8536900100,0,0
3091,8538100000,0,3
3092,6205901009,0,3
3093,3810100001,0,3
3094,4408908580,0,0
3095,2846900000,0,3
3096,8544429091,0,3
3097,8415900020,0,3
3098,5209590000,0,3
3099,8708409900,0,3
3100,3210001090,0,3
3101,6911100090,0,0
3102,307119090,0,0
3103,6203420000,0,3
3104,9406000019,0,3
3105,6404200022,0,3
3106,2824100000,0,0
3107,3815190000,0,3
3108,7411100000,0,3
3109,3923290000,0,0
3110,301910000,0,3
3111,9011200000,0,0
3112,3909501090,0,3
3113,9608300090,0,3
3114,6104630002,0,3
3115,6810910000,0,3
3116,8703219090,0,3
3117,7210122001,0,3
3118,5607909090,0,3
3119,7326909883,0,0
3120,2906290000,0,0
3121,2835260001,0,3
3122,3402130001,0,0
3123,7219908000,0,3
3124,901210005,0,3
3125,6403599500,0,3
3126,8704213990,0,0
3127,5407530000,0,0
3128,8708299001,0,3
3129,8445300000,0,3
3130,3209900090,0,3
3131,2712209090,0,3
3132,4202210001,0,0
3133,7305310000,0,3
3134,6912003008,0,0
3135,3801900000,0,3
3136,7314390000,1,3
3137,8708950000,0,3
3138,8704900091,0,3
3139,5310100000,0,3
3140,3805900000,0,3
3141,8414100000,0,3
3142,8418400041,0,3
3143,4804110000,0,3
3144,5503300000,0,3
3145,8704229992,0,3
3146,9102290000,0,3
3147,2828900030,0,3
3148,8704311099,0,3
3149,7326909820,0,0
3150,3921905500,0,3
3151,8414102590,0,3
3152,7309003000,0,0
3153,8501109900,1,3
3154,8207209000,0,3
3155,7607191010,0,0
3156,6211490089,0,3
3157,1302320000,0,3
3158,8519500000,0,3
3159,2530900000,0,3
3160,2804290000,0,3
3161,8460190000,0,3
3162,4811590040,0,3
3163,8907900099,0,0
3164,2515120011,0,3
3165,8516400001,0,3
3166,8517709019,0,3
3167,6211331002,0,0
3168,8703219012,0,0
3169,6209909090,0,3
3170,8537109902,0,0
3171,8708942001,0,3
3172,6806900009,0,3
3173,8537209909,0,3
3174,9609900000,0,3
3175,8413911000,0,3
3176,8548900000,0,3
3177,7210110000,0,0
3178,2924210000,0,3
3179,7321810000,0,3
3180,3915100000,1,3
3181,2902900000,1,3
3182,8536201090,0,3
3183,9506210000,0,0
3184,8504509509,0,3
3185,3305200000,0,3
3186,8528598009,0,0
3187,3801100000,0,3
3188,4823908593,0,0
3189,6204629009,0,3
3190,7318163010,0,0
3191,1302197003,0,0
3192,8425490001,0,3
3193,9022900009,0,3
3194,1806329000,0,0
3195,5205230001,0,3
3196,8438600000,0,3
3197,6403993800,0,0
3198,5210290009,0,3
3199,3203009009,0,0
3200,909310009,0,0
3201,8433531000,0,3
3202,8536419000,0,2
3203,7318159090,0,0
3204,8302420004,0,3
3205,8508190000,0,3
3206,8518290000,0,3
3207,2941900000,0,3
3208,3921110000,0,3
3209,8443130000,0,3
3210,8502110012,0,3
3211,6401920096,0,3
3212,5902201000,0,0
3213,8715009000,0,3
3214,709599000,0,0
3215,3304990002,0,3
3216,9612101009,0,0
3217,6306900019,0,3
3218,7608100000,0,0
3219,8214100020,0,0
3220,2921190000,0,3
3221,8422200000,0,3
3222,7326199009,0,3
3223,7214919020,0,0
3224,8302500001,0,0
3225,8539219200,0,3
3226,3916901009,0,0
3227,402219990,0,3
3228,9017203990,0,3
3229,6211433108,0,3
3230,4902100001,0,3
3231,3203001009,0,0
3232,5513190000,0,0
3233,1509109082,0,0
3234,9405104001,0,3
3235,4818201000,0,0
3236,5112301009,0,3
3237,4114200009,0,0
3238,9620000000,0,3
3239,1006301039,0,3
3240,3915900000,0,3
3241,8434200000,0,3
3242,3214900000,1,3
3243,2301100000,0,3
3244,9029203100,0,0
3245,7117900002,0,3
3246,8701903100,0,0
3247,8536101001,0,0
3248,7326909854,0,3
3249,6202990091,0,3
3250,5407420000,0,3
3251,8703211018,0,3
3252,8543300000,0,0
3253,3822000001,0,3
3254,7606910010,0,3
3255,5804211000,0,3
3256,8502118000,0,0
3257,6103420002,0,0
3258,5513410000,0,0
3259,8523511010,0,3
3260,2507008090,0,3
3261,6505009099,0,3
3262,6114900098,0,0
3263,6203329009,0,3
3264,9619001100,0,3
3265,4802568040,0,3
3266,9021290090,0,0
3267,8458990000,0,3
3268,2804210000,0,3
3269,2922420044,0,0
3270,8207300000,0,3
3271,3917239000,0,3
3272,8509400000,0,0
3273,6217900000,0,3
3274,2800000000,0,3
3275,9021400000,0,3
3276,5512199009,0,0
3277,8422909000,0,3
3278,8207199001,0,3
3279,5111200009,0,3
3280,7321111090,0,3
3281,3301294199,0,3
3282,3215900099,0,3
3283,8301700010,0,0
3284,8451900003,0,3
3285,5408240000,0,3
3286,9033000000,0,3
3287,9024101100,0,3
3288,1806909000,0,0
3289,2907120000,0,3
3290,8459691000,0,0
3291,2207200099,0,3
3292,8414208000,0,3
3293,8307100002,0,0
3294,8419908591,0,3
3295,8508190090,0,3
3296,8708809100,0,3
3297,6403400000,0,0
3298,6211390099,0,3
3299,5210110009,0,0
3300,5601211090,0,3
3301,8302411009,0,3
3302,8412908000,0,3
3303,7306210000,0,3
3304,3903900000,0,3
3305,3005900000,0,3
3306,2921210000,0,3
3307,4822100000,1,3
3308,2208400000,0,3
3309,5308901000,0,3
3310,5203009000,0,3
3311,9405602000,0,3
3312,6112391091,0,3
3313,1905329909,0,0
3314,9615900090,0,3
3315,8412310000,0,3
3316,9031200000,0,3
3317,6815990000,0,0
3318,8536501191,0,0
3319,406303900,0,3
3320,8708299007,0,3
3321,6402991000,0,3
3322,3406000008,0,3
3323,7606111090,0,3
3324,207143000,0,3
3325,8479810009,0,3
3326,3824909209,0,3
3327,7419999011,0,3
3328,8481809991,0,3
3329,3305300000,1,3
3330,7604299000,0,3
3331,7228306100,0,3
3332,2901220009,0,3
3333,5801330009,0,3
3334,6912009007,0,3
3335,8512300000,0,3
3336,8517610000,0,3
3337,8414209000,0,3
3338,2202100000,1,3
3339,7301100000,0,0
3340,8707909003,0,3
3341,6402999100,0,3
3342,6404199009,0,3
3343,9619001900,0,3
3344,8516900029,0,3
3345,9401908090,0,3
3346,8213000001,0,3
3347,8487905909,0,0
3348,8207403000,0,0
3349,8504340000,0,3
3350,8703329099,0,3
3351,8481809910,0,3
3352,2905420000,0,3
3353,4011930000,0,0
3354,1105200000,0,3
3355,8422400000,1,3
3356,2517490000,0,3
3357,2501001000,0,3
3358,8704321919,0,3
3359,7013499993,0,0
3360,6210101008,0,0
3361,7015900091,0,3
3362,8413703000,0,3
3363,7002390000,0,0
3364,9031809899,0,3
3365,904220009,0,3
3366,8425490009,0,3
3367,4802200010,0,3
3368,4802690098,0,3
3369,8704213950,0,3
3370,5806310090,0,3
3371,4817100000,0,3
3372,2833110000,0,3
3373,8464100010,0,0
3374,6403590055,0,3
3375,8426410000,0,0
3376,5402550000,0,3
3377,9030890000,0,3
3378,3300000000,0,0
3379,2710197190,0,3
3380,6110909091,0,3
3381,2936250000,0,0
3382,7607209010,0,3
3383,8544300010,0,3
3384,2827350000,0,3
3385,5407910001,0,0
3386,8539213000,0,0
3387,4002999000,0,0
3388,8526918000,0,3
3389,9503002102,0,0
3390,7211908000,0,3
3391,9405403190,0,3
3392,3105201000,0,3
3393,1521909101,0,3
3394,6203310009,0,3
3395,8536209010,0,3
3396,9024900000,0,0
3397,3303009092,0,2
3398,3901909010,0,3
3399,5810919000,0,3
3400,8309900092,0,3
3401,5109100000,0,3
3402,8481101920,0,3
3403,1902401000,0,3
3404,8408908500,0,3
3405,6108920008,0,0
3406,8309909010,1,3
3407,6211421009,0,3
3408,8517701993,0,0
3409,8523419010,0,3
3410,2523290000,0,3
3411,8708309109,0,3
3412,4805910099,0,0
3413,2710196219,0,0
3414,4016100000,0,3
3415,7616999040,0,3
3416,2933399909,0,3
3417,8447208009,0,0
3418,6203221009,0,3
3419,6406101002,0,0
3420,5407200029,0,0
3421,3917229000,1,3
3422,2905310000,0,3
3423,6001290000,0,0
3424,8442502010,0,3
3425,4010340000,0,3
3426,6302210000,0,3
3427,5603129010,0,0
3428,8003000070,0,3
3429,5113000020,0,3
3430,4418908090,0,3
3431,3814001009,0,3
3432,8708929900,0,3
3433,5209110000,0,3
3434,8502202000,0,3
3435,7202210000,0,0
3436,5603149090,0,3
3437,4005100000,0,3
3438,7308909809,0,3
3439,5807101090,0,0
3440,8481309901,0,3
3441,4818400041,0,3
3442,9022900000,0,3
3443,6700000000,0,3
3444,2508400000,0,3
3445,3410000000,0,3
3446,8457100000,0,3
3447,5503110000,0,3
3448,5516210000,0,3
3449,8448490090,0,3
3450,8517699090,0,3
3451,3823199002,0,0
3452,9030840004,0,0
3453,3405909099,0,3
3454,6802939000,0,0
3455,6404110000,0,3
3456,5901900002,0,3
3457,6106200003,0,3
3458,8471900009,0,3
3459,8453200000,0,3
3460,7310299000,0,3
3461,8425420000,0,3
3462,4107910000,0,3
3463,2210000000,0,3
3464,8305900001,0,3
3465,8433400001,0,0
3466,8413502000,0,0
3467,7612908009,0,3
3468,7010909999,0,0
3469,6104690094,0,0
3470,2842908099,0,3
3471,9606290001,0,3
3472,8477809909,0,3
3473,3104201000,0,3
3474,8462109000,0,3
3475,7318129000,0,3
3476,8542330010,0,0
3477,8430100000,0,3
3478,8205200000,1,3
3479,8415900099,0,3
3480,2811190000,0,3
3481,8703100000,2,3
3482,9006910000,0,0
3483,8413810000,0,3
3484,8502200029,0,3
3485,2809200009,0,0
3486,8522904900,0,0
3487,8473508000,0,3
3488,8423815009,0,3
3489,7117190090,0,3
3490,7415290009,0,3
3491,9606290009,0,3
3492,8544200099,0,0
3493,2926909500,0,0
3494,9209300000,0,3
3495,8305200009,0,3
3496,3403199091,0,0
3497,8703231961,0,3
3498,6402995000,0,3
3499,3303009099,0,3
3500,1517909300,0,3
3501,7014000001,0,0
3502,6101301003,0,0
3503,8483308001,0,3
3504,4411120000,0,3
3505,6310100019,0,0
3506,8208300000,0,3
3507,8703232933,0,3
3508,4823690000,0,3
3509,8479902000,0,3
3510,6102309003,0,3
3511,9504500010,0,3
3512,3921131000,0,3
3513,4816200000,0,3
3514,7010907112,0,0
3515,5607501190,0,3
3516,2912210000,0,3
3517,8481805900,0,3
3518,2709009019,0,0
3519,3802900001,0,0
3520,9014208001,0,3
3521,7318155990,0,0
3522,8527120000,1,3
3523,7219900000,0,0
3524,406900000,0,3
3525,9209920009,0,0
3526,9030908500,0,3
3527,7616999050,0,3
3528,4202129109,0,3
3529,6104320009,0,0
3530,6204623901,0,3
3531,8535100001,0,3
3532,5205310001,0,3
3533,9403208001,0,0
3534,8414592090,0,3
3535,8202100000,0,3
3536,6201920009,0,0
3537,2710199990,0,3
3538,8509800000,0,0
3539,804100000,0,3
3540,8210000000,0,3
3541,910100000,0,3
3542,8502120013,0,0
3543,1511101000,0,3
3544,3907919000,0,3
3545,8418215100,0,0
3546,3816000000,0,3
3547,8466102000,0,3
3548,4820101000,0,0
3549,4902900003,0,0
3550,307609000,0,3
3551,4419009009,0,3
3552,6203431101,0,0
3553,9107000001,0,3
3554,4414001009,0,0
3555,3403191091,0,3
3556,4202129909,0,3
3557,4010190002,0,3
3558,2106909830,0,0
3559,8424301000,0,3
3560,6403911100,0,3
3561,8513100010,0,0
3562,8502138000,0,3
3563,3926909221,0,3
3564,5401201000,0,3
3565,3204140000,0,3
3566,9031809891,0,0
3567,2902190009,0,3
3568,7304293000,0,3
3569,6305900000,0,3
3570,8418999032,0,0
3571,4823908595,0,3
3572,3921904900,0,0
