IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_sum,IMPORTER.TIN&&ORIGIN.CODE_illicit_rate
IMP792271&&CNTRY863,0,0.0
IMP792271&&CNTRY874,0,0.0
IMP792271&&CNTRY884,0,0.0
IMP792271&&CNTRY917,1,1.0
IMP792271&&CNTRY939,0,0.0
IMP792402&&CNTRY415,0,0.0
IMP792402&&CNTRY562,1,1.0
IMP792791&&CNTRY171,1,1.0
IMP792791&&CNTRY652,0,0.0
IMP792791&&CNTRY825,0,0.0
IMP792966&&CNTRY276,0,0.0
IMP793170&&CNTRY659,1,1.0
IMP793170&&CNTRY939,0,0.0
IMP793272&&CNTRY785,1,1.0
IMP793274&&CNTRY491,0,0.0
IMP793274&&CNTRY825,0,0.0
IMP793286&&CNTRY216,0,0.0
IMP793286&&CNTRY311,0,0.0
IMP793286&&CNTRY334,0,0.0
IMP793286&&CNTRY429,0,0.0
IMP793286&&CNTRY615,0,0.0
IMP793286&&CNTRY618,0,0.0
IMP793286&&CNTRY680,0,0.0
IMP793607&&CNTRY264,1,1.0
IMP793607&&CNTRY311,0,0.0
IMP793628&&CNTRY652,0,0.0
IMP793628&&CNTRY680,0,0.0
IMP793628&&CNTRY713,0,0.0
IMP793732&&CNTRY140,0,0.0
IMP793732&&CNTRY215,0,0.0
IMP793732&&CNTRY263,1,1.0
IMP793732&&CNTRY277,0,0.0
IMP793732&&CNTRY376,0,0.0
IMP793732&&CNTRY389,0,0.0
IMP793732&&CNTRY615,0,0.0
IMP793732&&CNTRY622,0,0.0
IMP793732&&CNTRY680,1,0.08333333333333333
IMP793732&&CNTRY745,0,0.0
IMP793732&&CNTRY759,0,0.0
IMP793732&&CNTRY765,1,1.0
IMP793732&&CNTRY830,1,1.0
IMP793732&&CNTRY846,0,0.0
IMP793761&&CNTRY881,1,1.0
IMP793851&&CNTRY138,1,1.0
IMP793905&&CNTRY234,0,0.0
IMP793905&&CNTRY873,1,1.0
IMP793955&&CNTRY323,1,1.0
IMP793955&&CNTRY562,1,1.0
IMP793955&&CNTRY976,0,0.0
IMP794364&&CNTRY334,0,0.0
IMP794364&&CNTRY618,0,0.0
IMP794419&&CNTRY343,0,0.0
IMP794419&&CNTRY652,0,0.0
IMP794467&&CNTRY407,0,0.0
IMP794467&&CNTRY881,1,1.0
IMP794784&&CNTRY168,0,0.0
IMP794784&&CNTRY276,1,1.0
IMP794784&&CNTRY376,0,0.0
IMP794784&&CNTRY491,0,0.0
IMP794784&&CNTRY562,0,0.0
IMP794784&&CNTRY576,0,0.0
IMP794784&&CNTRY615,0,0.0
IMP794784&&CNTRY659,0,0.0
IMP794784&&CNTRY680,0,0.0
IMP794784&&CNTRY759,0,0.0
IMP794784&&CNTRY859,0,0.0
IMP794818&&CNTRY891,0,0.0
IMP795085&&CNTRY473,0,0.0
IMP795085&&CNTRY759,0,0.0
IMP795085&&CNTRY975,0,0.0
IMP795087&&CNTRY407,1,1.0
IMP795165&&CNTRY264,0,0.0
IMP795165&&CNTRY277,0,0.0
IMP795165&&CNTRY311,1,1.0
IMP795165&&CNTRY438,0,0.0
IMP795165&&CNTRY546,1,1.0
IMP795165&&CNTRY680,1,1.0
IMP795165&&CNTRY920,0,0.0
IMP795359&&CNTRY140,0,0.0
IMP795375&&CNTRY364,0,0.0
IMP795393&&CNTRY215,0,0.0
IMP795393&&CNTRY759,0,0.0
IMP795395&&CNTRY317,1,1.0
IMP795395&&CNTRY349,1,1.0
IMP795395&&CNTRY680,0,0.0
IMP795395&&CNTRY701,0,0.0
IMP795401&&CNTRY328,0,0.0
IMP795401&&CNTRY713,0,0.0
IMP795401&&CNTRY825,0,0.0
IMP795429&&CNTRY825,0,0.0
IMP795455&&CNTRY376,0,0.0
IMP795455&&CNTRY873,0,0.0
IMP795744&&CNTRY171,1,1.0
IMP795744&&CNTRY263,0,0.0
IMP795744&&CNTRY277,0,0.0
IMP795744&&CNTRY321,0,0.0
IMP795744&&CNTRY376,0,0.0
IMP795744&&CNTRY454,0,0.0
IMP795744&&CNTRY562,0,0.0
IMP795744&&CNTRY576,0,0.0
IMP795744&&CNTRY615,0,0.0
IMP795744&&CNTRY656,0,0.0
IMP795744&&CNTRY680,1,0.037037037037037035
IMP795744&&CNTRY759,0,0.0
IMP795744&&CNTRY785,0,0.0
IMP795744&&CNTRY819,1,1.0
IMP795744&&CNTRY881,0,0.0
IMP795744&&CNTRY884,0,0.0
IMP795744&&CNTRY975,0,0.0
IMP795744&&CNTRY994,0,0.0
IMP795959&&CNTRY622,0,0.0
IMP795995&&CNTRY277,0,0.0
IMP795995&&CNTRY278,1,1.0
IMP795995&&CNTRY322,0,0.0
IMP795995&&CNTRY343,1,1.0
IMP795995&&CNTRY349,0,0.0
IMP795995&&CNTRY376,0,0.0
IMP795995&&CNTRY454,0,0.0
IMP795995&&CNTRY653,1,1.0
IMP795995&&CNTRY680,0,0.0
IMP795995&&CNTRY759,0,0.0
IMP795995&&CNTRY920,0,0.0
IMP796217&&CNTRY881,0,0.0
IMP796217&&CNTRY884,0,0.0
IMP796255&&CNTRY277,0,0.0
IMP796255&&CNTRY438,0,0.0
IMP796255&&CNTRY473,0,0.0
IMP796255&&CNTRY759,0,0.0
IMP796255&&CNTRY995,0,0.0
IMP796436&&CNTRY379,1,1.0
IMP796625&&CNTRY873,0,0.0
IMP796696&&CNTRY939,1,1.0
IMP796876&&CNTRY140,1,1.0
IMP796876&&CNTRY919,1,1.0
IMP796992&&CNTRY759,0,0.0
IMP797339&&CNTRY376,0,0.0
IMP797339&&CNTRY759,0,0.0
IMP797429&&CNTRY263,1,1.0
IMP797429&&CNTRY376,0,0.0
IMP797429&&CNTRY615,0,0.0
IMP797429&&CNTRY656,0,0.0
IMP797472&&CNTRY125,1,1.0
IMP797472&&CNTRY150,1,1.0
IMP797711&&CNTRY407,0,0.0
IMP797711&&CNTRY438,0,0.0
IMP797711&&CNTRY615,0,0.0
IMP797711&&CNTRY759,0,0.0
IMP797789&&CNTRY680,0,0.0
IMP797852&&CNTRY188,1,1.0
IMP797852&&CNTRY830,0,0.0
IMP797861&&CNTRY759,0,0.0
IMP797920&&CNTRY917,0,0.0
IMP797920&&CNTRY930,0,0.0
IMP797982&&CNTRY376,0,0.0
IMP797982&&CNTRY562,0,0.0
IMP797982&&CNTRY618,1,1.0
IMP797982&&CNTRY759,0,0.0
IMP798443&&CNTRY759,0,0.0
IMP798443&&CNTRY884,0,0.0
IMP798443&&CNTRY930,1,1.0
IMP798685&&CNTRY837,0,0.0
IMP798762&&CNTRY939,0,0.0
IMP798907&&CNTRY113,0,0.0
IMP798907&&CNTRY138,0,0.0
IMP798907&&CNTRY277,0,0.0
IMP798907&&CNTRY284,0,0.0
IMP798907&&CNTRY349,0,0.0
IMP798907&&CNTRY376,0,0.0
IMP798907&&CNTRY389,0,0.0
IMP798907&&CNTRY454,0,0.0
IMP798907&&CNTRY555,1,1.0
IMP798907&&CNTRY615,0,0.0
IMP798907&&CNTRY652,0,0.0
IMP798907&&CNTRY653,0,0.0
IMP798907&&CNTRY656,0,0.0
IMP798907&&CNTRY680,0,0.0
IMP798907&&CNTRY759,0,0.0
IMP798907&&CNTRY825,0,0.0
IMP798907&&CNTRY881,1,1.0
IMP798907&&CNTRY884,0,0.0
IMP798907&&CNTRY917,0,0.0
IMP798907&&CNTRY988,0,0.0
IMP799032&&CNTRY448,1,1.0
IMP799032&&CNTRY884,0,0.0
IMP799062&&CNTRY385,1,1.0
IMP799098&&CNTRY562,0,0.0
IMP799261&&CNTRY770,1,1.0
IMP799261&&CNTRY959,1,1.0
IMP799266&&CNTRY615,0,0.0
IMP799266&&CNTRY884,0,0.0
IMP799266&&CNTRY962,0,0.0
IMP799275&&CNTRY150,0,0.0
IMP799275&&CNTRY349,0,0.0
IMP799275&&CNTRY376,0,0.0
IMP799275&&CNTRY759,0,0.0
IMP799410&&CNTRY284,1,1.0
IMP799496&&CNTRY150,1,1.0
IMP799496&&CNTRY364,1,1.0
IMP799496&&CNTRY615,0,0.0
IMP799496&&CNTRY680,0,0.0
IMP799496&&CNTRY713,1,1.0
IMP799496&&CNTRY825,1,1.0
IMP799496&&CNTRY846,0,0.0
IMP799496&&CNTRY884,0,0.0
IMP799725&&CNTRY709,0,0.0
IMP799870&&CNTRY234,0,0.0
IMP799870&&CNTRY277,0,0.0
IMP799870&&CNTRY759,1,0.5
IMP799903&&CNTRY252,1,1.0
IMP799903&&CNTRY759,0,0.0
IMP799935&&CNTRY171,0,0.0
IMP799935&&CNTRY576,1,1.0
IMP799935&&CNTRY680,1,1.0
IMP799935&&CNTRY881,0,0.0
IMP800324&&CNTRY262,0,0.0
IMP800324&&CNTRY376,0,0.0
IMP800324&&CNTRY554,0,0.0
IMP800324&&CNTRY618,0,0.0
IMP800473&&CNTRY713,1,1.0
IMP800496&&CNTRY680,0,0.0
IMP800530&&CNTRY133,0,0.0
IMP800530&&CNTRY376,1,1.0
IMP800541&&CNTRY364,0,0.0
IMP800541&&CNTRY376,0,0.0
IMP800541&&CNTRY680,0,0.0
IMP800556&&CNTRY409,0,0.0
IMP800556&&CNTRY680,0,0.0
IMP800556&&CNTRY759,0,0.0
IMP801010&&CNTRY644,1,1.0
IMP801010&&CNTRY866,0,0.0
IMP801156&&CNTRY215,0,0.0
IMP801156&&CNTRY376,0,0.0
IMP801156&&CNTRY546,0,0.0
IMP801156&&CNTRY680,0,0.0
IMP801156&&CNTRY759,1,1.0
IMP801156&&CNTRY825,0,0.0
IMP801156&&CNTRY884,0,0.0
IMP801156&&CNTRY976,0,0.0
IMP801169&&CNTRY277,0,0.0
IMP801175&&CNTRY654,0,0.0
IMP801175&&CNTRY680,0,0.0
IMP801175&&CNTRY701,1,1.0
IMP801209&&CNTRY351,1,1.0
IMP801209&&CNTRY376,0,0.0
IMP801209&&CNTRY680,0,0.0
IMP801209&&CNTRY765,0,0.0
IMP801209&&CNTRY994,0,0.0
IMP801300&&CNTRY376,1,1.0
IMP801300&&CNTRY379,0,0.0
IMP801300&&CNTRY436,1,1.0
IMP801300&&CNTRY615,0,0.0
IMP801300&&CNTRY622,1,1.0
IMP801300&&CNTRY680,0,0.0
IMP801300&&CNTRY759,0,0.0
IMP801300&&CNTRY764,0,0.0
IMP801300&&CNTRY884,1,0.5
IMP801300&&CNTRY994,0,0.0
IMP801536&&CNTRY546,0,0.0
IMP801552&&CNTRY188,0,0.0
IMP801697&&CNTRY276,1,1.0
IMP801697&&CNTRY454,0,0.0
IMP801697&&CNTRY637,0,0.0
IMP801697&&CNTRY652,0,0.0
IMP801697&&CNTRY680,0,0.0
IMP801697&&CNTRY770,0,0.0
IMP801697&&CNTRY920,0,0.0
IMP801797&&CNTRY659,0,0.0
IMP801797&&CNTRY988,0,0.0
IMP801956&&CNTRY138,0,0.0
IMP801956&&CNTRY680,0,0.0
IMP801956&&CNTRY759,0,0.0
IMP801956&&CNTRY863,1,1.0
IMP801996&&CNTRY615,0,0.0
IMP802069&&CNTRY376,1,1.0
IMP802069&&CNTRY562,0,0.0
IMP802069&&CNTRY680,0,0.0
IMP802069&&CNTRY825,0,0.0
IMP802069&&CNTRY994,0,0.0
IMP802164&&CNTRY184,1,1.0
IMP802164&&CNTRY311,0,0.0
IMP802164&&CNTRY376,0,0.0
IMP802164&&CNTRY680,0,0.0
IMP802164&&CNTRY759,0,0.0
IMP802164&&CNTRY770,0,0.0
IMP802164&&CNTRY837,0,0.0
IMP802164&&CNTRY859,1,1.0
IMP802164&&CNTRY884,0,0.0
IMP802390&&CNTRY654,0,0.0
IMP802570&&CNTRY454,1,1.0
IMP802570&&CNTRY680,0,0.0
IMP802570&&CNTRY884,0,0.0
IMP802572&&CNTRY859,0,0.0
IMP802599&&CNTRY138,0,0.0
IMP802599&&CNTRY765,1,1.0
IMP802599&&CNTRY859,0,0.0
IMP802599&&CNTRY881,1,1.0
IMP802599&&CNTRY959,1,1.0
IMP802780&&CNTRY680,0,0.0
IMP802780&&CNTRY770,0,0.0
IMP802780&&CNTRY884,1,1.0
IMP802880&&CNTRY680,1,1.0
IMP802889&&CNTRY680,0,0.0
IMP802889&&CNTRY830,0,0.0
IMP803166&&CNTRY316,1,1.0
IMP803166&&CNTRY334,0,0.0
IMP803166&&CNTRY407,0,0.0
IMP803166&&CNTRY555,0,0.0
IMP803166&&CNTRY680,0,0.0
IMP803166&&CNTRY881,0,0.0
IMP803349&&CNTRY376,0,0.0
IMP803349&&CNTRY448,0,0.0
IMP803349&&CNTRY770,0,0.0
IMP803379&&CNTRY113,0,0.0
IMP803379&&CNTRY959,0,0.0
IMP803506&&CNTRY756,1,1.0
IMP803549&&CNTRY376,0,0.0
IMP803549&&CNTRY759,0,0.0
IMP803549&&CNTRY771,0,0.0
IMP803630&&CNTRY264,1,1.0
IMP803630&&CNTRY409,1,1.0
IMP803713&&CNTRY277,0,0.0
IMP803713&&CNTRY680,0,0.0
IMP803713&&CNTRY759,0,0.0
IMP803713&&CNTRY884,0,0.0
IMP803760&&CNTRY140,1,1.0
IMP803789&&CNTRY376,0,0.0
IMP803789&&CNTRY680,0,0.0
IMP803789&&CNTRY745,1,1.0
IMP803898&&CNTRY349,0,0.0
IMP803898&&CNTRY615,0,0.0
IMP803898&&CNTRY713,0,0.0
IMP803898&&CNTRY747,0,0.0
IMP804030&&CNTRY930,0,0.0
IMP804143&&CNTRY759,0,0.0
IMP804143&&CNTRY976,0,0.0
IMP804290&&CNTRY615,0,0.0
IMP804290&&CNTRY659,1,1.0
IMP804290&&CNTRY759,0,0.0
IMP804290&&CNTRY891,0,0.0
IMP804351&&CNTRY376,0,0.0
IMP804351&&CNTRY759,0,0.0
IMP804356&&CNTRY277,0,0.0
IMP804356&&CNTRY376,0,0.0
IMP804356&&CNTRY680,0,0.0
IMP804356&&CNTRY759,0,0.0
IMP804357&&CNTRY759,0,0.0
IMP804413&&CNTRY713,0,0.0
IMP804451&&CNTRY480,0,0.0
IMP804451&&CNTRY984,0,0.0
IMP804895&&CNTRY376,0,0.0
IMP804895&&CNTRY680,0,0.0
IMP804895&&CNTRY759,0,0.0
IMP804895&&CNTRY988,0,0.0
IMP804930&&CNTRY323,0,0.0
IMP804930&&CNTRY546,0,0.0
IMP804930&&CNTRY680,0,0.0
IMP804930&&CNTRY759,1,1.0
IMP804930&&CNTRY920,0,0.0
IMP804931&&CNTRY915,1,1.0
IMP805030&&CNTRY277,0,0.0
IMP805034&&CNTRY188,0,0.0
IMP805034&&CNTRY959,1,1.0
IMP805102&&CNTRY562,0,0.0
IMP805116&&CNTRY171,0,0.0
IMP805116&&CNTRY322,0,0.0
IMP805116&&CNTRY615,0,0.0
IMP805116&&CNTRY680,0,0.0
IMP805149&&CNTRY436,1,1.0
IMP805149&&CNTRY576,0,0.0
IMP805149&&CNTRY745,0,0.0
IMP805237&&CNTRY153,0,0.0
IMP805237&&CNTRY680,0,0.0
IMP805237&&CNTRY759,0,0.0
IMP805237&&CNTRY765,0,0.0
IMP805262&&CNTRY234,0,0.0
IMP805262&&CNTRY264,1,1.0
IMP805262&&CNTRY859,0,0.0
IMP805682&&CNTRY652,1,1.0
IMP805682&&CNTRY915,0,0.0
IMP805739&&CNTRY615,0,0.0
IMP805739&&CNTRY680,0,0.0
IMP805739&&CNTRY891,0,0.0
IMP805937&&CNTRY747,0,0.0
IMP805966&&CNTRY376,0,0.0
IMP805966&&CNTRY759,0,0.0
IMP805966&&CNTRY919,0,0.0
IMP805966&&CNTRY975,1,1.0
IMP805968&&CNTRY168,1,1.0
IMP805968&&CNTRY264,0,0.0
IMP805968&&CNTRY277,1,0.16666666666666666
IMP805968&&CNTRY284,0,0.0
IMP805968&&CNTRY351,0,0.0
IMP805968&&CNTRY364,0,0.0
IMP805968&&CNTRY376,1,0.058823529411764705
IMP805968&&CNTRY407,0,0.0
IMP805968&&CNTRY429,0,0.0
IMP805968&&CNTRY454,0,0.0
IMP805968&&CNTRY528,0,0.0
IMP805968&&CNTRY562,0,0.0
IMP805968&&CNTRY576,0,0.0
IMP805968&&CNTRY615,0,0.0
IMP805968&&CNTRY680,0,0.0
IMP805968&&CNTRY759,0,0.0
IMP805968&&CNTRY881,0,0.0
IMP805968&&CNTRY884,0,0.0
IMP805968&&CNTRY994,0,0.0
IMP806086&&CNTRY140,1,1.0
IMP806086&&CNTRY884,0,0.0
IMP806125&&CNTRY264,0,0.0
IMP806125&&CNTRY389,1,1.0
IMP806125&&CNTRY576,0,0.0
IMP806125&&CNTRY618,0,0.0
IMP806322&&CNTRY680,0,0.0
IMP806463&&CNTRY215,1,1.0
IMP806463&&CNTRY216,0,0.0
IMP806463&&CNTRY376,0,0.0
IMP806463&&CNTRY919,0,0.0
IMP806463&&CNTRY939,0,0.0
IMP806541&&CNTRY454,1,1.0
IMP806541&&CNTRY473,1,1.0
IMP806541&&CNTRY615,0,0.0
IMP806541&&CNTRY759,0,0.0
IMP806555&&CNTRY113,1,1.0
IMP806555&&CNTRY321,0,0.0
IMP806555&&CNTRY364,0,0.0
IMP806555&&CNTRY376,0,0.0
IMP806555&&CNTRY378,1,1.0
IMP806555&&CNTRY454,0,0.0
IMP806555&&CNTRY576,0,0.0
IMP806555&&CNTRY615,0,0.0
IMP806555&&CNTRY644,0,0.0
IMP806555&&CNTRY680,0,0.0
IMP806555&&CNTRY756,0,0.0
IMP806555&&CNTRY884,0,0.0
IMP806575&&CNTRY576,0,0.0
IMP806682&&CNTRY215,0,0.0
IMP806682&&CNTRY328,0,0.0
IMP806682&&CNTRY407,0,0.0
IMP806682&&CNTRY554,0,0.0
IMP806682&&CNTRY555,0,0.0
IMP806682&&CNTRY759,0,0.0
IMP806682&&CNTRY830,1,1.0
IMP806682&&CNTRY920,0,0.0
IMP806682&&CNTRY975,0,0.0
IMP806726&&CNTRY680,0,0.0
IMP806726&&CNTRY825,0,0.0
IMP806769&&CNTRY263,0,0.0
IMP806769&&CNTRY277,0,0.0
IMP806769&&CNTRY334,0,0.0
IMP806769&&CNTRY376,2,0.6666666666666666
IMP806769&&CNTRY429,0,0.0
IMP806769&&CNTRY454,0,0.0
IMP806769&&CNTRY562,0,0.0
IMP806769&&CNTRY615,0,0.0
IMP806769&&CNTRY653,0,0.0
IMP806769&&CNTRY680,1,0.25
IMP806769&&CNTRY759,0,0.0
IMP806769&&CNTRY994,1,1.0
IMP806769&&CNTRY995,0,0.0
IMP806791&&CNTRY113,1,1.0
IMP806791&&CNTRY659,1,1.0
IMP807025&&CNTRY323,0,0.0
IMP807025&&CNTRY759,1,1.0
IMP807056&&CNTRY150,0,0.0
IMP807056&&CNTRY759,0,0.0
IMP807469&&CNTRY615,0,0.0
IMP807469&&CNTRY873,0,0.0
IMP807494&&CNTRY680,1,1.0
IMP807494&&CNTRY756,0,0.0
IMP807494&&CNTRY939,0,0.0
IMP807648&&CNTRY277,0,0.0
IMP807648&&CNTRY962,1,1.0
IMP807830&&CNTRY277,1,1.0
IMP807830&&CNTRY984,0,0.0
IMP807879&&CNTRY653,0,0.0
IMP807879&&CNTRY756,0,0.0
IMP807929&&CNTRY376,0,0.0
IMP807929&&CNTRY528,1,1.0
IMP807929&&CNTRY881,0,0.0
IMP807938&&CNTRY930,0,0.0
IMP807996&&CNTRY376,0,0.0
IMP807996&&CNTRY881,0,0.0
IMP808044&&CNTRY284,1,1.0
IMP808044&&CNTRY555,0,0.0
IMP808102&&CNTRY153,0,0.0
IMP808102&&CNTRY277,1,1.0
IMP808102&&CNTRY376,1,1.0
IMP808102&&CNTRY398,0,0.0
IMP808102&&CNTRY759,0,0.0
IMP808133&&CNTRY562,0,0.0
IMP808610&&CNTRY680,0,0.0
IMP808610&&CNTRY709,0,0.0
IMP808610&&CNTRY874,1,1.0
IMP808681&&CNTRY528,0,0.0
IMP808699&&CNTRY407,0,0.0
IMP808699&&CNTRY554,0,0.0
IMP808699&&CNTRY615,0,0.0
IMP808699&&CNTRY656,1,1.0
IMP808733&&CNTRY277,0,0.0
IMP808733&&CNTRY680,0,0.0
IMP808733&&CNTRY863,0,0.0
IMP808861&&CNTRY150,0,0.0
IMP808861&&CNTRY409,1,1.0
IMP809174&&CNTRY316,0,0.0
IMP809174&&CNTRY376,0,0.0
IMP809174&&CNTRY759,0,0.0
IMP809174&&CNTRY884,0,0.0
IMP809174&&CNTRY920,0,0.0
IMP809174&&CNTRY994,1,1.0
IMP809402&&CNTRY171,0,0.0
IMP809423&&CNTRY125,1,0.5
IMP809423&&CNTRY140,0,0.0
IMP809423&&CNTRY321,1,1.0
IMP809423&&CNTRY322,0,0.0
IMP809423&&CNTRY376,1,0.1
IMP809423&&CNTRY409,0,0.0
IMP809423&&CNTRY454,1,0.25
IMP809423&&CNTRY615,0,0.0
IMP809423&&CNTRY652,1,1.0
IMP809423&&CNTRY656,0,0.0
IMP809423&&CNTRY680,0,0.0
IMP809423&&CNTRY709,0,0.0
IMP809423&&CNTRY759,1,0.05
IMP809423&&CNTRY825,0,0.0
IMP809423&&CNTRY846,0,0.0
IMP809423&&CNTRY884,0,0.0
IMP809433&&CNTRY278,0,0.0
IMP809433&&CNTRY429,1,1.0
IMP809433&&CNTRY454,0,0.0
IMP809433&&CNTRY491,0,0.0
IMP809433&&CNTRY680,0,0.0
IMP809433&&CNTRY759,1,0.3333333333333333
IMP809433&&CNTRY825,1,0.5
IMP809459&&CNTRY171,0,0.0
IMP809459&&CNTRY216,0,0.0
IMP809459&&CNTRY263,0,0.0
IMP809459&&CNTRY322,0,0.0
IMP809718&&CNTRY376,0,0.0
IMP809718&&CNTRY554,1,1.0
IMP809718&&CNTRY680,0,0.0
IMP809718&&CNTRY975,0,0.0
IMP809718&&CNTRY994,1,1.0
IMP810018&&CNTRY277,0,0.0
IMP810018&&CNTRY653,0,0.0
IMP810018&&CNTRY680,0,0.0
IMP810018&&CNTRY919,1,1.0
IMP810018&&CNTRY994,0,0.0
IMP810116&&CNTRY846,0,0.0
IMP810232&&CNTRY323,0,0.0
IMP810232&&CNTRY480,0,0.0
IMP810252&&CNTRY415,0,0.0
IMP810388&&CNTRY759,1,1.0
IMP810438&&CNTRY284,0,0.0
IMP810438&&CNTRY562,0,0.0
IMP810438&&CNTRY615,0,0.0
IMP810438&&CNTRY680,0,0.0
IMP810438&&CNTRY765,1,1.0
IMP810438&&CNTRY881,0,0.0
IMP810438&&CNTRY884,0,0.0
IMP810695&&CNTRY113,0,0.0
IMP810695&&CNTRY139,1,1.0
IMP810695&&CNTRY140,0,0.0
IMP810695&&CNTRY171,0,0.0
IMP810695&&CNTRY188,0,0.0
IMP810695&&CNTRY215,0,0.0
IMP810695&&CNTRY234,0,0.0
IMP810695&&CNTRY264,0,0.0
IMP810695&&CNTRY277,1,0.14285714285714285
IMP810695&&CNTRY376,0,0.0
IMP810695&&CNTRY429,0,0.0
IMP810695&&CNTRY438,0,0.0
IMP810695&&CNTRY454,0,0.0
IMP810695&&CNTRY527,0,0.0
IMP810695&&CNTRY555,0,0.0
IMP810695&&CNTRY562,0,0.0
IMP810695&&CNTRY576,0,0.0
IMP810695&&CNTRY615,0,0.0
IMP810695&&CNTRY652,0,0.0
IMP810695&&CNTRY656,0,0.0
IMP810695&&CNTRY680,3,0.02912621359223301
IMP810695&&CNTRY747,0,0.0
IMP810695&&CNTRY759,1,0.013513513513513514
IMP810695&&CNTRY825,0,0.0
IMP810695&&CNTRY846,0,0.0
IMP810695&&CNTRY866,0,0.0
IMP810695&&CNTRY881,0,0.0
IMP810695&&CNTRY884,0,0.0
IMP810695&&CNTRY919,0,0.0
IMP810695&&CNTRY994,0,0.0
IMP810739&&CNTRY454,0,0.0
IMP810739&&CNTRY576,0,0.0
IMP810739&&CNTRY615,0,0.0
IMP810739&&CNTRY759,0,0.0
IMP810832&&CNTRY133,0,0.0
IMP810832&&CNTRY153,0,0.0
IMP810832&&CNTRY277,0,0.0
IMP810832&&CNTRY376,0,0.0
IMP810832&&CNTRY454,0,0.0
IMP810832&&CNTRY558,1,1.0
IMP810832&&CNTRY615,1,0.25
IMP810832&&CNTRY656,1,1.0
IMP810832&&CNTRY680,0,0.0
IMP810832&&CNTRY759,0,0.0
IMP810832&&CNTRY825,0,0.0
IMP810832&&CNTRY881,0,0.0
IMP810832&&CNTRY884,1,0.16666666666666666
IMP810832&&CNTRY919,0,0.0
IMP810862&&CNTRY321,0,0.0
IMP810862&&CNTRY859,0,0.0
IMP810862&&CNTRY863,0,0.0
IMP810915&&CNTRY262,0,0.0
IMP810915&&CNTRY376,0,0.0
IMP810915&&CNTRY546,0,0.0
IMP810915&&CNTRY680,0,0.0
IMP810922&&CNTRY113,1,0.5
IMP810922&&CNTRY656,0,0.0
IMP810977&&CNTRY317,1,1.0
IMP810996&&CNTRY133,1,1.0
IMP811238&&CNTRY438,0,0.0
IMP811284&&CNTRY393,0,0.0
IMP811284&&CNTRY656,0,0.0
IMP811370&&CNTRY389,1,1.0
IMP811370&&CNTRY873,0,0.0
IMP811370&&CNTRY930,0,0.0
IMP811480&&CNTRY562,0,0.0
IMP811480&&CNTRY654,0,0.0
IMP811493&&CNTRY334,1,1.0
IMP811493&&CNTRY376,0,0.0
IMP811493&&CNTRY644,1,1.0
IMP811494&&CNTRY264,0,0.0
IMP811494&&CNTRY277,0,0.0
IMP811494&&CNTRY284,0,0.0
IMP811494&&CNTRY322,1,1.0
IMP811494&&CNTRY376,0,0.0
IMP811494&&CNTRY656,0,0.0
IMP811494&&CNTRY680,0,0.0
IMP811494&&CNTRY701,0,0.0
IMP811494&&CNTRY759,0,0.0
IMP811650&&CNTRY615,0,0.0
IMP811650&&CNTRY713,1,1.0
IMP811690&&CNTRY680,0,0.0
IMP811690&&CNTRY756,0,0.0
IMP811690&&CNTRY994,1,1.0
IMP811744&&CNTRY881,0,0.0
IMP811804&&CNTRY409,1,1.0
IMP811804&&CNTRY759,1,1.0
IMP811925&&CNTRY215,0,0.0
IMP811925&&CNTRY277,0,0.0
IMP811925&&CNTRY311,0,0.0
IMP811925&&CNTRY376,0,0.0
IMP811925&&CNTRY454,0,0.0
IMP811925&&CNTRY562,0,0.0
IMP811925&&CNTRY576,0,0.0
IMP811925&&CNTRY615,0,0.0
IMP811925&&CNTRY656,0,0.0
IMP811925&&CNTRY680,1,0.05263157894736842
IMP811925&&CNTRY709,0,0.0
IMP811925&&CNTRY748,0,0.0
IMP811925&&CNTRY759,1,0.058823529411764705
IMP811925&&CNTRY830,0,0.0
IMP811925&&CNTRY846,0,0.0
IMP811925&&CNTRY873,1,1.0
IMP811925&&CNTRY881,0,0.0
IMP811925&&CNTRY884,0,0.0
IMP811925&&CNTRY976,0,0.0
IMP811925&&CNTRY994,0,0.0
IMP811934&&CNTRY654,0,0.0
IMP812092&&CNTRY920,1,1.0
IMP812124&&CNTRY215,0,0.0
IMP812124&&CNTRY321,0,0.0
IMP812124&&CNTRY448,0,0.0
IMP812205&&CNTRY680,0,0.0
IMP812205&&CNTRY825,0,0.0
IMP812316&&CNTRY555,1,1.0
IMP812316&&CNTRY819,0,0.0
IMP812316&&CNTRY863,1,1.0
IMP812345&&CNTRY562,0,0.0
IMP812345&&CNTRY656,1,1.0
IMP812435&&CNTRY138,1,1.0
IMP812435&&CNTRY277,0,0.0
IMP812435&&CNTRY873,1,1.0
IMP812435&&CNTRY976,1,1.0
IMP812769&&CNTRY113,0,0.0
IMP812769&&CNTRY398,0,0.0
IMP813219&&CNTRY448,1,1.0
IMP813307&&CNTRY113,1,1.0
IMP813307&&CNTRY334,0,0.0
IMP813325&&CNTRY364,1,1.0
IMP813325&&CNTRY615,0,0.0
IMP813325&&CNTRY747,1,1.0
IMP813690&&CNTRY975,0,0.0
IMP813732&&CNTRY713,0,0.0
