OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_sum,OFFICE&&TARIFF.CODE_illicit_rate
OFFICE292&&8481109990,0,0.0
OFFICE292&&8481309909,0,0.0
OFFICE292&&8482500000,0,0.0
OFFICE292&&8483608002,0,0.0
OFFICE292&&8501310001,0,0.0
OFFICE292&&8504108001,0,0.0
OFFICE292&&8504409090,0,0.0
OFFICE292&&8504909900,1,0.5
OFFICE292&&8505902009,0,0.0
OFFICE292&&8511400009,0,0.0
OFFICE292&&8512200099,0,0.0
OFFICE292&&8512909009,0,0.0
OFFICE292&&8514101000,1,1.0
OFFICE292&&8515190000,0,0.0
OFFICE292&&8517620022,1,1.0
OFFICE292&&8518293000,1,1.0
OFFICE292&&8536699010,1,1.0
OFFICE292&&8536908599,0,0.0
OFFICE292&&8538909902,0,0.0
OFFICE292&&8538909909,0,0.0
OFFICE292&&8542399090,1,1.0
OFFICE292&&8543900009,0,0.0
OFFICE292&&8544492000,0,0.0
OFFICE292&&8544609090,1,1.0
OFFICE292&&8547200000,0,0.0
OFFICE292&&8609009090,0,0.0
OFFICE292&&8703229050,0,0.0
OFFICE292&&8703229090,0,0.0
OFFICE292&&8703319090,0,0.0
OFFICE292&&8704219941,0,0.0
OFFICE292&&8708309101,0,0.0
OFFICE292&&8708309902,0,0.0
OFFICE292&&8708942001,0,0.0
OFFICE292&&8708949100,1,1.0
OFFICE292&&8711500000,0,0.0
OFFICE292&&8714101000,1,1.0
OFFICE292&&8716400009,0,0.0
OFFICE292&&8716800009,0,0.0
OFFICE292&&9004901039,0,0.0
OFFICE292&&901210005,0,0.0
OFFICE292&&9014900000,1,1.0
OFFICE292&&9015309000,1,1.0
OFFICE292&&9018120000,0,0.0
OFFICE292&&9018329000,0,0.0
OFFICE292&&9018509001,1,1.0
OFFICE292&&9028901000,0,0.0
OFFICE292&&9032102000,0,0.0
OFFICE292&&9032108900,1,0.3333333333333333
OFFICE292&&9405602000,0,0.0
OFFICE292&&9405920000,0,0.0
OFFICE292&&9503006900,0,0.0
OFFICE292&&9603301000,1,1.0
OFFICE292&&9606210000,0,0.0
OFFICE292&&9607110000,0,0.0
OFFICE292&&9607190000,0,0.0
OFFICE292&&9608600000,0,0.0
OFFICE292&&9804000000,0,0.0
OFFICE296&&1001190000,0,0.0
OFFICE296&&1003900000,0,0.0
OFFICE296&&1005900000,1,0.3333333333333333
OFFICE296&&1006306590,0,0.0
OFFICE296&&106398010,0,0.0
OFFICE296&&1101001500,1,0.5
OFFICE296&&1104129000,0,0.0
OFFICE296&&1202420000,0,0.0
OFFICE296&&1206009900,0,0.0
OFFICE296&&1207409000,1,1.0
OFFICE296&&1302197003,0,0.0
OFFICE296&&1512199001,0,0.0
OFFICE296&&1517909100,1,0.5
OFFICE296&&1521909101,0,0.0
OFFICE296&&1701999099,0,0.0
OFFICE296&&1702110091,0,0.0
OFFICE296&&1702309099,0,0.0
OFFICE296&&1702409010,1,1.0
OFFICE296&&1806310000,0,0.0
OFFICE296&&1806321000,0,0.0
OFFICE296&&1806901900,0,0.0
OFFICE296&&1901100030,0,0.0
OFFICE296&&1902199000,0,0.0
OFFICE296&&1905909002,0,0.0
OFFICE296&&2204217803,0,0.0
OFFICE296&&2208304101,0,0.0
OFFICE296&&2208308201,0,0.0
OFFICE296&&2208501109,0,0.0
OFFICE296&&2208904806,0,0.0
OFFICE296&&2302309001,0,0.0
OFFICE296&&2402100005,0,0.0
OFFICE296&&2402209009,0,0.0
OFFICE296&&2505900000,0,0.0
OFFICE296&&2508700001,0,0.0
OFFICE296&&2515120011,0,0.0
OFFICE296&&2520200000,0,0.0
OFFICE296&&2703000009,0,0.0
OFFICE296&&2709009091,1,1.0
OFFICE296&&2710121110,0,0.0
OFFICE296&&2710124591,0,0.0
OFFICE296&&2710129099,0,0.0
OFFICE296&&2710192518,0,0.0
OFFICE296&&2710192593,0,0.0
OFFICE296&&2710194790,0,0.0
OFFICE296&&2710194810,1,1.0
OFFICE296&&2710194890,0,0.0
OFFICE296&&2710196219,0,0.0
OFFICE296&&2710197190,0,0.0
OFFICE296&&2710198590,0,0.0
OFFICE296&&2710199921,1,0.25
OFFICE296&&2710199928,0,0.0
OFFICE296&&2710199990,0,0.0
OFFICE296&&2710201190,0,0.0
OFFICE296&&2710201910,0,0.0
OFFICE296&&2712209090,0,0.0
OFFICE296&&2807000001,1,0.5
OFFICE296&&2814100000,0,0.0
OFFICE296&&2818200000,0,0.0
OFFICE296&&2819100000,1,1.0
OFFICE296&&2825100000,0,0.0
OFFICE296&&2825500000,0,0.0
OFFICE296&&2827398599,0,0.0
OFFICE296&&2832300000,0,0.0
OFFICE296&&2833298009,0,0.0
OFFICE296&&2834210010,0,0.0
OFFICE296&&2836200000,0,0.0
OFFICE296&&2841500090,1,1.0
OFFICE296&&2842908099,1,1.0
OFFICE296&&2844408001,0,0.0
OFFICE296&&2847000001,0,0.0
OFFICE296&&2853001000,0,0.0
OFFICE296&&2901100009,0,0.0
OFFICE296&&2901220009,0,0.0
OFFICE296&&2902190009,0,0.0
OFFICE296&&2902500000,0,0.0
OFFICE296&&2905320000,0,0.0
OFFICE296&&2907290000,0,0.0
OFFICE296&&2909309000,0,0.0
OFFICE296&&2909440000,0,0.0
OFFICE296&&2912500000,0,0.0
OFFICE296&&2915705000,0,0.0
OFFICE296&&2918110000,0,0.0
OFFICE296&&2918290009,1,1.0
OFFICE296&&2921519000,0,0.0
OFFICE296&&2925110009,0,0.0
OFFICE296&&2933599500,0,0.0
OFFICE296&&2941100009,0,0.0
OFFICE296&&2941900009,1,1.0
OFFICE296&&3003900019,0,0.0
OFFICE296&&3004200010,0,0.0
OFFICE296&&3004900019,0,0.0
OFFICE296&&3006400001,0,0.0
OFFICE296&&307609000,1,0.5
OFFICE296&&3102309000,0,0.0
OFFICE296&&3104209000,0,0.0
OFFICE296&&3204140000,1,1.0
OFFICE296&&3204200000,1,0.5
OFFICE296&&3206110000,1,1.0
OFFICE296&&3206497009,0,0.0
OFFICE296&&3207100000,0,0.0
OFFICE296&&3208209090,0,0.0
OFFICE296&&3210001090,0,0.0
OFFICE296&&3210009020,0,0.0
OFFICE296&&3210009090,1,1.0
OFFICE296&&3212900099,0,0.0
OFFICE296&&3214101099,0,0.0
OFFICE296&&3214900000,0,0.0
OFFICE296&&3215110000,0,0.0
OFFICE296&&3215190000,0,0.0
OFFICE296&&3215900094,0,0.0
OFFICE296&&3301294199,0,0.0
OFFICE296&&3301299190,0,0.0
OFFICE296&&3302102901,0,0.0
OFFICE296&&3302909001,0,0.0
OFFICE296&&3303009092,1,0.5
OFFICE296&&3304910000,0,0.0
OFFICE296&&3304990009,0,0.0
OFFICE296&&3305100000,0,0.0
OFFICE296&&3305300000,0,0.0
OFFICE296&&3306100000,0,0.0
OFFICE296&&3307490009,0,0.0
OFFICE296&&3401300000,0,0.0
OFFICE296&&3402190019,1,1.0
OFFICE296&&3403199099,0,0.0
OFFICE296&&3405100000,0,0.0
OFFICE296&&3406000008,0,0.0
OFFICE296&&3407000021,1,1.0
OFFICE296&&3506100000,0,0.0
OFFICE296&&3506910000,0,0.0
OFFICE296&&3506990020,0,0.0
OFFICE296&&3506990099,0,0.0
OFFICE296&&3808926099,1,0.5
OFFICE296&&3809910000,1,0.07692307692307693
OFFICE296&&3811290000,0,0.0
OFFICE296&&3813000001,0,0.0
OFFICE296&&3814009001,0,0.0
OFFICE296&&3815199000,0,0.0
OFFICE296&&3816000000,0,0.0
OFFICE296&&3820000000,0,0.0
OFFICE296&&3822000001,0,0.0
OFFICE296&&3822000009,0,0.0
OFFICE296&&3824400000,0,0.0
OFFICE296&&3824905000,1,0.5
OFFICE296&&3824909209,0,0.0
OFFICE296&&3824909699,0,0.0
OFFICE296&&3824909795,0,0.0
OFFICE296&&3825909000,0,0.0
OFFICE296&&3901209000,0,0.0
OFFICE296&&3902300000,0,0.0
OFFICE296&&3903300000,1,0.25
OFFICE296&&3905999091,0,0.0
OFFICE296&&3906100009,0,0.0
OFFICE296&&3907209900,0,0.0
OFFICE296&&3907300000,0,0.0
OFFICE296&&3907911000,0,0.0
OFFICE296&&3908100000,0,0.0
OFFICE296&&3909501090,0,0.0
OFFICE296&&3910000010,0,0.0
OFFICE296&&3910000090,0,0.0
OFFICE296&&3911100000,0,0.0
OFFICE296&&3911901900,0,0.0
OFFICE296&&3915908009,0,0.0
OFFICE296&&3917229000,0,0.0
OFFICE296&&3917290000,0,0.0
OFFICE296&&3917310000,0,0.0
OFFICE296&&3917320009,1,0.1111111111111111
OFFICE296&&3917390009,0,0.0
OFFICE296&&3917400000,0,0.0
OFFICE296&&3918900010,0,0.0
OFFICE296&&3919101900,0,0.0
OFFICE296&&3919108000,0,0.0
OFFICE296&&3919900000,0,0.0
OFFICE296&&3920202100,0,0.0
OFFICE296&&3920300000,1,1.0
OFFICE296&&3920992800,1,1.0
OFFICE296&&3923100000,1,0.037037037037037035
OFFICE296&&3923210000,0,0.0
OFFICE296&&3923299030,0,0.0
OFFICE296&&3923299080,0,0.0
OFFICE296&&3923301000,0,0.0
OFFICE296&&3923401000,1,1.0
OFFICE296&&3923409000,0,0.0
OFFICE296&&3923501000,0,0.0
OFFICE296&&3923509001,0,0.0
OFFICE296&&3924900008,0,0.0
OFFICE296&&3924900009,0,0.0
OFFICE296&&3925902000,0,0.0
OFFICE296&&3925908000,0,0.0
OFFICE296&&3926200090,1,1.0
OFFICE296&&3926300000,0,0.0
OFFICE296&&3926400000,0,0.0
OFFICE296&&3926909229,0,0.0
OFFICE296&&3926909741,0,0.0
OFFICE296&&3926909779,0,0.0
OFFICE296&&3926909799,1,0.010869565217391304
OFFICE296&&4002600000,0,0.0
OFFICE296&&4005910000,0,0.0
OFFICE296&&4008219000,0,0.0
OFFICE296&&4008290000,0,0.0
OFFICE296&&4009110011,0,0.0
OFFICE296&&4009110019,0,0.0
OFFICE296&&4009110090,0,0.0
OFFICE296&&4009120090,0,0.0
OFFICE296&&4009210040,0,0.0
OFFICE296&&4009220010,0,0.0
OFFICE296&&4009320010,0,0.0
OFFICE296&&4009420090,1,0.5
OFFICE296&&4010110001,0,0.0
OFFICE296&&4010310001,0,0.0
OFFICE296&&4010310009,0,0.0
OFFICE296&&4010350090,0,0.0
OFFICE296&&4011100010,0,0.0
OFFICE296&&4011100090,0,0.0
OFFICE296&&4011300000,0,0.0
OFFICE296&&4011500001,0,0.0
OFFICE296&&4013900004,0,0.0
OFFICE296&&4015190009,0,0.0
OFFICE296&&4015900000,0,0.0
OFFICE296&&4016910000,0,0.0
OFFICE296&&4016920000,0,0.0
OFFICE296&&4016930000,0,0.0
OFFICE296&&4016995209,0,0.0
OFFICE296&&4016995709,1,0.045454545454545456
OFFICE296&&4016999110,0,0.0
OFFICE296&&4016999720,0,0.0
OFFICE296&&402101999,0,0.0
OFFICE296&&406303900,0,0.0
OFFICE296&&406909209,1,1.0
OFFICE296&&4104495900,0,0.0
OFFICE296&&4107121910,0,0.0
OFFICE296&&4107129190,0,0.0
OFFICE296&&4107911011,0,0.0
OFFICE296&&4107991090,0,0.0
OFFICE296&&4113200000,0,0.0
OFFICE296&&4114101000,0,0.0
OFFICE296&&4115100000,1,1.0
OFFICE296&&4202121109,0,0.0
OFFICE296&&4202229000,0,0.0
OFFICE296&&4202321009,0,0.0
OFFICE296&&4202929190,0,0.0
OFFICE296&&4202929809,0,0.0
OFFICE296&&4203100099,0,0.0
OFFICE296&&4205009099,0,0.0
OFFICE296&&4303109000,1,1.0
OFFICE296&&4407109800,0,0.0
OFFICE296&&4410115000,1,1.0
OFFICE296&&4410121000,1,0.5
OFFICE296&&4412998500,0,0.0
OFFICE296&&4415101009,0,0.0
OFFICE296&&4415202001,0,0.0
OFFICE296&&4415209000,1,0.03333333333333333
OFFICE296&&4418208000,0,0.0
OFFICE296&&4418908019,0,0.0
OFFICE296&&4419009009,0,0.0
OFFICE296&&4421909799,0,0.0
OFFICE296&&4707901000,1,0.5
OFFICE296&&4801000001,0,0.0
OFFICE296&&4802562000,0,0.0
OFFICE296&&4802690098,0,0.0
OFFICE296&&4804119001,0,0.0
OFFICE296&&4805191000,0,0.0
OFFICE296&&4805910091,0,0.0
OFFICE296&&4806100000,0,0.0
OFFICE296&&4807008099,0,0.0
OFFICE296&&4809900000,1,0.5
OFFICE296&&4811419010,0,0.0
OFFICE296&&4811900010,0,0.0
OFFICE296&&4812000000,1,1.0
OFFICE296&&4817300000,0,0.0
OFFICE296&&4818201000,0,0.0
OFFICE296&&4819100000,0,0.0
OFFICE296&&4819200090,0,0.0
OFFICE296&&4819500000,0,0.0
OFFICE296&&4820101000,0,0.0
OFFICE296&&4820103000,0,0.0
OFFICE296&&4820109000,0,0.0
OFFICE296&&4820500090,0,0.0
OFFICE296&&4821101000,0,0.0
OFFICE296&&4821109000,1,0.009615384615384616
OFFICE296&&4821901000,0,0.0
OFFICE296&&4821909000,0,0.0
OFFICE296&&4822900090,0,0.0
OFFICE296&&4823908596,0,0.0
OFFICE296&&4901990095,0,0.0
OFFICE296&&4902100001,0,0.0
OFFICE296&&4908100020,0,0.0
OFFICE296&&4911101000,0,0.0
OFFICE296&&4911109091,0,0.0
OFFICE296&&4911109099,1,0.5
OFFICE296&&4911990091,0,0.0
OFFICE296&&4911990099,0,0.0
OFFICE296&&5111200009,0,0.0
OFFICE296&&5204200000,0,0.0
OFFICE296&&5205120001,1,0.16666666666666666
OFFICE296&&5205120009,0,0.0
OFFICE296&&5205230009,0,0.0
OFFICE296&&5206320001,0,0.0
OFFICE296&&5208290000,0,0.0
OFFICE296&&5208310000,1,0.3333333333333333
OFFICE296&&5208321600,0,0.0
OFFICE296&&5208510000,0,0.0
OFFICE296&&5208520000,0,0.0
OFFICE296&&5209210000,0,0.0
OFFICE296&&5209220000,0,0.0
OFFICE296&&5209320000,0,0.0
OFFICE296&&5209390000,0,0.0
OFFICE296&&5209420000,1,0.03571428571428571
OFFICE296&&5209510000,0,0.0
OFFICE296&&5209590000,0,0.0
OFFICE296&&5210290009,0,0.0
OFFICE296&&5210310001,0,0.0
OFFICE296&&5211420000,0,0.0
OFFICE296&&5211491000,0,0.0
OFFICE296&&5212241000,0,0.0
OFFICE296&&5401101200,0,0.0
OFFICE296&&5401101600,0,0.0
OFFICE296&&5401101800,0,0.0
OFFICE296&&5402310000,1,0.5
OFFICE296&&5402330000,1,0.014084507042253521
OFFICE296&&5402440000,0,0.0
OFFICE296&&5402591000,0,0.0
OFFICE296&&5407420000,0,0.0
OFFICE296&&5407440000,0,0.0
OFFICE296&&5407510000,0,0.0
OFFICE296&&5407540000,1,1.0
OFFICE296&&5407615000,0,0.0
OFFICE296&&5407699001,0,0.0
OFFICE296&&5407720000,0,0.0
OFFICE296&&5407930000,1,1.0
OFFICE296&&5408100000,0,0.0
OFFICE296&&5408310001,0,0.0
OFFICE296&&5503200000,0,0.0
OFFICE296&&5505105000,0,0.0
OFFICE296&&5508101001,0,0.0
OFFICE296&&5508101009,0,0.0
OFFICE296&&5508109000,1,0.25
OFFICE296&&5510110000,1,0.5
OFFICE296&&5510200000,0,0.0
OFFICE296&&5513119000,0,0.0
OFFICE296&&5513120000,0,0.0
OFFICE296&&5513210000,0,0.0
OFFICE296&&5513290000,1,1.0
OFFICE296&&5515111000,0,0.0
OFFICE296&&5515139900,0,0.0
OFFICE296&&5515191000,0,0.0
OFFICE296&&5515919000,1,1.0
OFFICE296&&5515998009,0,0.0
OFFICE296&&5516440000,0,0.0
OFFICE296&&5601211090,0,0.0
OFFICE296&&5602109000,0,0.0
OFFICE296&&5603129010,0,0.0
OFFICE296&&5603139090,0,0.0
OFFICE296&&5603149090,0,0.0
OFFICE296&&5603921000,1,0.5
OFFICE296&&5608191100,0,0.0
OFFICE296&&5804109000,2,0.2857142857142857
OFFICE296&&5804219000,0,0.0
OFFICE296&&5804300000,0,0.0
OFFICE296&&5806200000,0,0.0
OFFICE296&&5806321010,0,0.0
OFFICE296&&5806321029,0,0.0
OFFICE296&&5806321090,1,1.0
OFFICE296&&5806329021,0,0.0
OFFICE296&&5806390090,0,0.0
OFFICE296&&5806400003,1,0.5
OFFICE296&&5807101010,0,0.0
OFFICE296&&5807101090,0,0.0
OFFICE296&&5807109010,0,0.0
OFFICE296&&5807909010,1,0.3333333333333333
OFFICE296&&5808900019,0,0.0
OFFICE296&&5808900098,0,0.0
OFFICE296&&5811000010,0,0.0
OFFICE296&&5811000030,0,0.0
OFFICE296&&5903209000,0,0.0
OFFICE296&&5903901000,0,0.0
OFFICE296&&5903909900,0,0.0
OFFICE296&&5907000090,1,1.0
OFFICE296&&5911909099,1,0.5
OFFICE296&&6001910001,1,1.0
OFFICE296&&6001920001,1,1.0
OFFICE296&&6002400000,0,0.0
OFFICE296&&6003309000,0,0.0
OFFICE296&&6004100000,0,0.0
OFFICE296&&6004900000,1,0.5
OFFICE296&&6006210000,0,0.0
OFFICE296&&6006339000,0,0.0
OFFICE296&&6006420000,0,0.0
OFFICE296&&6102309003,0,0.0
OFFICE296&&6104330009,1,1.0
OFFICE296&&6104420009,0,0.0
OFFICE296&&6104520009,0,0.0
OFFICE296&&6105100001,0,0.0
OFFICE296&&6105100009,0,0.0
OFFICE296&&6106100009,1,0.25
OFFICE296&&6107110009,0,0.0
OFFICE296&&6107210001,0,0.0
OFFICE296&&6108190091,0,0.0
OFFICE296&&6109100001,0,0.0
OFFICE296&&6109100009,0,0.0
OFFICE296&&6109902008,1,1.0
OFFICE296&&6110113001,1,1.0
OFFICE296&&6110209101,0,0.0
OFFICE296&&6110309103,1,0.5
OFFICE296&&6110309108,0,0.0
OFFICE296&&6110309903,0,0.0
OFFICE296&&6110309908,0,0.0
OFFICE296&&6112399099,0,0.0
OFFICE296&&6114900098,0,0.0
OFFICE296&&6115950000,0,0.0
OFFICE296&&6116102000,0,0.0
OFFICE296&&6116108000,0,0.0
OFFICE296&&6201190098,0,0.0
OFFICE296&&6203339001,0,0.0
OFFICE296&&6203399099,0,0.0
OFFICE296&&6203423103,0,0.0
OFFICE296&&6203423509,0,0.0
OFFICE296&&6203429009,0,0.0
OFFICE296&&6203499099,0,0.0
OFFICE296&&6204329009,0,0.0
OFFICE296&&6204391909,0,0.0
OFFICE296&&6204399099,0,0.0
OFFICE296&&6204520009,0,0.0
OFFICE296&&6204623901,0,0.0
OFFICE296&&6204623909,0,0.0
OFFICE296&&6204629009,0,0.0
OFFICE296&&6205200009,0,0.0
OFFICE296&&6206300009,0,0.0
OFFICE296&&6206400008,0,0.0
OFFICE296&&6208190093,0,0.0
OFFICE296&&6208910008,0,0.0
OFFICE296&&6211110099,0,0.0
OFFICE296&&6211331003,0,0.0
OFFICE296&&6211339008,0,0.0
OFFICE296&&6211429006,0,0.0
OFFICE296&&6211433108,0,0.0
OFFICE296&&6211434203,0,0.0
OFFICE296&&6211439007,1,1.0
OFFICE296&&6217100009,0,0.0
OFFICE296&&6217900001,0,0.0
OFFICE296&&6217900003,1,0.045454545454545456
OFFICE296&&6217900009,0,0.0
OFFICE296&&6302531009,1,1.0
OFFICE296&&6303120000,0,0.0
OFFICE296&&6304199009,0,0.0
OFFICE296&&6305339009,0,0.0
OFFICE296&&6306190019,0,0.0
OFFICE296&&6306400009,1,1.0
OFFICE296&&6307101009,0,0.0
OFFICE296&&6307200000,0,0.0
OFFICE296&&6307909809,0,0.0
OFFICE296&&6308000001,1,0.5
OFFICE296&&6309000002,0,0.0
OFFICE296&&6310100010,1,1.0
OFFICE296&&6402999800,0,0.0
OFFICE296&&6403919100,1,1.0
OFFICE296&&6403993800,0,0.0
OFFICE296&&6403999600,0,0.0
OFFICE296&&6403999800,0,0.0
OFFICE296&&6404110000,1,1.0
OFFICE296&&6404199009,0,0.0
OFFICE296&&6406209000,0,0.0
OFFICE296&&6406909092,0,0.0
OFFICE296&&6406909099,0,0.0
OFFICE296&&6506101000,0,0.0
OFFICE296&&6506999090,0,0.0
OFFICE296&&6702900001,0,0.0
OFFICE296&&6804210010,0,0.0
OFFICE296&&6804210090,0,0.0
OFFICE296&&6804225090,0,0.0
OFFICE296&&6805200000,0,0.0
OFFICE296&&6806100000,0,0.0
OFFICE296&&6810990090,0,0.0
OFFICE296&&6813890000,0,0.0
OFFICE296&&6908909199,0,0.0
OFFICE296&&6908909399,1,1.0
OFFICE296&&6911100019,0,0.0
OFFICE296&&7002390000,0,0.0
OFFICE296&&7005100509,0,0.0
OFFICE296&&7005293509,0,0.0
OFFICE296&&7005298009,0,0.0
OFFICE296&&7005300091,0,0.0
OFFICE296&&7007198000,0,0.0
OFFICE296&&7007212010,0,0.0
OFFICE296&&7009100001,0,0.0
OFFICE296&&7009920000,0,0.0
OFFICE296&&7010905301,0,0.0
OFFICE296&&7010909112,0,0.0
OFFICE296&&7013371009,0,0.0
OFFICE296&&7013379999,0,0.0
OFFICE296&&7013990028,0,0.0
OFFICE296&&7016100000,0,0.0
OFFICE296&&7017900000,0,0.0
OFFICE296&&7019120000,0,0.0
OFFICE296&&7019900000,0,0.0
OFFICE296&&709910000,0,0.0
OFFICE296&&709991000,0,0.0
OFFICE296&&7204219000,0,0.0
OFFICE296&&7207198000,0,0.0
OFFICE296&&7213914900,0,0.0
OFFICE296&&7214911010,0,0.0
OFFICE296&&7214919020,0,0.0
OFFICE296&&7216220000,0,0.0
OFFICE296&&7216331000,0,0.0
OFFICE296&&7216990000,0,0.0
OFFICE296&&7217203010,0,0.0
OFFICE296&&7218100000,0,0.0
OFFICE296&&7219310000,0,0.0
OFFICE296&&7223001900,1,0.3333333333333333
OFFICE296&&7228306100,0,0.0
OFFICE296&&7304312000,0,0.0
OFFICE296&&7304399200,0,0.0
OFFICE296&&7304399300,0,0.0
OFFICE296&&7306900000,0,0.0
OFFICE296&&7307199000,0,0.0
OFFICE296&&7307229000,0,0.0
OFFICE296&&7307291000,0,0.0
OFFICE296&&7307910000,0,0.0
OFFICE296&&7307929000,0,0.0
OFFICE296&&7307991000,0,0.0
OFFICE296&&7308905900,0,0.0
OFFICE296&&7312108500,0,0.0
OFFICE296&&7315120010,1,1.0
OFFICE296&&7315900000,0,0.0
OFFICE296&&7317006091,0,0.0
OFFICE296&&7317008040,0,0.0
OFFICE296&&7318151090,0,0.0
OFFICE296&&7318154110,0,0.0
OFFICE296&&7318159050,1,0.08333333333333333
OFFICE296&&7318165090,0,0.0
OFFICE296&&7318169190,0,0.0
OFFICE296&&7318220000,0,0.0
OFFICE296&&7319400000,1,1.0
OFFICE296&&7320208199,0,0.0
OFFICE296&&7320208910,0,0.0
OFFICE296&&7320901000,0,0.0
OFFICE296&&7320909000,0,0.0
OFFICE296&&7321890001,1,1.0
OFFICE296&&7321900030,0,0.0
OFFICE296&&7323990008,0,0.0
OFFICE296&&7326200010,0,0.0
OFFICE296&&7326904000,0,0.0
OFFICE296&&7326906000,1,1.0
OFFICE296&&7326909211,0,0.0
OFFICE296&&7326909811,0,0.0
OFFICE296&&7326909882,0,0.0
OFFICE296&&7326909889,0,0.0
OFFICE296&&7404001000,0,0.0
OFFICE296&&7404009109,1,1.0
OFFICE296&&7404009900,1,1.0
OFFICE296&&7407290009,0,0.0
OFFICE296&&7408110010,1,1.0
OFFICE296&&7419999099,0,0.0
OFFICE296&&7502100000,0,0.0
OFFICE296&&7507120000,1,1.0
OFFICE296&&7601100000,0,0.0
OFFICE296&&7604109000,0,0.0
OFFICE296&&7604291010,1,1.0
OFFICE296&&7606111090,0,0.0
OFFICE296&&7606119100,0,0.0
OFFICE296&&7607119000,0,0.0
OFFICE296&&7607191010,0,0.0
OFFICE296&&7608208990,0,0.0
OFFICE296&&7609000000,0,0.0
OFFICE296&&7610901000,2,1.0
OFFICE296&&7610909009,1,1.0
OFFICE296&&7616991094,0,0.0
OFFICE296&&7616991099,0,0.0
OFFICE296&&7616999099,0,0.0
OFFICE296&&8003000010,0,0.0
OFFICE296&&802410000,1,1.0
OFFICE296&&803901000,0,0.0
OFFICE296&&804100009,0,0.0
OFFICE296&&808108009,0,0.0
OFFICE296&&810500000,0,0.0
OFFICE296&&8203200002,0,0.0
OFFICE296&&8203200004,0,0.0
OFFICE296&&8203400000,0,0.0
OFFICE296&&8205100000,1,1.0
OFFICE296&&8205598004,0,0.0
OFFICE296&&8205598009,0,0.0
OFFICE296&&8205600000,1,0.5
OFFICE296&&8205700000,1,0.5
OFFICE296&&8207209000,1,1.0
OFFICE296&&8207409000,0,0.0
OFFICE296&&8207509000,0,0.0
OFFICE296&&8207605000,0,0.0
OFFICE296&&8207703701,0,0.0
OFFICE296&&8207907100,0,0.0
OFFICE296&&8207909900,0,0.0
OFFICE296&&8208100000,0,0.0
OFFICE296&&8208900090,0,0.0
OFFICE296&&8209002009,0,0.0
OFFICE296&&8213000008,0,0.0
OFFICE296&&8214100010,0,0.0
OFFICE296&&8214100020,0,0.0
OFFICE296&&8214900091,1,1.0
OFFICE296&&8215991009,0,0.0
OFFICE296&&8301409001,0,0.0
OFFICE296&&8301600009,0,0.0
OFFICE296&&8302100009,0,0.0
OFFICE296&&8302300000,0,0.0
OFFICE296&&8302411009,0,0.0
OFFICE296&&8302415009,0,0.0
OFFICE296&&8302419009,0,0.0
OFFICE296&&8302420002,0,0.0
OFFICE296&&8302420009,0,0.0
OFFICE296&&8302490009,0,0.0
OFFICE296&&8303004009,1,1.0
OFFICE296&&8307100009,1,0.5
OFFICE296&&8307900009,0,0.0
OFFICE296&&8308200009,0,0.0
OFFICE296&&8308900091,0,0.0
OFFICE296&&8309909030,0,0.0
OFFICE296&&8309909099,0,0.0
OFFICE296&&8311900002,0,0.0
OFFICE296&&8403101092,0,0.0
OFFICE296&&8407343009,0,0.0
OFFICE296&&8408101101,1,1.0
OFFICE296&&8408902790,0,0.0
OFFICE296&&8408904110,0,0.0
OFFICE296&&8408904700,0,0.0
OFFICE296&&8409910001,1,1.0
OFFICE296&&8409910002,0,0.0
OFFICE296&&8409910003,0,0.0
OFFICE296&&8409910009,0,0.0
OFFICE296&&8409990002,0,0.0
OFFICE296&&8409990003,0,0.0
OFFICE296&&8409990009,2,0.020618556701030927
OFFICE296&&8412310000,0,0.0
OFFICE296&&8413200000,0,0.0
OFFICE296&&8413308010,0,0.0
OFFICE296&&8413308020,0,0.0
OFFICE296&&8413308091,0,0.0
OFFICE296&&8413702990,0,0.0
OFFICE296&&8413708190,0,0.0
OFFICE296&&8413810090,1,1.0
OFFICE296&&8413910001,0,0.0
OFFICE296&&8413910003,0,0.0
OFFICE296&&8413910009,0,0.0
OFFICE296&&8414108910,0,0.0
OFFICE296&&8414302000,0,0.0
OFFICE296&&8414510000,0,0.0
OFFICE296&&8414592010,0,0.0
OFFICE296&&8414592090,0,0.0
OFFICE296&&8414594010,1,1.0
OFFICE296&&8414598090,1,1.0
OFFICE296&&8414600000,1,1.0
OFFICE296&&8414801910,0,0.0
OFFICE296&&8414807320,1,1.0
OFFICE296&&8414808040,0,0.0
OFFICE296&&8414808099,0,0.0
OFFICE296&&8414900002,0,0.0
OFFICE296&&8416202090,1,1.0
OFFICE296&&8418501100,0,0.0
OFFICE296&&8418509000,0,0.0
OFFICE296&&8418690020,1,0.3333333333333333
OFFICE296&&8418690040,0,0.0
OFFICE296&&8418999039,0,0.0
OFFICE296&&8419818090,0,0.0
OFFICE296&&8419899899,0,0.0
OFFICE296&&8419908599,0,0.0
OFFICE296&&8421210009,0,0.0
OFFICE296&&8421230000,0,0.0
OFFICE296&&8421290099,0,0.0
OFFICE296&&8421310000,1,0.1
OFFICE296&&8421392000,1,0.0125
OFFICE296&&8421990020,0,0.0
OFFICE296&&8421990090,0,0.0
OFFICE296&&8422300001,0,0.0
OFFICE296&&8422400009,1,1.0
OFFICE296&&8422909000,0,0.0
