OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_sum,OFFICE&&IMPORTER.TIN_illicit_rate
OFFICE211&&IMPO14973,0,0.0
OFFICE211&&IMPO15089,0,0.0
OFFICE211&&IMPO15132,0,0.0
OFFICE211&&IMPO15173,0,0.0
OFFICE211&&IMPO15276,0,0.0
OFFICE211&&IMPO15279,0,0.0
OFFICE211&&IMPO15468,0,0.0
OFFICE211&&IMPO15485,0,0.0
OFFICE211&&IMPO15506,0,0.0
OFFICE211&&IMPO15535,0,0.0
OFFICE211&&IMPO15541,1,1.0
OFFICE211&&IMPO15620,0,0.0
OFFICE211&&IMPO15640,0,0.0
OFFICE211&&IMPO15647,0,0.0
OFFICE211&&IMPO15684,1,1.0
OFFICE211&&IMPO15707,0,0.0
OFFICE211&&IMPO15751,1,1.0
OFFICE211&&IMPO15765,0,0.0
OFFICE211&&IMPO15767,0,0.0
OFFICE211&&IMPO15861,1,1.0
OFFICE211&&IMPO15916,0,0.0
OFFICE211&&IMPO15943,1,1.0
OFFICE211&&IMPO15955,0,0.0
OFFICE211&&IMPO15988,1,1.0
OFFICE211&&IMPO16003,1,1.0
OFFICE211&&IMPO16033,0,0.0
OFFICE211&&IMPO16045,0,0.0
OFFICE211&&IMPO16048,0,0.0
OFFICE211&&IMPO16058,0,0.0
OFFICE211&&IMPO16167,1,1.0
OFFICE211&&IMPO16192,0,0.0
OFFICE211&&IMPO16226,0,0.0
OFFICE211&&IMPO16253,1,1.0
OFFICE211&&IMPO16355,0,0.0
OFFICE211&&IMPO16399,0,0.0
OFFICE211&&IMPO16428,0,0.0
OFFICE211&&IMPO16467,0,0.0
OFFICE211&&IMPO16485,1,1.0
OFFICE211&&IMPO16491,1,1.0
OFFICE211&&IMPO16493,1,1.0
OFFICE211&&IMPO16622,0,0.0
OFFICE211&&IMPO16658,0,0.0
OFFICE211&&IMPO16733,1,1.0
OFFICE211&&IMPO16736,1,1.0
OFFICE211&&IMPO16749,1,1.0
OFFICE211&&IMPO16751,0,0.0
OFFICE211&&IMPO16769,1,1.0
OFFICE211&&IMPO16781,0,0.0
OFFICE211&&IMPO16784,0,0.0
OFFICE211&&IMPO16807,0,0.0
OFFICE211&&IMPO16865,0,0.0
OFFICE211&&IMPO16876,1,1.0
OFFICE211&&IMPO17075,0,0.0
OFFICE211&&IMPO17166,1,1.0
OFFICE211&&IMPO17180,0,0.0
OFFICE211&&IMPO17237,0,0.0
OFFICE211&&IMPO17263,1,1.0
OFFICE211&&IMPO17356,0,0.0
OFFICE211&&IMPO17368,0,0.0
OFFICE211&&IMPO17413,0,0.0
OFFICE211&&IMPO17426,1,1.0
OFFICE211&&IMPO17451,1,1.0
OFFICE211&&IMPO17505,0,0.0
OFFICE211&&IMPO17530,0,0.0
OFFICE211&&IMPO17645,0,0.0
OFFICE211&&IMPO17682,0,0.0
OFFICE211&&IMPO17702,1,1.0
OFFICE211&&IMPO17711,1,1.0
OFFICE211&&IMPO17729,0,0.0
OFFICE211&&IMPO17731,0,0.0
OFFICE211&&IMPO17789,1,1.0
OFFICE211&&IMPO17793,0,0.0
OFFICE211&&IMPO17995,0,0.0
OFFICE211&&IMPO18106,0,0.0
OFFICE211&&IMPO18193,0,0.0
OFFICE211&&IMPO18224,0,0.0
OFFICE211&&IMPO18288,0,0.0
OFFICE211&&IMPO18326,1,1.0
OFFICE211&&IMPO18333,1,1.0
OFFICE211&&IMPO18345,0,0.0
OFFICE211&&IMPO18364,0,0.0
OFFICE211&&IMPO18411,0,0.0
OFFICE211&&IMPO18413,1,1.0
OFFICE211&&IMPO18432,0,0.0
OFFICE211&&IMPO18450,0,0.0
OFFICE211&&IMPO18533,0,0.0
OFFICE211&&IMPO18588,0,0.0
OFFICE211&&IMPO18778,0,0.0
OFFICE211&&IMPO18806,1,1.0
OFFICE211&&IMPO18809,0,0.0
OFFICE211&&IMPO18853,0,0.0
OFFICE211&&IMPO18854,1,1.0
OFFICE211&&IMPO18955,0,0.0
OFFICE211&&IMPO18960,0,0.0
OFFICE211&&IMPO18967,0,0.0
OFFICE211&&IMPO19025,0,0.0
OFFICE211&&IMPO19137,0,0.0
OFFICE211&&IMPO19168,0,0.0
OFFICE211&&IMPO19182,0,0.0
OFFICE211&&IMPO19220,0,0.0
OFFICE211&&IMPO19231,1,1.0
OFFICE211&&IMPO19250,0,0.0
OFFICE211&&IMPO19361,1,1.0
OFFICE211&&IMPO19363,0,0.0
OFFICE211&&IMPO19390,0,0.0
OFFICE211&&IMPO19420,0,0.0
OFFICE211&&IMPO19480,1,1.0
OFFICE211&&IMPO19516,1,1.0
OFFICE211&&IMPO19578,0,0.0
OFFICE211&&IMPO19604,0,0.0
OFFICE211&&IMPO19618,1,1.0
OFFICE211&&IMPO19663,0,0.0
OFFICE211&&IMPO19774,1,1.0
OFFICE211&&IMPO19818,1,1.0
OFFICE211&&IMPO19842,0,0.0
OFFICE211&&IMPO19846,1,1.0
OFFICE211&&IMPO19906,0,0.0
OFFICE211&&IMPO19924,1,1.0
OFFICE211&&IMPO19927,0,0.0
OFFICE211&&IMPO19930,0,0.0
OFFICE214&&IMPO10005,0,0.0
OFFICE214&&IMPO10022,0,0.0
OFFICE214&&IMPO10024,1,1.0
OFFICE214&&IMPO10043,0,0.0
OFFICE214&&IMPO10061,0,0.0
OFFICE214&&IMPO10063,0,0.0
OFFICE214&&IMPO10067,0,0.0
OFFICE214&&IMPO10070,1,1.0
OFFICE214&&IMPO10097,0,0.0
OFFICE214&&IMPO10107,0,0.0
OFFICE214&&IMPO10152,1,1.0
OFFICE214&&IMPO10156,0,0.0
OFFICE214&&IMPO10165,0,0.0
OFFICE214&&IMPO10166,0,0.0
OFFICE214&&IMPO10182,1,1.0
OFFICE214&&IMPO10186,1,1.0
OFFICE214&&IMPO10193,0,0.0
OFFICE214&&IMPO10210,1,0.14285714285714285
OFFICE214&&IMPO10216,0,0.0
OFFICE214&&IMPO10220,0,0.0
OFFICE214&&IMPO10226,0,0.0
OFFICE214&&IMPO10228,0,0.0
OFFICE214&&IMPO10233,0,0.0
OFFICE214&&IMPO10262,0,0.0
OFFICE214&&IMPO10267,0,0.0
OFFICE214&&IMPO10274,0,0.0
OFFICE214&&IMPO10281,0,0.0
OFFICE214&&IMPO10301,0,0.0
OFFICE214&&IMPO10303,1,1.0
OFFICE214&&IMPO10309,0,0.0
OFFICE214&&IMPO10313,1,1.0
OFFICE214&&IMPO10316,0,0.0
OFFICE214&&IMPO10318,0,0.0
OFFICE214&&IMPO10325,0,0.0
OFFICE214&&IMPO10326,0,0.0
OFFICE214&&IMPO10328,0,0.0
OFFICE214&&IMPO10338,1,1.0
OFFICE214&&IMPO10339,0,0.0
OFFICE214&&IMPO10344,0,0.0
OFFICE214&&IMPO10346,1,1.0
OFFICE214&&IMPO10371,0,0.0
OFFICE214&&IMPO10377,0,0.0
OFFICE214&&IMPO10403,0,0.0
OFFICE214&&IMPO10423,0,0.0
OFFICE214&&IMPO10425,0,0.0
OFFICE214&&IMPO10430,1,1.0
OFFICE214&&IMPO10452,0,0.0
OFFICE214&&IMPO10462,0,0.0
OFFICE214&&IMPO10477,0,0.0
OFFICE214&&IMPO10487,0,0.0
OFFICE214&&IMPO10499,0,0.0
OFFICE214&&IMPO10506,0,0.0
OFFICE214&&IMPO10510,1,1.0
OFFICE214&&IMPO10514,0,0.0
OFFICE214&&IMPO10529,0,0.0
OFFICE214&&IMPO10540,0,0.0
OFFICE214&&IMPO10541,0,0.0
OFFICE214&&IMPO10550,0,0.0
OFFICE214&&IMPO10558,1,1.0
OFFICE214&&IMPO10574,0,0.0
OFFICE214&&IMPO10578,0,0.0
OFFICE214&&IMPO10586,0,0.0
OFFICE214&&IMPO10587,0,0.0
OFFICE214&&IMPO10592,0,0.0
OFFICE214&&IMPO10622,0,0.0
OFFICE214&&IMPO10629,0,0.0
OFFICE214&&IMPO10638,1,1.0
OFFICE214&&IMPO10646,1,1.0
OFFICE214&&IMPO10652,0,0.0
OFFICE214&&IMPO10659,0,0.0
OFFICE214&&IMPO10661,0,0.0
OFFICE214&&IMPO10668,0,0.0
OFFICE214&&IMPO10680,0,0.0
OFFICE214&&IMPO10682,0,0.0
OFFICE214&&IMPO10686,0,0.0
OFFICE214&&IMPO10700,0,0.0
OFFICE214&&IMPO10718,0,0.0
OFFICE214&&IMPO10723,0,0.0
OFFICE214&&IMPO10736,0,0.0
OFFICE214&&IMPO10763,0,0.0
OFFICE214&&IMPO10774,0,0.0
OFFICE214&&IMPO10784,0,0.0
OFFICE214&&IMPO10796,0,0.0
OFFICE214&&IMPO10804,0,0.0
OFFICE214&&IMPO10832,0,0.0
OFFICE214&&IMPO10845,0,0.0
OFFICE214&&IMPO10858,1,1.0
OFFICE214&&IMPO10864,0,0.0
OFFICE214&&IMPO10873,0,0.0
OFFICE214&&IMPO10878,0,0.0
OFFICE214&&IMPO10880,0,0.0
OFFICE214&&IMPO10884,0,0.0
OFFICE214&&IMPO10895,1,1.0
OFFICE214&&IMPO10899,0,0.0
OFFICE214&&IMPO10922,0,0.0
OFFICE214&&IMPO10935,0,0.0
OFFICE214&&IMPO10939,0,0.0
OFFICE214&&IMPO10940,0,0.0
OFFICE214&&IMPO10947,1,1.0
OFFICE214&&IMPO10958,0,0.0
OFFICE214&&IMPO10959,1,1.0
OFFICE214&&IMPO10969,0,0.0
OFFICE214&&IMPO10973,0,0.0
OFFICE214&&IMPO10976,0,0.0
OFFICE214&&IMPO10983,0,0.0
OFFICE214&&IMPO11003,0,0.0
OFFICE214&&IMPO11008,0,0.0
OFFICE214&&IMPO11016,0,0.0
OFFICE214&&IMPO11025,0,0.0
OFFICE214&&IMPO11027,1,0.5
OFFICE214&&IMPO11033,0,0.0
OFFICE214&&IMPO11049,0,0.0
OFFICE214&&IMPO11056,1,1.0
OFFICE214&&IMPO11058,0,0.0
OFFICE214&&IMPO11063,0,0.0
OFFICE214&&IMPO11071,0,0.0
OFFICE214&&IMPO11075,0,0.0
OFFICE214&&IMPO11080,0,0.0
OFFICE214&&IMPO11103,0,0.0
OFFICE214&&IMPO11104,0,0.0
OFFICE214&&IMPO11114,0,0.0
OFFICE214&&IMPO11117,0,0.0
OFFICE214&&IMPO11120,0,0.0
OFFICE214&&IMPO11130,0,0.0
OFFICE214&&IMPO11148,0,0.0
OFFICE214&&IMPO11152,0,0.0
OFFICE214&&IMPO11170,0,0.0
OFFICE214&&IMPO11179,0,0.0
OFFICE214&&IMPO11182,0,0.0
OFFICE214&&IMPO11200,0,0.0
OFFICE214&&IMPO11228,1,1.0
OFFICE214&&IMPO11242,0,0.0
OFFICE214&&IMPO11245,0,0.0
OFFICE214&&IMPO11250,0,0.0
OFFICE214&&IMPO11260,0,0.0
OFFICE214&&IMPO11263,0,0.0
OFFICE214&&IMPO11280,0,0.0
OFFICE214&&IMPO11282,0,0.0
OFFICE214&&IMPO11284,0,0.0
OFFICE214&&IMPO11299,0,0.0
OFFICE214&&IMPO11308,0,0.0
OFFICE214&&IMPO11316,0,0.0
OFFICE214&&IMPO11339,0,0.0
OFFICE214&&IMPO11348,0,0.0
OFFICE214&&IMPO11353,0,0.0
OFFICE214&&IMPO11354,0,0.0
OFFICE214&&IMPO11388,1,1.0
OFFICE214&&IMPO11390,0,0.0
OFFICE214&&IMPO11394,1,0.2
OFFICE214&&IMPO11396,0,0.0
OFFICE214&&IMPO11399,0,0.0
OFFICE214&&IMPO11439,0,0.0
OFFICE214&&IMPO11444,0,0.0
OFFICE214&&IMPO11454,0,0.0
OFFICE214&&IMPO11459,0,0.0
OFFICE214&&IMPO11463,0,0.0
OFFICE214&&IMPO11464,0,0.0
OFFICE214&&IMPO11469,2,0.125
OFFICE214&&IMPO11479,1,0.5
OFFICE214&&IMPO11483,0,0.0
OFFICE214&&IMPO11490,1,1.0
OFFICE214&&IMPO11492,0,0.0
OFFICE214&&IMPO11509,0,0.0
OFFICE214&&IMPO11555,0,0.0
OFFICE214&&IMPO11557,0,0.0
OFFICE214&&IMPO11570,0,0.0
OFFICE214&&IMPO11571,0,0.0
OFFICE214&&IMPO11589,0,0.0
OFFICE214&&IMPO11605,1,1.0
OFFICE214&&IMPO11632,0,0.0
OFFICE214&&IMPO11641,0,0.0
OFFICE214&&IMPO11642,0,0.0
OFFICE214&&IMPO11647,0,0.0
OFFICE214&&IMPO11651,0,0.0
OFFICE214&&IMPO11671,0,0.0
OFFICE214&&IMPO11691,0,0.0
OFFICE214&&IMPO11698,1,1.0
OFFICE214&&IMPO11732,0,0.0
OFFICE214&&IMPO11752,0,0.0
OFFICE214&&IMPO11753,0,0.0
OFFICE214&&IMPO11760,0,0.0
OFFICE214&&IMPO11779,0,0.0
OFFICE214&&IMPO11807,0,0.0
OFFICE214&&IMPO11809,1,1.0
OFFICE214&&IMPO11814,0,0.0
OFFICE214&&IMPO11829,1,0.5
OFFICE214&&IMPO11862,1,1.0
OFFICE214&&IMPO11865,0,0.0
OFFICE214&&IMPO11867,0,0.0
OFFICE214&&IMPO11889,0,0.0
OFFICE214&&IMPO11903,1,1.0
OFFICE214&&IMPO11916,0,0.0
OFFICE214&&IMPO11932,0,0.0
OFFICE214&&IMPO11934,0,0.0
OFFICE214&&IMPO11956,0,0.0
OFFICE214&&IMPO11958,0,0.0
OFFICE214&&IMPO11964,0,0.0
OFFICE214&&IMPO11973,0,0.0
OFFICE214&&IMPO11988,0,0.0
OFFICE214&&IMPO12012,0,0.0
OFFICE214&&IMPO12014,0,0.0
OFFICE214&&IMPO12054,0,0.0
OFFICE214&&IMPO12064,0,0.0
OFFICE214&&IMPO12066,0,0.0
OFFICE214&&IMPO12072,0,0.0
OFFICE214&&IMPO12074,0,0.0
OFFICE214&&IMPO12083,0,0.0
OFFICE214&&IMPO12084,1,1.0
OFFICE214&&IMPO12102,0,0.0
OFFICE214&&IMPO12105,0,0.0
OFFICE214&&IMPO12110,0,0.0
OFFICE214&&IMPO12118,1,1.0
OFFICE214&&IMPO12121,0,0.0
OFFICE214&&IMPO12128,1,1.0
OFFICE214&&IMPO12131,1,1.0
OFFICE214&&IMPO12155,0,0.0
OFFICE214&&IMPO12160,0,0.0
OFFICE214&&IMPO12161,0,0.0
OFFICE214&&IMPO12167,0,0.0
OFFICE214&&IMPO12173,0,0.0
OFFICE214&&IMPO12177,0,0.0
OFFICE214&&IMPO12183,0,0.0
OFFICE214&&IMPO12200,0,0.0
OFFICE214&&IMPO12203,0,0.0
OFFICE214&&IMPO12207,0,0.0
OFFICE214&&IMPO12219,0,0.0
OFFICE214&&IMPO12228,0,0.0
OFFICE214&&IMPO12250,0,0.0
OFFICE214&&IMPO12252,0,0.0
OFFICE214&&IMPO12258,0,0.0
OFFICE214&&IMPO12265,1,1.0
OFFICE214&&IMPO12298,0,0.0
OFFICE214&&IMPO12301,0,0.0
OFFICE214&&IMPO12303,1,0.5
OFFICE214&&IMPO12308,0,0.0
OFFICE214&&IMPO12336,1,1.0
OFFICE214&&IMPO12341,0,0.0
OFFICE214&&IMPO12343,0,0.0
OFFICE214&&IMPO12357,0,0.0
OFFICE214&&IMPO12358,0,0.0
OFFICE214&&IMPO12359,0,0.0
OFFICE214&&IMPO12377,0,0.0
OFFICE214&&IMPO12380,0,0.0
OFFICE214&&IMPO12398,0,0.0
OFFICE214&&IMPO12467,0,0.0
OFFICE214&&IMPO12485,0,0.0
OFFICE214&&IMPO12489,0,0.0
OFFICE214&&IMPO12508,0,0.0
OFFICE214&&IMPO12519,0,0.0
OFFICE214&&IMPO12539,1,1.0
OFFICE214&&IMPO12551,0,0.0
OFFICE214&&IMPO12552,1,1.0
OFFICE214&&IMPO12557,0,0.0
OFFICE214&&IMPO12577,0,0.0
OFFICE214&&IMPO12587,1,1.0
OFFICE214&&IMPO12598,1,1.0
OFFICE214&&IMPO12601,0,0.0
OFFICE214&&IMPO12604,0,0.0
OFFICE214&&IMPO12608,0,0.0
OFFICE214&&IMPO12612,0,0.0
OFFICE214&&IMPO12616,0,0.0
OFFICE214&&IMPO12620,1,0.5
OFFICE214&&IMPO12625,0,0.0
OFFICE214&&IMPO12631,0,0.0
OFFICE214&&IMPO12642,0,0.0
OFFICE214&&IMPO12651,0,0.0
OFFICE214&&IMPO12665,0,0.0
OFFICE214&&IMPO12668,1,1.0
OFFICE214&&IMPO12699,0,0.0
OFFICE214&&IMPO12722,0,0.0
OFFICE214&&IMPO12754,0,0.0
OFFICE214&&IMPO12763,0,0.0
OFFICE214&&IMPO12778,0,0.0
OFFICE214&&IMPO12784,0,0.0
OFFICE214&&IMPO12793,0,0.0
OFFICE214&&IMPO12818,0,0.0
OFFICE214&&IMPO12835,0,0.0
OFFICE214&&IMPO12844,0,0.0
OFFICE214&&IMPO12889,0,0.0
OFFICE214&&IMPO12891,0,0.0
OFFICE214&&IMPO12895,0,0.0
OFFICE214&&IMPO12896,0,0.0
OFFICE214&&IMPO12901,0,0.0
OFFICE214&&IMPO12905,0,0.0
OFFICE214&&IMPO12907,1,1.0
OFFICE214&&IMPO12908,0,0.0
OFFICE214&&IMPO12909,1,0.2
OFFICE214&&IMPO12918,0,0.0
OFFICE214&&IMPO12927,0,0.0
OFFICE214&&IMPO12933,0,0.0
OFFICE214&&IMPO12939,0,0.0
OFFICE214&&IMPO12953,0,0.0
OFFICE214&&IMPO12959,1,1.0
OFFICE214&&IMPO12961,0,0.0
OFFICE214&&IMPO12966,0,0.0
OFFICE214&&IMPO12969,0,0.0
OFFICE214&&IMPO12985,0,0.0
OFFICE214&&IMPO12986,0,0.0
OFFICE214&&IMPO12998,0,0.0
OFFICE214&&IMPO13016,0,0.0
OFFICE214&&IMPO13017,0,0.0
OFFICE214&&IMPO13038,0,0.0
OFFICE214&&IMPO13039,0,0.0
OFFICE214&&IMPO13046,0,0.0
OFFICE214&&IMPO13051,0,0.0
OFFICE214&&IMPO13085,0,0.0
OFFICE214&&IMPO13095,0,0.0
OFFICE214&&IMPO13097,1,0.14285714285714285
OFFICE214&&IMPO13115,0,0.0
OFFICE214&&IMPO13133,0,0.0
OFFICE214&&IMPO13153,0,0.0
OFFICE214&&IMPO13156,0,0.0
OFFICE214&&IMPO13165,1,0.125
OFFICE214&&IMPO13181,1,0.09090909090909091
OFFICE214&&IMPO13185,0,0.0
OFFICE214&&IMPO13192,1,1.0
OFFICE214&&IMPO13225,0,0.0
OFFICE214&&IMPO13239,0,0.0
OFFICE214&&IMPO13240,0,0.0
OFFICE214&&IMPO13253,0,0.0
OFFICE214&&IMPO13263,0,0.0
OFFICE214&&IMPO13280,1,1.0
OFFICE214&&IMPO13320,0,0.0
OFFICE214&&IMPO13329,1,0.5
OFFICE214&&IMPO13345,1,1.0
OFFICE214&&IMPO13347,0,0.0
OFFICE214&&IMPO13351,0,0.0
OFFICE214&&IMPO13355,0,0.0
OFFICE214&&IMPO13356,0,0.0
OFFICE214&&IMPO13364,0,0.0
OFFICE214&&IMPO13380,0,0.0
OFFICE214&&IMPO13389,0,0.0
OFFICE214&&IMPO13390,1,1.0
OFFICE214&&IMPO13427,0,0.0
OFFICE214&&IMPO13428,0,0.0
OFFICE214&&IMPO13432,0,0.0
OFFICE214&&IMPO13482,0,0.0
OFFICE214&&IMPO13495,0,0.0
OFFICE214&&IMPO13502,0,0.0
OFFICE214&&IMPO13512,0,0.0
OFFICE214&&IMPO13534,0,0.0
OFFICE214&&IMPO13538,1,1.0
OFFICE214&&IMPO13542,0,0.0
OFFICE214&&IMPO13545,0,0.0
OFFICE214&&IMPO13546,0,0.0
OFFICE214&&IMPO13548,0,0.0
OFFICE214&&IMPO13562,0,0.0
OFFICE214&&IMPO13571,0,0.0
OFFICE214&&IMPO13590,1,1.0
OFFICE214&&IMPO13618,1,0.1
OFFICE214&&IMPO13631,0,0.0
OFFICE214&&IMPO13633,0,0.0
OFFICE214&&IMPO13642,0,0.0
OFFICE214&&IMPO13673,0,0.0
OFFICE214&&IMPO13685,0,0.0
OFFICE214&&IMPO13723,0,0.0
OFFICE214&&IMPO13728,0,0.0
OFFICE214&&IMPO13742,0,0.0
OFFICE214&&IMPO13754,0,0.0
OFFICE214&&IMPO13756,0,0.0
OFFICE214&&IMPO13769,0,0.0
OFFICE214&&IMPO13783,0,0.0
OFFICE214&&IMPO13796,0,0.0
OFFICE214&&IMPO13819,1,1.0
OFFICE214&&IMPO13823,0,0.0
OFFICE214&&IMPO13838,0,0.0
OFFICE214&&IMPO13850,0,0.0
OFFICE214&&IMPO13852,0,0.0
OFFICE214&&IMPO13863,1,1.0
OFFICE214&&IMPO13867,0,0.0
OFFICE214&&IMPO13870,1,1.0
OFFICE214&&IMPO13873,1,1.0
OFFICE214&&IMPO13877,0,0.0
OFFICE214&&IMPO13879,1,1.0
OFFICE214&&IMPO13891,0,0.0
OFFICE214&&IMPO13906,1,1.0
OFFICE214&&IMPO13916,0,0.0
OFFICE214&&IMPO13918,0,0.0
OFFICE214&&IMPO13928,0,0.0
OFFICE214&&IMPO13952,0,0.0
OFFICE214&&IMPO13975,0,0.0
OFFICE214&&IMPO13980,0,0.0
OFFICE214&&IMPO13994,0,0.0
OFFICE214&&IMPO14000,0,0.0
OFFICE214&&IMPO14008,0,0.0
OFFICE214&&IMPO14011,0,0.0
OFFICE214&&IMPO14012,0,0.0
OFFICE214&&IMPO14024,1,1.0
OFFICE214&&IMPO14030,0,0.0
OFFICE214&&IMPO14035,0,0.0
OFFICE214&&IMPO14039,1,0.5
OFFICE214&&IMPO14045,0,0.0
OFFICE214&&IMPO14061,1,1.0
OFFICE214&&IMPO14080,0,0.0
OFFICE214&&IMPO14099,1,1.0
OFFICE214&&IMPO14111,1,1.0
OFFICE214&&IMPO14118,1,1.0
OFFICE214&&IMPO14122,0,0.0
OFFICE214&&IMPO14129,0,0.0
OFFICE214&&IMPO14146,1,1.0
OFFICE214&&IMPO14151,0,0.0
OFFICE214&&IMPO14168,0,0.0
OFFICE214&&IMPO14169,1,1.0
OFFICE214&&IMPO14200,0,0.0
OFFICE214&&IMPO14233,0,0.0
OFFICE214&&IMPO14243,0,0.0
OFFICE214&&IMPO14255,0,0.0
OFFICE214&&IMPO14272,0,0.0
OFFICE214&&IMPO14294,0,0.0
OFFICE214&&IMPO14300,0,0.0
OFFICE214&&IMPO14301,0,0.0
OFFICE214&&IMPO14304,0,0.0
OFFICE214&&IMPO14334,0,0.0
OFFICE214&&IMPO14335,2,0.4
OFFICE214&&IMPO14353,0,0.0
OFFICE214&&IMPO14354,0,0.0
OFFICE214&&IMPO14356,0,0.0
OFFICE214&&IMPO14360,1,1.0
OFFICE214&&IMPO14368,0,0.0
OFFICE214&&IMPO14400,0,0.0
OFFICE214&&IMPO14414,0,0.0
OFFICE214&&IMPO14430,0,0.0
OFFICE214&&IMPO14437,0,0.0
OFFICE214&&IMPO14455,0,0.0
OFFICE214&&IMPO14507,0,0.0
OFFICE214&&IMPO14530,0,0.0
OFFICE214&&IMPO14546,0,0.0
OFFICE214&&IMPO14558,0,0.0
OFFICE214&&IMPO14569,0,0.0
OFFICE214&&IMPO14615,1,0.5
OFFICE214&&IMPO14627,0,0.0
OFFICE214&&IMPO14658,1,1.0
OFFICE214&&IMPO14670,0,0.0
OFFICE214&&IMPO14673,1,1.0
OFFICE214&&IMPO14698,2,0.4
OFFICE214&&IMPO14700,1,0.5
OFFICE214&&IMPO14713,0,0.0
OFFICE214&&IMPO14717,1,1.0
OFFICE214&&IMPO14727,0,0.0
OFFICE214&&IMPO14729,0,0.0
OFFICE214&&IMPO14730,0,0.0
OFFICE214&&IMPO14751,0,0.0
OFFICE214&&IMPO14760,0,0.0
OFFICE214&&IMPO14763,0,0.0
OFFICE214&&IMPO14764,0,0.0
OFFICE214&&IMPO14768,0,0.0
OFFICE214&&IMPO14792,1,1.0
OFFICE214&&IMPO14803,0,0.0
OFFICE214&&IMPO14804,0,0.0
OFFICE214&&IMPO14806,0,0.0
OFFICE214&&IMPO14837,0,0.0
OFFICE214&&IMPO14861,0,0.0
OFFICE214&&IMPO14871,1,1.0
OFFICE214&&IMPO14880,0,0.0
OFFICE214&&IMPO14890,0,0.0
OFFICE214&&IMPO14900,1,1.0
OFFICE214&&IMPO14917,0,0.0
OFFICE214&&IMPO14969,0,0.0
OFFICE214&&IMPO14976,0,0.0
OFFICE214&&IMPO14977,0,0.0
OFFICE214&&IMPO14981,0,0.0
OFFICE214&&IMPO15006,0,0.0
OFFICE214&&IMPO15016,0,0.0
OFFICE214&&IMPO15046,1,1.0
OFFICE214&&IMPO15054,0,0.0
OFFICE214&&IMPO15078,1,1.0
OFFICE214&&IMPO15088,1,1.0
OFFICE214&&IMPO15112,0,0.0
OFFICE214&&IMPO15114,0,0.0
OFFICE214&&IMPO15135,0,0.0
OFFICE214&&IMPO15160,0,0.0
OFFICE214&&IMPO15165,0,0.0
OFFICE214&&IMPO15167,0,0.0
OFFICE214&&IMPO15168,0,0.0
OFFICE214&&IMPO15198,0,0.0
OFFICE214&&IMPO15204,0,0.0
OFFICE214&&IMPO15253,0,0.0
OFFICE214&&IMPO15262,0,0.0
OFFICE214&&IMPO15276,0,0.0
OFFICE214&&IMPO15277,1,1.0
OFFICE214&&IMPO15279,0,0.0
OFFICE214&&IMPO15283,0,0.0
OFFICE214&&IMPO15295,0,0.0
OFFICE214&&IMPO15296,0,0.0
OFFICE214&&IMPO15321,0,0.0
OFFICE214&&IMPO15322,0,0.0
OFFICE214&&IMPO15329,1,0.5
OFFICE214&&IMPO15338,0,0.0
OFFICE214&&IMPO15355,0,0.0
OFFICE214&&IMPO15382,0,0.0
OFFICE214&&IMPO15388,0,0.0
OFFICE214&&IMPO15423,1,1.0
OFFICE214&&IMPO15431,1,1.0
OFFICE214&&IMPO15456,0,0.0
OFFICE214&&IMPO15467,0,0.0
OFFICE214&&IMPO15482,1,1.0
OFFICE214&&IMPO15485,0,0.0
OFFICE214&&IMPO15487,0,0.0
OFFICE214&&IMPO15489,0,0.0
OFFICE214&&IMPO15500,0,0.0
OFFICE214&&IMPO15506,0,0.0
OFFICE214&&IMPO15515,0,0.0
OFFICE214&&IMPO15520,0,0.0
OFFICE214&&IMPO15533,0,0.0
OFFICE214&&IMPO15535,0,0.0
OFFICE214&&IMPO15547,0,0.0
OFFICE214&&IMPO15551,0,0.0
OFFICE214&&IMPO15592,0,0.0
OFFICE214&&IMPO15598,0,0.0
OFFICE214&&IMPO15612,0,0.0
OFFICE214&&IMPO15623,0,0.0
OFFICE214&&IMPO15626,1,0.06666666666666667
OFFICE214&&IMPO15629,0,0.0
OFFICE214&&IMPO15631,0,0.0
OFFICE214&&IMPO15632,0,0.0
OFFICE214&&IMPO15635,0,0.0
OFFICE214&&IMPO15640,0,0.0
OFFICE214&&IMPO15645,0,0.0
OFFICE214&&IMPO15661,0,0.0
OFFICE214&&IMPO15697,0,0.0
OFFICE214&&IMPO15707,0,0.0
OFFICE214&&IMPO15716,0,0.0
OFFICE214&&IMPO15718,0,0.0
OFFICE214&&IMPO15719,0,0.0
OFFICE214&&IMPO15725,0,0.0
OFFICE214&&IMPO15732,0,0.0
OFFICE214&&IMPO15765,0,0.0
OFFICE214&&IMPO15767,0,0.0
OFFICE214&&IMPO15781,0,0.0
OFFICE214&&IMPO15783,0,0.0
OFFICE214&&IMPO15794,0,0.0
OFFICE214&&IMPO15830,1,1.0
OFFICE214&&IMPO15859,0,0.0
OFFICE214&&IMPO15864,0,0.0
OFFICE214&&IMPO15880,0,0.0
OFFICE214&&IMPO15903,0,0.0
OFFICE214&&IMPO15914,0,0.0
OFFICE214&&IMPO15916,0,0.0
OFFICE214&&IMPO15924,0,0.0
OFFICE214&&IMPO15928,0,0.0
OFFICE214&&IMPO15936,0,0.0
OFFICE214&&IMPO15942,1,1.0
